"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Combinations wholesale price","Combinations Impact on unit price","Product Combinations ID","Product ID"
"Frida Cardigan ""Wisdom Keepers""","A16059-WBL0301NC0IA","","Cardigan Frida ""Gardiens de la Sagesse"" : Taille - XP","1","52.50","129.00","0.00","0.00","0.00","2927","916"
"Frida Cardigan ""Wisdom Keepers""","A16059-WBL0301NC0IA","","Cardigan Frida ""Gardiens de la Sagesse"" : Taille - P","1","52.50","129.00","0.00","0.00","0.00","2928","916"
"Frida Cardigan ""Wisdom Keepers""","A16059-WBL0301NC0IA","","Cardigan Frida ""Gardiens de la Sagesse"" : Taille - M","1","52.50","129.00","0.00","0.00","0.00","2929","916"
"Frida Cardigan ""Wisdom Keepers""","A16059-WBL0301NC0IA","","Cardigan Frida ""Gardiens de la Sagesse"" : Taille - L","0","52.50","129.00","0.00","0.00","0.00","2930","916"
"Frida Cardigan ""Wisdom Keepers""","A16059-WBL0301NC0IA","","Cardigan Frida ""Gardiens de la Sagesse"" : Taille - XL","0","52.50","129.00","0.00","0.00","0.00","2931","916"
"Frida Cardigan ""Whisper""","A08011-WBL0301NC0HB","","Cardigan Frida ""Murmure"" : Taille - XP","0","52.50","129.00","0.00","0.00","0.00","2942","917"
"Frida Cardigan ""Whisper""","A08011-WBL0301NC0HB","","Cardigan Frida ""Murmure"" : Taille - P","0","52.50","129.00","0.00","0.00","0.00","2943","917"
"Frida Cardigan ""Whisper""","A08011-WBL0301NC0HB","","Cardigan Frida ""Murmure"" : Taille - M","0","52.50","129.00","0.00","0.00","0.00","2944","917"
"Frida Cardigan ""Whisper""","A08011-WBL0301NC0HB","","Cardigan Frida ""Murmure"" : Taille - L","0","52.50","129.00","0.00","0.00","0.00","2945","917"
"Frida Cardigan ""Whisper""","A08011-WBL0301NC0HB","","Cardigan Frida ""Murmure"" : Taille - XL","0","52.50","129.00","0.00","0.00","0.00","2946","917"
"Frida Cardigan ""The Forest Temple""","A17065-WBL0301NC0CB","","Cardigan Frida ""Temple de la Forêt"" : Taille - XP","1","52.50","129.00","0.00","0.00","0.00","2937","918"
"Frida Cardigan ""The Forest Temple""","A17065-WBL0301NC0CB","","Cardigan Frida ""Temple de la Forêt"" : Taille - P","0","52.50","129.00","0.00","0.00","0.00","2938","918"
"Frida Cardigan ""The Forest Temple""","A17065-WBL0301NC0CB","","Cardigan Frida ""Temple de la Forêt"" : Taille - M","0","52.50","129.00","0.00","0.00","0.00","2939","918"
"Frida Cardigan ""The Forest Temple""","A17065-WBL0301NC0CB","","Cardigan Frida ""Temple de la Forêt"" : Taille - L","0","52.50","129.00","0.00","0.00","0.00","2940","918"
"Frida Cardigan ""The Forest Temple""","A17065-WBL0301NC0CB","","Cardigan Frida ""Temple de la Forêt"" : Taille - XL","0","52.50","129.00","0.00","0.00","0.00","2941","918"
"Frida Cardigan ""Journey to the Spirit World""","A07020-WBL0301NC0AA","","Cardigan Frida ""Voyage vers le Monde du Songe"" : Taille - XP","0","52.50","129.00","0.00","0.00","0.00","2922","920"
"Frida Cardigan ""Journey to the Spirit World""","A07020-WBL0301NC0AA","","Cardigan Frida ""Voyage vers le Monde du Songe"" : Taille - P","1","52.50","129.00","0.00","0.00","0.00","2923","920"
"Frida Cardigan ""Journey to the Spirit World""","A07020-WBL0301NC0AA","","Cardigan Frida ""Voyage vers le Monde du Songe"" : Taille - M","1","52.50","129.00","0.00","0.00","0.00","2924","920"
"Frida Cardigan ""Journey to the Spirit World""","A07020-WBL0301NC0AA","","Cardigan Frida ""Voyage vers le Monde du Songe"" : Taille - L","1","52.50","129.00","0.00","0.00","0.00","2925","920"
"Frida Cardigan ""Journey to the Spirit World""","A07020-WBL0301NC0AA","","Cardigan Frida ""Voyage vers le Monde du Songe"" : Taille - XL","1","52.50","129.00","0.00","0.00","0.00","2926","920"
"Frida Cardigan ""Merging Earth and Sky""","A10004-WBL0301NC01C","","Cardigan  Frida ""Fusion entre Terre et Ciel"" : Taille - XP","1","52.50","129.00","0.00","0.00","0.00","2947","954"
"Frida Cardigan ""Merging Earth and Sky""","A10004-WBL0301NC01C","","Cardigan  Frida ""Fusion entre Terre et Ciel"" : Taille - P","0","52.50","129.00","0.00","0.00","0.00","2948","954"
"Frida Cardigan ""Merging Earth and Sky""","A10004-WBL0301NC01C","","Cardigan  Frida ""Fusion entre Terre et Ciel"" : Taille - M","1","52.50","129.00","0.00","0.00","0.00","2949","954"
"Frida Cardigan ""Merging Earth and Sky""","A10004-WBL0301NC01C","","Cardigan  Frida ""Fusion entre Terre et Ciel"" : Taille - L","0","52.50","129.00","0.00","0.00","0.00","2950","954"
"Frida Cardigan ""Merging Earth and Sky""","A10004-WBL0301NC01C","","Cardigan  Frida ""Fusion entre Terre et Ciel"" : Taille - XL","0","52.50","129.00","0.00","0.00","0.00","2951","954"
"Frida Cardigan ""M'Otter Love""","A17064-WBL0301NC03A","","Cardigan Frida ""L'Outre Mère"" : Taille - XP","2","52.50","129.00","0.00","0.00","0.00","2952","955"
"Frida Cardigan ""M'Otter Love""","A17064-WBL0301NC03A","","Cardigan Frida ""L'Outre Mère"" : Taille - P","2","52.50","129.00","0.00","0.00","0.00","2953","955"
"Frida Cardigan ""M'Otter Love""","A17064-WBL0301NC03A","","Cardigan Frida ""L'Outre Mère"" : Taille - M","1","52.50","129.00","0.00","0.00","0.00","2954","955"
"Frida Cardigan ""M'Otter Love""","A17064-WBL0301NC03A","","Cardigan Frida ""L'Outre Mère"" : Taille - L","1","52.50","129.00","0.00","0.00","0.00","2955","955"
"Frida Cardigan ""M'Otter Love""","A17064-WBL0301NC03A","","Cardigan Frida ""L'Outre Mère"" : Taille - XL","1","52.50","129.00","0.00","0.00","0.00","2956","955"
"Frida Cardigan ""Silent Seekers""","A16058-WBL0301NC04A","","Cardigan Frida ""En Quête de Silence"" : Taille - XP","1","52.50","129.00","0.00","0.00","0.00","2957","956"
"Frida Cardigan ""Silent Seekers""","A16058-WBL0301NC04A","","Cardigan Frida ""En Quête de Silence"" : Taille - P","0","52.50","129.00","0.00","0.00","0.00","2958","956"
"Frida Cardigan ""Silent Seekers""","A16058-WBL0301NC04A","","Cardigan Frida ""En Quête de Silence"" : Taille - M","1","52.50","129.00","0.00","0.00","0.00","2959","956"
"Frida Cardigan ""Silent Seekers""","A16058-WBL0301NC04A","","Cardigan Frida ""En Quête de Silence"" : Taille - L","1","52.50","129.00","0.00","0.00","0.00","2960","956"
"Frida Cardigan ""Silent Seekers""","A16058-WBL0301NC04A","","Cardigan Frida ""En Quête de Silence"" : Taille - XL","1","52.50","129.00","0.00","0.00","0.00","2961","956"
"Frida Cardigan ""New Day""","A08013-WBL0301NC0FB","","Cardigan Frida ""Nouveau Jour"" : Taille - XP","1","52.50","129.00","0.00","0.00","0.00","2962","986"
"Frida Cardigan ""New Day""","A08013-WBL0301NC0FB","","Cardigan Frida ""Nouveau Jour"" : Taille - P","1","52.50","129.00","0.00","0.00","0.00","2963","986"
"Frida Cardigan ""New Day""","A08013-WBL0301NC0FB","","Cardigan Frida ""Nouveau Jour"" : Taille - M","0","52.50","129.00","0.00","0.00","0.00","2964","986"
