"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Combinations wholesale price","Combinations Impact on unit price","Product Combinations ID","Product ID"
"Boucles d'Oreilles","FDBO","","Bijoux - Émail","3","0.00","0.00","18.00","9.00","0.00","9673","12804"
"Boucles d'Oreilles","FDBO","","Bijoux - Cuivre","28","0.00","0.00","21.00","10.00","0.00","9674","12804"
"Boucles d'Oreilles","FDBO","","Bijoux - Étain","3","0.00","0.00","24.00","12.00","0.00","9675","12804"
"Bracelet","FDBRACELET","ABR1","Bijoux - Cuivre","5","0.00","0.00","54.00","27.00","0.00","9676","12805"
"Bracelet","FDBRACELET","BR1-2-5","Bijoux - Étain","39","0.00","0.00","54.00","27.00","0.00","9677","12805"
"Broaches","FDBROACHES","","Broches : Bijoux - Petit","6","0.00","0.00","18.00","9.00","0.00","9678","12806"
"Broaches","FDBROACHES","","Broches : Bijoux - Moyen","23","0.00","0.00","24.00","12.00","0.00","9679","12806"
"Broaches","FDBROACHES","","Broches : Bijoux - Large","0","0.00","0.00","26.00","13.00","0.00","9680","12806"
"Money Clip","FDMONEYCLIP","","Pince à Billets","12","13.00","26.00","0.00","0.00","0.00","","12808"
"Letter Openers","FDOPENERS","","Ouvre-Lettre : Style - Émail","0","0.00","0.00","24.00","12.00","0.00","9702","12809"
"Letter Openers","FDOPENERS","","Ouvre-Lettre : Style - Étain","0","0.00","0.00","28.00","14.00","0.00","9703","12809"
"Key Ring","FDKEYRING","","Porte Clé","3","9.00","18.00","0.00","0.00","0.00","","12813"
"Necklaces","FDNECKLACE","","Colliers : Bijoux - Cordon en Émail","42","0.00","0.00","21.00","10.00","0.00","9687","12814"
"Necklaces","FDNECKLACE","","Colliers : Bijoux - Corde en Cuivre","55","0.00","0.00","20.00","10.00","0.00","9688","12814"
"Necklaces","FDNECKLACE","","Colliers : Bijoux - Chaïne en Émail","6","0.00","0.00","22.00","11.00","0.00","9690","12814"
"Necklaces","FDNECKLACE","M","Colliers : Bijoux - Cordon en étain moyen","36","0.00","0.00","22.00","11.00","0.00","9696","12814"
"Necklaces","FDNECKLACE","","Colliers : Bijoux - Cordon en étain large","17","0.00","0.00","24.00","12.00","0.00","9697","12814"
"Necklaces","FDNECKLACE","","Colliers : Bijoux - Chaîne en étain moyen","7","0.00","0.00","24.00","12.00","0.00","9698","12814"
"Necklaces","FDNECKLACE","","Colliers : Bijoux - Chaîne en étain large","9","0.00","0.00","26.00","13.00","0.00","9699","12814"
"Tie Pins","FDTIEPINS","","Épingles à Cravate","0","11.00","22.00","0.00","0.00","0.00","","12820"
"Business Card Holder","FDCARDHOLDER","","Porte Cartes d'Affaires","5","14.00","28.00","0.00","0.00","0.00","","12900"
