"Reference code","Product name","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Product ID","Product Combinations ID"
"A16058-WPA0301NC04A","Carla Palazzo ""Silent Seekers""","Palazzo Carla ""En Quête de Silence"" : Taille - XP","0","74.00","189.00","805","1325"
"A16058-WPA0301NC04A","Carla Palazzo ""Silent Seekers""","Palazzo Carla ""En Quête de Silence"" : Taille - P","0","74.00","189.00","805","1326"
"A16058-WPA0301NC04A","Carla Palazzo ""Silent Seekers""","Palazzo Carla ""En Quête de Silence"" : Taille - M","0","74.00","189.00","805","1327"
"A16058-WPA0301NC04A","Carla Palazzo ""Silent Seekers""","Palazzo Carla ""En Quête de Silence"" : Taille - L","0","74.00","189.00","805","1328"
"A16058-WPA0301NC04A","Carla Palazzo ""Silent Seekers""","Palazzo Carla ""En Quête de Silence"" : Taille - XL","0","74.00","189.00","805","1329"
"A17064-WPA0401NC03A","Jackie Legging ""M'Otter Love""","Legging Jackie ""L'Outre Mère"" : Taille - XP","0","45.00","109.00","813","1345"
"A17064-WPA0401NC03A","Jackie Legging ""M'Otter Love""","Legging Jackie ""L'Outre Mère"" : Taille - P","0","45.00","109.00","813","1346"
"A17064-WPA0401NC03A","Jackie Legging ""M'Otter Love""","Legging Jackie ""L'Outre Mère"" : Taille - M","0","45.00","109.00","813","1347"
"A17064-WPA0401NC03A","Jackie Legging ""M'Otter Love""","Legging Jackie ""L'Outre Mère"" : Taille - L","0","45.00","109.00","813","1348"
"A17064-WPA0401NC03A","Jackie Legging ""M'Otter Love""","Legging Jackie ""L'Outre Mère"" : Taille - XL","1","45.00","109.00","813","1349"
"A16059-WPA0401NC0IB","Jackie Legging ""Wisdom Keepers""","Legging Jackie ""Gardiens de la Sagesse"" : Taille - XP","0","44.01","109.00","894","3007"
"A16059-WPA0401NC0IB","Jackie Legging ""Wisdom Keepers""","Legging Jackie ""Gardiens de la Sagesse"" : Taille - P","0","44.01","109.00","894","3008"
"A16059-WPA0401NC0IB","Jackie Legging ""Wisdom Keepers""","Legging Jackie ""Gardiens de la Sagesse"" : Taille - M","0","44.01","109.00","894","3009"
"A16059-WPA0401NC0IB","Jackie Legging ""Wisdom Keepers""","Legging Jackie ""Gardiens de la Sagesse"" : Taille - L","0","44.01","109.00","894","3010"
"A16059-WPA0401NC0IB","Jackie Legging ""Wisdom Keepers""","Legging Jackie ""Gardiens de la Sagesse"" : Taille - XL","1","44.01","109.00","894","3011"
"A08013-WSK040NCOFB","Alex Skirt ""New Day""","Jupe Alex ""Nouveau Jour"" : Taille - XP","0","64.00","139.00","982","2377"
"A08013-WSK040NCOFB","Alex Skirt ""New Day""","Jupe Alex ""Nouveau Jour"" : Taille - P","0","64.00","139.00","982","2378"
"A08013-WSK040NCOFB","Alex Skirt ""New Day""","Jupe Alex ""Nouveau Jour"" : Taille - M","0","64.00","139.00","982","2379"
"A08013-WSK040NCOFB","Alex Skirt ""New Day""","Jupe Alex ""Nouveau Jour"" : Taille - L","0","64.00","139.00","982","2380"
"A08013-WSK040NCOFB","Alex Skirt ""New Day""","Jupe Alex ""Nouveau Jour"" : Taille - XL","0","64.00","139.00","982","2381"
"A08013-WPA0401NC0FB","Jackie Legging ""New Day""","Legging Jackie ""Nouveau Jour"" : Taille - XP","1","44.01","109.00","990","3017"
"A08013-WPA0401NC0FB","Jackie Legging ""New Day""","Legging Jackie ""Nouveau Jour"" : Taille - P","0","44.01","109.00","990","3018"
"A08013-WPA0401NC0FB","Jackie Legging ""New Day""","Legging Jackie ""Nouveau Jour"" : Taille - M","0","44.01","109.00","990","3019"
"A08013-WPA0401NC0FB","Jackie Legging ""New Day""","Legging Jackie ""Nouveau Jour"" : Taille - L","1","44.01","109.00","990","3020"
"A08013-WPA0401NC0FB","Jackie Legging ""New Day""","Legging Jackie ""Nouveau Jour"" : Taille - XL","0","44.01","109.00","990","3021"
"A17063-WPA0301NC02A","Carla Palazzo ""Depth""","Palazzo Carla ""Profondeur"" : Taille - XP","0","74.00","189.00","992","3032"
"A17063-WPA0301NC02A","Carla Palazzo ""Depth""","Palazzo Carla ""Profondeur"" : Taille - P","0","74.00","189.00","992","3033"
"A17063-WPA0301NC02A","Carla Palazzo ""Depth""","Palazzo Carla ""Profondeur"" : Taille - M","0","74.00","189.00","992","3034"
"A17063-WPA0301NC02A","Carla Palazzo ""Depth""","Palazzo Carla ""Profondeur"" : Taille - L","0","74.00","189.00","992","3035"
