"Reference code","Product ID","Product name","Product Combinations ID","Combinations (Attribute - value pair)","Quantity","Final price (pre-tax)","Pre-tax wholesale price"
"SKU: 54-54-116","485","Moccasins Bear Box","1087","Mocassins Bear Box : Pointure - 18 mois","0","80.00","22.50"
"SKU: 54-54-116","485","Moccasins Bear Box","1088","Mocassins Bear Box : Pointure - 24 mois","0","80.00","22.50"
"SKU: 54-54-116","485","Moccasins Bear Box","1089","Mocassins Bear Box : Pointure - 36 mois","4","80.00","22.50"
"6080-0408-41AQ-600AQ","535","Ladies Suede Slippers","522","Pantoufles Suède Dames : Pointure - 11","0","108.00","46.90"
"6080-0408-41AQ-600AQ","535","Ladies Suede Slippers","7058","Pantoufles Suède Dames : Pointure - 4","0","108.00","46.90"
"6080-0408-41AQ-600AQ","535","Ladies Suede Slippers","7059","Pantoufles Suède Dames : Pointure - 5","0","108.00","46.90"
"6080-0408-41AQ-600AQ","535","Ladies Suede Slippers","7060","Pantoufles Suède Dames : Pointure - 6","1","108.00","46.90"
"6080-0408-41AQ-600AQ","535","Ladies Suede Slippers","7061","Pantoufles Suède Dames : Pointure - 7","0","108.00","46.90"
"6080-0408-41AQ-600AQ","535","Ladies Suede Slippers","7062","Pantoufles Suède Dames : Pointure - 8","1","108.00","46.90"
"6080-0408-41AQ-600AQ","535","Ladies Suede Slippers","7063","Pantoufles Suède Dames : Pointure - 9","0","108.00","46.90"
"6080-0408-41AQ-600AQ","535","Ladies Suede Slippers","7064","Pantoufles Suède Dames : Pointure - 10","0","108.00","46.90"
"6080-0408-41AQ-600AQ","535","Ladies Suede Slippers","7065","Pantoufles Suède Dames : Pointure - 12","0","108.00","46.90"
"6080-0408-41BU-600BU","537","Ladies Suede Slippers","534","Pantoufles Suède Dames : Pointure - 5","1","108.00","46.90"
"6080-0408-41BU-600BU","537","Ladies Suede Slippers","535","Pantoufles Suède Dames : Pointure - 6","1","108.00","46.90"
"6080-0408-41BU-600BU","537","Ladies Suede Slippers","536","Pantoufles Suède Dames : Pointure - 7","1","108.00","46.90"
"6080-0408-41BU-600BU","537","Ladies Suede Slippers","537","Pantoufles Suède Dames : Pointure - 8","1","108.00","46.90"
"6080-0408-41BU-600BU","537","Ladies Suede Slippers","538","Pantoufles Suède Dames : Pointure - 9","1","108.00","46.90"
"6080-0408-41BU-600BU","537","Ladies Suede Slippers","539","Pantoufles Suède Dames : Pointure - 10","1","108.00","46.90"
"6080-0408-41BU-600BU","537","Ladies Suede Slippers","540","Pantoufles Suède Dames : Pointure - 11","1","108.00","46.90"
"6080-0408-41BU-600BU","537","Ladies Suede Slippers","541","Pantoufles Suède Dames : Pointure - 12","0","108.00","46.90"
"6080-0408-41BU-600BU","537","Ladies Suede Slippers","542","Pantoufles Suède Dames : Pointure - 4","0","108.00","46.90"
"6080-0408-41PU-600PU","542","Ladies Suede Slippers","584","Pantoufles Suède Dames : Pointure - 10","0","108.00","37.20"
"6080-0408-41PU-600PU","542","Ladies Suede Slippers","7082","Pantoufles Suède Dames : Pointure - 4","0","108.00","37.20"
"6080-0408-41PU-600PU","542","Ladies Suede Slippers","7083","Pantoufles Suède Dames : Pointure - 5","1","108.00","37.20"
"6080-0408-41PU-600PU","542","Ladies Suede Slippers","7084","Pantoufles Suède Dames : Pointure - 6","0","108.00","37.20"
"6080-0408-41PU-600PU","542","Ladies Suede Slippers","7085","Pantoufles Suède Dames : Pointure - 7","0","108.00","37.20"
"6080-0408-41PU-600PU","542","Ladies Suede Slippers","7086","Pantoufles Suède Dames : Pointure - 8","0","108.00","37.20"
"6080-0408-41PU-600PU","542","Ladies Suede Slippers","7087","Pantoufles Suède Dames : Pointure - 9","0","108.00","37.20"
"6080-0408-41PU-600PU","542","Ladies Suede Slippers","7088","Pantoufles Suède Dames : Pointure - 11","1","108.00","37.20"
"6080-0408-41PU-600PU","542","Ladies Suede Slippers","7089","Pantoufles Suède Dames : Pointure - 12","0","108.00","37.20"
"6080-0408-41RB-600RB","544","Ladies Suede Slippers","597","Pantoufles Suède Dames : Pointure - 5","0","108.00","37.20"
"6080-0408-41RB-600RB","544","Ladies Suede Slippers","598","Pantoufles Suède Dames : Pointure - 6","0","108.00","37.20"
"6080-0408-41RB-600RB","544","Ladies Suede Slippers","599","Pantoufles Suède Dames : Pointure - 7","1","108.00","37.20"
