"Reference code","Product ID","Product name","Product Combinations ID","Combinations (Attribute - value pair)","Quantity","Final price (pre-tax)","Pre-tax wholesale price","Combinations wholesale price"
"SKU: 54-54-116","485","Moccasins Bear Box","1087","Shoe Size - 18 months","0","92.00","40.00","0.00"
"SKU: 54-54-116","485","Moccasins Bear Box","1088","Shoe Size - 24 months","0","92.00","40.00","0.00"
"SKU: 54-54-116","485","Moccasins Bear Box","1089","Shoe Size - 36 months","4","92.00","40.00","0.00"
"258","1029","Mousecassins for Babies","2618","Shoe Size - 2","3","42.00","18.25","0.00"
"258","1029","Mousecassins for Babies","2619","Shoe Size - 3","3","42.00","18.25","0.00"
"258","1029","Mousecassins for Babies","2620","Shoe Size - 4","0","42.00","18.25","0.00"
"258","1029","Mousecassins for Babies","2621","Shoe Size - 5","2","42.00","18.25","0.00"
"258","1029","Mousecassins for Babies","2622","Shoe Size - 6","4","42.00","18.25","0.00"
"402","1037","Suede Moccasins for Babies","2689","Shoe Size - 2","0","46.00","20.00","0.00"
"402","1037","Suede Moccasins for Babies","2690","Shoe Size - 3","1","46.00","20.00","0.00"
"402","1037","Suede Moccasins for Babies","2691","Shoe Size - 4","1","46.00","20.00","0.00"
"402","1037","Suede Moccasins for Babies","2692","Shoe Size - 5","2","46.00","20.00","0.00"
"402","1037","Suede Moccasins for Babies","2693","Shoe Size - 6","1","46.00","20.00","0.00"
"220","1048","Suede Moccasins for Babies","8148","Shoe Size - 2","2","58.00","33.25","0.00"
"220","1048","Suede Moccasins for Babies","8149","Shoe Size - 3","2","58.00","33.25","0.00"
"220","1048","Suede Moccasins for Babies","8150","Shoe Size - 4","5","58.00","33.25","0.00"
"220","1048","Suede Moccasins for Babies","8151","Shoe Size - 5","4","58.00","33.25","0.00"
"220","1048","Suede Moccasins for Babies","8152","Shoe Size - 6","0","58.00","33.25","0.00"
"540","1049","Suede Moccasins for Babies","8153","Shoe Size - 2","0","77.00","33.25","0.00"
"540","1049","Suede Moccasins for Babies","8154","Shoe Size - 3","0","77.00","33.25","0.00"
"540","1049","Suede Moccasins for Babies","8155","Shoe Size - 4","0","77.00","33.25","0.00"
"540","1049","Suede Moccasins for Babies","8156","Shoe Size - 5","0","77.00","33.25","0.00"
"540","1049","Suede Moccasins for Babies","8157","Shoe Size - 6","0","77.00","33.25","0.00"
"110","2693","Leather Moccasins for Babies","6712","Shoe Size - 3","0","54.00","23.50","0.00"
"110","2693","Leather Moccasins for Babies","6713","Shoe Size - 4","0","54.00","23.50","0.00"
"110","2693","Leather Moccasins for Babies","6714","Shoe Size - 5","0","54.00","23.50","0.00"
"110","2693","Leather Moccasins for Babies","7433","Shoe Size - 1","0","54.00","23.50","0.00"
"110","2693","Leather Moccasins for Babies","7434","Shoe Size - 2","0","54.00","23.50","0.00"
"110","2693","Leather Moccasins for Babies","7435","Shoe Size - 6","0","54.00","23.50","0.00"
"SKU: 54-54-336","2986","Moccasins Raven","6860","Shoe Size - 24 months","2","92.00","40.00","0.00"
"SKU: 54-54-336","2986","Moccasins Raven","6861","Shoe Size - 36 months","1","92.00","40.00","0.00"
"SKU: 54-54-336","2986","Moccasins Raven","6862","Shoe Size - 18 months","2","92.00","40.00","0.00"
"SKU: 54-54-565","7029","Moccasins Raven","8158","Shoe Size - 24 months","1","92.00","40.00","0.00"
"SKU: 54-54-565","7029","Moccasins Raven","8159","Shoe Size - 36 months","1","92.00","40.00","0.00"
"SKU: 54-54-565","7029","Moccasins Raven","8160","Shoe Size - 18 months","0","92.00","40.00","0.00"
"SKU: 54-54-119","11172","Moccasins Bear Box","9186","Shoe Size - 24 months","0","92.00","40.00","0.00"
"SKU: 54-54-119","11172","Moccasins Bear Box","9187","Shoe Size - 36 months","0","92.00","40.00","0.00"
"SKU: 54-54-119","11172","Moccasins Bear Box","9188","Shoe Size - 18 months","0","92.00","40.00","0.00"
"SKU: 54-54-557","11174","Moccasins Bear Box","9189","Shoe Size - 24 months","2","92.00","40.00","0.00"
"SKU: 54-54-557","11174","Moccasins Bear Box","9190","Shoe Size - 36 months","1","92.00","40.00","0.00"
"SKU: 54-54-557","11174","Moccasins Bear Box","9191","Shoe Size - 18 months","2","92.00","40.00","0.00"
"SKU: 54-54-339","14444","Moccasins Raven","10496","Shoe Size - 18 months","1","92.00","40.00","0.00"
"SKU: 54-54-339","14444","Moccasins Raven","10497","Shoe Size - 24 months","1","92.00","40.00","0.00"
"SKU: 54-54-339","14444","Moccasins Raven","10498","Shoe Size - 36 months","1","92.00","40.00","0.00"
"99 Baby Wrap","15125","Suede Moccasins for Babies","10895","Colors - Black","3","65.00","36.00","0.00"
"99 Baby Wrap","15125","Suede Moccasins for Babies","10896","Colors - Saddle","0","65.00","36.00","0.00"
"99 Baby Wrap","15125","Suede Moccasins for Babies","10897","Colors - Dark Brown","2","65.00","36.00","0.00"
