"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Product Combinations ID","Product ID"
"Dream Catcher","DC342","Bleu royal","Capteur de Rêves : Couleurs - Bleu royal","0","5.25","12.95","0.00","9011","10231"
"Dream Catcher","DC342","Blanc","Capteur de Rêves : Couleurs - Blanc","1","5.25","12.95","0.00","10262","10231"
"Dream Catcher","DC410","DC410BBL","Capteur de Rêves : Couleurs - Bleu pâle","2","4.75","11.95","0.00","8910","10236"
"Dream Catcher","DC410","DC410LAV","Capteur de Rêves : Couleurs - Lavande","4","4.75","11.95","0.00","8911","10236"
"Dream Catcher","DC410","DC410MNT","Capteur de Rêves : Couleurs - Menthe","2","4.75","11.95","0.00","8912","10236"
"Dream Catcher","DC410","DC410PNK","Capteur de Rêves : Couleurs - Rose","1","4.75","11.95","0.00","8913","10236"
"Dream Catcher","DC410","DC410WHT","Capteur de Rêves : Couleurs - Blanc","6","4.75","11.95","0.00","10289","10236"
"Dream Catcher","DC410","","Capteur de Rêves : Couleurs - Tan","7","4.75","11.95","0.00","11816","10236"
"Dream Catcher","DC472","DC472PUR","Capteur de Rêves : Couleurs - Mauve","2","6.00","15.95","0.00","8916","10237"
"Dream Catcher","DC472","DC472TAN","Capteur de Rêves : Couleurs - Tan","4","6.00","15.95","0.00","8917","10237"
"Dream Catcher","DC472","472WHT","Capteur de Rêves : Couleurs - Blanc","9","6.00","15.95","0.00","10607","10237"
"Dream Catcher","DC472","DC472BRN","Capteur de Rêves : Couleurs - Brun","8","6.00","15.95","0.00","12814","10237"
"Dream Catcher","DC473","DC473BRN","Capteur de Rêves : Couleurs - Brun foncé","2","10.00","22.95","0.00","8920","10238"
"Dream Catcher","DC473","DC473TAN","Capteur de Rêves : Couleurs - Tan","4","10.00","22.95","0.00","8921","10238"
"Dream Catcher","DC476","DC476BRN","Capteur de Rêves : Couleurs - Brun foncé","2","17.50","40.25","0.00","8924","10239"
"Dream Catcher","DC476","DC476TAN","Capteur de Rêves : Couleurs - Tan","3","17.50","40.25","0.00","8925","10239"
"Dream Catcher","DC479","DC479BRN","Capteur de Rêves : Couleurs - Brun foncé","4","26.00","59.95","0.00","8928","10240"
"Dream Catcher","DC479","DC479TAN","Capteur de Rêves : Couleurs - Tan","4","26.00","59.95","0.00","8929","10240"
"Dream Catcher","DC483","DC483PUR","Capteur de Rêves : Couleurs - Mauve","4","10.00","22.95","0.00","8933","10241"
"Dream Catcher","DC483","DC483WHT","Capteur de Rêves : Couleurs - Blanc","6","10.00","22.95","0.00","8934","10241"
"Dream Catcher","DC483","DC483TUR","Capteur de Rêves : Couleurs - Turquoise","5","10.00","22.95","0.00","8936","10241"
"Dream Catcher","DC486","DC486PUR","Capteur de Rêves : Couleurs - Mauve","3","17.50","40.25","0.00","8941","10242"
"Dream Catcher","DC486","DC486TUR","Capteur de Rêves : Couleurs - Turquoise","1","17.50","40.25","0.00","8942","10242"
"Dream Catcher","DC486","","Capteur de Rêves : Couleurs - Blanc","4","17.50","40.25","0.00","12358","10242"
"""Magical"" Dream Catcher","DC618","DC618BLK","Capteur de Rêves ""Magique"" : Couleurs - Noir","0","5.75","13.95","0.00","8947","10243"
"""Magical"" Dream Catcher","DC618","DC618LAV","Capteur de Rêves ""Magique"" : Couleurs - Lavande","9","5.75","13.95","0.00","8948","10243"
"""Magical"" Dream Catcher","DC618","DC618PUR","Capteur de Rêves ""Magique"" : Couleurs - Mauve","7","5.75","13.95","0.00","8949","10243"
"""Magical"" Dream Catcher","DC618","DC618TUR","Capteur de Rêves ""Magique"" : Couleurs - Turquoise","10","5.75","13.95","0.00","8950","10243"
"""Magical"" Dream Catcher","DC618","DC618WHT","Capteur de Rêves ""Magique"" : Couleurs - Blanc","8","5.75","13.95","0.00","8951","10243"
"""Magical"" Dream Catcher","DC618","Bleu royal","Capteur de Rêves ""Magique"" : Couleurs - Bleu royal","0","5.75","13.95","0.00","9063","10243"
"""Magical"" Dream Catcher","DC620","DC620BLK","Capteur de Rêves ""Magique"" : Couleurs - Noir","0","8.25","18.95","0.00","8957","10246"
"""Magical"" Dream Catcher","DC620","DC620LAV","Capteur de Rêves ""Magique"" : Couleurs - Lavande","6","8.25","18.95","0.00","8958","10246"
"""Magical"" Dream Catcher","DC620","DC620PUR","Capteur de Rêves ""Magique"" : Couleurs - Mauve","7","8.25","18.95","0.00","8959","10246"
"""Magical"" Dream Catcher","DC620","DC620TUR","Capteur de Rêves ""Magique"" : Couleurs - Turquoise","5","8.25","18.95","0.00","8960","10246"
"""Magical"" Dream Catcher","DC620","DC620WHT","Capteur de Rêves ""Magique"" : Couleurs - Blanc","4","8.25","18.95","0.00","8961","10246"
"""Magical"" Dream Catcher","DC620","DC620RBW","Capteur de Rêves ""Magique"" : Couleurs - Arc-en-ciel","5","8.25","18.95","0.00","11802","10246"
"""Magical"" Dream Catcher","DC630","","Capteur de Rêves ""Magique""","7","7.75","18.95","0.00","","10247"
"""Magical"" Dream Catcher","DC656","DC656BLK","Capteur de Rêves ""Magique"" : Couleurs - Noir","1","28.00","68.95","0.00","8984","10249"
"""Magical"" Dream Catcher","DC656","DC656LAV","Capteur de Rêves ""Magique"" : Couleurs - Lavande","1","28.00","68.95","0.00","8985","10249"
"""Magical"" Dream Catcher","DC656","DC656PUR","Capteur de Rêves ""Magique"" : Couleurs - Mauve","0","28.00","68.95","0.00","8986","10249"
"""Magical"" Dream Catcher","DC656","DC656TUR","Capteur de Rêves ""Magique"" : Couleurs - Turquoise","1","28.00","68.95","0.00","8987","10249"
"""Magical"" Dream Catcher","DC656","DC656WHT","Capteur de Rêves ""Magique"" : Couleurs - Blanc","5","28.00","68.95","0.00","9336","10249"
"Dream Catcher","DC732","DC732TAN","Capteur de Rêves : Couleurs - Tan","2","46.00","105.95","0.00","8990","10250"
"Dream Catcher","DC732","DC732WHT","Capteur de Rêves : Couleurs - Blanc","5","46.00","105.95","0.00","8991","10250"
"Dream Catcher","DC95","","Capteur de Rêves","1","49.25","112.95","0.00","","10252"
"Dream Catcher ""Energy""","DC842","","Capteur de Rêves ""Énergie""","1","21.00","47.95","0.00","","10256"
"Dream Catcher ""Energy""","DC845","","Capteur de Rêves ""Énergie""","3","21.00","47.95","0.00","","10257"
"Dream Catcher","DC871","","Capteur de Rêves","2","13.50","29.95","0.00","","10259"
"""Seasons"" Dream Catcher","DCF1","DCF1GRN","Capteur de Rêves ""Saisons"" : Couleurs - Brun foncé","1","7.75","17.95","0.00","9000","10261"
"""Seasons"" Dream Catcher","DCF1","DCF1DKB","Capteur de Rêves ""Saisons"" : Couleurs - Vert forêt","3","7.75","17.95","0.00","9001","10261"
"""Seasons"" Dream Catcher","DCF1","DCF1ORG","Capteur de Rêves ""Saisons"" : Couleurs - Orange","2","7.75","17.95","0.00","9002","10261"
"""Seasons"" Dream Catcher","DCF2","DCF2DKB","Capteur de Rêves ""Saisons"" : Couleurs - Brun foncé","1","18.50","42.95","0.00","9005","10262"
"""Seasons"" Dream Catcher","DCF2","DCF2ORG","Capteur de Rêves ""Saisons"" : Couleurs - Orange","0","18.50","42.95","0.00","9006","10262"
"""Seasons"" Dream Catcher","DCF2","DCF2GRN","Capteur de Rêves ""Saisons"" : Couleurs - Vert forêt","1","18.50","42.95","0.00","9007","10262"
"Dream Catchers Kit ""Nurture""","DCK19","","Ensemble de Capteurs de Rêves ""Nourrir""","4","4.50","12.95","0.00","","10263"
"Dream Catchers Kit ""Healing""","DCK20","","Ensemble de Capteurs de Rêves ""Guérison""","4","5.50","12.95","0.00","","10264"
"Dream Catcher ""Dragonfly""","DCV20","","Capteur de Rêves ""Libellule""","2","6.50","14.95","0.00","","10265"
"""Seasons"" Dream Catcher","DCW1","","Capteur de Rêves ""Saisons""","12","7.00","17.95","0.00","","10266"
"Dream Catcher ""Energy""","DC841","","Capteur de Rêves ""Énergie""","2","21.00","47.95","0.00","","10293"
"DC420/1.5""X6","DC420/1.5""X6","Beige","Couleurs - Beige","0","3.90","10.95","0.00","9105","10359"
"DC420/1.5""X6","DC420/1.5""X6","Blanc","Couleurs - Blanc","0","3.90","10.95","0.00","9107","10359"
"DC420/1.5""X6","DC420/1.5""X6","Brun foncé","Couleurs - Brun foncé","6","3.90","10.95","0.00","9108","10359"
"DC420/1.5""X6","DC420/1.5""X6","Vert forêt","Couleurs - Vert forêt","0","3.90","10.95","0.00","9109","10359"
"DC420/1.5""X6","DC420/1.5""X6","Noir","Couleurs - Noir","0","3.90","10.95","0.00","9110","10359"
"DC420/1.5""X6","DC420/1.5""X6","","Couleurs - Brun pâle","4","3.90","10.95","0.00","9216","10359"
"Dream Catcher","DC140","DC140","Capteur de Rêves : Couleurs - Turquoise","0","4.00","9.95","0.00","9210","10362"
"Dream Catcher","DC140","DC140","Capteur de Rêves : Couleurs - Bleu pâle","0","4.00","9.95","0.00","9211","10362"
"Dream Catcher","DC140","DC140","Capteur de Rêves : Couleurs - Menthe","0","4.00","9.95","0.00","9213","10362"
"""Magical"" Dream Catcher","DC628","","Capteur de Rêves ""Magique""","2","5.99","13.95","0.00","","11463"
"Dream Catcher ""Chimes""","SC10","","Capteur de Rêves ""Carillon""","2","11.25","26.95","0.00","","11605"
"""Seasons"" Dream Catcher","DCW2","","Capteur de Rêves ""Saisons""","3","18.50","42.95","0.00","","11724"
"Dream Catcher ""Energy""","DC844","","Capteur de Rêves ""Énergie""","2","21.00","47.95","0.00","","11725"
"""Magical"" Dream Catcher","DC633","DC633","Capteur de Rêves ""Magique"" : Couleurs - Brun pâle","2","10.75","25.95","0.00","9334","11727"
"""Magical"" Dream Catcher","DC633","DC633WHT","Capteur de Rêves ""Magique"" : Couleurs - Blanc","11","10.75","25.95","0.00","9335","11727"
"Dream Catchers Kit ""Spirit Seeker""","DCK21","","Ensemble de Capteurs de Rêves ""En Quête d'Esprit""","3","5.50","12.95","0.00","","11738"
"Dream Catcher","DCV1","","Capteur de Rêves","1","7.50","17.95","0.00","","11746"
"Birthstone Dream Catcher","DC700","DC701","Capteur de Rêves avec Pierres de Naissance : Roches - Janvier Grenat Honnêteté","2","3.50","7.95","0.00","9235","11755"
"Birthstone Dream Catcher","DC700","DC702","Capteur de Rêves avec Pierres de Naissance : Roches - Février Améthyste Intuition","4","3.50","7.95","0.00","9236","11755"
"Birthstone Dream Catcher","DC700","DC703","Capteur de Rêves avec Pierres de Naissance : Roches - Mars Aquamarine Bonheur","5","3.50","7.95","0.00","9237","11755"
"Birthstone Dream Catcher","DC700","DC704","Capteur de Rêves avec Pierres de Naissance : Roches - Avril Quartz Amour","4","3.50","7.95","0.00","9238","11755"
"Birthstone Dream Catcher","DC700","DC705","Capteur de Rêves avec Pierres de Naissance : Roches - Mai Grenat Vert Compassion","1","3.50","7.95","0.00","9239","11755"
"Birthstone Dream Catcher","DC700","DC706","Capteur de Rêves avec Pierres de Naissance : Roches - Juin Pierre de Lune Joie","4","3.50","7.95","0.00","9240","11755"
"Birthstone Dream Catcher","DC700","DC707","Capteur de Rêves avec Pierres de Naissance : Roches - Juillet Cornaline Passion","3","3.50","7.95","0.00","9241","11755"
"Birthstone Dream Catcher","DC700","DC708","Capteur de Rêves avec Pierres de Naissance : Roches - Août Péridot Protection","0","3.50","7.95","0.00","9242","11755"
"Birthstone Dream Catcher","DC700","DC709","Capteur de Rêves avec Pierres de Naissance : Roches - Septembre Lapis Lazuli Focus","1","3.50","7.95","0.00","9243","11755"
"Birthstone Dream Catcher","DC700","DC710","Capteur de Rêves avec Pierres de Naissance : Roches - Octobre Tourmaline Rose Équilibre","3","3.50","7.95","0.00","9244","11755"
"Birthstone Dream Catcher","DC700","DC711","Capteur de Rêves avec Pierres de Naissance : Roches - Novembre Citrine Sagesse","2","3.50","7.95","0.00","9245","11755"
"Birthstone Dream Catcher","DC700","DC712","Capteur de Rêves avec Pierres de Naissance : Roches - Décembre Turquoise Amitié","5","3.50","7.95","0.00","9246","11755"
"Pocket Dream Catcher","PDC","PDC1","Capteur de Rêves de Poche : Couleurs/Émotions - Génial - Bleu Bébé","9","3.25","7.45","0.00","9259","11759"
"Pocket Dream Catcher","PDC","PDC2","Capteur de Rêves de Poche : Couleurs/Émotions - Croire - Beige","4","3.25","7.45","0.00","9260","11759"
"Pocket Dream Catcher","PDC","PDC3","Capteur de Rêves de Poche : Couleurs/Émotions - Rêve - Lavande","7","3.25","7.45","0.00","9261","11759"
"Pocket Dream Catcher","PDC","PDC4","Capteur de Rêves de Poche : Couleurs/Émotions - Amitié - Bleu Royal","0","3.25","7.45","0.00","9262","11759"
"Pocket Dream Catcher","PDC","PDC5","Capteur de Rêves de Poche : Couleurs/Émotions - Gratitute - Vert","6","3.25","7.45","0.00","9263","11759"
"Pocket Dream Catcher","PDC","PDC6","Capteur de Rêves de Poche : Couleurs/Émotions - Bonheur - Menthe","6","3.25","7.45","0.00","9264","11759"
"Pocket Dream Catcher","PDC","PDC7","Capteur de Rêves de Poche : Couleurs/Émotions - Espoir - Blanc","5","3.25","7.45","0.00","9265","11759"
"Pocket Dream Catcher","PDC","PDC8","Capteur de Rêves de Poche : Couleurs/Émotions - Inspiration - Turquoise","5","3.25","7.45","0.00","9266","11759"
"Pocket Dream Catcher","PDC","PDC9","Capteur de Rêves de Poche : Couleurs/Émotions - Amour - Rose","3","3.25","7.45","0.00","9267","11759"
"Pocket Dream Catcher","PDC","PDC10","Capteur de Rêves de Poche : Couleurs/Émotions - Paix - Violet","3","3.25","7.45","0.00","9268","11759"
"Pocket Dream Catcher","PDC","PDC11","Capteur de Rêves de Poche : Couleurs/Émotions - Orange - Lumière","5","3.25","7.45","0.00","9269","11759"
"Pocket Dream Catcher","PDC","PDC12","Capteur de Rêves de Poche : Couleurs/Émotions - Succès - Rouge","4","3.25","7.45","0.00","9270","11759"
"Dream Catchers Kit ""Family""","DCK22","","Ensemble de Capteurs de Rêves ""Famille""","3","5.50","12.95","0.00","","13708"
"Dream Catchers Kit ""Friendship""","DCK11","","Ensemble de Capteurs de Rêves ""Amitié""","2","4.75","10.95","0.00","","13715"
"Dream Catchers Kit ""Friendship""","DCK13","","Ensemble de Capteurs de Rêves ""Amitié""","4","6.00","13.95","0.00","","13716"
"Dream Catchers Kit ""Friendship""","DCK12","","Ensemble de Capteurs de Rêves ""Amitié""","3","6.50","15.95","0.00","","13719"
"Dream Catchers Kit ""Friendship""","DCK15","","Ensemble de Capteurs de Rêves ""Amitié""","3","5.00","11.95","0.00","","13721"
"Dream Catchers Kit ""Friendship""","DCK16","","Ensemble de Capteurs de Rêves ""Amitié""","2","6.50","15.95","0.00","","13722"
"Dream Catchers Kit ""Friendship""","DCK17","","Ensemble de Capteurs de Rêves ""Amitié""","3","6.00","13.95","0.00","","13723"
"Dream Catchers Kit ""Friendship""","DCK18","","Ensemble de Capteurs de Rêves ""Amitié""","2","7.50","18.95","0.00","","13724"
"Dream Catchers Kit for Kids","DCK42","","Ensemble de Capteurs de Rêves pour Enfants","7","5.00","10.95","0.00","","13727"
"Dream Catchers Kit for Kids","DCK43","","Ensemble de Capteurs de Rêves pour Enfants","5","5.00","10.95","0.00","","13728"
"Dream Catchers Kit for Kids","DCK46","","Ensemble de Capteurs de Rêves pour Enfants","3","6.00","13.95","0.00","","13729"
"Dream Catchers Kit for Kids","DCK47","","Ensemble de Capteurs de Rêves pour Enfants","2","6.00","13.95","0.00","","13730"
"Dream Catchers Kit for Kids","DCK48","","Ensemble de Capteurs de Rêves pour Enfants","2","6.00","13.95","0.00","","13731"
"Dream Catcher","DC350","","Capteur de Rêves","6","7.65","17.95","0.00","","13784"
"Dream Catcher","DC412","DC412BBL","Capteur de Rêves : Couleurs - Bleu pâle","2","6.50","15.95","0.00","10300","13799"
"Dream Catcher","DC412","DC412LAV","Capteur de Rêves : Couleurs - Lavande","0","6.50","15.95","0.00","10301","13799"
"Dream Catcher","DC412","DC412MNT","Capteur de Rêves : Couleurs - Menthe","2","6.50","15.95","0.00","10302","13799"
"Dream Catcher","DC412","DC412PNK","Capteur de Rêves : Couleurs - Rose","0","6.50","15.95","0.00","10303","13799"
"Dream Catcher","DC412","DC412WHT","Capteur de Rêves : Couleurs - Blanc","0","6.50","15.95","0.00","10304","13799"
"Dream Catcher","DC412","","Capteur de Rêves : Couleurs - Tan","4","6.50","15.95","0.00","12357","13799"
"Dream Catcher","DC821","","Capteur de Rêves","2","16.10","36.95","0.00","","13867"
"""Birthstone and Feathers"" Dream Catcher","DC751","DC752","Capteur de Rêves  ""Pierres de Naissance et Plumes"" : Roches - Février Améthyste Intuition","0","4.75","10.95","0.00","10608","14735"
"""Birthstone and Feathers"" Dream Catcher","DC751","DC753","Capteur de Rêves  ""Pierres de Naissance et Plumes"" : Roches - Mars Aquamarine Bonheur","0","4.75","10.95","0.00","10609","14735"
"""Birthstone and Feathers"" Dream Catcher","DC751","DC754","Capteur de Rêves  ""Pierres de Naissance et Plumes"" : Roches - Avril Quartz Amour","0","4.75","10.95","0.00","10610","14735"
"""Birthstone and Feathers"" Dream Catcher","DC751","DC755","Capteur de Rêves  ""Pierres de Naissance et Plumes"" : Roches - Mai Grenat Vert Compassion","0","4.75","10.95","0.00","10611","14735"
"""Birthstone and Feathers"" Dream Catcher","DC751","DC756","Capteur de Rêves  ""Pierres de Naissance et Plumes"" : Roches - Juin Pierre de Lune Joie","0","4.75","10.95","0.00","10612","14735"
"""Birthstone and Feathers"" Dream Catcher","DC751","757","Capteur de Rêves  ""Pierres de Naissance et Plumes"" : Roches - Juillet Cornaline Passion","0","4.75","10.95","0.00","10613","14735"
"""Birthstone and Feathers"" Dream Catcher","DC751","DC758","Capteur de Rêves  ""Pierres de Naissance et Plumes"" : Roches - Août Péridot Protection","0","4.75","10.95","0.00","10614","14735"
"""Birthstone and Feathers"" Dream Catcher","DC751","DC759","Capteur de Rêves  ""Pierres de Naissance et Plumes"" : Roches - Septembre Lapis Lazuli Focus","1","4.75","10.95","0.00","10615","14735"
"""Birthstone and Feathers"" Dream Catcher","DC751","DC760","Capteur de Rêves  ""Pierres de Naissance et Plumes"" : Roches - Octobre Tourmaline Rose Équilibre","0","4.75","10.95","0.00","10616","14735"
"""Birthstone and Feathers"" Dream Catcher","DC751","DC761","Capteur de Rêves  ""Pierres de Naissance et Plumes"" : Roches - Novembre Citrine Sagesse","0","4.75","10.95","0.00","10617","14735"
"""Birthstone and Feathers"" Dream Catcher","DC751","DC762","Capteur de Rêves  ""Pierres de Naissance et Plumes"" : Roches - Décembre Turquoise Amitié","3","4.75","10.95","0.00","10618","14735"
"""Birthstone and Feathers"" Dream Catcher","DC751","DC751","Capteur de Rêves  ""Pierres de Naissance et Plumes"" : Roches - Janvier Grenat Honnêteté","2","4.75","10.95","0.00","10619","14735"
"Dream Catcher ""Energy""","DC849","","Capteur de Rêves ""Énergie""","1","21.00","47.95","0.00","","15543"
"Key Chain - Dream Catcher","MM13","MM13BLK","Porte-clés - Capteur de Rêves : Couleurs - Noir","1","4.00","8.95","0.00","11690","15549"
"Key Chain - Dream Catcher","MM13","MM13PUR","Porte-clés - Capteur de Rêves : Couleurs - Mauve","3","4.00","8.95","0.00","11691","15549"
"Key Chain - Dream Catcher","MM13","MM13RBL","Porte-clés - Capteur de Rêves : Couleurs - Bleu royal","1","4.00","8.95","0.00","11692","15549"
"Key Chain - Dream Catcher","MM13","MM13RED","Porte-clés - Capteur de Rêves : Couleurs - Rouge","2","4.00","8.95","0.00","11693","15549"
"Key Chain - Dream Catcher","MM13","MM13TAN","Porte-clés - Capteur de Rêves : Couleurs - Tan","1","4.00","8.95","0.00","11694","15549"
"Key Chain - Dream Catcher","MM13","MM13TUR","Porte-clés - Capteur de Rêves : Couleurs - Turquoise","2","4.00","8.95","0.00","11695","15549"
"Dream Catcher ""Ombre""","DC802","","Capteur de Rêves ""Ombre""","2","12.75","29.95","0.00","","15649"
"Dream Catchers Kit for Kids","DCK44","","Ensemble de Capteurs de Rêves pour Enfants","1","5.75","13.95","0.00","","16230"
"Protect the Earth Dream Catcher","DC861","","Capteur de Rêves - Protège la Terre","3","6.25","14.95","0.00","","16910"
"Protect the Earth Dream Catcher","DC862","","Capteur de Rêves - Protège la Terre","2","6.25","14.95","0.00","","16911"
"Protect the Earth Dream Catcher","DC863","","Capteur de Rêves - Protège la Terre","2","6.25","14.95","0.00","","16912"
"Beaded Dream Catcher","DC301","DC301BLK","Capteur de Rêves Perlé : Couleurs - Noir","0","14.00","32.95","0.00","13109","16913"
"Beaded Dream Catcher","DC301","DC301GRY","Capteur de Rêves Perlé : Couleurs - Gris","2","14.00","32.95","0.00","13110","16913"
"Beaded Dream Catcher","DC301","DC301BRN","Capteur de Rêves Perlé : Couleurs - Brun foncé","3","14.00","32.95","0.00","13111","16913"
"Beaded Dream Catcher","DC301","DC301TAN","Capteur de Rêves Perlé : Couleurs - Tan","0","14.00","32.95","0.00","13112","16913"
"""Seasons"" Dream Catcher","DCW6","","Capteur de Rêves ""Saisons""","2","58.25","134.00","0.00","","16914"
"""Magical"" Dream Catcher","DC617","DC617LAV","Capteur de Rêves ""Magique"" : Couleurs - Lavande","0","6.75","15.95","0.00","13113","16915"
"""Magical"" Dream Catcher","DC617","DC617BRN","Capteur de Rêves ""Magique"" : Couleurs - Brun pâle","6","6.75","15.95","0.00","13114","16915"
"""Magical"" Dream Catcher","DC617","DC617PUR","Capteur de Rêves ""Magique"" : Couleurs - Mauve","3","6.75","15.95","0.00","13115","16915"
"""Magical"" Dream Catcher","DC617","DC617TUR","Capteur de Rêves ""Magique"" : Couleurs - Turquoise","6","6.75","15.95","0.00","13116","16915"
"""Magical"" Dream Catcher","DC617","DC617WHT","Capteur de Rêves ""Magique"" : Couleurs - Blanc","10","6.75","15.95","0.00","13117","16915"
"Oyster Shell Dream Catcher","DC1450","","Capteur de Rêve - Coquille d'Huître","6","9.50","22.95","0.00","","16916"
"Twig Dream Catcher","DCTW1","","Capteur de Rêves en Rameau","3","6.00","16.95","0.00","","16919"
"Twig Dream Catcher","DCTW2","","Capteur de Rêves en Rameau","3","8.75","16.95","0.00","","16920"
