"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Combinations wholesale price","Combinations Impact on unit price","Product Combinations ID","Product ID"
"Corrine Hunt Silk Inspiration Drop Earrings","SKU: 00-07-666","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","1","21.50","50.00","0.00","0.00","0.00","","377"
"Corrine Hunt Silk Inspiration Drop Earrings","SKU: 00-07-662","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","1","21.50","50.00","0.00","0.00","0.00","","378"
"Corrine Hunt Silk Inspiration Oval Earrings","SKU: 00-07-664","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","0","21.50","50.00","0.00","0.00","0.00","","379"
"Corrine Hunt Silk Inspiration Drop Earrings","SKU: 00-07-674","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","0","21.50","50.00","0.00","0.00","0.00","","380"
"Corrine Hunt Silk Inspiration Oval Earrings","SKU: 00-07-660","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","1","21.50","50.00","0.00","0.00","0.00","","381"
"Corrine Hunt Silk Inspiration Oval Earrings","SKU: 00-07-672","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","1","21.50","50.00","0.00","0.00","0.00","","382"
"Corrine Hunt Silk Inspiration Trapezoid Earrings","SKU: 00-07-667","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","1","21.50","50.00","0.00","0.00","0.00","","383"
"Corrine Hunt Silk Inspiration Trapezoid Earrings","SKU: 00-07-663","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","1","21.50","50.00","0.00","0.00","0.00","","384"
"Corrine Hunt Silk Inspiration Trapezoid Earrings","SKU: 00-07-675","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","1","21.50","50.00","0.00","0.00","0.00","","385"
"Corrine Hunt Silk Inspiration Triangle Earrings","SKU: 00-07-665","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","1","21.50","50.00","0.00","0.00","0.00","","386"
"Corrine Hunt Silk Inspiration Triangle Earrings","SKU: 00-07-661","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","0","21.50","50.00","0.00","0.00","0.00","","387"
"Corrine Hunt Silk Inspiration Triangle Earrings","SKU: 00-07-673","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","1","21.50","50.00","0.00","0.00","0.00","","388"
"Kelly Robinson Silk Inspiration Drop Earrings","SKU: 00-07-670","","Kelly Robinson Inspiration de Soie Boucles d'Oreilles","1","21.50","50.00","0.00","0.00","0.00","","399"
"Kelly Robinson Silk Inspiration Drop Earrings","SKU: 00-07-678","","Kelly Robinson Inspiration de Soie Boucles d'Oreilles","1","21.50","50.00","0.00","0.00","0.00","","400"
"Kelly Robinson Silk Inspiration Oval Earrings","SKU: 00-07-668","","Kelly Robinson Inspiration de Soie Boucles d'Oreilles","2","21.50","50.00","0.00","0.00","0.00","","401"
