"Reference code","Product ID","Product name","Product Combinations ID","Combinations (Attribute - value pair)","Quantity","Final price (pre-tax)","Pre-tax wholesale price","Combinations wholesale price"
"A01030-6","607","Small Print - Eagle Moon","","Small Print - Eagle Moon","2","25.00","0.00","0.00"
"A01031-6","609","Small Print - Honoring the Giver of Life","","Small Print - Honoring the Giver of Life","19","25.00","0.00","0.00"
"A01032-6","610","Small Print - Moon Wisdom","","Small Print - Moon Wisdom","75","25.00","0.00","0.00"
"A01033-6","611","Small Print - New Fire","","Small Print - New Fire","91","25.00","0.00","0.00"
"A01036-6","612","Small Print - Teachings","","Small Print - Teachings","98","25.00","0.00","0.00"
"A01037-6","615","Small Print - Trust","","Small Print - Trust","5","25.00","0.00","0.00"
"A08011-6","616","Small Print - Whisper","","Small Print - Whisper","2","25.00","0.00","0.00"
"A08007-6","617","Small Print - A Moose and Goose","","Small Print - A Moose and Goose","4","25.00","0.00","0.00"
"A10012-6","618","Small Print - Sky Sisters","","Small Print - Sky Sisters","10","25.00","0.00","0.00"
"A10004-6","619","Small Print - Merging Earth and Sky","","Small Print - Merging Earth and Sky","1","25.00","0.00","0.00"
"A01029-6","623","Small Print - Birth of an Eagle Shadow","","Small Print - Birth of an Eagle Shadow","7","25.00","0.00","0.00"
"A08019-6","624","Small Print - Unity","","Small Print - Unity","0","25.00","0.00","0.00"
"A09006-6","625","Small Print - River Keeper","","Small Print - River Keeper","42","25.00","0.00","0.00"
"A04015-6","626","Small Print - Rebirth","","Small Print - Rebirth","1","25.00","0.00","0.00"
"A04039-6","627","Small Print - Nostalgia","","Small Print - Nostalgia","16","25.00","0.00","0.00"
"A07020-6","628","Small Print - Journey to the Spirit World","","Small Print - Journey to the Spirit World","11","25.00","0.00","0.00"
"W12024-6","630","Small Print - Breath of Life","","Small Print - Breath of Life","74","25.00","0.00","0.00"
"W12017-6","631","Small Print - Synchronicity","","Small Print - Synchronicity","67","25.00","0.00","0.00"
"W12008-6","632","Small Print - Winter Wolves","","Small Print - Winter Wolves","30","25.00","0.00","0.00"
"W12001-6","633","Small Print - Dialogue","","Small Print - Dialogue","9","25.00","0.00","0.00"
"W12014-6","634","Small Print - Gate of Silk","","Small Print - Gate of Silk","10","25.00","0.00","0.00"
"W12005-6","635","Small Print - Earth Keeper","","Small Print - Earth Keeper","42","25.00","0.00","0.00"
"W12016-6","636","Small Print - Going Home","","Small Print - Going Home","11","25.00","0.00","0.00"
"W12018-6","638","Small Print - Early Evening Flowing Into Fall","","Small Print - Early Evening Flowing Into Fall","15","25.00","0.00","0.00"
"A00048-6","640","Small Print - The Protector","","Small Print - The Protector","9","25.00","0.00","0.00"
"A01003-6","641","Small Print - Sky Girl","","Small Print - Sky Girl","10","25.00","0.00","0.00"
"A04060-6","642","Small Print - Passing Through","","Small Print - Passing Through","5","25.00","0.00","0.00"
"A09054-6","643","Small print - Tranquility","","Small print - Tranquility","8","25.00","0.00","0.00"
"A16055-6","644","Small Print - Abundance","","Small Print - Abundance","14","25.00","0.00","0.00"
"A13041-6","645","Small Print - Lapinx","","Small Print - Lapinx","17","25.00","0.00","0.00"
"A10044-6","646","Small Print - Returning","","Small Print - Returning","7","25.00","0.00","0.00"
"A13056-6","647","Small print - Otherness","","Small print - Otherness","12","25.00","0.00","0.00"
"A13057-6","648","Small Print - Origins","","Small Print - Origins","11","25.00","0.00","0.00"
"A16058-6","651","Small Print - Silent Seekers","","Small Print - Silent Seekers","11","25.00","0.00","0.00"
"A16059-6","652","Small Print - Wisdom Keepers","","Small Print - Wisdom Keepers","2","25.00","0.00","0.00"
"A95053-6","653","Small Print - Messenger","","Small Print - Messenger","7","25.00","0.00","0.00"
"W13026-6","655","Small Print - In Her World","","Small Print - In Her World","15","25.00","0.00","0.00"
"A12050-6","658","Small Print - Ice Dream","","Small Print - Ice Dream","1","25.00","0.00","0.00"
"W13027-6","659","Small Print - Playing With Shadows","","Small Print - Playing With Shadows","15","25.00","0.00","0.00"
"A13053-6","660","Small Print - Roots Of Another World","","Small Print - Roots Of Another World","10","25.00","0.00","0.00"
"A01038-6","661","Small Print - Harmony","","Small Print - Harmony","52","25.00","0.00","0.00"
"W13023-6","664","Small Print - Water and Spirit Buffalo","","Small Print - Water and Spirit Buffalo","14","25.00","0.00","0.00"
"W17062-6","786","Small Print - Horizon","","Small Print - Horizon","12","25.00","0.00","0.00"
"A17065-6","788","Small Print - The Forest Temple","","Small Print - The Forest Temple","7","25.00","0.00","0.00"
"W18053-6","800","Small Print - Northern Masters","","Small Print - Northern Masters","0","25.00","0.00","0.00"
"A20067-6","4081","Small Print - All my Relations","","Small Print - All my Relations","7","25.00","0.00","0.00"
"A19054-6","4088","Small Print - Footprint","","Small Print - Footprint","14","25.00","0.00","0.00"
"A18062-6","4127","Small Print - Humility","","Small Print - Humility","10","25.00","0.00","0.00"
"A20055-6","4169","Small Print - Refuge","","Small Print - Refuge","2","25.00","0.00","0.00"
"A18061-6","4170","Small Print - Seed of Life","","Small Print - Seed of Life","1","25.00","0.00","0.00"
"A18066-6","4171","Small Print - Under the Same Sky","","Small Print - Under the Same Sky","1","25.00","0.00","0.00"
"A08021-6","4173","Small Print - Wikwemikong","","Small Print - Wikwemikong","3","25.00","0.00","0.00"
"A09010-6","4174","Small Print - Kouragimut","","Small Print - Kouragimut","2","25.00","0.00","0.00"
"W13047-6","15171","Small Print - Inner Memories","","Small Print - Inner Memories","0","25.00","0.00","0.00"
"A16052-6","15172","Small Print - Zenith","","Small Print - Zenith","0","25.00","0.00","0.00"
"A13042-6","15299","Small Print - Carried Away","","Small Print - Carried Away","0","25.00","0.00","0.00"
"A09010-6","15300","Small Print - Mahigan","","Small Print - Mahigan","0","25.00","0.00","0.00"
"A10046-6","15301","Small Print - Geese Spirit","","Small Print - Geese Spirit","0","25.00","0.00","0.00"
"A01035-6","15302","Small Print - Strength Within","","Small Print - Strength Within","0","25.00","0.00","0.00"
