"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Combinations wholesale price","Combinations Impact on unit price","Product Combinations ID","Product ID"
"Rosa Headband ""Journey to the Spirit World""","A07020-UAC1301NC0AA","","Bandeau Rosa ""Voyage Vers le Monde du Songe""","0","13.00","49.00","0.00","0.00","0.00","","9063"
"Simone Headband ""Silent Seekers""","A16058-UAC1501NC04A","","Bandeau Simone ""En Quête de Silence""","4","12.03","49.00","0.00","0.00","0.00","","13028"
"Poncho ""Harfang""","PON400O-06","PON400OS-06","Taille - 18 mois - 3 ans","0","0.00","0.00","85.00","51.00","0.00","9843","13085"
"Poncho ""Harfang""","PON400O-06","PON400OL-06","Taille - 4 ans - 8 ans","0","0.00","0.00","89.00","53.00","0.00","9844","13085"
"Poncho ""Sunrise""","SUN400O-06","SUN400OL-06","Taille - 4 ans - 8 ans","0","0.00","0.00","89.00","53.00","0.00","9845","13086"
"Poncho ""Sunrise""","SUN400O-06","SUN400OS-06","Taille - 18 mois - 3 ans","1","0.00","0.00","85.00","51.00","0.00","9846","13086"
"Poncho ""Blush""","BLU400O-06","BLU400OL-06","Taille - 4 ans - 8 ans","0","0.00","0.00","89.00","53.00","0.00","10932","15156"
"Poncho ""Blush""","BLU400O-06","BLU400OS-06","Taille - 18 mois - 3 ans","0","0.00","0.00","85.00","51.00","0.00","10933","15156"
"Poncho ""Nibi""","NIB700-06","NIB700SS-06","Taille - 18 mois - 3 ans","1","0.00","0.00","85.00","51.00","0.00","12328","16167"
"Poncho ""Nibi""","NIB700-06","NIB700LL-06","Taille - 4 ans - 8 ans","2","0.00","0.00","89.00","53.00","0.00","12329","16167"
"Poncho ""Grey Thunderbird""","BGTH700-06","BGTH700LL06","Poncho ""Thunderbird Gris"" : Taille - 4 ans - 8 ans","1","0.00","0.00","89.00","53.00","0.00","12330","16168"
"Poncho ""Grey Thunderbird""","BGTH700-06","BGTH700SS06","Poncho ""Thunderbird Gris"" : Taille - 18 mois - 3 ans","1","0.00","0.00","85.00","51.00","0.00","12331","16168"
"Poncho ""Brown Thunderbird""","INTH700-06","INTH700LL06","Poncho ""Thunderbird Brun"" : Taille - 4 ans - 8 ans","2","0.00","0.00","89.00","53.00","0.00","12332","16169"
"Poncho ""Brown Thunderbird""","INTH700-06","INTH700SS06","Poncho ""Thunderbird Brun"" : Taille - 18 mois - 3 ans","1","0.00","0.00","85.00","51.00","0.00","12333","16169"
"Leather Vest for Children","CHILDVEST","","Veste en Cuir pour Enfants","1","30.00","60.00","0.00","0.00","0.00","","16386"
"Ribbon Skirt for Child","RIBBONSKIRT","","Jupe à Ruban pour Enfant","0","25.00","50.00","0.00","0.00","0.00","","16561"
