"Reference code","Product ID","Product name","10_FEATURE_Image size","9_FEATURE_Mat size","12_FEATURE_Number of copies","8_FEATURE_Card size","Product Combinations ID","Quantity","Final price (pre-tax)","Pre-tax wholesale price"
"A07020-WBL0301NC0AA","920","Frida Cardigan ""Journey to the Spirit World""","","","","","2925","1","129","52.5"
"A07020-WBL0301NC0AA","920","Frida Cardigan ""Journey to the Spirit World""","","","","","2926","1","129","52.5"
"189","927","Leather Moccasins for Men","","","","","2127","0","127","55"
"189","927","Leather Moccasins for Men","","","","","2128","2","127","55"
"189","927","Leather Moccasins for Men","","","","","2129","0","127","55"
"189","927","Leather Moccasins for Men","","","","","2566","0","133","55"
"189","927","Leather Moccasins for Men","","","","","2567","1","133","55"
"189","927","Leather Moccasins for Men","","","","","7177","1","127","55"
"189","927","Leather Moccasins for Men","","","","","7178","1","127","55"
"189","927","Leather Moccasins for Men","","","","","7179","0","127","55"
"189","927","Leather Moccasins for Men","","","","","7180","0","127","55"
"189","927","Leather Moccasins for Men","","","","","7181","1","127","55"
"A17063-UAC1801NC02A","933","Pablo Pillow ""Depth""","","","","","","7","59","23"
"A08013-WNS0801NC0FC","944","Kaplan Tank ""New Day""","","","","","3277","1","129","60"
"A08013-WNS0801NC0FC","944","Kaplan Tank ""New Day""","","","","","3278","1","129","60"
"A08013-WNS0801NC0FC","944","Kaplan Tank ""New Day""","","","","","3279","0","129","60"
"A08013-WNS0801NC0FC","944","Kaplan Tank ""New Day""","","","","","3280","0","129","60"
"A08013-WNS0801NC0FC","944","Kaplan Tank ""New Day""","","","","","3281","0","129","60"
"A10004-WBL0301NC01C","954","Frida Cardigan ""Merging Earth and Sky""","","","","","2947","1","129","52.5"
"A10004-WBL0301NC01C","954","Frida Cardigan ""Merging Earth and Sky""","","","","","2948","0","129","52.5"
"A10004-WBL0301NC01C","954","Frida Cardigan ""Merging Earth and Sky""","","","","","2949","1","129","52.5"
"A10004-WBL0301NC01C","954","Frida Cardigan ""Merging Earth and Sky""","","","","","2950","0","129","52.5"
"A10004-WBL0301NC01C","954","Frida Cardigan ""Merging Earth and Sky""","","","","","2951","0","129","52.5"
"A17064-WBL0301NC03A","955","Frida Cardigan ""M'Otter Love""","","","","","2952","2","129","52.5"
"A17064-WBL0301NC03A","955","Frida Cardigan ""M'Otter Love""","","","","","2953","2","129","52.5"
"A17064-WBL0301NC03A","955","Frida Cardigan ""M'Otter Love""","","","","","2954","1","129","52.5"
"A17064-WBL0301NC03A","955","Frida Cardigan ""M'Otter Love""","","","","","2955","1","129","52.5"
"A17064-WBL0301NC03A","955","Frida Cardigan ""M'Otter Love""","","","","","2956","1","129","52.5"
"A16058-WBL0301NC04A","956","Frida Cardigan ""Silent Seekers""","","","","","2957","1","129","52.5"
"A16058-WBL0301NC04A","956","Frida Cardigan ""Silent Seekers""","","","","","2958","0","129","52.5"
"A16058-WBL0301NC04A","956","Frida Cardigan ""Silent Seekers""","","","","","2959","1","129","52.5"
"A16058-WBL0301NC04A","956","Frida Cardigan ""Silent Seekers""","","","","","2960","1","129","52.5"
"A16058-WBL0301NC04A","956","Frida Cardigan ""Silent Seekers""","","","","","2961","1","129","52.5"
"A10004-WAC0201NC01A","961","Vivienne Scarf ""Merging Earth and Sky""","","","","","","4","59","23"
"W12018-WAC0201NC0DB","962","Vivienne Scarf ""Early Evening Flowing into Fall""","","","","","","2","59","23"
"A17063-WNS0701NC02A","964","Coco Tank ""Depth""","","","","","3297","1","79","34.35"
"A17063-WNS0701NC02A","964","Coco Tank ""Depth""","","","","","3298","0","79","34.35"
"A17063-WNS0701NC02A","964","Coco Tank ""Depth""","","","","","3299","1","79","34.35"
"A17063-WNS0701NC02A","964","Coco Tank ""Depth""","","","","","3300","0","79","34.35"
"A17063-WNS0701NC02A","964","Coco Tank ""Depth""","","","","","3301","0","79","34.35"
"A08013-WNS0701NC0FA","965","Coco Tank ""New Day""","","","","","3302","0","79","34.35"
"A08013-WNS0701NC0FA","965","Coco Tank ""New Day""","","","","","3303","1","79","34.35"
"A08013-WNS0701NC0FA","965","Coco Tank ""New Day""","","","","","3304","1","79","34.35"
"A08013-WNS0701NC0FA","965","Coco Tank ""New Day""","","","","","3305","0","79","34.35"
"A08013-WNS0701NC0FA","965","Coco Tank ""New Day""","","","","","3306","1","79","34.35"
"A17064-WNS0701NC03A","966","Coco Tank ""M'Otter Love""","","","","","3307","1","79","34.35"
"A17064-WNS0701NC03A","966","Coco Tank ""M'Otter Love""","","","","","3308","1","79","34.35"
"A17064-WNS0701NC03A","966","Coco Tank ""M'Otter Love""","","","","","3309","1","79","34.35"
"A17064-WNS0701NC03A","966","Coco Tank ""M'Otter Love""","","","","","3310","1","79","34.35"
"A17064-WNS0701NC03A","966","Coco Tank ""M'Otter Love""","","","","","3311","1","79","34.35"
"A17065-WDR2601NC0CC","969","Kate Dress ""Forest Temple""","","","","","3052","1","169","64.5"
"A17065-WDR2601NC0CC","969","Kate Dress ""Forest Temple""","","","","","3053","1","169","64.5"
"A17065-WDR2601NC0CC","969","Kate Dress ""Forest Temple""","","","","","3054","0","169","64.5"
"A17065-WDR2601NC0CC","969","Kate Dress ""Forest Temple""","","","","","3055","0","169","64.5"
"A17065-WDR2601NC0CC","969","Kate Dress ""Forest Temple""","","","","","3056","0","169","64.5"
"A17064-WBL0601NCO3A","977","Kimono ""M'Otter Love""","","","","","2368","3","129","49.5"
"A08013-WBL0301NC0FB","986","Frida Cardigan ""New Day""","","","","","2962","1","129","52.5"
"A08013-WBL0301NC0FB","986","Frida Cardigan ""New Day""","","","","","2963","1","129","52.5"
"A08013-WBL0301NC0FB","986","Frida Cardigan ""New Day""","","","","","2964","0","129","52.5"
"A08013-WBL0301NC0FB","986","Frida Cardigan ""New Day""","","","","","2965","0","129","52.5"
"A08013-WBL0301NC0FB","986","Frida Cardigan ""New Day""","","","","","2966","0","129","52.5"
"A17063-WBL0301NC02A","987","Frida Cardigan ""Depth""","","","","","2967","1","129","52.5"
"A17063-WBL0301NC02A","987","Frida Cardigan ""Depth""","","","","","2968","1","129","52.5"
"A17063-WBL0301NC02A","987","Frida Cardigan ""Depth""","","","","","2969","1","129","52.5"
"A17063-WBL0301NC02A","987","Frida Cardigan ""Depth""","","","","","2970","1","129","52.5"
"A17063-WBL0301NC02A","987","Frida Cardigan ""Depth""","","","","","2971","1","129","52.5"
"W12018-WBL0301NC0DA","988","Frida Cardigan ""Early Evening Flowing into Fall""","","","","","2972","0","129","52.5"
"W12018-WBL0301NC0DA","988","Frida Cardigan ""Early Evening Flowing into Fall""","","","","","2973","0","129","52.5"
"W12018-WBL0301NC0DA","988","Frida Cardigan ""Early Evening Flowing into Fall""","","","","","2974","1","129","52.5"
"W12018-WBL0301NC0DA","988","Frida Cardigan ""Early Evening Flowing into Fall""","","","","","2975","0","129","52.5"
"W12018-WBL0301NC0DA","988","Frida Cardigan ""Early Evening Flowing into Fall""","","","","","2976","1","129","52.5"
"A13041-WAC0201NC0EA","994","Vivienne Scarf ""Lapinx""","","","","","","3","59","23"
"W18053-WAC0201NC0JB","995","Vivienne Scarf ""Northern Masters""","","","","","","2","59","23"
"W17062-WAC0201NC0GC","996","Vivienne Scarf ""Horizon""","","","","","","3","59","23"
"A16059-WAC0201NC0IA","999","Vivienne Scarf ""Wisdom Keepers""","","","","","","5","59","23"
"A16059-WDR2601NC01B","1006","Kate Dress ""Wisdom Keepers""","","","","","3067","0","169","64.5"
"A16059-WDR2601NC01B","1006","Kate Dress ""Wisdom Keepers""","","","","","3068","1","169","64.5"
"A16059-WDR2601NC01B","1006","Kate Dress ""Wisdom Keepers""","","","","","3069","0","169","64.5"
"A16059-WDR2601NC01B","1006","Kate Dress ""Wisdom Keepers""","","","","","3070","0","169","64.5"
"A16059-WDR2601NC01B","1006","Kate Dress ""Wisdom Keepers""","","","","","3071","1","169","64.5"
"A01028-WBL0301NC08A","1010","Frida Cardigan ""Giving Thanks""","","","","","2977","1","129","52.5"
"A01028-WBL0301NC08A","1010","Frida Cardigan ""Giving Thanks""","","","","","2978","0","129","52.5"
"A01028-WBL0301NC08A","1010","Frida Cardigan ""Giving Thanks""","","","","","2979","1","129","52.5"
"A01028-WBL0301NC08A","1010","Frida Cardigan ""Giving Thanks""","","","","","2980","0","129","52.5"
"A01028-WBL0301NC08A","1010","Frida Cardigan ""Giving Thanks""","","","","","2981","1","129","52.5"
"A16051-WBL0301NC05A","1012","Frida Cardigan ""Northern Keepers""","","","","","2982","1","129","52.5"
"A16051-WBL0301NC05A","1012","Frida Cardigan ""Northern Keepers""","","","","","2983","1","129","52.5"
"A16051-WBL0301NC05A","1012","Frida Cardigan ""Northern Keepers""","","","","","2984","1","129","52.5"
"A16051-WBL0301NC05A","1012","Frida Cardigan ""Northern Keepers""","","","","","2985","1","129","52.5"
"A16051-WBL0301NC05A","1012","Frida Cardigan ""Northern Keepers""","","","","","2986","1","129","52.5"
"W18053-WDR2601NC0JB","1014","Kate Dress ""Northern Masters""","","","","","3077","1","169","64.5"
"W18053-WDR2601NC0JB","1014","Kate Dress ""Northern Masters""","","","","","3078","1","169","64.5"
"W18053-WDR2601NC0JB","1014","Kate Dress ""Northern Masters""","","","","","3079","0","169","64.5"
"W18053-WDR2601NC0JB","1014","Kate Dress ""Northern Masters""","","","","","3080","0","169","64.5"
"W18053-WDR2601NC0JB","1014","Kate Dress ""Northern Masters""","","","","","3081","0","169","64.5"
"142","1020","Suede Moccasins for Men","","","","","2508","2","76","33"
"142","1020","Suede Moccasins for Men","","","","","2512","0","76","33"
"142","1020","Suede Moccasins for Men","","","","","7186","0","76","33"
"142","1020","Suede Moccasins for Men","","","","","7187","0","76","33"
"142","1020","Suede Moccasins for Men","","","","","7188","0","76","33"
"142","1020","Suede Moccasins for Men","","","","","7189","0","76","33"
"142","1020","Suede Moccasins for Men","","","","","7190","0","76","33"
"142","1020","Suede Moccasins for Men","","","","","7191","0","76","33"
"142","1020","Suede Moccasins for Men","","","","","7192","0","76","33"
"142","1020","Suede Moccasins for Men","","","","","7193","0","76","33"
"258","1029","Mousecassins for Babies","","","","","2618","2","42","18.25"
"258","1029","Mousecassins for Babies","","","","","2619","4","42","18.25"
"258","1029","Mousecassins for Babies","","","","","2620","1","42","18.25"
"258","1029","Mousecassins for Babies","","","","","2621","3","42","18.25"
"258","1029","Mousecassins for Babies","","","","","2622","5","42","18.25"
"258","1030","Mousecassins for Children","","","","","2628","1","44.5","19"
"258","1030","Mousecassins for Children","","","","","2629","4","44.5","19"
"258","1030","Mousecassins for Children","","","","","2630","2","44.5","19"
"258","1030","Mousecassins for Children","","","","","2631","3","44.5","19"
"404","1031","Suede Moccasins for Women","","","","","2633","3","135","61.5"
"404","1031","Suede Moccasins for Women","","","","","2635","1","135","61.5"
"404","1031","Suede Moccasins for Women","","","","","2637","1","135","61.5"
"404","1031","Suede Moccasins for Women","","","","","2638","0","135","61.5"
"404","1031","Suede Moccasins for Women","","","","","7196","2","135","61.5"
"404","1031","Suede Moccasins for Women","","","","","7197","1","135","61.5"
"404","1031","Suede Moccasins for Women","","","","","7198","0","135","61.5"
"402","1034","Suede Moccasins for Women","","","","","7041","0","84","36.5"
"402","1034","Suede Moccasins for Women","","","","","7042","1","84","36.5"
"402","1034","Suede Moccasins for Women","","","","","7043","0","84","36.5"
"402","1034","Suede Moccasins for Women","","","","","7044","0","84","36.5"
"402","1034","Suede Moccasins for Women","","","","","7045","1","84","36.5"
"402","1034","Suede Moccasins for Women","","","","","7199","0","84","36.5"
"402","1034","Suede Moccasins for Women","","","","","7200","0","84","36.5"
"402","1035","Suede Moccasins for Junior","","","","","2667","2","63","27"
"402","1035","Suede Moccasins for Junior","","","","","2668","0","63","27"
"402","1035","Suede Moccasins for Junior","","","","","2669","2","63","27"
"402","1035","Suede Moccasins for Junior","","","","","2670","2","63","27"
"402","1035","Suede Moccasins for Junior","","","","","2671","3","63","27"
"402","1035","Suede Moccasins for Junior","","","","","2672","2","63","27"
"402","1036","Suede Moccasins for Children","","","","","2679","2","64.95","25"
"402","1036","Suede Moccasins for Children","","","","","2680","1","64.95","25"
"402","1036","Suede Moccasins for Children","","","","","2681","2","64.95","25"
"402","1036","Suede Moccasins for Children","","","","","2682","2","64.95","25"
"402","1037","Suede Moccasins for Babies","","","","","2689","2","54.95","22.5"
"402","1037","Suede Moccasins for Babies","","","","","2690","2","54.95","22.5"
"402","1037","Suede Moccasins for Babies","","","","","2691","2","54.95","22.5"
"402","1037","Suede Moccasins for Babies","","","","","2692","2","54.95","22.5"
"402","1037","Suede Moccasins for Babies","","","","","2693","1","54.95","22.5"
"842","1038","Suede Moccasins for Women","","","","","2694","0","140","63.5"
"842","1038","Suede Moccasins for Women","","","","","2695","1","140","63.5"
"842","1038","Suede Moccasins for Women","","","","","2696","0","140","63.5"
"842","1038","Suede Moccasins for Women","","","","","2697","0","140","63.5"
"842","1038","Suede Moccasins for Women","","","","","2698","0","140","63.5"
"842","1038","Suede Moccasins for Women","","","","","2699","1","140","63.5"
"842","1038","Suede Moccasins for Women","","","","","2700","0","140","63.5"
"4890","1042","Leather Moccasins for Women","","","","","2722","0","135","52"
"4890","1042","Leather Moccasins for Women","","","","","2723","5","135","52"
"4890","1042","Leather Moccasins for Women","","","","","2724","1","135","52"
"4890","1042","Leather Moccasins for Women","","","","","2725","9","135","52"
"4890","1042","Leather Moccasins for Women","","","","","2726","7","135","52"
"4890","1042","Leather Moccasins for Women","","","","","2728","8","135","52"
"4890","1042","Leather Moccasins for Women","","","","","7210","7","135","52"
"B489","1044","Leather Moccasins for Men","","","","","2744","3","135","58.5"
"B489","1044","Leather Moccasins for Men","","","","","2745","2","135","58.5"
"B489","1044","Leather Moccasins for Men","","","","","2746","2","135","58.5"
"B489","1044","Leather Moccasins for Men","","","","","2748","6","135","58.5"
"B489","1044","Leather Moccasins for Men","","","","","2749","4","135","58.5"
"B489","1044","Leather Moccasins for Men","","","","","5997","2","135","58.5"
"B489","1044","Leather Moccasins for Men","","","","","7216","0","135","58.5"
"B489","1044","Leather Moccasins for Men","","","","","7217","6","135","58.5"
"B489","1044","Leather Moccasins for Men","","","","","7218","0","135","58.5"
"B489","1044","Leather Moccasins for Men","","","","","7219","0","135","58.5"
"B489","1045","Leather Moccasins for Women","","","","","2761","2","129","46"
"B489","1045","Leather Moccasins for Women","","","","","2763","1","129","46"
"B489","1045","Leather Moccasins for Women","","","","","2764","5","129","46"
"B489","1045","Leather Moccasins for Women","","","","","2765","3","129","46"
"B489","1045","Leather Moccasins for Women","","","","","2766","7","129","46"
"B489","1045","Leather Moccasins for Women","","","","","2767","5","129","46"
"B489","1045","Leather Moccasins for Women","","","","","7220","5","129","46"
"220","1046","Suede Moccasins for Juniors","","","","","2775","5","94.95","44"
"220","1046","Suede Moccasins for Juniors","","","","","2776","3","94.95","44"
"220","1046","Suede Moccasins for Juniors","","","","","2777","1","94.95","44"
"220","1046","Suede Moccasins for Juniors","","","","","2779","5","94.95","44"
"220","1046","Suede Moccasins for Juniors","","","","","2780","5","94.95","44"
"220","1046","Suede Moccasins for Juniors","","","","","7221","3","94.95","44"
"220","1047","Suede Moccasins for Children","","","","","2787","6","84.95","38.5"
"220","1047","Suede Moccasins for Children","","","","","2790","3","84.95","38.5"
"220","1047","Suede Moccasins for Children","","","","","7222","2","84.95","38.5"
"220","1047","Suede Moccasins for Children","","","","","7223","4","84.95","38.5"
"220","1048","Suede Moccasins for Babies","","","","","8148","2","74.95","33.25"
"220","1048","Suede Moccasins for Babies","","","","","8149","1","74.95","33.25"
"220","1048","Suede Moccasins for Babies","","","","","8150","4","74.95","33.25"
"220","1048","Suede Moccasins for Babies","","","","","8151","3","74.95","33.25"
"220","1048","Suede Moccasins for Babies","","","","","8152","0","74.95","33.25"
"204","1056","Suede Moccasins for Men","","","","","2837","0","129","56"
"204","1056","Suede Moccasins for Men","","","","","2838","0","129","56"
"204","1056","Suede Moccasins for Men","","","","","2839","2","129","56"
"204","1056","Suede Moccasins for Men","","","","","2840","2","129","56"
"204","1056","Suede Moccasins for Men","","","","","2841","0","129","56"
"204","1056","Suede Moccasins for Men","","","","","2842","0","129","56"
"204","1056","Suede Moccasins for Men","","","","","2843","0","129","56"
"204","1056","Suede Moccasins for Men","","","","","2844","2","129","56"
"204","1056","Suede Moccasins for Men","","","","","2845","2","129","56"
"204","1056","Suede Moccasins for Men","","","","","2846","0","129","56"
"A16058-WBL0601NCO4A","1059","Kimono ""Silent Seekers""","","","","","2867","3","129","49.5"
"A17063-UAC0401NC02A","1062","Nino Place Mats ""Depth""","","","","","","9","15","6.5"
"A16058-UAC0401NC04A","1063","Nino Place Mats ""Silent Seekers""","","","","","","13","15","6.5"
"A16058-WLS1701NC04A","1065","Mia Turtleneck ""Silent Seekers""","","","","","3262","1","149","59.5"
"A16058-WLS1701NC04A","1065","Mia Turtleneck ""Silent Seekers""","","","","","3263","1","149","59.5"
"A16058-WLS1701NC04A","1065","Mia Turtleneck ""Silent Seekers""","","","","","3264","1","149","59.5"
"A16058-WLS1701NC04A","1065","Mia Turtleneck ""Silent Seekers""","","","","","3265","1","149","59.5"
"A16058-WLS1701NC04A","1065","Mia Turtleneck ""Silent Seekers""","","","","","3266","1","149","59.5"
"150CR","1076","Ballerina Slippers","","","","","3378","1","115","57.75"
"150CR","1076","Ballerina Slippers","","","","","3382","3","115","57.75"
"150CR","1076","Ballerina Slippers","","","","","3383","3","115","57.75"
"150CR","1076","Ballerina Slippers","","","","","7224","0","115","57.75"
"150CR","1076","Ballerina Slippers","","","","","7225","0","115","57.75"
"150CR","1076","Ballerina Slippers","","","","","7226","1","115","57.75"
"150CR","1076","Ballerina Slippers","","","","","9579","0","115","57.75"
"150CR","1076","Ballerina Slippers","","","","","9580","0","115","57.75"
"150BL","1078","Ballerina Slippers","","","","","3396","3","115","57.75"
"150BL","1078","Ballerina Slippers","","","","","3401","0","115","57.75"
"150BL","1078","Ballerina Slippers","","","","","7227","0","115","57.75"
"150BL","1078","Ballerina Slippers","","","","","7228","0","115","57.75"
"150BL","1078","Ballerina Slippers","","","","","7229","0","115","57.75"
"150BL","1078","Ballerina Slippers","","","","","7230","1","115","57.75"
"150BL","1078","Ballerina Slippers","","","","","9271","1","115","57.75"
"150BL","1078","Ballerina Slippers","","","","","9272","0","115","57.75"
"150BR","1079","Ballerina Slippers","","","","","3408","1","115","57.75"
"150BR","1079","Ballerina Slippers","","","","","3413","1","115","57.75"
"150BR","1079","Ballerina Slippers","","","","","7231","0","115","57.75"
"150BR","1079","Ballerina Slippers","","","","","7232","0","115","57.75"
"150BR","1079","Ballerina Slippers","","","","","7233","0","115","57.75"
"150BR","1079","Ballerina Slippers","","","","","7234","0","115","57.75"
"150BR","1079","Ballerina Slippers","","","","","9581","0","115","57.75"
"150BR","1079","Ballerina Slippers","","","","","9582","0","115","57.75"
"150RD","1082","Ballerina Slippers","","","","","3444","0","115","57.75"
"150RD","1082","Ballerina Slippers","","","","","3445","0","115","57.75"
"150RD","1082","Ballerina Slippers","","","","","3448","2","115","57.75"
"150RD","1082","Ballerina Slippers","","","","","3449","1","115","57.75"
"150RD","1082","Ballerina Slippers","","","","","7242","0","115","57.75"
"150RD","1082","Ballerina Slippers","","","","","7243","0","115","57.75"
"150RD","1082","Ballerina Slippers","","","","","9587","0","115","57.75"
"150RD","1082","Ballerina Slippers","","","","","9588","0","115","57.75"
"150ST","1083","Ballerina Slippers","","","","","3456","1","115","57.75"
"150ST","1083","Ballerina Slippers","","","","","3461","2","115","57.75"
"150ST","1083","Ballerina Slippers","","","","","7244","0","115","57.75"
"150ST","1083","Ballerina Slippers","","","","","7245","0","115","57.75"
"150ST","1083","Ballerina Slippers","","","","","7246","0","115","57.75"
"150ST","1083","Ballerina Slippers","","","","","7247","0","115","57.75"
"150ST","1083","Ballerina Slippers","","","","","9314","0","115","57.75"
"150ST","1083","Ballerina Slippers","","","","","9589","1","115","57.75"
"150TQ","1084","Ballerina Slippers","","","","","3468","1","115","57.75"
"150TQ","1084","Ballerina Slippers","","","","","3469","2","115","57.75"
"150TQ","1084","Ballerina Slippers","","","","","3470","0","115","57.75"
"150TQ","1084","Ballerina Slippers","","","","","3471","4","115","57.75"
"150TQ","1084","Ballerina Slippers","","","","","3473","3","115","57.75"
"150TQ","1084","Ballerina Slippers","","","","","7248","3","115","57.75"
"150TQ","1084","Ballerina Slippers","","","","","9590","0","115","57.75"
"150TQ","1084","Ballerina Slippers","","","","","9591","0","115","57.75"
"3700-0008-13-37500CHO","1096","Ladies Concho","","","","","3591","0","142","61.4"
"3700-0008-13-37500CHO","1096","Ladies Concho","","","","","3592","0","142","61.4"
"3700-0008-13-37500CHO","1096","Ladies Concho","","","","","3593","0","142","61.4"
"3700-0008-13-37500CHO","1096","Ladies Concho","","","","","3594","0","142","61.4"
"3700-0008-13-37500CHO","1096","Ladies Concho","","","","","3595","0","142","61.4"
"3700-0008-13-37500CHO","1096","Ladies Concho","","","","","3596","0","142","61.4"
"3700-0008-13-37500CHO","1096","Ladies Concho","","","","","3597","0","142","61.4"
"3700-0008-13-37500CHO","1096","Ladies Concho","","","","","3598","0","142","61.4"
"3700-0008-13-37500CHO","1096","Ladies Concho","","","","","3599","0","142","61.4"
"5109-0048-13-13136DKDKP","1098","Ladies Moccasins","","","","","3624","1","102","44"
"5109-0048-13-13136DKDKP","1098","Ladies Moccasins","","","","","7273","0","102","44"
"5109-0048-13-13136DKDKP","1098","Ladies Moccasins","","","","","7274","0","102","44"
"5109-0048-13-13136DKDKP","1098","Ladies Moccasins","","","","","7275","0","102","44"
"5109-0048-13-13136DKDKP","1098","Ladies Moccasins","","","","","7276","1","102","44"
"5109-0048-13-13136DKDKP","1098","Ladies Moccasins","","","","","7277","1","102","44"
"5109-0048-13-13136DKDKP","1098","Ladies Moccasins","","","","","7278","0","102","44"
"5000-0008-12-1493CHO","1100","Ladies Suede Moccasins","","","","","3656","2","96","41.5"
"5000-0008-12-1493CHO","1100","Ladies Suede Moccasins","","","","","3657","0","96","41.5"
"5000-0008-12-1493CHO","1100","Ladies Suede Moccasins","","","","","3661","1","96","41.5"
"5000-0008-12-1493CHO","1100","Ladies Suede Moccasins","","","","","7280","0","96","41.5"
"5000-0008-12-1493CHO","1100","Ladies Suede Moccasins","","","","","7281","0","96","41.5"
"5000-0008-12-1493CHO","1100","Ladies Suede Moccasins","","","","","7282","0","96","41.5"
"5000-0008-12-1493CHO","1100","Ladies Suede Moccasins","","","","","7283","1","96","41.5"
"5000-0008-12-1493CHO","1100","Ladies Suede Moccasins","","","","","7284","0","96","41.5"
"5000-0008-12-1493CHO","1100","Ladies Suede Moccasins","","","","","7285","0","96","41.5"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","","","","","3663","0","174","0"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","","","","","3664","2","174","0"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","","","","","3665","0","174","0"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","","","","","3668","1","174","0"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","","","","","3670","0","174","0"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","","","","","6905","0","174","0"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","","","","","7286","0","174","0"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","","","","","7287","1","174","0"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","","","","","7288","1","174","0"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","","","","","7289","0","174","0"
"6019-0300-41BR-9113MODKT-9113MO","1102","Suede Moccasins for Men","","","","","3683","0","170","73.7"
"6019-0300-41BR-9113MODKT-9113MO","1102","Suede Moccasins for Men","","","","","3685","2","170","73.7"
"6019-0300-41BR-9113MODKT-9113MO","1102","Suede Moccasins for Men","","","","","3686","2","170","73.7"
"6019-0300-41BR-9113MODKT-9113MO","1102","Suede Moccasins for Men","","","","","3689","1","170","73.7"
"6019-0300-41BR-9113MODKT-9113MO","1102","Suede Moccasins for Men","","","","","3690","0","170","73.7"
"6019-0300-41BR-9113MODKT-9113MO","1102","Suede Moccasins for Men","","","","","7290","0","170","73.7"
"6019-0300-41BR-9113MODKT-9113MO","1102","Suede Moccasins for Men","","","","","7291","1","170","73.7"
"6019-0300-41BR-9113MODKT-9113MO","1102","Suede Moccasins for Men","","","","","7292","0","170","73.7"
"6019-0300-41BR-9113MODKT-9113MO","1102","Suede Moccasins for Men","","","","","7293","0","170","73.7"
"6019-0300-41BR-9113MODKT-9113MO","1102","Suede Moccasins for Men","","","","","7294","0","170","73.7"
"5000-0008-12BL-1493BL","1103","Ladies Suede Moccasins","","","","","3702","1","96","41.5"
"5000-0008-12BL-1493BL","1103","Ladies Suede Moccasins","","","","","3707","0","96","41.5"
"5000-0008-12BL-1493BL","1103","Ladies Suede Moccasins","","","","","7295","0","96","41.5"
"5000-0008-12BL-1493BL","1103","Ladies Suede Moccasins","","","","","7296","1","96","41.5"
"5000-0008-12BL-1493BL","1103","Ladies Suede Moccasins","","","","","7297","0","96","41.5"
"5000-0008-12BL-1493BL","1103","Ladies Suede Moccasins","","","","","7298","1","96","41.5"
"5000-0008-12BL-1493BL","1103","Ladies Suede Moccasins","","","","","7299","1","96","41.5"
"5000-0008-12BL-1493BL","1103","Ladies Suede Moccasins","","","","","7300","0","96","41.5"
"5000-0008-12BL-1493BL","1103","Ladies Suede Moccasins","","","","","7301","0","96","41.5"
"6080-0408-41BL-653","1105","Suede Slippers for Men","","","","","3718","0","125","0"
"6080-0408-41BL-653","1105","Suede Slippers for Men","","","","","3719","1","125","0"
"6080-0408-41BL-653","1105","Suede Slippers for Men","","","","","3720","0","125","0"
"6080-0408-41BL-653","1105","Suede Slippers for Men","","","","","3721","0","125","0"
"6080-0408-41BL-653","1105","Suede Slippers for Men","","","","","3722","1","125","0"
"6080-0408-41BL-653","1105","Suede Slippers for Men","","","","","3723","1","125","0"
"6080-0408-41BL-653","1105","Suede Slippers for Men","","","","","3724","1","125","0"
"6080-0408-41BL-653","1105","Suede Slippers for Men","","","","","6907","0","125","0"
"6080-0408-41BL-653","1105","Suede Slippers for Men","","","","","7302","0","125","0"
"6080-0408-41BL-653","1105","Suede Slippers for Men","","","","","7303","1","125","0"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","","","","","3735","0","98","42.6"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","","","","","3736","1","98","42.6"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","","","","","3737","0","98","42.6"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","","","","","3738","0","98","42.6"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","","","","","3739","0","98","42.6"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","","","","","3740","0","98","42.6"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","","","","","3741","0","98","42.6"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","","","","","3742","0","98","42.6"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","","","","","7304","0","98","42.6"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","","","","","7305","0","98","42.6"
"9816-0408-47-980447MO","1111","Ladies Mukluks","","","","","3975","1","422","198"
"9816-0408-47-980447MO","1111","Ladies Mukluks","","","","","7577","0","422","198"
"9816-0408-47-980447MO","1111","Ladies Mukluks","","","","","7578","0","422","198"
"9816-0408-47-980447MO","1111","Ladies Mukluks","","","","","7579","0","422","198"
"9816-0408-47-980447MO","1111","Ladies Mukluks","","","","","7580","0","422","198"
"9816-0408-47-980447MO","1111","Ladies Mukluks","","","","","7581","1","422","198"
