"Reference code","Product ID","Product name","10_FEATURE_Image size","9_FEATURE_Mat size","12_FEATURE_Number of copies","8_FEATURE_Card size","Product Combinations ID","Quantity","Final price (pre-tax)","Pre-tax wholesale price"
"BHTRIANGLE","15432","Triangular Earrings","","","","","11583","0","70.00","35.00"
"BHTRIANGLE","15432","Triangular Earrings","","","","","11584","1","70.00","35.00"
"BHTRIANGLE","15432","Triangular Earrings","","","","","11585","0","70.00","35.00"
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","","","","","11595","0","175.00","75.80"
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","","","","","11596","0","175.00","75.80"
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","","","","","11597","0","175.00","75.80"
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","","","","","11598","0","175.00","75.80"
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","","","","","11599","0","175.00","75.80"
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","","","","","11600","0","175.00","75.80"
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","","","","","11601","0","175.00","75.80"
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","","","","","11602","2","175.00","75.80"
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","","","","","11603","0","175.00","75.80"
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","","","","","11604","1","175.00","75.80"
"UAC6101NC08A","15446","Gustave Pillow ""Giving Thanks""","","","","","","1","59.00","23.00"
"UAC6101NC0DA","15447","Gustave Pillow ""Early Evening Flowing Into Fall""","","","","","","2","59.00","23.00"
"UAC6101NC0UA","15449","Gustave Pillow ""Under the Same Sky""","","","","","","3","59.00","23.00"
"UAC6101NC05A","15451","Gustave Pillow ""Northern Keepers""","","","","","","2","59.00","23.00"
"POD2579magnets","15485","River Keeper","","","","","","12","6.95","2.80"
"POD2574magnets","15486","Silent Seekers","","","","","","5","6.95","2.80"
"POD2569magnets","15487","Passage","","","","","","12","6.95","2.80"
"POD2566magnets","15488","Northern Keepers","","","","","","7","6.95","2.80"
"POD2556magnets","15489","Going Home","","","","","","5","6.95","2.80"
"POD2554magnets","15490","Gezaluwejit","","","","","","5","6.95","2.70"
"POD2550magnets","15491","Depth","","","","","","6","6.95","2.80"
"POD2555magnets","15492","Giving Thanks","","","","","","19","6.95","2.80"
"POD2558magnets","15493","Honoring the Giver of Life","","","","","","20","6.95","2.80"
"DC849","15543","Dream Catcher ""Energy""","","","","","","1","47.95","21.00"
"ES100","15605","Room Sprays","","","","","11708","3","29.95","12.99"
"ES100","15605","Room Sprays","","","","","11709","0","29.95","12.99"
"ES100","15605","Room Sprays","","","","","11710","2","29.95","12.99"
"ES100","15605","Room Sprays","","","","","11711","3","29.95","12.99"
"ES100","15605","Room Sprays","","","","","11712","2","29.95","12.99"
"ES100","15605","Room Sprays","","","","","11713","2","29.95","12.99"
"ES100","15605","Room Sprays","","","","","11714","2","29.95","12.99"
"ES100","15605","Room Sprays","","","","","11715","3","29.95","12.99"
"ES100","15605","Room Sprays","","","","","11716","1","29.95","12.99"
"WDR5801NC17A","15614","Lena Dress ""Inner Memories""","","","","","11737","1","179.00","74.00"
"WDR5801NC17A","15614","Lena Dress ""Inner Memories""","","","","","11738","0","179.00","74.00"
"WDR5801NC17A","15614","Lena Dress ""Inner Memories""","","","","","11739","0","179.00","74.00"
"WDR5801NC17A","15614","Lena Dress ""Inner Memories""","","","","","11740","0","179.00","74.00"
"WDR5801NC17A","15614","Lena Dress ""Inner Memories""","","","","","11741","1","179.00","74.00"
"WDR5801NC04A","15615","Lena Dress ""Silent Seekers""","","","","","11742","1","179.00","74.00"
"WDR5801NC04A","15615","Lena Dress ""Silent Seekers""","","","","","11743","1","179.00","74.00"
"WDR5801NC04A","15615","Lena Dress ""Silent Seekers""","","","","","11744","0","179.00","74.00"
"WDR5801NC04A","15615","Lena Dress ""Silent Seekers""","","","","","11745","0","179.00","74.00"
"WDR5801NC04A","15615","Lena Dress ""Silent Seekers""","","","","","11746","1","179.00","74.00"
"WDR5801NC11A","15616","Lena Dress ""Water and Spirit Buffalo at Sunset""","","","","","11747","0","179.00","74.00"
"WDR5801NC11A","15616","Lena Dress ""Water and Spirit Buffalo at Sunset""","","","","","11748","0","179.00","74.00"
"WDR5801NC11A","15616","Lena Dress ""Water and Spirit Buffalo at Sunset""","","","","","11749","1","179.00","74.00"
"WDR5801NC11A","15616","Lena Dress ""Water and Spirit Buffalo at Sunset""","","","","","11750","0","179.00","74.00"
"WDR5801NC11A","15616","Lena Dress ""Water and Spirit Buffalo at Sunset""","","","","","11751","1","179.00","74.00"
"WDR5801NC09A","15617","Lena Dress ""Water and Spirit Buffalo""","","","","","11752","0","179.00","74.00"
"WDR5801NC09A","15617","Lena Dress ""Water and Spirit Buffalo""","","","","","11753","0","179.00","74.00"
"WDR5801NC09A","15617","Lena Dress ""Water and Spirit Buffalo""","","","","","11754","1","179.00","74.00"
"WDR5801NC09A","15617","Lena Dress ""Water and Spirit Buffalo""","","","","","11755","1","179.00","74.00"
"WDR5801NC09A","15617","Lena Dress ""Water and Spirit Buffalo""","","","","","11756","0","179.00","74.00"
"WDR5801NC1DA","15618","Lena Dress ""In Her World""","","","","","11757","0","179.00","74.00"
"WDR5801NC1DA","15618","Lena Dress ""In Her World""","","","","","11758","1","179.00","74.00"
"WDR5801NC1DA","15618","Lena Dress ""In Her World""","","","","","11759","1","179.00","74.00"
"WDR5801NC1DA","15618","Lena Dress ""In Her World""","","","","","11760","0","179.00","74.00"
"WDR5801NC1DA","15618","Lena Dress ""In Her World""","","","","","11761","0","179.00","74.00"
"DC802","15649","Dream Catcher ""Ombre""","","","","","","2","29.95","12.75"
"DC16-P","15723","DC16 Pendant","","","","","","5","15.95","6.75"
"DC14","15725","DC14 Earrings","","","","","","4","24.95","10.50"
"DCC21","15727","DCC21 Earrings","","","","","","1","26.00","11.00"
"BB7-P","15730","BB7 Pendant ""Birch Bark""","","","","","","6","15.95","7.05"
"DCC21-P","15731","DCC21 Pendant","","","","","","5","15.95","6.75"
"BB7","15732","BB7 Earrings ""Birch Bark""","","","","","","4","23.95","10.50"
"","15768","Product test","","","","","","5","10.00","0.00"
"SKIRTS","15774","Ribbon Skirts","","","","","13120","0","120.00","60.00"
"SKIRTS","15774","Ribbon Skirts","","","","","13121","0","120.00","60.00"
"SKIRTS","15774","Ribbon Skirts","","","","","13122","1","120.00","60.00"
"SKIRTS","15774","Ribbon Skirts","","","","","13123","1","120.00","60.00"
"SKIRTS","15774","Ribbon Skirts","","","","","13124","2","120.00","60.00"
"EPSALTS","15863","Epsom Salts","","","","","11860","2","30.00","18.00"
"EPSALTS","15863","Epsom Salts","","","","","11861","2","30.00","18.00"
"EPSALTS","15863","Epsom Salts","","","","","11862","1","30.00","18.00"
"EPSALTS","15863","Epsom Salts","","","","","11863","2","30.00","18.00"
"5000-0008-13-1493IND","15914","Ladies Suede Moccasins","","","","","11864","0","96.00","41.50"
"5000-0008-13-1493IND","15914","Ladies Suede Moccasins","","","","","11865","2","96.00","41.50"
"5000-0008-13-1493IND","15914","Ladies Suede Moccasins","","","","","11866","0","96.00","41.50"
"5000-0008-13-1493IND","15914","Ladies Suede Moccasins","","","","","11867","0","96.00","41.50"
"5000-0008-13-1493IND","15914","Ladies Suede Moccasins","","","","","11868","0","96.00","41.50"
"5000-0008-13-1493IND","15914","Ladies Suede Moccasins","","","","","11869","0","96.00","41.50"
"5000-0008-13-1493IND","15914","Ladies Suede Moccasins","","","","","11870","1","96.00","41.50"
"5000-0008-13-1493IND","15914","Ladies Suede Moccasins","","","","","11871","0","96.00","41.50"
"5000-0008-13-1493IND","15914","Ladies Suede Moccasins","","","","","11872","0","96.00","41.50"
"5000-0008-13-1493FG","15915","Ladies Suede Moccasins","","","","","11873","0","96.00","41.50"
"5000-0008-13-1493FG","15915","Ladies Suede Moccasins","","","","","11874","0","96.00","41.50"
"5000-0008-13-1493FG","15915","Ladies Suede Moccasins","","","","","11875","0","96.00","41.50"
"5000-0008-13-1493FG","15915","Ladies Suede Moccasins","","","","","11876","0","96.00","41.50"
"5000-0008-13-1493FG","15915","Ladies Suede Moccasins","","","","","11877","0","96.00","41.50"
"5000-0008-13-1493FG","15915","Ladies Suede Moccasins","","","","","11878","0","96.00","41.50"
"5000-0008-13-1493FG","15915","Ladies Suede Moccasins","","","","","11879","0","96.00","41.50"
"5000-0008-13-1493FG","15915","Ladies Suede Moccasins","","","","","11880","1","96.00","41.50"
"5000-0008-13-1493FG","15915","Ladies Suede Moccasins","","","","","11881","0","96.00","41.50"
"66705","16064","Sterling Silver Earrings","","","","","","2","115.00","48.69"
"502115BDBK","16127","Suede Moccasins for Men","","","","","12263","0","155.00","67.30"
"502115BDBK","16127","Suede Moccasins for Men","","","","","12264","0","155.00","67.30"
"502115BDBK","16127","Suede Moccasins for Men","","","","","12265","1","155.00","67.30"
"502115BDBK","16127","Suede Moccasins for Men","","","","","12266","2","155.00","67.30"
"502115BDBK","16127","Suede Moccasins for Men","","","","","12267","0","155.00","67.30"
"502115BDBK","16127","Suede Moccasins for Men","","","","","12268","0","155.00","67.30"
"502115BDBK","16127","Suede Moccasins for Men","","","","","12269","0","155.00","67.30"
"502115BDBK","16127","Suede Moccasins for Men","","","","","12270","0","155.00","67.30"
"502115BDBK","16127","Suede Moccasins for Men","","","","","12271","0","155.00","67.30"
"502115BDBK","16127","Suede Moccasins for Men","","","","","12272","0","155.00","67.30"
"502113DNMA","16128","Suede Moccasins for Men","","","","","12273","0","155.00","67.30"
"502113DNMA","16128","Suede Moccasins for Men","","","","","12274","0","155.00","67.30"
"502113DNMA","16128","Suede Moccasins for Men","","","","","12275","1","155.00","67.30"
"502113DNMA","16128","Suede Moccasins for Men","","","","","12276","1","155.00","67.30"
"502113DNMA","16128","Suede Moccasins for Men","","","","","12277","0","155.00","67.30"
"502113DNMA","16128","Suede Moccasins for Men","","","","","12278","1","155.00","67.30"
"502113DNMA","16128","Suede Moccasins for Men","","","","","12279","0","155.00","67.30"
"502113DNMA","16128","Suede Moccasins for Men","","","","","12280","0","155.00","67.30"
"502113DNMA","16128","Suede Moccasins for Men","","","","","12281","0","155.00","67.30"
"502113DNMA","16128","Suede Moccasins for Men","","","","","12282","0","155.00","67.30"
"NIB700-06","16167","Poncho ""Nibi""","","","","","12328","1","85.00","0.00"
"NIB700-06","16167","Poncho ""Nibi""","","","","","12329","2","89.00","0.00"
"BGTH700-06","16168","Poncho ""Grey Thunderbird""","","","","","12330","1","89.00","0.00"
"BGTH700-06","16168","Poncho ""Grey Thunderbird""","","","","","12331","1","85.00","0.00"
"INTH700-06","16169","Poncho ""Brown Thunderbird""","","","","","12332","2","89.00","0.00"
"INTH700-06","16169","Poncho ""Brown Thunderbird""","","","","","12333","1","85.00","0.00"
"DCK44","16230","Dream Catchers Kit for Kids","","","","","","1","13.95","5.75"
"WDR2601NC1BA","16245","Kate Dress ""Geese Spirit""","","","","","12376","2","169.00","64.50"
"WDR2601NC1BA","16245","Kate Dress ""Geese Spirit""","","","","","12377","0","169.00","64.50"
"WDR2601NC1BA","16245","Kate Dress ""Geese Spirit""","","","","","12378","0","169.00","64.50"
"WDR2601NC1BA","16245","Kate Dress ""Geese Spirit""","","","","","12379","0","169.00","64.50"
"WDR2601NC1BA","16245","Kate Dress ""Geese Spirit""","","","","","12380","2","169.00","64.50"
"WPA0701NC1BA","16248","Parma Capri ""Geese Spirit""","","","","","12407","1","129.00","55.50"
"WPA0701NC1BA","16248","Parma Capri ""Geese Spirit""","","","","","12408","0","129.00","55.50"
"WPA0701NC1BA","16248","Parma Capri ""Geese Spirit""","","","","","12409","0","129.00","55.50"
"WPA0701NC1BA","16248","Parma Capri ""Geese Spirit""","","","","","12410","0","129.00","55.50"
"WPA0701NC1BA","16248","Parma Capri ""Geese Spirit""","","","","","12411","0","129.00","55.50"
"WLS1001NC1BA","16253","Patti Tunic II ""Geese Spirit""","","","","","12453","1","129.00","50.50"
"WLS1001NC1BA","16253","Patti Tunic II ""Geese Spirit""","","","","","12454","1","129.00","50.50"
"WLS1001NC1BA","16253","Patti Tunic II ""Geese Spirit""","","","","","12455","0","129.00","50.50"
"WLS1001NC1BA","16253","Patti Tunic II ""Geese Spirit""","","","","","12456","0","129.00","50.50"
"WLS1001NC1BA","16253","Patti Tunic II ""Geese Spirit""","","","","","12457","0","129.00","50.50"
"WLS1801NC1BA","16254","Patti Tunic II ""Geese Spirit"" Plus Size","","","","","12463","1","129.00","60.50"
"WLS1801NC1BA","16254","Patti Tunic II ""Geese Spirit"" Plus Size","","","","","12464","1","129.00","60.50"
"WLS1801NC1BA","16254","Patti Tunic II ""Geese Spirit"" Plus Size","","","","","12465","0","129.00","60.50"
"WLS1001NC0BA","16256","Patti Tunic II ""Zenith""","","","","","12481","0","129.00","50.50"
"WLS1001NC0BA","16256","Patti Tunic II ""Zenith""","","","","","12482","0","129.00","50.50"
"WLS1001NC0BA","16256","Patti Tunic II ""Zenith""","","","","","12483","1","129.00","50.50"
"WLS1001NC0BA","16256","Patti Tunic II ""Zenith""","","","","","12484","1","129.00","50.50"
"WLS1001NC0BA","16256","Patti Tunic II ""Zenith""","","","","","12485","0","129.00","50.50"
"UAC6501NC0FA","16263","Maxime Bag ""New Day""","","","","","","2","65.00","27.50"
"WLS350101NC04B","16264","Autumn Half-Zip Top - ""Silent Seekers""","","","","","12491","0","149.00","59.50"
"WLS350101NC04B","16264","Autumn Half-Zip Top - ""Silent Seekers""","","","","","12492","1","149.00","59.50"
"WLS350101NC04B","16264","Autumn Half-Zip Top - ""Silent Seekers""","","","","","12493","1","149.00","59.50"
"WLS350101NC04B","16264","Autumn Half-Zip Top - ""Silent Seekers""","","","","","12494","1","149.00","59.50"
"WLS350101NC04B","16264","Autumn Half-Zip Top - ""Silent Seekers""","","","","","12495","0","149.00","59.50"
"HPA120","16269","Multipurpose Anti-Odor Mist","","","","","","12","18.00","8.00"
"A12050-POD2559","16450","Matted Print - Ice Dream","","14"" x 11""","","","","2","20.00","7.50"
"A10044-POD2572","16452","Matted Print - Returning","","11"" x 14""","","","","2","20.00","7.50"
"W12018-POD2551C","16454","Canvas - Early evening flowing into fall","","","","","","4","40.00","17.00"
"A01033-POD2581C","16457","Canvas - New Fire","","","","","","3","40.00","17.00"
"A10044-POD2572C","16458","Canvas - The Return","","","","","","2","40.00","17.00"
"W12008-POD2581C","16460","Canvas - Winter Wolves","","","","","","4","40.00","17.00"
"A10012-POD2565","16463","Matted Print - Sky Sisters","","11"" x 14""","","","","2","20.00","7.50"
"W13026-20079C","16504","Canvas - In Her World","20"" x 15""","","","","","2","40.00","17.00"
"POD2884magnets","16530","The Protector","","","","","","15","6.95","2.80"
"POD2551magnets","16531","Early Evening Flowing into Fall","","","","","","23","6.95","2.80"
"POD2571magnets","16532","Refuge","","","","","","3","6.95","2.80"
"WDR1101NC0EA","16545","Joni Cape Dress ""Lapinx""","","","","","12820","1","139.00","59.50"
"WDR1101NC0EA","16545","Joni Cape Dress ""Lapinx""","","","","","12821","1","139.00","59.50"
"WDR1101NC0EA","16545","Joni Cape Dress ""Lapinx""","","","","","12822","1","139.00","59.50"
"WDR1101NC0EA","16545","Joni Cape Dress ""Lapinx""","","","","","12823","1","139.00","59.50"
"WDR1101NC0EA","16545","Joni Cape Dress ""Lapinx""","","","","","12824","0","139.00","59.50"
"UAC7001NCOTA","16569","Suede Tote Bag ""Gezaluwejit""","","","","","","2","69.00","29.00"
"UAC71001NC02A","16575","Suede Pouch ""Depth""","","","","","","3","29.00","11.00"
"UAC71001NC0TA","16576","Suede Pouch ""Gezaluwejit""","","","","","","2","29.00","11.00"
"560","16598","Leather Wallet","","","","","12855","5","22.00","8.75"
"560","16598","Leather Wallet","","","","","12856","6","22.00","8.75"
"7LX","16599","Leather Medicine Pouch","","","","","","15","18.00","7.75"
"WLS2001NC1BA","16613","Mia Turtleneck ""Geese Spirit"" Plus Size","","","","","12895","1","149.00","68.00"
"WLS2001NC1BA","16613","Mia Turtleneck ""Geese Spirit"" Plus Size","","","","","12896","1","149.00","68.00"
"WLS2001NC1BA","16613","Mia Turtleneck ""Geese Spirit"" Plus Size","","","","","12897","1","149.00","68.00"
"POD20079magnets","16682","In Her World","","","","","","15","6.95","2.80"
"POD105832magnets","16683","Carried Away","","","","","","1","6.95","2.80"
"POD2552C","16684","Canvas - Earth keeper","","","","","","3","40.00","17.00"
"POD2577C","16685","Canvas - Teachings","","","","","","2","40.00","17.00"
"3700-0008-13-37500MO","16689","Ladies Concho","","","","","12959","0","142.00","61.40"
"3700-0008-13-37500MO","16689","Ladies Concho","","","","","12960","0","142.00","61.40"
"3700-0008-13-37500MO","16689","Ladies Concho","","","","","12961","0","142.00","61.40"
"3700-0008-13-37500MO","16689","Ladies Concho","","","","","12962","0","142.00","61.40"
"3700-0008-13-37500MO","16689","Ladies Concho","","","","","12963","1","142.00","61.40"
"3700-0008-13-37500MO","16689","Ladies Concho","","","","","12964","0","142.00","61.40"
