"Reference code","Product ID","Product name","Product Combinations ID","Combinations (Attribute - value pair)","Quantity","Final price (pre-tax)","Pre-tax wholesale price","Combinations wholesale price"
"SKU: 53-53-620","127","Bill Helin Killer Whale Pot Holder","","Bill Helin Killer Whale Pot Holder","2","14.95","5.75","0.00"
"SKU: 53-53-510","129","Bill Helin Chilkat Apron","","Bill Helin Chilkat Apron","0","36.95","16.00","0.00"
"SKU: 53-53-582","132","Bill Helin Chilkat Oven Mitt","1081","Colors - Red/Black","0","18.95","7.50","0.00"
"SKU: 53-53-582","132","Bill Helin Chilkat Oven Mitt","1082","Colors - Red/Black/White","1","18.95","7.50","0.00"
"SKU: 53-53-581","133","Bill Helin Chilkat Pot Holder","1079","Colors - Red/Black","0","14.95","6.50","0.00"
"SKU: 53-53-581","133","Bill Helin Chilkat Pot Holder","1080","Colors - Red/Black/White","0","14.95","6.50","0.00"
"SKU: 53-53-672","135","Bill Helin Eagle Oven Mitt","","Bill Helin Eagle Oven Mitt","0","18.95","8.00","0.00"
"SKU: 53-53-671","138","Bill Helin Eagle Pot Holder","","Bill Helin Eagle Pot Holder","0","14.95","6.50","0.00"
"SKU: 53-53-554","148","Bill Helin Hummingbird Apron","","Bill Helin Hummingbird Apron","0","36.95","16.00","0.00"
"SKU: 53-53-553","151","Bill Helin Hummingbird Oven Mitt","","Bill Helin Hummingbird Oven Mitt","0","18.95","8.00","0.00"
"SKU: 53-53-552","152","Bill Helin Hummingbird Pot Holder","","Bill Helin Hummingbird Pot Holder","3","14.95","5.75","0.00"
"SKU: 53-53-653","158","Bill Helin Killer Whale Pot Holder","","Bill Helin Killer Whale Pot Holder","3","14.95","5.75","0.00"
"SKU: 53-53-010","167","Bill Helin Raven Apron","","Bill Helin Raven Apron","1","36.95","16.00","0.00"
"SKU: 53-53-007","171","Bill Helin Raven Oven Mitt","","Bill Helin Raven Oven Mitt","0","18.95","8.00","0.00"
"SKU: 53-53-006","172","Bill Helin Raven Pot Holder","","Bill Helin Raven Pot Holder","2","14.95","6.50","0.00"
"SKU: 52-52-792","179","Andrew Williams Hummingbird Oven Mitt","","Andrew Williams Hummingbird Oven Mitt","0","18.95","8.00","0.00"
"SKU: 52-52-791","181","Andrew Williams Hummingbird Pot Holder","","Andrew Williams Hummingbird Pot Holder","0","14.95","6.50","0.00"
"SKU: 52-52-742","186","Andrew Williams Octopus Oven Mitt","","Andrew Williams Octopus Oven Mitt","0","18.95","8.00","0.00"
"SKU: 52-52-732","187","Andrew Williams Octopus Oven Mitt","","Andrew Williams Octopus Oven Mitt","0","18.95","8.00","0.00"
