"Reference code","Product ID","Product name","Product Combinations ID","Combinations (Attribute - value pair)","Quantity","Final price (pre-tax)","Pre-tax wholesale price","Combinations wholesale price"
"SKU:53-53-617","119","Bill Helin Killer Whale Halo Mug","","Bill Helin Killer Whale Halo Mug","0","11.00","4.75","0.00"
"SKU: 53-53-613","122","Bill Helin Killer Whale Apron","","Bill Helin Killer Whale Apron","0","34.50","15.00","0.00"
"SKU: 53-53-612","123","Bill Helin Killer Whale Oven Mitt","","Bill Helin Killer Whale Oven Mitt","1","17.25","6.95","0.00"
"SKU: 53-53-610","125","Bill Helin Killer Whale Dish Towel","","Bill Helin Killer Whale Dish Towel","0","15.00","6.52","0.00"
"SKU: 53-53-616x2","126","Bill Helin Killer Whale Trivet or Coasters","","Bill Helin Killer Whale Trivet or Coasters","0","14.00","6.52","0.00"
"SKU: 53-53-507x2","134","Bill Helin Chilkat Dish Towel","1077","Colors - Red/Black","0","15.00","6.50","0.00"
"SKU: 53-53-507x2","134","Bill Helin Chilkat Dish Towel","1078","Colors - Red/Black/White","0","15.00","6.50","0.00"
"SKU: 53-53-670","139","Bill Helin Eagle Dish Towel","","Bill Helin Eagle Dish Towel","0","15.00","6.50","0.00"
"SKU: 53-53-417","142","Bill Helin Frog Halo Mug","","Bill Helin Frog Halo Mug","0","11.00","4.75","0.00"
"SKU: 53-53-413","143","Bill Helin Frog  Oven Mitt","","Bill Helin Frog  Oven Mitt","0","17.25","6.95","0.00"
"SKU: 53-53-412","144","Bill Helin Frog Pocket Pot Holder","","Bill Helin Frog Pocket Pot Holder","0","27.00","11.75","0.00"
"SKU: 53-53-414","145","Bill Helin Frog Pot Holder","","Bill Helin Frog Pot Holder","0","12.95","4.75","0.00"
"SKU53-53-411","146","Bill Helin Frog Dish Towell","","Bill Helin Frog Dish Towell","0","15.00","6.50","0.00"
"SKU: 53-53-416x2","147","Bill Helin Frog Trivel or Coasters","","Bill Helin Frog Trivel or Coasters","0","14.00","6.30","0.00"
"SKU: 53-53-550","149","Bill Helin Hummingbird Embroidered Tea Towel","","Bill Helin Hummingbird Embroidered Tea Towel","0","15.00","6.50","0.00"
"SKU: 53-53-559","150","Bill Helin Hummingbird Halo Mug","","Bill Helin Hummingbird Halo Mug","0","11.00","4.75","0.00"
"SKU: 53-53-551","153","Bill Helin Hummingbird Dish Towel","","Bill Helin Hummingbird Dish Towel","0","15.00","6.50","0.00"
"SKU: 53-53-657","155","Bill Helin Killer Whale Halo Mug","","Bill Helin Killer Whale Halo Mug","0","11.00","4.75","0.00"
"SKU: 53-53-652","156","Bill Helin Killer Whale Oven Mitt","","Bill Helin Killer Whale Oven Mitt","0","17.25","6.95","0.00"
"SKU: 53-53-651","157","Bill Helin Killer Whale Pocket Pot Holder","","Bill Helin Killer Whale Pocket Pot Holder","0","27.00","11.75","0.00"
"SKU: 53-53-650","159","Bill Helin Killer Whale Dish Towel","","Bill Helin Killer Whale Dish Towel","0","15.00","6.50","0.00"
"SKU: 53-53-437","161","Bill Helin Moose Halo Mug","","Bill Helin Moose Halo Mug","0","11.00","4.75","0.00"
"SKU: 53-53-432","162","Bill Helin Moose Oven Mitt","","Bill Helin Moose Oven Mitt","0","17.25","6.95","0.00"
"SKU: 53-53-434","163","Bill Helin Moose Pocket Pot Holder","","Bill Helin Moose Pocket Pot Holder","0","27.00","11.75","0.00"
"SKU: 53-53-431","164","Bill Helin Moose Pot Holder","","Bill Helin Moose Pot Holder","0","12.95","4.75","0.00"
"SKU: 53-53-430","165","Bill Helin Moose Dish Towel","","Bill Helin Moose Dish Towel","0","15.00","6.50","0.00"
"SKU: 53-53-436x2","166","Bill Helin Moose Trivet or Coasters","","Bill Helin Moose Trivet or Coasters","0","14.00","6.30","0.00"
"SKU: 53-53-016","168","Bill Helin Raven Mug","","Bill Helin Raven Mug","0","11.00","4.75","0.00"
"SKU: 53-53-405","169","Bill Helin Raven Embroidered Pot Holder","","Bill Helin Raven Embroidered Pot Holder","0","12.95","4.75","0.00"
"SKU: 53-53-040","170","Bill Helin Raven Halo Mug","","Bill Helin Raven Halo Mug","0","11.00","4.75","0.00"
"SKU: 53-53-005","173","Bill Helin Raven Dish Towel","","Bill Helin Raven Dish Towel","0","15.00","6.50","0.00"
"SKU: 53-53-013x2","174","Bill Helin Raven Trivet or Coasters","","Bill Helin Raven Trivet or Coasters","0","14.00","6.30","0.00"
"SKU: 52-52-797","178","Andrew Williams Hummingbird Mug","","Andrew Williams Hummingbird Mug","0","11.00","4.75","0.00"
"SKU: 52-52-790","182","Andrew Williams Hummingbird Dish Towel","","Andrew Williams Hummingbird Dish Towel","0","15.00","6.50","0.00"
"SKU: 52-52-796x2","183","Andrew Williams Hummingbird Trivet or Coasters","","Andrew Williams Hummingbird Trivet or Coasters","0","14.00","6.30","0.00"
