"Reference code","Product ID","Product name","Product Combinations ID","Quantity","Final price (pre-tax)"
"SEQsssoap","13165","Sweet Scented Soaps","10009","3","14.00"
"SEQsssoap","13165","Sweet Scented Soaps","10010","5","4.00"
"SEQsssoap","13165","Sweet Scented Soaps","10011","0","14.00"
"SEQsssoap","13165","Sweet Scented Soaps","10012","0","4.00"
"SEQsssoap","13165","Sweet Scented Soaps","10013","0","14.00"
"SEQsssoap","13165","Sweet Scented Soaps","10014","6","4.00"
"SEQsssoap","13165","Sweet Scented Soaps","10015","2","14.00"
"SEQsssoap","13165","Sweet Scented Soaps","10016","6","4.00"
"SEQsssoap","13165","Sweet Scented Soaps","10017","0","14.00"
"SEQsssoap","13165","Sweet Scented Soaps","10018","4","4.00"
"SEQsssoap","13165","Sweet Scented Soaps","10019","3","14.00"
"SEQsssoap","13165","Sweet Scented Soaps","10020","0","4.00"
"SEQsssoap","13165","Sweet Scented Soaps","10021","0","14.00"
"SEQsssoap","13165","Sweet Scented Soaps","10022","4","4.00"
"SEQsssoap","13165","Sweet Scented Soaps","10023","3","14.00"
"SEQsssoap","13165","Sweet Scented Soaps","10024","5","4.00"
"SEQsssoap","13165","Sweet Scented Soaps","10025","0","14.00"
"SEQsssoap","13165","Sweet Scented Soaps","10030","0","4.00"
"SEQsssoap","13165","Sweet Scented Soaps","10031","0","14.00"
"SEQsssoap","13165","Sweet Scented Soaps","10036","5","4.00"
"SEQsssoap","13165","Sweet Scented Soaps","10037","3","14.00"
"SEQsssoap","13165","Sweet Scented Soaps","10042","0","4.00"
"SEQsssoap","13165","Sweet Scented Soaps","10043","0","14.00"
"SEQnesoap","13171","Soaps with Natural Essences","10098","0","4.00"
"SEQnesoap","13171","Soaps with Natural Essences","10099","0","14.00"
"SEQnesoap","13171","Soaps with Natural Essences","10100","4","4.00"
"SEQnesoap","13171","Soaps with Natural Essences","10101","0","14.00"
"SEQnesoap","13171","Soaps with Natural Essences","10102","4","4.00"
"SEQnesoap","13171","Soaps with Natural Essences","10103","3","14.00"
"SEQnesoap","13171","Soaps with Natural Essences","10104","5","4.00"
"SEQnesoap","13171","Soaps with Natural Essences","10105","0","14.00"
"SEQnesoap","13171","Soaps with Natural Essences","10106","4","4.00"
"SEQnesoap","13171","Soaps with Natural Essences","10107","2","14.00"
"SEQnesoap","13171","Soaps with Natural Essences","10108","3","4.00"
"SEQnesoap","13171","Soaps with Natural Essences","10109","0","14.00"
"SEQnesoap","13171","Soaps with Natural Essences","10110","4","4.00"
"SEQnesoap","13171","Soaps with Natural Essences","10111","3","14.00"
"SEQnesoap","13171","Soaps with Natural Essences","10112","4","4.00"
"SEQnesoap","13171","Soaps with Natural Essences","10113","0","14.00"
"SEQnesoap","13171","Soaps with Natural Essences","10114","1","4.00"
"SEQnesoap","13171","Soaps with Natural Essences","10115","0","14.00"
"SEQnesoap","13171","Soaps with Natural Essences","10116","5","4.00"
"SEQnesoap","13171","Soaps with Natural Essences","10117","2","14.00"
"SEQnesoap","13171","Soaps with Natural Essences","10118","6","4.00"
"SEQnesoap","13171","Soaps with Natural Essences","10119","3","14.00"
"SEQnesoap","13171","Soaps with Natural Essences","10120","0","4.00"
"SEQnesoap","13171","Soaps with Natural Essences","10121","0","14.00"
"SEQnesoap","13171","Soaps with Natural Essences","10122","6","4.00"
"SEQnesoap","13171","Soaps with Natural Essences","10123","2","14.00"
"SEQnesoap","13171","Soaps with Natural Essences","10124","5","14.00"
"SEQnesoap","13171","Soaps with Natural Essences","10125","3","14.00"
"SEQfoils","13174","Fragrance Oils","10126","0","15.00"
"SEQfoils","13174","Fragrance Oils","10127","0","18.00"
"SEQfoils","13174","Fragrance Oils","10128","0","15.00"
"SEQfoils","13174","Fragrance Oils","10129","5","15.00"
"A08019-TWL0101NC13A","13608","Joy Beach Towel - ""Unity""","","2","79.00"
"A16059-TWL0101NC01A","13609","Joy Beach Towel - ""Wisdom Keepers""","","2","79.00"
"DC412","13799","Dream Catcher","10300","2","12.95"
"DC412","13799","Dream Catcher","10301","2","12.95"
"DC412","13799","Dream Catcher","10302","2","12.95"
"DC412","13799","Dream Catcher","10303","0","12.95"
"DC412","13799","Dream Catcher","10304","5","12.95"
