"Product ID","Product Combinations ID","Show price","Pre-tax wholesale price","Pre-tax retail price","Final price (pre-tax)","Retail price with tax","Final price (with-tax)","Quantity"
"7977","12348","1","1.25","2.90","2.90","3.33","3.33","8"
"7977","12349","1","1.25","2.90","2.90","3.33","3.33","4"
"7977","12350","1","1.25","2.90","2.90","3.33","3.33","0"
"7977","12351","1","1.25","2.90","2.90","3.33","3.33","18"
"7977","12352","1","1.25","2.90","2.90","3.33","3.33","13"
"7977","12353","1","1.25","2.90","2.90","3.33","3.33","4"
"7977","12354","1","1.25","2.90","2.90","3.33","3.33","4"
"7977","12355","1","1.25","2.90","2.90","3.33","3.33","8"
"7977","12356","1","1.25","2.90","2.90","3.33","3.33","0"
"7977","13128","1","1.25","2.90","2.90","3.33","3.33","16"
"8740","","1","9.25","21.95","21.95","25.24","25.24","0"
"8741","","1","9.25","21.95","21.95","25.24","25.24","0"
"9382","","1","4.00","9.25","9.25","10.64","10.64","6"
"11536","","1","7.25","21.95","21.95","25.24","25.24","11"
"11972","","1","7.50","20.00","20.00","23.00","23.00","3"
"11973","","1","7.50","20.00","20.00","23.00","23.00","2"
"11975","","1","7.50","20.00","20.00","23.00","23.00","1"
"12086","","1","7.50","20.00","20.00","23.00","23.00","5"
"12702","","1","17.00","40.00","40.00","45.99","45.99","0"
"12703","","1","17.00","40.00","40.00","45.99","45.99","1"
"12704","","1","17.00","40.00","40.00","45.99","45.99","3"
"12705","","1","17.00","40.00","40.00","45.99","45.99","0"
"12707","","1","17.00","40.00","40.00","45.99","45.99","2"
"12708","","1","17.00","45.00","45.00","51.74","51.74","0"
"12710","","1","17.00","40.00","40.00","45.99","45.99","2"
"12712","","1","17.00","40.00","40.00","45.99","45.99","0"
"12714","","1","17.00","40.00","40.00","45.99","45.99","2"
"12715","","1","17.00","40.00","40.00","45.99","45.99","0"
"12716","","1","17.00","40.00","40.00","45.99","45.99","3"
"12717","","1","17.00","40.00","40.00","45.99","45.99","3"
"12718","","1","17.00","40.00","40.00","45.99","45.99","0"
"12719","","1","17.00","40.00","40.00","45.99","45.99","3"
"12722","","1","17.00","40.00","40.00","45.99","45.99","1"
"13550","","1","2.75","6.35","6.35","7.30","7.30","12"
"13551","","1","2.75","6.35","6.35","7.30","7.30","21"
"13718","","1","17.00","45.00","45.00","51.74","51.74","3"
"13736","","1","17.00","55.00","55.00","63.24","63.24","0"
"14177","","1","17.00","40.00","40.00","45.99","45.99","3"
"14178","","1","17.00","45.00","45.00","51.74","51.74","2"
"14179","","1","17.00","40.00","40.00","45.99","45.99","3"
"14180","","1","17.00","40.00","40.00","45.99","45.99","2"
"14181","","1","17.00","40.00","40.00","45.99","45.99","2"
"14626","10571","1","3.25","7.95","7.95","9.14","9.14","0"
"14626","10572","1","3.25","7.95","7.95","9.14","9.14","3"
"14626","10573","1","3.25","7.95","7.95","9.14","9.14","19"
"14626","10574","1","3.25","7.95","7.95","9.14","9.14","2"
"14626","10575","1","3.25","7.95","7.95","9.14","9.14","11"
"14626","10576","1","3.25","7.95","7.95","9.14","9.14","6"
"14626","10577","1","3.25","7.95","7.95","9.14","9.14","6"
"14626","10578","1","3.25","7.95","7.95","9.14","9.14","0"
"14626","10579","1","3.25","7.95","7.95","9.14","9.14","6"
"14626","10580","1","3.25","7.95","7.95","9.14","9.14","6"
"14626","10581","1","3.25","7.95","7.95","9.14","9.14","7"
"14626","10582","1","3.25","7.95","7.95","9.14","9.14","0"
"14626","13320","1","3.25","7.95","7.95","9.14","9.14","6"
"14715","","1","7.50","20.00","20.00","23.00","23.00","2"
"14716","","1","7.50","20.00","20.00","23.00","23.00","0"
"15166","","1","2.50","5.50","5.50","6.32","6.32","0"
"15167","10954","1","0.00","0.00","335.00","0.00","385.17","0"
"15167","10955","1","0.00","0.00","335.00","0.00","385.17","0"
"15167","10956","1","0.00","0.00","335.00","0.00","385.17","0"
"15167","10957","1","0.00","0.00","170.00","0.00","195.46","3"
"15168","10958","1","0.00","0.00","335.00","0.00","385.17","0"
"15168","10959","1","0.00","0.00","335.00","0.00","385.17","0"
"15168","10960","1","0.00","0.00","335.00","0.00","385.17","0"
"15168","10961","1","0.00","0.00","170.00","0.00","195.46","3"
"15169","10962","1","0.00","0.00","335.00","0.00","385.17","0"
"15169","10963","1","0.00","0.00","335.00","0.00","385.17","0"
"15169","10964","1","0.00","0.00","335.00","0.00","385.17","0"
"15169","10965","1","0.00","0.00","170.00","0.00","195.46","3"
"15170","10966","1","0.00","0.00","295.00","0.00","339.18","0"
"15170","10967","1","0.00","0.00","295.00","0.00","339.18","0"
"15170","10968","1","0.00","0.00","295.00","0.00","339.18","0"
"15170","10969","1","0.00","0.00","130.00","0.00","149.47","3"
"15171","","1","10.87","25.00","25.00","28.74","28.74","0"
"15172","","1","10.87","25.00","25.00","28.74","28.74","0"
"15173","","1","7.50","20.00","20.00","23.00","23.00","2"
"15174","","1","2.75","6.35","6.35","7.30","7.30","1"
"15175","","1","7.50","20.00","20.00","23.00","23.00","2"
"15176","","1","7.50","20.00","20.00","23.00","23.00","2"
"15177","","1","7.50","20.00","20.00","23.00","23.00","2"
"15179","","1","7.50","20.00","20.00","23.00","23.00","2"
"15190","10978","1","17.00","0.00","65.00","0.00","74.73","0"
"15190","10979","1","17.00","0.00","40.00","0.00","45.99","0"
"15190","13195","1","17.00","0.00","40.00","0.00","45.99","3"
"15191","","1","17.00","40.00","40.00","45.99","45.99","2"
"15192","","1","17.00","40.00","40.00","45.99","45.99","1"
"15193","","1","17.00","40.00","40.00","45.99","45.99","0"
"15194","","1","17.00","55.00","55.00","63.24","63.24","0"
"15195","","1","17.00","40.00","40.00","45.99","45.99","3"
"15196","10980","1","0.00","0.00","395.00","0.00","454.16","0"
"15196","10981","1","0.00","0.00","395.00","0.00","454.16","0"
"15196","10982","1","0.00","0.00","395.00","0.00","454.16","0"
"15196","10983","1","0.00","0.00","295.00","0.00","339.18","0"
"15219","11042","1","0.00","0.00","395.00","0.00","454.16","0"
"15219","11043","1","0.00","0.00","395.00","0.00","454.16","0"
"15219","11044","1","0.00","0.00","395.00","0.00","454.16","0"
"15219","11045","1","0.00","0.00","295.00","0.00","339.18","0"
"15220","11046","1","0.00","0.00","335.00","0.00","385.17","0"
"15220","11047","1","0.00","0.00","335.00","0.00","385.17","0"
"15220","11048","1","0.00","0.00","335.00","0.00","385.17","0"
"15220","11049","1","0.00","0.00","170.00","0.00","195.46","0"
"15221","","1","2.50","5.50","5.50","6.32","6.32","0"
"15222","","1","2.75","6.35","6.35","7.30","7.30","0"
"15223","11050","1","0.00","0.00","290.00","0.00","333.43","0"
"15223","11051","1","0.00","0.00","290.00","0.00","333.43","0"
"15223","11052","1","0.00","0.00","290.00","0.00","333.43","0"
"15223","11053","1","0.00","0.00","190.00","0.00","218.45","0"
"15224","11054","1","0.00","0.00","395.00","0.00","454.16","0"
"15224","11055","1","0.00","0.00","395.00","0.00","454.16","0"
"15224","11056","1","0.00","0.00","395.00","0.00","454.16","0"
"15224","11057","1","0.00","0.00","295.00","0.00","339.18","0"
"15261","11190","1","0.00","0.00","395.00","0.00","454.16","0"
"15261","11191","1","0.00","0.00","395.00","0.00","454.16","0"
"15261","11192","1","0.00","0.00","395.00","0.00","454.16","0"
"15261","11193","1","0.00","0.00","295.00","0.00","339.18","0"
"15262","11194","1","0.00","0.00","395.00","0.00","454.16","0"
"15262","11195","1","0.00","0.00","395.00","0.00","454.16","0"
"15262","11196","1","0.00","0.00","395.00","0.00","454.16","0"
"15262","11197","1","0.00","0.00","295.00","0.00","339.18","0"
"15263","11198","1","0.00","0.00","395.00","0.00","454.16","0"
"15263","11199","1","0.00","0.00","395.00","0.00","454.16","0"
"15263","11200","1","0.00","0.00","395.00","0.00","454.16","0"
"15263","11201","1","0.00","0.00","295.00","0.00","339.18","0"
"15264","11202","1","0.00","0.00","395.00","0.00","454.16","0"
"15264","11203","1","0.00","0.00","395.00","0.00","454.16","0"
"15264","11204","1","0.00","0.00","395.00","0.00","454.16","0"
"15264","11205","1","0.00","0.00","295.00","0.00","339.18","0"
"15265","11206","1","0.00","0.00","395.00","0.00","454.16","0"
"15265","11207","1","0.00","0.00","395.00","0.00","454.16","0"
"15265","11208","1","0.00","0.00","395.00","0.00","454.16","0"
"15265","11209","1","0.00","0.00","295.00","0.00","339.18","0"
"15266","11210","1","0.00","0.00","395.00","0.00","454.16","0"
"15266","11211","1","0.00","0.00","395.00","0.00","454.16","0"
"15266","11212","1","0.00","0.00","395.00","0.00","454.16","0"
"15266","11213","1","0.00","0.00","295.00","0.00","339.18","0"
"15267","11214","1","0.00","0.00","395.00","0.00","454.16","0"
"15267","11215","1","0.00","0.00","395.00","0.00","454.16","0"
"15267","11216","1","0.00","0.00","395.00","0.00","454.16","0"
"15267","11217","1","0.00","0.00","295.00","0.00","339.18","0"
"15268","11218","1","0.00","0.00","495.00","0.00","569.13","0"
"15268","11219","1","0.00","0.00","495.00","0.00","569.13","0"
"15268","11220","1","0.00","0.00","495.00","0.00","569.13","0"
"15268","11221","1","0.00","0.00","295.00","0.00","339.18","0"
"15268","11222","1","0.00","0.00","695.00","0.00","799.08","0"
"15268","11223","1","0.00","0.00","395.00","0.00","454.16","0"
"15269","11224","1","0.00","0.00","290.00","0.00","333.43","0"
"15269","11225","1","0.00","0.00","290.00","0.00","333.43","0"
"15269","11226","1","0.00","0.00","290.00","0.00","333.43","0"
"15269","11227","1","0.00","0.00","190.00","0.00","218.45","0"
"15270","11228","1","0.00","0.00","325.00","0.00","373.67","0"
"15270","11229","1","0.00","0.00","325.00","0.00","373.67","0"
"15270","11230","1","0.00","0.00","325.00","0.00","373.67","0"
"15270","11231","1","0.00","0.00","225.00","0.00","258.70","0"
"15271","11232","1","0.00","0.00","395.00","0.00","454.16","0"
"15271","11233","1","0.00","0.00","395.00","0.00","454.16","0"
"15271","11234","1","0.00","0.00","395.00","0.00","454.16","0"
"15271","11235","1","0.00","0.00","295.00","0.00","339.18","0"
"15272","11236","1","0.00","0.00","395.00","0.00","454.16","0"
"15272","11237","1","0.00","0.00","395.00","0.00","454.16","0"
"15272","11238","1","0.00","0.00","395.00","0.00","454.16","0"
"15272","11239","1","0.00","0.00","295.00","0.00","339.18","0"
"15273","11240","1","0.00","0.00","395.00","0.00","454.16","0"
"15273","11241","1","0.00","0.00","395.00","0.00","454.16","0"
"15273","11242","1","0.00","0.00","395.00","0.00","454.16","0"
"15273","11243","1","0.00","0.00","295.00","0.00","339.18","0"
"15274","11244","1","0.00","0.00","290.00","0.00","333.43","0"
"15274","11245","1","0.00","0.00","290.00","0.00","333.43","0"
"15274","11246","1","0.00","0.00","290.00","0.00","333.43","0"
"15274","11247","1","0.00","0.00","190.00","0.00","218.45","0"
"15275","11248","1","0.00","0.00","395.00","0.00","454.16","0"
"15275","11249","1","0.00","0.00","395.00","0.00","454.16","0"
"15275","11250","1","0.00","0.00","395.00","0.00","454.16","0"
"15275","11251","1","0.00","0.00","295.00","0.00","339.18","1"
"15276","11252","1","0.00","0.00","395.00","0.00","454.16","0"
"15276","11253","1","0.00","0.00","395.00","0.00","454.16","0"
"15276","11254","1","0.00","0.00","395.00","0.00","454.16","0"
"15276","11255","1","0.00","0.00","295.00","0.00","339.18","1"
"15277","11256","1","0.00","0.00","395.00","0.00","454.16","0"
"15277","11257","1","0.00","0.00","395.00","0.00","454.16","0"
"15277","11258","1","0.00","0.00","395.00","0.00","454.16","0"
"15277","11259","1","0.00","0.00","295.00","0.00","339.18","0"
"15278","11260","1","0.00","0.00","395.00","0.00","454.16","0"
"15278","11261","1","0.00","0.00","395.00","0.00","454.16","0"
"15278","11262","1","0.00","0.00","395.00","0.00","454.16","0"
"15278","11263","1","0.00","0.00","295.00","0.00","339.18","0"
"15279","11264","1","0.00","0.00","395.00","0.00","454.16","0"
"15279","11265","1","0.00","0.00","395.00","0.00","454.16","0"
"15279","11266","1","0.00","0.00","395.00","0.00","454.16","0"
"15279","11267","1","0.00","0.00","295.00","0.00","339.18","0"
"15280","11268","1","0.00","0.00","395.00","0.00","454.16","0"
"15280","11269","1","0.00","0.00","395.00","0.00","454.16","0"
"15280","11270","1","0.00","0.00","395.00","0.00","454.16","0"
"15280","11271","1","0.00","0.00","295.00","0.00","339.18","1"
"15281","11272","1","0.00","0.00","395.00","0.00","454.16","0"
"15281","11273","1","0.00","0.00","395.00","0.00","454.16","0"
"15281","11274","1","0.00","0.00","395.00","0.00","454.16","0"
"15281","11275","1","0.00","0.00","295.00","0.00","339.18","0"
"15282","11276","1","0.00","0.00","395.00","0.00","454.16","0"
"15282","11277","1","0.00","0.00","395.00","0.00","454.16","0"
"15282","11278","1","0.00","0.00","395.00","0.00","454.16","0"
"15282","11279","1","0.00","0.00","295.00","0.00","339.18","1"
"15283","11280","1","0.00","0.00","290.00","0.00","333.43","0"
"15283","11281","1","0.00","0.00","290.00","0.00","333.43","0"
"15283","11282","1","0.00","0.00","290.00","0.00","333.43","0"
"15283","11283","1","0.00","0.00","190.00","0.00","218.45","0"
"15284","11284","1","0.00","0.00","290.00","0.00","333.43","0"
"15284","11285","1","0.00","0.00","290.00","0.00","333.43","0"
"15284","11286","1","0.00","0.00","290.00","0.00","333.43","0"
"15284","11287","1","0.00","0.00","190.00","0.00","218.45","0"
"15285","11288","1","0.00","0.00","395.00","0.00","454.16","0"
"15285","11289","1","0.00","0.00","395.00","0.00","454.16","0"
"15285","11290","1","0.00","0.00","395.00","0.00","454.16","0"
"15285","11291","1","0.00","0.00","295.00","0.00","339.18","1"
"15286","11292","1","0.00","0.00","395.00","0.00","454.16","0"
"15286","11293","1","0.00","0.00","395.00","0.00","454.16","0"
"15286","11294","1","0.00","0.00","395.00","0.00","454.16","0"
"15286","11295","1","0.00","0.00","295.00","0.00","339.18","0"
"15287","11296","1","0.00","0.00","395.00","0.00","454.16","0"
"15287","11297","1","0.00","0.00","395.00","0.00","454.16","0"
"15287","11298","1","0.00","0.00","395.00","0.00","454.16","0"
"15287","11299","1","0.00","0.00","295.00","0.00","339.18","1"
"15288","11300","1","0.00","0.00","395.00","0.00","454.16","0"
"15288","11301","1","0.00","0.00","395.00","0.00","454.16","0"
"15288","11302","1","0.00","0.00","395.00","0.00","454.16","0"
"15288","11303","1","0.00","0.00","295.00","0.00","339.18","1"
"15289","11304","1","0.00","0.00","395.00","0.00","454.16","0"
"15289","11305","1","0.00","0.00","395.00","0.00","454.16","0"
"15289","11306","1","0.00","0.00","395.00","0.00","454.16","0"
"15289","11307","1","0.00","0.00","295.00","0.00","339.18","0"
"15290","11308","1","0.00","0.00","395.00","0.00","454.16","0"
"15290","11309","1","0.00","0.00","395.00","0.00","454.16","0"
"15290","11310","1","0.00","0.00","395.00","0.00","454.16","0"
"15290","11311","1","0.00","0.00","295.00","0.00","339.18","0"
"15291","11312","1","0.00","0.00","395.00","0.00","454.16","0"
"15291","11313","1","0.00","0.00","395.00","0.00","454.16","0"
"15291","11314","1","0.00","0.00","395.00","0.00","454.16","0"
"15291","11315","1","0.00","0.00","295.00","0.00","339.18","1"
"15292","11316","1","0.00","0.00","395.00","0.00","454.16","0"
"15292","11317","1","0.00","0.00","395.00","0.00","454.16","0"
"15292","11318","1","0.00","0.00","395.00","0.00","454.16","0"
"15292","11319","1","0.00","0.00","295.00","0.00","339.18","0"
"15293","11320","1","0.00","0.00","335.00","0.00","385.17","0"
"15293","11321","1","0.00","0.00","335.00","0.00","385.17","0"
"15293","11322","1","0.00","0.00","335.00","0.00","385.17","0"
"15293","11323","1","0.00","0.00","170.00","0.00","195.46","0"
"15294","11324","1","0.00","0.00","335.00","0.00","385.17","0"
"15294","11325","1","0.00","0.00","335.00","0.00","385.17","0"
"15294","11326","1","0.00","0.00","335.00","0.00","385.17","0"
"15294","11327","1","0.00","0.00","170.00","0.00","195.46","0"
"15295","11328","1","0.00","0.00","305.00","0.00","350.68","0"
"15295","11329","1","0.00","0.00","305.00","0.00","350.68","0"
"15295","11330","1","0.00","0.00","305.00","0.00","350.68","0"
"15295","11351","1","0.00","0.00","125.00","0.00","143.72","0"
"15295","11352","1","0.00","0.00","155.00","0.00","178.21","2"
"15295","11353","1","0.00","0.00","155.00","0.00","178.21","0"
"15296","11332","1","0.00","0.00","335.00","0.00","385.17","0"
"15296","11333","1","0.00","0.00","335.00","0.00","385.17","0"
"15296","11334","1","0.00","0.00","335.00","0.00","385.17","0"
"15296","11335","1","0.00","0.00","170.00","0.00","195.46","2"
"15297","11336","1","0.00","0.00","320.00","0.00","367.92","0"
"15297","11337","1","0.00","0.00","320.00","0.00","367.92","0"
"15297","11338","1","0.00","0.00","320.00","0.00","367.92","0"
"15297","11339","1","0.00","0.00","170.00","0.00","195.46","2"
"15298","11340","1","0.00","0.00","335.00","0.00","385.17","0"
"15298","11341","1","0.00","0.00","335.00","0.00","385.17","0"
"15298","11342","1","0.00","0.00","335.00","0.00","385.17","0"
"15298","11343","1","0.00","0.00","170.00","0.00","195.46","3"
"15299","","1","10.87","25.00","25.00","28.74","28.74","0"
"15300","","1","10.87","25.00","25.00","28.74","28.74","0"
"15301","","1","10.87","25.00","25.00","28.74","28.74","0"
"15302","","1","10.87","25.00","25.00","28.74","28.74","0"
"15303","","1","2.50","5.50","5.50","6.32","6.32","0"
"15484","","1","2.80","6.95","6.95","7.99","7.99","0"
"15485","","1","2.80","6.95","6.95","7.99","7.99","12"
"15486","","1","2.80","6.95","6.95","7.99","7.99","5"
"15487","","1","2.80","6.95","6.95","7.99","7.99","12"
"15488","","1","2.80","6.95","6.95","7.99","7.99","7"
"15489","","1","2.80","6.95","6.95","7.99","7.99","5"
"15490","","1","2.70","6.95","6.95","7.99","7.99","5"
"15491","","1","2.80","6.95","6.95","7.99","7.99","6"
"15492","","1","2.80","6.95","6.95","7.99","7.99","19"
"15493","","1","2.80","6.95","6.95","7.99","7.99","20"
"15869","","1","9.50","22.00","22.00","25.29","25.29","0"
"16450","","1","7.50","20.00","20.00","23.00","23.00","2"
"16451","","1","7.50","20.00","20.00","23.00","23.00","0"
"16452","","1","7.50","20.00","20.00","23.00","23.00","2"
"16454","","1","17.00","40.00","40.00","45.99","45.99","4"
"16457","","1","17.00","40.00","40.00","45.99","45.99","3"
"16458","","1","17.00","40.00","40.00","45.99","45.99","2"
"16460","","1","17.00","40.00","40.00","45.99","45.99","4"
"16462","","1","7.50","20.00","20.00","23.00","23.00","0"
"16463","","1","7.50","20.00","20.00","23.00","23.00","2"
"16504","","1","17.00","40.00","40.00","45.99","45.99","2"
"16525","","1","0.00","1.80","1.80","2.07","2.07","16"
"16530","","1","2.80","6.95","6.95","7.99","7.99","15"
"16531","","1","2.80","6.95","6.95","7.99","7.99","23"
"16532","","1","2.80","6.95","6.95","7.99","7.99","3"
"16682","","1","2.80","6.95","6.95","7.99","7.99","15"
"16683","","1","2.80","6.95","6.95","7.99","7.99","1"
"16684","","1","17.00","40.00","40.00","45.99","45.99","3"
"16685","","1","17.00","40.00","40.00","45.99","45.99","2"
"16860","","1","7.50","20.00","20.00","23.00","23.00","1"
"16861","","1","7.50","20.00","20.00","23.00","23.00","3"
"16990","","1","2.75","6.35","6.35","7.30","7.30","14"
"16991","","1","2.75","6.35","6.35","7.30","7.30","12"
"16996","","1","17.00","40.00","40.00","45.99","45.99","3"
"17040","","1","7.50","20.00","20.00","23.00","23.00","2"
"17150","","1","2.75","6.35","6.35","7.30","7.30","9"
"17225","","1","2.50","5.50","5.50","6.32","6.32","0"
"17226","","1","2.50","5.50","5.50","6.32","6.32","219"
