"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Combinations wholesale price","Combinations Impact on unit price","Product Combinations ID","Product ID"
"Small Print - Eagle Moon","A01030-6","","Petite Repro - Lune de l'Aigle","0","10.87","25.00","0.00","0.00","0.00","","607"
"Small Print - Honoring the Giver of Life","A01031-6","","Petite Repro - Hommage à la Source de Vie","19","10.87","25.00","0.00","0.00","0.00","","609"
"Small Print - Moon Wisdom","A01032-6","","Petite Repro - Sagesse de la Lune","73","10.87","25.00","0.00","0.00","0.00","","610"
"Small Print - New Fire","A01033-6","","Petite Repro - Nouveau Feu","87","10.87","25.00","0.00","0.00","0.00","","611"
"Small Print - Teachings","A01036-6","","Petite Repro - Le Chant du Tambour","94","10.87","25.00","0.00","0.00","0.00","","612"
"Small Print - Trust","A01037-6","","Petite Repro - La Confiance","2","10.87","25.00","0.00","0.00","0.00","","615"
"Small Print - Whisper","A08011-6","","Petite Repro - Murmure","0","10.87","25.00","0.00","0.00","0.00","","616"
"Small Print - A Moose and Goose","A08007-6","","Petite Repro - Un Orignal et une Outarde","0","10.87","25.00","0.00","0.00","0.00","","617"
"Small Print - Sky Sisters","A10012-6","","Petite Repro - Nos Soeurs du Ciel","1","10.87","25.00","0.00","0.00","0.00","","618"
"Small Print - Merging Earth and Sky","A10004-6","","Petite Repro - Fusion Entre Terre et Ciel","0","10.87","25.00","0.00","0.00","0.00","","619"
"Small Print - Birth of an Eagle Shadow","A01029-6","","Petite Repro - Naissance de l'Ombre de l'Aigle","4","10.87","25.00","0.00","0.00","0.00","","623"
"Small Print - Unity","A08019-6","","Petite Repro - Union","0","10.87","25.00","0.00","0.00","0.00","","624"
"Small Print - River Keeper","A09006-6","","Petite Repro - La Gardienne de l'Eau","38","10.87","25.00","0.00","0.00","0.00","","625"
"Small Print - Rebirth","A04015-6","","Petite Repro - Renaissance","0","10.87","25.00","0.00","0.00","0.00","","626"
"Small Print - Nostalgia","A04039-6","","Petite Repro - Nostalgia","13","10.87","25.00","0.00","0.00","0.00","","627"
"Small Print - Journey to the Spirit World","A07020-6","","Petite Repro - Voyage Vers le Monde du Songe","6","10.87","25.00","0.00","0.00","0.00","","628"
"Small Print - Breath of Life","W12024-6","","Petite Repro - Souffle de Vie","71","10.87","25.00","0.00","0.00","0.00","","630"
"Small Print - Synchronicity","W12017-6","","Petite Repro - Synchronicité","66","10.87","25.00","0.00","0.00","0.00","","631"
"Small Print - Winter Wolves","W12008-6","","Petite Repro - Loups d'Hiver","24","10.87","25.00","0.00","0.00","0.00","","632"
"Small Print - Dialogue","W12001-6","","Petite Repro - Dialogue","9","10.87","25.00","0.00","0.00","0.00","","633"
