"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Combinations wholesale price","Combinations Impact on unit price","Product Combinations ID","Product ID"
"Corrine Hunt Sea to Sky Candle Holder","SKU: 00-04-526","","Corrine Hunt Sea to Sky Chandelier","0","22.00","50.95","0.00","0.00","0.00","","238"
"Corrine Hunt Sea to Sky Candle Holder","SKU: 00-04-525","","Corrine Hunt Sea to Sky Chandelier","0","21.00","48.45","0.00","0.00","0.00","","239"
"Moon Mask Cribbage Board","SKU: 00-04-703","","Jeu de Crib Moon Mask","0","85.00","196.00","0.00","0.00","0.00","","449"
"Cribbage Board","SKU: 00-04-702","","Jeu de Crib","1","72.00","180.00","0.00","0.00","0.00","","451"
"Keith Tait Frog Box","SKU: 00-04-495","","Keith Tait Coffret  Grenouille","1","35.00","81.00","0.00","0.00","0.00","","452"
"John Robson CMH Clamshell Box Watch","SKU: 90-90-252","90-90-253","John Robson Coffret Coquille de Mollusque : Taille - M","0","450.00","0.00","345.00","150.00","0.00","11706","454"
"John Robson CMH Clamshell Box Watch","SKU: 90-90-252","90-90-252","John Robson Coffret Coquille de Mollusque : Taille - L","1","450.00","0.00","1050.00","450.00","0.00","11707","454"
"CMH Dogfish Box","SKU: 90-90-250","","Coffret Haida Gwaii Chien de Mer","0","27.00","62.00","0.00","0.00","0.00","","455"
"CMH Sea Monster Box","SKU: 90-90-251","","Coffret Haida Gwaii Loup de Mer","1","33.00","76.00","0.00","0.00","0.00","","456"
"Pablo Pillow ""Silent Seekers""","A16058-UAC1801NC04A","","Coussin Pablo ""En Quête de Silence""","4","21.00","59.00","0.00","0.00","0.00","","835"
"Pablo Pillow ""Water and Spirit Buffalo""","W13023-UAC1801NC09A","","Coussin Pablo ""Eau et Esprit du Bison""","4","21.00","59.00","0.00","0.00","0.00","","837"
"Pablo Pillow ""Journey to the Spirit World""","A07020-UAC1801NC0AB","","Coussin Pablo ""Voyage Vers le Monde du Songe""","2","21.00","59.00","0.00","0.00","0.00","","838"
"Pablo Pillow ""Early Evening Flowing into Fall""","W12018-UAC1801NC0DB","","Coussin Pablo ""Soirée Glissant vers l'Automne""","1","21.00","59.00","0.00","0.00","0.00","","868"
"Pablo Pillow ""Lapinx""","A13041-UAC1801NC0EB","","Coussin Pablo ""Lapinx""","2","21.00","59.00","0.00","0.00","0.00","","869"
"Pablo Pillow ""Forest Temple""","A17065-UAC0301NC0CC","","Coussin Pablo ""Temple de la Forêt""","2","21.00","59.00","0.00","0.00","0.00","","870"
"Pablo Pillow ""Depth""","A17063-UAC1801NC02A","","Coussin Pablo ""Profondeur""","7","23.00","59.00","0.00","0.00","0.00","","933"
"Cribbage Board","SKU: 00-04-701","","Jeu de Crib","0","54.00","125.00","0.00","0.00","0.00","","1167"
"Pablo Pillow ""Gezaluwejit""","A14051-UAC1801NC0TA","","Coussin Pablo ""Gezaluwejit""","1","21.00","59.00","0.00","0.00","0.00","","4862"
"Arthur & Bastien Pillow ""Under the Same Sky""","A18066-UAC1201NC0UA","","Coussin Arthur et Bastien ""Sous le Même Ciel""","0","21.00","59.00","0.00","0.00","0.00","","4863"
"Arthur Pillow ""Gezaluwejit""","A14051-UAC1201NC0TA","","Coussin Arthur ""Gezaluwejit""","2","21.00","59.00","0.00","0.00","0.00","","5183"
"Pablo Pillow ""Honoring the Giver of life ""","A01031-UAC2001NCOXA","","Coussin Pablo ""Hommage à la Source de Vie""","1","21.00","59.00","0.00","0.00","0.00","","7147"
"Pablo Pillow ""Earth Keeper""","W12005-UAC2001NCOWA","","Coussin Pablo ""Gardienne de la terre""","1","21.00","59.00","0.00","0.00","0.00","","7149"
"Pablo Pillow ""Under The Same Sky""","A18066-UAC2001NCOUA","","Coussin Pablo ""Sous Le Même Ciel""","1","21.00","59.00","0.00","0.00","0.00","","7151"
"Art Magnet","CAP-MAG","","Aimant d'Art","43","2.75","6.95","0.00","0.00","0.00","","7291"
"Cribbage Board","SKU: 00-04-708","","Jeu de Crib","0","46.00","106.00","0.00","0.00","0.00","","8464"
"Arthur Pillow ""Journey to the Spirit World""","A07020-UAC1201NC0AA","","Coussin Arthur ""Voyage Vers le Monde du Songe""","0","21.00","59.00","0.00","0.00","0.00","","9013"
"Letter Opener","SKU: 00-06-197","","Ouvre Lettres","0","24.00","74.00","0.00","0.00","0.00","","9332"
"Colouring Book ""Northern Keepers""","SKU: Colouring027","","Livre à Colorier ""Gardiens du Nord""","5","4.00","9.25","0.00","0.00","0.00","","9382"
"Pablo Pillow ""Wisdom Keepers""","A16059-UAC1801NC0IC","","Coussin Pablo ""Gardiens de la Sagesse""","5","21.00","59.00","0.00","0.00","0.00","","11096"
"Colouring Cards ""Northern Residents""","SKU: Box285","","Cartes à Colorier ""Les Habitants du Nord""","9","7.25","21.95","0.00","0.00","0.00","","11536"
"Arthur Pillow ""Wisdom Keepers""","A16059-UAC6201NC0IA","","Coussin Arthur ""Gardiens de la Sagesse""","0","21.00","59.00","0.00","0.00","0.00","","12436"
"Gustave Pillow ""A Moose and a Goose""","A08007-UAC6101NC1AA","","Coussin Gustave ""Un Orignal et une Outarde""","3","23.00","59.00","0.00","0.00","0.00","","12440"
"Ornemental Headdress","MM2","","Couvre-Chef Ornemental","0","0.00","28.95","0.00","0.00","0.00","","13870"
"Gustave Pillow ""New Day""","A08013-UAC6101NC0FA","","Coussin Gustave ""Nouveau Jour""","0","23.00","59.00","0.00","0.00","0.00","","13873"
"Gustave Pillow ""Geese Spirit""","A10046-UAC6101NC1BA","","Coussin Gustave ""L'Esprit de l'Outarde""","0","23.00","59.00","0.00","0.00","0.00","","13875"
"Otter Spirit Box","00-04-200","","Coffret Loutre","0","45.00","104.00","0.00","0.00","0.00","","13939"
"Gustave Pillow ""Motter Love""","A17064-UAC6101NC03A","","Coussin Gustave ""Loutre Mère""","0","23.00","59.00","0.00","0.00","0.00","","14089"
"Gustave Pillow ""Whisper""","A08011-UAC6101NC0HA","","Coussin Gustave ""Murmure""","0","23.00","59.00","0.00","0.00","0.00","","14187"
"Gustave Pillow ""Horizon""","W17062-UAC6101NC0GA","","Coussin Gustave ""Horizon""","0","23.00","59.00","0.00","0.00","0.00","","14190"
"Seal Spirit Box","00-04-201","","Coffret Loup Marin","0","52.00","120.00","0.00","0.00","0.00","","14450"
"Bear Spirit Box","00-04-472","","Coffret Ours","1","36.00","83.00","0.00","0.00","0.00","","14451"
"Wolf Spirit Box","00-04-471","","Coffret Loup","0","36.00","83.00","0.00","0.00","0.00","","14452"
"Seal Box","00-04-081","","Coffret Loup Marin","1","23.00","53.00","0.00","0.00","0.00","","14453"
"Salmon Box","00-06-301","","Coffret Saumon","1","50.00","115.00","0.00","0.00","0.00","","14454"
"West Coast Design Box","00-04-079","","Coffret Motif Côte Ouest","0","13.00","30.00","0.00","0.00","0.00","","14455"
"West Coast Design Box","00-04-096","","Coffret Motif Côte Ouest","1","30.00","70.00","0.00","0.00","0.00","","14456"
"West Coast Design Box","00-04-478","","Coffret Motif Côte Ouest","0","42.00","97.00","0.00","0.00","0.00","","14457"
"West Coast Design Box","00-04-474","","Coffret Motif Côte Ouest","0","20.00","46.00","0.00","0.00","0.00","","14460"
"Gustave Pillow ""Carried Away Under The Blue Moon""","UAC6101NC1JA","","Coussin Gustave ""Emportée Sous La Lune Bleu""","1","23.00","59.00","0.00","0.00","0.00","","14759"
"Arthur Pillow ""Silent Seekers""","A16058-UAC6201NC04A","","Coussin Arthur ""En Quête de Silence""","3","21.00","59.00","0.00","0.00","0.00","","15181"
"Gustave Pillow ""Winter Wolves""","UAC6101NC07A","","Coussin Gustave ""Loups d'Hiver""","0","23.00","59.00","0.00","0.00","0.00","","15182"
"Gustave Pillow ""Merging Earth and Sky""","UAC6101NC01A","","Coussin Gustave ""Fusion entre Terre et Ciel""","0","23.00","59.00","0.00","0.00","0.00","","15188"
"Gustave Pillow ""Silent Seekers""","UAC6101NC04A","","Coussin Gustave ""En Quête de Silence""","0","23.00","59.00","0.00","0.00","0.00","","15189"
"Arthur Pillow ""Early Evening Flowing into Fall""","W12018-UAC1201NC0DA","","Coussin Arthur ""Soirée Glissant vers l'Automne""","3","21.00","59.00","0.00","0.00","0.00","","15216"
"Killerwhale Box","00-04-085","","Coffret ""Orque""","1","24.00","56.00","0.00","0.00","0.00","","15416"
"Gustave Pillow ""Giving Thanks""","UAC6101NC08A","","Coussin Gustave ""Rendre Grâce""","1","23.00","59.00","0.00","0.00","0.00","","15446"
"Gustave Pillow ""Early Evening Flowing Into Fall""","UAC6101NC0DA","","Coussin Gustave ""Soirée Glissant Vers l'Automne""","2","23.00","59.00","0.00","0.00","0.00","","15447"
"Gustave Pillow ""Northern Masters""","UAC6101NC0JA","","Coussin Gustave ""Maîtres du Nord""","0","23.00","59.00","0.00","0.00","0.00","","15448"
"Gustave Pillow ""Under the Same Sky""","UAC6101NC0UA","","Coussin Gustave ""Sous le Même Ciel""","3","23.00","59.00","0.00","0.00","0.00","","15449"
"Gustave Pillow ""The Forest Temple""","UAC6101NC0CA","","Coussin Gustave ""Temple de la Forêt""","1","23.00","59.00","0.00","0.00","0.00","","15450"
"Gustave Pillow ""Northern Keepers""","UAC6101NC05A","","Coussin Gustave ""Gardiens du Nord""","2","23.00","59.00","0.00","0.00","0.00","","15451"
"Gustave Pillow ""Journey to the Spirit World""","UAC6101NC0AA","","Coussin Gustave ""Voyage vers le Monde du Songe""","0","23.00","59.00","0.00","0.00","0.00","","15452"
"Gustave Pillow ""Earth Keeper""","UAC6101NC0WA","","Coussin Gustave ""Gardienne de la Terre""","0","23.00","59.00","0.00","0.00","0.00","","15453"
"CAP Canvas","CAPCANVAS","","CAP - Canevas","4","17.00","40.00","0.00","0.00","0.00","","16297"
"Beaver Cushion","C_CN18X18","","Beaver Cushion","1","90.00","195.00","0.00","0.00","0.00","","16347"
"Gustave Pillow ""Trust""","UAC6101NC1MA","","Coussin Gustave ""La Confiance""","1","23.00","59.00","0.00","0.00","0.00","","16601"
"Bear Mask Box","00-06-304","","Coffret Masque d'Ours","1","185.00","450.00","0.00","0.00","0.00","","16617"
"Albert Dumont Books","ADBOOKS","","Livres Albert Dumont : Livres - The Maple Leaves of Kichi Makwa","0","0.00","0.00","30.00","15.00","0.00","12995","16723"
"Albert Dumont Books","ADBOOKS","","Livres Albert Dumont : Livres - Grandpa's Wisdom","1","0.00","0.00","20.00","10.00","0.00","12996","16723"
"Albert Dumont Books","ADBOOKS","","Livres Albert Dumont : Livres - Sitting by the Rapids","0","0.00","0.00","15.00","7.50","0.00","12997","16723"
"Albert Dumont Books","ADBOOKS","","Livres Albert Dumont : Livres - I am a Human Being","0","0.00","0.00","20.00","10.00","0.00","12998","16723"
