"Reference code","Product name","Product Combinations ID","Pre-tax retail price","Quantity","Product ID"
"A08019-6","Small Print - Unity","","25.00","11","624"
"A13042-6","Small Print - Carried Away","","25.00","11","663"
"A07020-01NC0AA","""Journey to the Spirit World"" Mask","6835","18.00","0","2905"
"A07020-01NC0AA","""Journey to the Spirit World"" Mask","6836","18.00","0","2905"
"A07020-01NC0AA","""Journey to the Spirit World"" Mask","6837","18.00","4","2905"
"A07020-01NC0AA","""Journey to the Spirit World"" Mask","6838","18.00","7","2905"
"A07020-01NC0AA","""Journey to the Spirit World"" Mask","6839","18.00","0","2905"
"A20067-7","Card - All my Relations","","5.50","12","4080"
"A16059-7","Card - Wisdom Keepers","","5.50","12","313"
"A08007-7","Card - A Moose and Goose","","5.50","12","47"
"A04060-6","Small Print - Passing Through","","25.00","12","642"
"A10004-7","Card - Merging Earth and Sky","","5.50","12","54"
"A13053-6","Small Print - Roots Of Another World","","25.00","12","660"
"404","Suede Moccasins for Women","2633","0.00","2","1031"
"404","Suede Moccasins for Women","2635","0.00","0","1031"
"404","Suede Moccasins for Women","2637","0.00","2","1031"
"404","Suede Moccasins for Women","2638","0.00","3","1031"
"404","Suede Moccasins for Women","7196","0.00","0","1031"
"404","Suede Moccasins for Women","7197","0.00","2","1031"
"404","Suede Moccasins for Women","7198","0.00","2","1031"
"404","Suede Moccasins for Women","7829","0.00","1","1031"
"A07020-6","Small Print - Journey to the Spirit World","","25.00","13","628"
"A08021-6","Small Print - Wikwemikong","","25.00","13","4173"
"A13056-6","Small print - Otherness","","25.00","13","647"
"W18053-7","Card - Northern Masters","","5.50","13","799"
"A01036-7","Card - Teachings","","5.50","13","30"
"A18062-6","Small Print - Humility","","25.00","13","4127"
"A09006-6","Small Print - River Keeper","","25.00","13","625"
"A04039-6","Small Print - Nostalgia","","25.00","13","627"
"B489","Leather Moccasins for Men","2744","0.00","2","1044"
"B489","Leather Moccasins for Men","2745","0.00","0","1044"
"B489","Leather Moccasins for Men","2746","0.00","3","1044"
"B489","Leather Moccasins for Men","2748","0.00","3","1044"
"B489","Leather Moccasins for Men","2749","0.00","2","1044"
"150CR","Ballerina Slippers","3378","96.00","2","1076"
"150CR","Ballerina Slippers","3382","96.00","4","1076"
"150CR","Ballerina Slippers","3383","96.00","3","1076"
"B489","Leather Moccasins for Men","5997","0.00","0","1044"
"B489","Leather Moccasins for Men","7216","0.00","1","1044"
"B489","Leather Moccasins for Men","7217","0.00","0","1044"
"B489","Leather Moccasins for Men","7218","0.00","0","1044"
"B489","Leather Moccasins for Men","7219","0.00","2","1044"
"150CR","Ballerina Slippers","7224","96.00","0","1076"
"150CR","Ballerina Slippers","7225","96.00","2","1076"
"150CR","Ballerina Slippers","7226","96.00","2","1076"
"A10044-6","Small Print - The Return","","25.00","14","646"
"A01036-6","Small Print - Teachings","","25.00","14","612"
"A13057-6","Small Print - Origins","","25.00","14","648"
"A08007-6","Small Print - A Moose and Goose","","25.00","14","617"
"A14051-7","Card - Gezaluwejit","","5.50","14","318"
"A10046-6","Small Print - Geese Spirit","","25.00","14","620"
"A01003-6","Small Print - Sky Girl","","25.00","14","641"
"A12050-6","Small Print - Ice Dream","","25.00","14","658"
"A09054-6","Small print - Tranquility","","25.00","14","643"
"A04015-6","Small Print - Rebirth","","25.00","14","626"
"A01038-6","Small Print - Harmony","","25.00","14","661"
"90","Sheepskin Insoles","7648","18.00","3","4061"
"90","Sheepskin Insoles","7649","18.00","3","4061"
"90","Sheepskin Insoles","7650","18.00","2","4061"
"90","Sheepskin Insoles","7651","18.00","3","4061"
"90","Sheepskin Insoles","7652","18.00","1","4061"
"90","Sheepskin Insoles","7653","18.00","2","4061"
"Shell","Abalone Shell","8127","0.00","5","4128"
"Shell","Abalone Shell","8128","0.00","9","4128"
"W17062-6","Small Print - Horizon","","25.00","15","786"
"A01028-7","Card - Giving Thanks","","5.50","15","17"
"A01031-7","Card - Honoring the Giver of Life","","5.50","15","20"
"W12008-6","Small Print - Winter wolves","","25.00","15","632"
"W13027-6","Small Print - Playing With Shadows","","25.00","15","659"
"A91063-7","Card - Kouragimut","","5.50","15","4162"
"A16055-6","Small Print - Abundance","","25.00","15","644"
"A13041-6","Small Print - Lapinx","","25.00","15","645"
"SKU: 54-54-395","Mini Coin Purse Bear Box","102","23.00","3","502"
"SKU: 54-54-395","Mini Coin Purse Bear Box","103","23.00","1","502"
"SKU: 54-54-395","Mini Coin Purse Bear Box","104","23.00","2","502"
"SKU: 54-54-395","Mini Coin Purse Bear Box","105","23.00","5","502"
"SKU: 54-54-395","Mini Coin Purse Bear Box","2069","23.00","2","502"
"142","Suede Moccasins for Men","2508","0.00","3","1020"
"142","Suede Moccasins for Men","2512","0.00","2","1020"
"SKU: 54-54-395","Mini Coin Purse Bear Box","3952","23.00","2","502"
"142","Suede Moccasins for Men","7186","0.00","0","1020"
"142","Suede Moccasins for Men","7187","0.00","0","1020"
"142","Suede Moccasins for Men","7188","0.00","2","1020"
"142","Suede Moccasins for Men","7189","0.00","0","1020"
"142","Suede Moccasins for Men","7190","0.00","0","1020"
"142","Suede Moccasins for Men","7191","0.00","2","1020"
"142","Suede Moccasins for Men","7192","0.00","3","1020"
"142","Suede Moccasins for Men","7193","0.00","3","1020"
"A13056-7","Card - Otherness","","5.50","16","290"
"W12024-6","Small Print - Breath of Life","","25.00","16","630"
"A17065-6","Small Print - The Forest Temple","","25.00","16","788"
"A16052-6","Small Print - Zenith","","25.00","16","650"
"W13025-7","Card - Passage","","5.50","16","85"
"W12005-6","Small Print - Earth Keeper","","25.00","16","635"
"W12016-6","Small Print - Going Home","","25.00","16","636"
"A08045-6","Small Print - Patience","","25.00","16","622"
"W13047-6","Small Print - Inner Memories","","25.00","16","656"
"A01029-6","Small Print - Birth of an Eagle Shadow","","25.00","16","623"
"A09054-7","Card - Tranquility","","5.50","16","268"
"A10044-7","Card - The Return","","5.50","16","285"
"A01032-6","Small Print - Moon Wisdom","","25.00","16","610"
"150BL","Ballerina Slippers","3396","96.00","3","1078"
"150BL","Ballerina Slippers","3401","96.00","2","1078"
"150BL","Ballerina Slippers","7227","96.00","2","1078"
"150BL","Ballerina Slippers","7228","96.00","4","1078"
"150BL","Ballerina Slippers","7229","96.00","2","1078"
"150BL","Ballerina Slippers","7230","96.00","3","1078"
"A08045-7","Card - Patience","","5.50","17","64"
"A01033-6","Small Print - New Fire","","25.00","17","611"
"A16052-7","Card - Zenith","","5.50","17","304"
"W12017-6","Small Print - Synchronicity","","25.00","17","631"
"W12001-6","Small Print - Dialogue","","25.00","17","633"
"A10012-6","Small Print - Sky Sisters","","25.00","17","618"
"A16059-6","Small Print - Wisdom Keepers","","25.00","17","652"
"A10004-6","Small Print - Merging Earth and Sky","","25.00","17","619"
"A95053-6","Small Print - Messenger","","25.00","17","653"
"W12005-7","Card - Earth Keeper","","5.50","17","104"
"A17065-7","Card - The Forest Temple","","5.50","17","781"
"A18061-6","Small Print - Seed of Life","","25.00","17","4170"
"A08021-7","Card - Wikwemikong","","5.50","18","797"
"A16058-6","Small Print - Silent Seekers","","25.00","18","651"
"A95053-7","Card - Messenger","","5.50","18","315"
"W13026-6","Small Print - In Her World","","25.00","18","655"
"A00048-6","Small Print - The Protector","","25.00","18","640"
"A01003-7","Card - Sky Girl","","5.50","18","257"
"A10012-7","Card - Sky Sisters","","5.50","18","51"
"A14051-01NC0TA","""Gezaluwegit"" Mask","7978","18.00","0","4851"
"A14051-01NC0TA","""Gezaluwegit"" Mask","7979","18.00","0","4851"
"A14051-01NC0TA","""Gezaluwegit"" Mask","7980","18.00","5","4851"
"A14051-01NC0TA","""Gezaluwegit"" Mask","7981","18.00","3","4851"
"A14051-01NC0TA","""Gezaluwegit"" Mask","7982","18.00","10","4851"
"W13023-6","Small Print - Water and Spirit Buffalo","","25.00","19","664"
"W13023-7","Card - Water and Spirit Buffalo","","5.50","19","350"
"A04015-7","Card - Rebirth","","5.50","19","76"
"W12014-6","Small Print - Gate of Silk","","25.00","19","634"
"A01037-7","Card - Trust","","5.50","19","40"
"A11052-7","Card - Curiously","","5.50","19","331"
"A12050-7","Card - Ice Dream","","5.50","19","332"
"A04060-7","Card - Passing Through","","5.50","19","262"
"W13027-7","Card - Playing With Shadows","","5.50","19","335"
"A18061-7","Card - Seed of Life","","5.50","19","4157"
"A08019-7","Card - Unity","","5.50","20","70"
"A01032-7","Card - Moon Wisdom","","5.50","20","23"
"A19054-7","Card - Footprint","","5.50","20","4083"
"W12024-7","Card - Breath of Life","","5.50","21","88"
"W12017-7","Card - Synchronicity","","5.50","21","92"
"W12008-7","Card - Winter Wolves","","5.50","21","95"
"A00048-7","Card - The Protector","","5.50","21","251"
"W17062-7","Card - Horizon","","5.50","21","783"
"A13057-7","Card - Origins","","5.50","22","294"
"A04039-7","Card - Nostalgia","","5.50","22","79"
"A09055-7","Card - Abundance","","5.50","23","798"
"W13047-7","Card - Inner Memories","","5.50","23","324"
"W12016-7","Card - Going Home","","5.50","23","107"
"A13041-7","Card - Lapinx","","5.50","23","278"
"W17062-01NC0GA","""Horizon"" Mask","6840","18.00","0","2907"
"W17062-01NC0GA","""Horizon"" Mask","6841","18.00","0","2907"
"W17062-01NC0GA","""Horizon"" Mask","6842","18.00","6","2907"
"W17062-01NC0GA","""Horizon"" Mask","6843","18.00","8","2907"
"W17062-01NC0GA","""Horizon"" Mask","6844","18.00","9","2907"
"A09006-7","Card - River Keeper","","5.50","24","73"
"W13026-7","Card - In Her World","","5.50","24","321"
"A18062-7","Card - Humility","","5.50","25","4126"
"W12001-7","Card - Dialogue","","5.50","25","98"
"A20055-7","Card - Refuge","","5.50","25","4156"
"W12014-7","Card - Gate of Silk","","5.50","25","101"
"A01038-7","Card - Harmony","","5.50","25","341"
"A16051-7","Card - Northern Keepers","","5.50","26","299"
"A07020-7","Card - Journey to the Spirit orld","","5.50","27","82"
"A16058-7","Card - Silent Seekers","","5.50","29","309"
"A01035-7","Card - Strength Within","","5.50","29","34"
"A17064-01NC03","""M'Otter Love"" Mask","6753","18.00","2","2792"
"A17064-01NC03","""M'Otter Love"" Mask","6754","18.00","0","2792"
"A17064-01NC03","""M'Otter Love"" Mask","6755","18.00","4","2792"
"A17064-01NC03","""M'Otter Love"" Mask","6756","18.00","17","2792"
"A17064-01NC03","""M'Otter Love"" Mask","6757","18.00","6","2792"
"A01033-7","Card - New Fire","","5.50","30","5389"
"A01040-7","Card - Sharing","","5.50","32","344"
"A13041-01NC0EA","""Lapinx"" Mask","6830","18.00","0","2904"
"A13041-01NC0EA","""Lapinx"" Mask","6831","18.00","2","2904"
"A13041-01NC0EA","""Lapinx"" Mask","6832","18.00","7","2904"
"A13041-01NC0EA","""Lapinx"" Mask","6833","18.00","9","2904"
"A13041-01NC0EA","""Lapinx"" Mask","6834","18.00","14","2904"
"A17063-01NC02","""Depth"" Mask","6748","18.00","1","2791"
"A17063-01NC02","""Depth"" Mask","6749","18.00","3","2791"
"A17063-01NC02","""Depth"" Mask","6750","18.00","6","2791"
"A17063-01NC02","""Depth"" Mask","6751","18.00","17","2791"
"A17063-01NC02","""Depth"" Mask","6752","18.00","6","2791"
"Sweetgrass","Sweetgrass","","12.00","34","1090"
"A08011-7","Card - Whisper","","5.50","36","44"
"A16058-01NC04","""Silent Seekers"" Mask","6758","18.00","0","2793"
"A16058-01NC04","""Silent Seekers"" Mask","6759","18.00","4","2793"
"A16058-01NC04","""Silent Seekers"" Mask","6760","18.00","-1","2793"
"A16058-01NC04","""Silent Seekers"" Mask","6761","18.00","13","2793"
"A16058-01NC04","""Silent Seekers"" Mask","6762","18.00","20","2793"
"W12018-01NC0D","""Early Evening Flowing into Fall"" Mask","6788","18.00","0","2800"
"W12018-01NC0D","""Early Evening Flowing into Fall"" Mask","6789","18.00","5","2800"
"W12018-01NC0D","""Early Evening Flowing into Fall"" Mask","6790","18.00","4","2800"
"W12018-01NC0D","""Early Evening Flowing into Fall"" Mask","6791","18.00","16","2800"
"W12018-01NC0D","""Early Evening Flowing into Fall"" Mask","6792","18.00","11","2800"
"A08013-01NC0F","""New Day"" Mask","6793","18.00","4","2801"
"A08013-01NC0F","""New Day"" Mask","6794","18.00","3","2801"
"A08013-01NC0F","""New Day"" Mask","6795","18.00","7","2801"
"A08013-01NC0F","""New Day"" Mask","6796","18.00","15","2801"
"A08013-01NC0F","""New Day"" Mask","6797","18.00","7","2801"
"A16051-01NC05","""Northern Keepers"" Mask","6763","18.00","0","2794"
"A16051-01NC05","""Northern Keepers"" Mask","6764","18.00","3","2794"
"A16051-01NC05","""Northern Keepers"" Mask","6765","18.00","14","2794"
"A16051-01NC05","""Northern Keepers"" Mask","6766","18.00","11","2794"
"A16051-01NC05","""Northern Keepers"" Mask","6767","18.00","10","2794"
"A01030-7","Card - Eagle Moon","","5.50","42","14"
"A01028-01NC08","""Giving Thanks"" Mask","6773","18.00","0","2796"
"A01028-01NC08","""Giving Thanks"" Mask","6774","18.00","0","2796"
"A01028-01NC08","""Giving Thanks"" Mask","6775","18.00","6","2796"
"A01028-01NC08","""Giving Thanks"" Mask","6776","18.00","30","2796"
"A01028-01NC08","""Giving Thanks"" Mask","6777","18.00","9","2796"
"A10004-01NC01","""Merging Earth and Sky"" Mask","6743","18.00","1","2773"
"A10004-01NC01","""Merging Earth and Sky"" Mask","6744","18.00","5","2773"
"A10004-01NC01","""Merging Earth and Sky"" Mask","6745","18.00","7","2773"
"A10004-01NC01","""Merging Earth and Sky"" Mask","6746","18.00","21","2773"
"A10004-01NC01","""Merging Earth and Sky"" Mask","6747","18.00","13","2773"
"A08011-01NC0HA","""Whisper"" Mask","6845","18.00","0","2908"
"A08011-01NC0HA","""Whisper"" Mask","6846","18.00","4","2908"
"A08011-01NC0HA","""Whisper"" Mask","6847","18.00","6","2908"
"A08011-01NC0HA","""Whisper"" Mask","6848","18.00","30","2908"
"A08011-01NC0HA","""Whisper"" Mask","6849","18.00","10","2908"
"A17065-01NC0C","""Forest Temple"" Mask","6783","18.00","0","2799"
"A17065-01NC0C","""Forest Temple"" Mask","6784","18.00","4","2799"
"A17065-01NC0C","""Forest Temple"" Mask","6785","18.00","22","2799"
"A17065-01NC0C","""Forest Temple"" Mask","6786","18.00","13","2799"
"A17065-01NC0C","""Forest Temple"" Mask","6787","18.00","12","2799"
"A10044-01NC07","""Going Home"" Mask","6768","18.00","2","2795"
"A10044-01NC07","""Going Home"" Mask","6769","18.00","4","2795"
"A10044-01NC07","""Going Home"" Mask","6770","18.00","12","2795"
"A10044-01NC07","""Going Home"" Mask","6771","18.00","17","2795"
"A10044-01NC07","""Going Home"" Mask","6772","18.00","17","2795"
"A16059-01NC0I","""Wisdom Keepers"" Mask","6798","18.00","0","2802"
"A16059-01NC0I","""Wisdom Keepers"" Mask","6799","18.00","4","2802"
"A16059-01NC0I","""Wisdom Keepers"" Mask","6800","18.00","14","2802"
"A16059-01NC0I","""Wisdom Keepers"" Mask","6801","18.00","21","2802"
"A16059-01NC0I","""Wisdom Keepers"" Mask","6802","18.00","13","2802"
"A10046-7","Card - Geese Spirit","","5.50","55","58"
"W13023-01NC09","""Water and Spirit Buffalo"" Mask","6778","18.00","2","2798"
"W13023-01NC09","""Water and Spirit Buffalo"" Mask","6779","18.00","0","2798"
"W13023-01NC09","""Water and Spirit Buffalo"" Mask","6780","18.00","19","2798"
"W13023-01NC09","""Water and Spirit Buffalo"" Mask","6781","18.00","31","2798"
"W13023-01NC09","""Water and Spirit Buffalo"" Mask","6782","18.00","26","2798"
"Sauge","Buffalo Sage","6881","0.00","10","1089"
"Sauge","Buffalo Sage","6882","0.00","0","1089"
"Sauge","Buffalo Sage","6883","0.00","18","1089"
"Sauge","Buffalo Sage","6884","0.00","40","1089"
"Sauge","Buffalo Sage","6885","0.00","0","1089"
"Sauge","Buffalo Sage","6886","0.00","23","1089"
"Sauge","Buffalo Sage","7849","0.00","0","1089"
