"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Combinations wholesale price","Combinations Impact on unit price","Product Combinations ID","Product ID"
"Kimono ""M'Otter Love""","A17064-WBL0601NCO3A","","Kimono ""L'Outre Mère"" : Taille - TU/OS","3","49.50","129.00","0.00","0.00","0.00","2368","977"
"Kimono ""Early Evening Flowing into Fall""","W12018-WBL0601NCODA","","Kimono ""Soirée Glissant vers l'Automne"" : Taille - TU/OS","0","49.50","129.00","0.00","0.00","0.00","2369","978"
"Kimono ""Depth""","A17063-WBL0601NCO2A","","Kimono ""Profondeur"" : Taille - TU/OS","0","49.50","129.00","0.00","0.00","0.00","2371","980"
"Kimono ""Silent Seekers""","A16058-WBL0601NCO4A","","Kimono ""En Quête de Silence"" : Taille - TU/OS","3","49.50","129.00","0.00","0.00","0.00","2867","1059"
"Kimono ""Gezaluwejit""","A14051-WBL0601NCOTA","","Taille - TU/OS","0","49.50","129.00","0.00","0.00","0.00","7983","4866"
"Kimono ""Under the Same Sky""","A18066-WBL0601NCOUA","","Kimono ""Sous le Même Ciel"" : Taille - TU/OS","1","49.50","129.00","0.00","0.00","0.00","7984","4867"
"Kimono ""Earth Keeper""","A12005-WBL0601NCOWA","","Kimono ""Gardienne de la Terre"" : Taille - TU/OS","0","49.50","129.00","0.00","0.00","0.00","8481","9048"
"Kimono ""Northern Keepers""","A16051-WBL0601NCO5A","","Kimono ""Gardiens du Nord"" : Taille - TU/OS","2","49.50","129.00","0.00","0.00","0.00","8587","9062"
"Elani Kimono ""Rebirth""","A04015-WBL1401NC14A","","Kimono Elanie ""Renaissance"" : Taille - TU/OS","1","74.00","149.00","0.00","0.00","0.00","8700","9903"
"Terry-Ann Kimono ""In her World""","W13026-WBL1701NC1DA","","Kimono Terry-Ann ""Dans son Monde"" : Taille - TU/OS","0","58.00","139.00","0.00","0.00","0.00","10323","14000"
"Terry-Ann Kimono ""Water and Spirit Buffalo""","W13023-WBL1701NC16A","","Kimono Terry-Ann ""Eau et Esprit du Bison"" : Taille - TU/OS","0","58.00","139.00","0.00","0.00","0.00","10324","14009"
"Terry-Ann Kimono ""Giving Thanks""","A01028-WBL1701NC08A","","Kimono Terry-Ann ""Rendre Grâce"" : Taille - TU/OS","0","58.00","139.00","0.00","0.00","0.00","10325","14010"
"Terry-Ann Kimono ""Geese Spirit""","WBL1701NC1BA","","Kimono Terry-Ann ""L'Esprit de l'Outarde"" : Taille - TU/OS","0","58.00","139.00","0.00","0.00","0.00","10326","14011"
"Terry-Ann Kimono ""Passage""","W13025-WBL1701NC1EA","","Kimono Terry-Ann ""Passage"" : Taille - TU/OS","0","58.00","139.00","0.00","0.00","0.00","10327","14012"
"Kimono ""Water and Spirit Buffalo at Sunset""","W13023-WBL0601NC11A","","Kimono ""Eau et Esprit du Bison au Soleil Couchant"" : Taille - TU/OS","1","49.50","129.00","0.00","0.00","0.00","10356","14097"
"Meryl Satin Kimono ""Carried Away Under The Blue Moon""","WBL1801NC1JA","","Kimono Satin Meryl ""Emportée Sous La Lune Bleu""","0","128.00","279.00","0.00","0.00","0.00","","14763"
"Meryl Satin Kimono ""Geese Spirit""","WBL1801NC1BA","","Kimono Satin Meryl ""L'Esprit de l'Outarde""","0","128.00","279.00","0.00","0.00","0.00","","14764"
"Meryl Satin Kimono ""Silent Seekers""","WBL1801NC14A","","Kimono Satin Meryl ""En Quête de Silence""","1","128.00","279.00","0.00","0.00","0.00","","14765"
"Meryl Satin Kimono ""Northern Keepers""","WBL1801NC15A","","Kimono Satin Meryl ""Gardiens du Nord""","1","128.00","279.00","0.00","0.00","0.00","","14766"
"Cassatt Vest ""Silent Seekers""","WBL0701NC04A","","Veste Cassatt ""En Quête de Silence"" : Taille - P","0","55.00","119.00","0.00","0.00","0.00","11068","15228"
"Cassatt Vest ""Silent Seekers""","WBL0701NC04A","","Veste Cassatt ""En Quête de Silence"" : Taille - M","0","55.00","119.00","0.00","0.00","0.00","11069","15228"
"Cassatt Vest ""Silent Seekers""","WBL0701NC04A","","Veste Cassatt ""En Quête de Silence"" : Taille - L","0","55.00","119.00","0.00","0.00","0.00","11070","15228"
"Cassatt Vest ""Silent Seekers""","WBL0701NC04A","","Veste Cassatt ""En Quête de Silence"" : Taille - XL","0","55.00","119.00","0.00","0.00","0.00","11071","15228"
"Cassatt Vest ""Silent Seekers""","WBL0701NC04A","","Veste Cassatt ""En Quête de Silence"" : Taille - XP","0","55.00","119.00","0.00","0.00","0.00","11072","15228"
"Cassatt Vest ""Depth""","WBL0701NC02A","","Veste Cassatt ""Profondeur"" : Taille - P","0","55.00","119.00","0.00","0.00","0.00","11073","15229"
"Cassatt Vest ""Depth""","WBL0701NC02A","","Veste Cassatt ""Profondeur"" : Taille - M","0","55.00","119.00","0.00","0.00","0.00","11074","15229"
