"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Combinations wholesale price","Combinations Impact on unit price","Product Combinations ID","Product ID"
"Canvas - Honoring the Giver of Life","A01031-1","","Toile - Hommage à la Source de Vie : Options d'encadrement - Sans cadre","0","0.00","0.00","295.00","0.00","0.00","1589","725"
"Canvas - Honoring the Giver of Life","A01031-1","","Toile - Hommage à la Source de Vie : Options d'encadrement - Cadre flottant bois noir","0","0.00","0.00","395.00","0.00","0.00","1590","725"
"Canvas - Honoring the Giver of Life","A01031-1","","Toile - Hommage à la Source de Vie : Options d'encadrement - Cadre flottant bois brun","0","0.00","0.00","395.00","0.00","0.00","1591","725"
"Canvas - Honoring the Giver of Life","A01031-1","","Toile - Hommage à la Source de Vie : Options d'encadrement - Cadre flottant bois étain","0","0.00","0.00","395.00","0.00","0.00","1592","725"
"Canvas - A Moose and Goose","A08007-1","","Toile - Un Orignal et une Outarde : Options d'encadrement - Sans cadre","1","0.00","0.00","190.00","0.00","0.00","1777","733"
"Canvas - A Moose and Goose","A08007-1","","Toile - Un Orignal et une Outarde : Options d'encadrement - Cadre flottant bois noir","0","0.00","0.00","290.00","0.00","0.00","1778","733"
"Canvas - A Moose and Goose","A08007-1","","Toile - Un Orignal et une Outarde : Options d'encadrement - Cadre flottant bois brun","0","0.00","0.00","290.00","0.00","0.00","1779","733"
"Canvas - A Moose and Goose","A08007-1","","Toile - Un Orignal et une Outarde : Options d'encadrement - Cadre flottant bois étain","0","0.00","0.00","290.00","0.00","0.00","1780","733"
"Canvas - Geese Spirit","A10046-1","","Toile - L'Esprit de l'Outarde : Options d'encadrement - Sans cadre","0","0.00","0.00","295.00","84.00","0.00","1665","736"
"Canvas - Geese Spirit","A10046-1","","Toile - L'Esprit de l'Outarde : Options d'encadrement - Cadre flottant bois noir","0","0.00","0.00","395.00","0.00","0.00","1666","736"
"Canvas - Geese Spirit","A10046-1","","Toile - L'Esprit de l'Outarde : Options d'encadrement - Cadre flottant bois brun","0","0.00","0.00","395.00","0.00","0.00","1667","736"
"Canvas - Geese Spirit","A10046-1","","Toile - L'Esprit de l'Outarde : Options d'encadrement - Cadre flottant bois étain","0","0.00","0.00","395.00","0.00","0.00","1668","736"
"Canvas - New Day","A08013-1","","Toile - Nouveau Jour : Options d'encadrement - Sans cadre","1","0.00","0.00","295.00","0.00","0.00","1561","737"
"Canvas - New Day","A08013-1","","Toile - Nouveau Jour : Options d'encadrement - Cadre flottant bois noir","0","0.00","0.00","395.00","0.00","0.00","1562","737"
"Canvas - New Day","A08013-1","","Toile - Nouveau Jour : Options d'encadrement - Cadre flottant bois brun","0","0.00","0.00","395.00","0.00","0.00","1563","737"
"Canvas - New Day","A08013-1","","Toile - Nouveau Jour : Options d'encadrement - Cadre flottant bois étain","0","0.00","0.00","395.00","0.00","0.00","1564","737"
"Canvas - Patience","A08045-1","","Toile - Patience : Options d'encadrement - Sans cadre","1","0.00","0.00","225.00","0.00","0.00","1837","738"
"Canvas - Patience","A08045-1","","Toile - Patience : Options d'encadrement - Cadre flottant bois noir","0","0.00","0.00","325.00","0.00","0.00","1838","738"
"Canvas - Patience","A08045-1","","Toile - Patience : Options d'encadrement - Cadre flottant bois brun","0","0.00","0.00","325.00","0.00","0.00","1839","738"
"Canvas - Patience","A08045-1","","Toile - Patience : Options d'encadrement - Cadre flottant bois étain","0","0.00","0.00","325.00","0.00","0.00","1840","738"
"Canvas - Unity","A08019-1","","Toile - Union : Options d'encadrement - Sans cadre","1","0.00","0.00","335.00","0.00","0.00","1781","740"
"Canvas - Unity","A08019-1","","Toile - Union : Options d'encadrement - Cadre flottant bois noir","0","0.00","0.00","435.00","0.00","0.00","1782","740"
"Canvas - Unity","A08019-1","","Toile - Union : Options d'encadrement - Cadre flottant bois brun","0","0.00","0.00","435.00","0.00","0.00","1783","740"
"Canvas - Unity","A08019-1","","Toile - Union : Options d'encadrement - Cadre flottant bois étain","0","0.00","0.00","435.00","0.00","0.00","1784","740"
"Canvas - River Keeper","A09006-1","","Toile - La Gardienne de l'Eau : Options d'encadrement - Cadre flottant bois noir","0","0.00","0.00","495.00","0.00","0.00","1854","741"
"Canvas - River Keeper","A09006-1","","Toile - La Gardienne de l'Eau : Options d'encadrement - Cadre flottant bois brun","0","0.00","0.00","495.00","0.00","0.00","1855","741"
"Canvas - River Keeper","A09006-1","","Toile - La Gardienne de l'Eau : Options d'encadrement - Cadre flottant bois étain","0","0.00","0.00","495.00","0.00","0.00","1856","741"
"Canvas - River Keeper","A09006-1","","Toile - La Gardienne de l'Eau : Options d'encadrement - Sans cadre - 15"" x 24""","1","0.00","0.00","315.00","0.00","0.00","8134","741"
"Canvas - River Keeper","A09006-1","","Toile - La Gardienne de l'Eau : Options d'encadrement - Sans cadre - 30"" x 48""","0","0.00","0.00","695.00","0.00","0.00","8135","741"
"Canvas - River Keeper","A09006-1","","Toile - La Gardienne de l'Eau : Options d'encadrement - Sans cadre 29"" x 48""","1","0.00","0.00","695.00","0.00","0.00","9712","741"
"Canvas - Journey to the Spirit World","A07020-1","","Toile - Voyage vers le Monde du Songe : Options d'encadrement - Sans cadre","0","0.00","0.00","525.00","0.00","0.00","1857","744"
"Canvas - Journey to the Spirit World","A07020-1","","Toile - Voyage vers le Monde du Songe : Options d'encadrement - Cadre flottant bois noir","0","0.00","0.00","695.00","0.00","0.00","1858","744"
"Canvas - Journey to the Spirit World","A07020-1","","Toile - Voyage vers le Monde du Songe : Options d'encadrement - Cadre flottant bois brun","0","0.00","0.00","695.00","0.00","0.00","1859","744"
"Canvas - Journey to the Spirit World","A07020-1","","Toile - Voyage vers le Monde du Songe : Options d'encadrement - Cadre flottant bois étain","0","0.00","0.00","695.00","0.00","0.00","1860","744"
"Canvas - Breath of life","W12024-1","","Toile - Souffle de vie : Options d'encadrement - Sans cadre","0","0.00","0.00","325.00","0.00","0.00","1669","746"
"Canvas - Breath of life","W12024-1","","Toile - Souffle de vie : Options d'encadrement - Cadre flottant bois noir","0","0.00","0.00","425.00","0.00","0.00","1670","746"
