"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Combinations wholesale price","Combinations Impact on unit price","Product Combinations ID","Product ID"
"New Collection Necklace","Keewatin1","","Collier Nouvelle Collection","1","15.00","34.50","0.00","0.00","0.00","","12832"
"Colored Necklace","Keewatin2","","Collier de Couleurs","23","13.00","32.00","0.00","0.00","0.00","","12833"
"Short Necklace","Keewatin3","","Collier court","0","12.50","29.00","0.00","0.00","0.00","","12834"
"Simple Bracelet","Keewatin4","","Bracelet Simple","41","7.50","18.00","0.00","0.00","0.00","","12835"
"Double Bracelet","Keewatin5","","Bracelet Double","0","12.50","29.00","0.00","0.00","0.00","","12836"
"Nuggets Bracelet","TURQ-NUG","","Bracelet de Pépites","2","7.50","20.00","0.00","0.00","0.00","","12837"
"Set of 3","Keewatin7","","Ensemble de 3","7","26.00","60.00","0.00","0.00","0.00","","12838"
"Earrings","Keewatin8","","Boucles d'Oreilles","0","7.50","18.00","0.00","0.00","0.00","","12839"
"Santon Broach","Keewatin9","","Broche Santon","4","7.50","18.00","0.00","0.00","0.00","","12840"
"Braided Leather Bracelet","Braided Bracelet","","Bracelet en Cuir Tressé","3","10.00","26.00","0.00","0.00","0.00","","12844"
"Leather Bracelet","Leather Bracelet","","Bracelet en Cuir","2","8.00","20.00","0.00","0.00","0.00","","12845"
"1 Beaver Tooth (black round lace)","D","","1 Dent de Castor (lacet rond noir)","5","13.00","32.25","0.00","0.00","0.00","","15884"
"3 Fox Claws","E","","3 Griffes de Renard","6","13.00","32.25","0.00","0.00","0.00","","15885"
"1 Lynx Claw (deer lace)","G","","1 Griffe de Lynx (lacet chevreuil)","6","13.00","30.00","0.00","0.00","0.00","","15886"
"1 Lynx Claw (natural round lace)","I","","1 Griffe de Lynx (lacet rond naturel)","6","14.00","34.00","0.00","0.00","0.00","","15887"
"1 Wolf Tooth","J","","1 Dent de Loup","5","26.00","60.00","0.00","0.00","0.00","","15888"
"1 Wolf Claw","K","","1 Griffe de Loup","5","24.00","56.00","0.00","0.00","0.00","","15889"
"1 Small Wolf Tooth","L","","1 Petite Dent de Loup","6","14.00","30.00","0.00","0.00","0.00","","15890"
"1 Small Bear Claw (black lace)","M","","1 Petite Griffe d'Ours (lacet noir)","7","18.00","40.00","0.00","0.00","0.00","","15891"
"1 Bear Claw (bone and metal)","N","","1 Griffe d'Ours (os et métal)","8","23.00","52.00","0.00","0.00","0.00","","15892"
"1 Bear Claw (deer lace)","O","","1 Griffe d'Ours (lacet chevreuil)","3","20.00","46.00","0.00","0.00","0.00","","15893"
"3 Bear Claws","U","","3 Griffes d'Ours","4","28.00","65.00","0.00","0.00","0.00","","15894"
"1 Coyote Tooth (black lace)","X","","1 Dent de Coyote (lacet noir)","7","17.00","40.00","0.00","0.00","0.00","","15895"
"1 Bear Tooth (round natural lace)","Z","","1 Dent d'Ours (lacet rond naturel)","8","26.00","60.00","0.00","0.00","0.00","","15896"
"1 Lynx Tooth and 2 Claws","LY","","1 Dent et 2 Griffes de Lynx","7","17.00","40.00","0.00","0.00","0.00","","15897"
"Beaded Leather Keychain","KCHAINS","","Porte-clés en Cuir et Brodé","44","10.00","23.00","0.00","0.00","0.00","","15899"
"1 Pekan Tooth and 2 Claws","A","","1 Dent et 2 Griffes de Pékan","6","13.00","32.25","0.00","0.00","0.00","","15900"
"3 Small Bear Teeth","B","","3 Petites Dents d'Ours","5","13.00","32.25","0.00","0.00","0.00","","15901"
"3 Fox Teeth","C","","3 Dents de Renard","6","13.00","32.25","0.00","0.00","0.00","","15902"
"1 Beaver Tooth (deer lace)","F","","1 Dent de Castor (lacet chevreuil)","8","12.50","32.25","0.00","0.00","0.00","","15903"
"5 Bear Claws (deluxe)","Q","","5 Griffes d'Ours (deluxe)","7","50.00","115.00","0.00","0.00","0.00","","15904"
"1 Bear Tooth and 2 Claws","V","","1 Dent et 2 Griffes d'Ours","8","28.00","65.00","0.00","0.00","0.00","","15905"
"1 Coyote Tooth and 2 Claws (Hematite)","W","","1 Dent et 2 Griffes de Coyoto (Hématite)","8","21.00","49.00","0.00","0.00","0.00","","15906"
"1 Bear Tooth (deer lace)","Y","","1 Dent d'Ours (lacet chevreuil)","6","25.00","58.00","0.00","0.00","0.00","","15907"
"2 Small Wolf Claws and Pendant","LM","","2 Petites Griffes de Loup avec Pendentif","1","26.00","60.00","0.00","0.00","0.00","","15908"
"1 Wolf Claw (deer lace)","KL","","1 Griffe de Loup (lacet chevreuil)","9","23.00","52.00","0.00","0.00","0.00","","15909"
"1 Coyote Tooth and 2 Claws","CO","","1 Dent et 2 Griffes de Coyote","10","17.00","40.00","0.00","0.00","0.00","","15910"
"Woven Leather Bracelet","BR-CT","","Bracelet en Cuir Tissé : Taille - P","14","0.00","0.00","17.25","7.50","0.00","12802","16517"
"Woven Leather Bracelet","BR-CT","","Bracelet en Cuir Tissé : Taille - M","16","0.00","0.00","22.50","9.75","0.00","12803","16517"
"Woven Leather Bracelet","BR-CT","","Bracelet en Cuir Tissé : Taille - L","0","0.00","0.00","0.00","9.75","0.00","12804","16517"
"Magnetic Hematite Bracelet","BMH6","","Bracelet Magnétique Hématite","6","5.21","12.00","0.00","0.00","0.00","","16551"
