"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Combinations wholesale price","Combinations Impact on unit price","Product Combinations ID","Product ID"
"Buffalo Sage","Sauge","","Sauge Buffalo : Fumigation - 5"" mince","35","0.00","0.00","9.00","3.00","0.00","6881","1089"
"Buffalo Sage","Sauge","","Sauge Buffalo : Fumigation - 5"" large","0","0.00","0.00","15.00","6.00","0.00","6882","1089"
"Buffalo Sage","Sauge","","Sauge Buffalo : Fumigation - 5"" mince avec lavande","16","0.00","0.00","9.95","4.00","9.95","6883","1089"
"Buffalo Sage","Sauge","","Sauge Buffalo : Fumigation - 9"" large","3","0.00","0.00","23.00","7.00","0.00","6884","1089"
"Buffalo Sage","Sauge","","Sauge Buffalo : Fumigation - 9"" l'immortelle","7","0.00","0.00","17.50","7.00","0.00","6885","1089"
"Buffalo Sage","Sauge","","Sauge Buffalo : Fumigation - Vrac 1oz","0","0.00","0.00","9.45","4.00","0.00","6886","1089"
"Buffalo Sage","Sauge","","Sauge Buffalo : Fumigation - 5"" mince avec romarin","0","0.00","0.00","9.95","4.00","0.00","7849","1089"
"Buffalo Sage","Sauge","","Sauge Buffalo : Fumigation - 5"" l'immortelle","4","0.00","0.00","12.95","4.00","0.00","10357","1089"
"Sweetgrass","Sweetgrass","","Foin d'Odeur : Fumigation - 12"" à 15""","0","0.00","0.00","14.95","6.00","0.00","9208","1090"
"Sweetgrass","Sweetgrass","","Foin d'Odeur : Fumigation - 19"" à 21""","22","0.00","0.00","19.95","8.00","0.00","9209","1090"
"Smudging Feather","SF3","","Plume de Fumigation","1","5.75","13.95","0.00","0.00","0.00","","3378"
"Smudging Feather ""Nee Chee""","SF4","","Plume de Fumigation ""Nee Chee""","0","7.25","16.95","0.00","0.00","0.00","","3381"
"Palo Santo","Palo Santo","","Palo Santo","5","6.95","16.00","0.00","0.00","0.00","","3853"
"Abalone Shell","Shell","","Coquille d'Ormeau : Fumigation - Petit 3"" x 4""","0","0.00","0.00","28.00","12.00","0.00","8576","4128"
"Abalone Shell","Shell","","Coquille d'Ormeau : Fumigation - Large 4.5"" x 5.5""","13","0.00","0.00","36.00","14.50","0.00","8577","4128"
"Abalone Shell","Shell","","Coquille d'Ormeau : Fumigation - Moyen 3.5"" x 4.5""","1","0.00","0.00","32.00","12.00","0.00","11842","4128"
"Abalone Shell","Shell","","Coquille d'Ormeau : Fumigation - Extra Large 5"" x 6.5""","0","0.00","0.00","40.00","14.00","0.00","13160","4128"
"Abalone Shell","Shell","","Coquille d'Ormeau : Fumigation - Extra Large 5"".5"" x 7""","0","0.00","0.00","44.00","0.00","0.00","13161","4128"
"Essential Oils","EO","EO9","Huiles Essentielles : Bien-être - Foin d'odeur","0","6.50","14.95","0.00","0.00","0.00","10170","7898"
"Essential Oils","EO","EO7","Huiles Essentielles : Bien-être - Cèdre","12","6.50","14.95","0.00","0.00","0.00","10171","7898"
"Essential Oils","EO","EO8","Huiles Essentielles : Bien-être - Sauge","7","6.50","14.95","0.00","0.00","0.00","10172","7898"
