"Reference code","Product ID","Product name","10_FEATURE_Image size","9_FEATURE_Mat size","12_FEATURE_Number of copies","8_FEATURE_Card size","Product Combinations ID","Quantity","Final price (pre-tax)","Pre-tax wholesale price"
"189","927","Leather Moccasins for Men","","","","","2127","1","103.00","55.00"
"189","927","Leather Moccasins for Men","","","","","2128","2","103.00","55.00"
"189","927","Leather Moccasins for Men","","","","","2129","1","103.00","55.00"
"189","927","Leather Moccasins for Men","","","","","2566","1","113.00","55.00"
"189","927","Leather Moccasins for Men","","","","","2567","1","113.00","55.00"
"189","927","Leather Moccasins for Men","","","","","7177","0","103.00","55.00"
"189","927","Leather Moccasins for Men","","","","","7178","1","103.00","55.00"
"189","927","Leather Moccasins for Men","","","","","7179","0","103.00","55.00"
"189","927","Leather Moccasins for Men","","","","","7180","1","103.00","55.00"
"189","927","Leather Moccasins for Men","","","","","7181","0","103.00","55.00"
"186","930","Leather Moccasins for Men","","","","","2153","0","103.00","0.00"
"186","930","Leather Moccasins for Men","","","","","2154","0","103.00","0.00"
"186","930","Leather Moccasins for Men","","","","","2155","0","103.00","0.00"
"186","930","Leather Moccasins for Men","","","","","2156","0","103.00","0.00"
"186","930","Leather Moccasins for Men","","","","","2159","0","103.00","0.00"
"186","930","Leather Moccasins for Men","","","","","2160","0","103.00","0.00"
"186","930","Leather Moccasins for Men","","","","","7182","0","103.00","0.00"
"186","930","Leather Moccasins for Men","","","","","7183","2","103.00","0.00"
"186","930","Leather Moccasins for Men","","","","","7184","0","113.00","0.00"
"186","930","Leather Moccasins for Men","","","","","7185","0","113.00","0.00"
"142","1020","Suede Moccasins for Men","","","","","2508","2","76.00","0.00"
"142","1020","Suede Moccasins for Men","","","","","2512","0","76.00","0.00"
"142","1020","Suede Moccasins for Men","","","","","7186","0","76.00","0.00"
"142","1020","Suede Moccasins for Men","","","","","7187","0","76.00","0.00"
"142","1020","Suede Moccasins for Men","","","","","7188","0","76.00","0.00"
"142","1020","Suede Moccasins for Men","","","","","7189","0","86.00","0.00"
"142","1020","Suede Moccasins for Men","","","","","7190","0","86.00","0.00"
"142","1020","Suede Moccasins for Men","","","","","7191","0","76.00","0.00"
