"Reference code","Product name","Product ID","Product Combinations ID","Quantity","Pre-tax retail price"
"A16058-WNS0801NC04B","Kaplan Tank ""Silent Seekers""","823","1415","3","129"
"A16058-WNS0801NC04B","Kaplan Tank ""Silent Seekers""","823","1416","1","129"
"A16058-WNS0801NC04B","Kaplan Tank ""Silent Seekers""","823","1417","1","129"
"A16058-WNS0801NC04B","Kaplan Tank ""Silent Seekers""","823","1418","0","129"
"A16058-WNS0801NC04B","Kaplan Tank ""Silent Seekers""","823","1419","1","129"
"W13023-WNS0801NC09A","Kaplan Tank ""Water and Spirit Buffalo""","824","1410","0","129"
"W13023-WNS0801NC09A","Kaplan Tank ""Water and Spirit Buffalo""","824","1411","0","129"
"W13023-WNS0801NC09A","Kaplan Tank ""Water and Spirit Buffalo""","824","1412","2","129"
"W13023-WNS0801NC09A","Kaplan Tank ""Water and Spirit Buffalo""","824","1413","0","129"
"W13023-WNS0801NC09A","Kaplan Tank ""Water and Spirit Buffalo""","824","1414","0","129"
"A17063-WDR2601NC02A","Kate Dress ""Depth""","825","1395","1","149"
"A17063-WDR2601NC02A","Kate Dress ""Depth""","825","1396","1","149"
"A17063-WDR2601NC02A","Kate Dress ""Depth""","825","1397","0","149"
"A17063-WDR2601NC02A","Kate Dress ""Depth""","825","1398","0","149"
"A17063-WDR2601NC02A","Kate Dress ""Depth""","825","1399","1","149"
"A17064-WDR2601NC03D","Kate Dress ""M'Otter Love""","826","1390","1","149"
"A17064-WDR2601NC03D","Kate Dress ""M'Otter Love""","826","1391","1","149"
"A17064-WDR2601NC03D","Kate Dress ""M'Otter Love""","826","1392","2","149"
"A17064-WDR2601NC03D","Kate Dress ""M'Otter Love""","826","1393","1","149"
"A17064-WDR2601NC03D","Kate Dress ""M'Otter Love""","826","1394","1","149"
"A16058-WDR2601NC04A","Kate Dress ""Silent Seekers""","827","1385","1","149"
"A16058-WDR2601NC04A","Kate Dress ""Silent Seekers""","827","1386","1","149"
"A16058-WDR2601NC04A","Kate Dress ""Silent Seekers""","827","1387","1","149"
"A16058-WDR2601NC04A","Kate Dress ""Silent Seekers""","827","1388","0","149"
"A16058-WDR2601NC04A","Kate Dress ""Silent Seekers""","827","1389","1","149"
"A16051-WDR2601NC05A","Kate Dress ""Northern Keepers""","828","1380","1","149"
"A16051-WDR2601NC05A","Kate Dress ""Northern Keepers""","828","1381","1","149"
"A16051-WDR2601NC05A","Kate Dress ""Northern Keepers""","828","1382","0","149"
"A16051-WDR2601NC05A","Kate Dress ""Northern Keepers""","828","1383","0","149"
"A16051-WDR2601NC05A","Kate Dress ""Northern Keepers""","828","1384","0","149"
"A09006-WDR2601NC06A","Kate Dress ""The River Keeper""","829","1375","0","149"
"A09006-WDR2601NC06A","Kate Dress ""The River Keeper""","829","1376","1","149"
"A09006-WDR2601NC06A","Kate Dress ""The River Keeper""","829","1377","0","149"
"A09006-WDR2601NC06A","Kate Dress ""The River Keeper""","829","1378","0","149"
"A09006-WDR2601NC06A","Kate Dress ""The River Keeper""","829","1379","1","149"
"A01028-WDR2601NC08A","Kate Dress ""Giving Thanks""","830","3042","1","149"
"A01028-WDR2601NC08A","Kate Dress ""Giving Thanks""","830","3043","0","149"
"A01028-WDR2601NC08A","Kate Dress ""Giving Thanks""","830","3044","0","149"
"A01028-WDR2601NC08A","Kate Dress ""Giving Thanks""","830","3045","2","149"
"A01028-WDR2601NC08A","Kate Dress ""Giving Thanks""","830","3046","0","149"
"A17064-UAC1801NC03F","Pablo Pillow ""M'Otter Love""","834","","4","49"
"A16058-UAC1801NC04A","Pablo Pillow ""Silent Seekers""","835","","4","49"
"A16051-UAC1801NC05A","Pablo Pillow ""Northern Keepers""","836","","3","49"
"W13023-UAC1801NC09A","Pablo Pillow ""Water and Spirit Buffalo""","837","","2","49"
"A16051-WDR1601NC05A","Patti Tunic ""Northern Keepers""","841","1480","1","119"
"A16051-WDR1601NC05A","Patti Tunic ""Northern Keepers""","841","1481","1","119"
"A16051-WDR1601NC05A","Patti Tunic ""Northern Keepers""","841","1482","0","119"
"A16051-WDR1601NC05A","Patti Tunic ""Northern Keepers""","841","1483","1","119"
"A16051-WDR1601NC05A","Patti Tunic ""Northern Keepers""","841","1484","0","119"
"A17063-WAC0201NC02A","Vivienne Scarf ""Depth""","845","","2","49"
"A17064-WAC0201NC03A","Vivienne Scarf ""M'Otter Love""","846","","3","49"
"A16058-WAC0201NC04A","Vivienne Scarf ""Silent Seekers""","847","","4","49"
"A09006-WAC0201NC06A","Vivienne Scarf ""The River Keeper""","849","","5","49"
"W12001-WAC0201NC07B","Vivienne Scarf ""Dialogue""","850","","2","49"
"W13023-WAC0201NC09A","Vivienne Scarf ""Water and Spirit Buffalo""","852","","9","49"
"A16052-WAC0201NC0BA","Vivienne Scarf ""Zenith""","854","","2","49"
"A17065-WAC0201NC0CA","Vivienne Scarf ""Forest Temple""","855","","4","49"
"A17063-WSS0701NC02A","Yoko Cape Tunic ""Depth""","856","3177","1","129"
"A17063-WSS0701NC02A","Yoko Cape Tunic ""Depth""","856","3178","1","129"
"A17063-WSS0701NC02A","Yoko Cape Tunic ""Depth""","856","3179","1","129"
"A17063-WSS0701NC02A","Yoko Cape Tunic ""Depth""","856","3180","1","129"
"A17063-WSS0701NC02A","Yoko Cape Tunic ""Depth""","856","3181","1","129"
"A17064-WSS0701NC03C","Yoko Cape Tunic ""M'Otter Love""","858","1465","0","129"
"A17064-WSS0701NC03C","Yoko Cape Tunic ""M'Otter Love""","858","2070","1","129"
"A17064-WSS0701NC03C","Yoko Cape Tunic ""M'Otter Love""","858","2071","1","129"
"A17064-WSS0701NC03C","Yoko Cape Tunic ""M'Otter Love""","858","2072","1","129"
"A17064-WSS0701NC03C","Yoko Cape Tunic ""M'Otter Love""","858","2073","1","129"
"A16058-WSS0701NC04A","Yoko Cape Tunic ""Silent Seekers""","859","1460","1","129"
"A16058-WSS0701NC04A","Yoko Cape Tunic ""Silent Seekers""","859","1461","1","129"
"A16058-WSS0701NC04A","Yoko Cape Tunic ""Silent Seekers""","859","1462","0","129"
"A16058-WSS0701NC04A","Yoko Cape Tunic ""Silent Seekers""","859","1463","1","129"
"A16058-WSS0701NC04A","Yoko Cape Tunic ""Silent Seekers""","859","1464","1","129"
"A16051-WSS0701NC05A","Yoko Cape Tunic ""Nothern Keepers""","861","3182","1","129"
"A16051-WSS0701NC05A","Yoko Cape Tunic ""Nothern Keepers""","861","3183","1","129"
"A16051-WSS0701NC05A","Yoko Cape Tunic ""Nothern Keepers""","861","3184","0","129"
"A16051-WSS0701NC05A","Yoko Cape Tunic ""Nothern Keepers""","861","3185","0","129"
"A16051-WSS0701NC05A","Yoko Cape Tunic ""Nothern Keepers""","861","3186","0","129"
"A16059-WSS0701NC0IA","Yoko Cape Tunic ""Wisdom Keepers""","864","1440","0","129"
"A16059-WSS0701NC0IA","Yoko Cape Tunic ""Wisdom Keepers""","864","1441","0","129"
"A16059-WSS0701NC0IA","Yoko Cape Tunic ""Wisdom Keepers""","864","1442","0","129"
"A16059-WSS0701NC0IA","Yoko Cape Tunic ""Wisdom Keepers""","864","1443","1","129"
"A16059-WSS0701NC0IA","Yoko Cape Tunic ""Wisdom Keepers""","864","1444","1","129"
"A17064-WSS0901NC03B","K Smith T-Shirt ""M'Otter Love""","865","3312","2","79"
"A17064-WSS0901NC03B","K Smith T-Shirt ""M'Otter Love""","865","3313","1","79"
"A17064-WSS0901NC03B","K Smith T-Shirt ""M'Otter Love""","865","3314","2","79"
"A17064-WSS0901NC03B","K Smith T-Shirt ""M'Otter Love""","865","3315","2","79"
"A17064-WSS0901NC03B","K Smith T-Shirt ""M'Otter Love""","865","3316","1","79"
"55-55-016","Dorothy Grant City Bag","867","4023","0","87.5"
"55-55-016","Dorothy Grant City Bag","867","4024","2","87.5"
"55-55-016","Dorothy Grant City Bag","867","4025","0","87.5"
"A13041-UAC1801NC0EB","Pablo Pillow ""Lapinx""","869","","3","49"
"A17065-UAC0301NC0CC","Pablo Pillow ""Forest Temple""","870","","6","49"
"A08011-UAC0301NC0HA","Pablo Pillow ""Whisper""","871","","2","49"
"A13041-WDR2901NC0EB","Joni Dress ""Lapinx""","881","3097","0","139"
"A13041-WDR2901NC0EB","Joni Dress ""Lapinx""","881","3098","1","139"
"A13041-WDR2901NC0EB","Joni Dress ""Lapinx""","881","3099","0","139"
"A13041-WDR2901NC0EB","Joni Dress ""Lapinx""","881","3100","1","139"
"A13041-WDR2901NC0EB","Joni Dress ""Lapinx""","881","3101","0","139"
"A07020-MTT0501NC0AA","Jasper Tie ""Journey to the Spirit World""","892","","2","79"
"A16059-WPA0401NC0IB","Jackie Legging ""Wisdom Keepers""","894","3007","0","109"
"A16059-WPA0401NC0IB","Jackie Legging ""Wisdom Keepers""","894","3008","0","109"
"A16059-WPA0401NC0IB","Jackie Legging ""Wisdom Keepers""","894","3009","0","109"
"A16059-WPA0401NC0IB","Jackie Legging ""Wisdom Keepers""","894","3010","1","109"
"A16059-WPA0401NC0IB","Jackie Legging ""Wisdom Keepers""","894","3011","1","109"
"W12018-WDR2601NC0DB","Kate Dress ""Early Evening Flowing into Fall""","911","3037","0","149"
"W12018-WDR2601NC0DB","Kate Dress ""Early Evening Flowing into Fall""","911","3038","1","149"
"W12018-WDR2601NC0DB","Kate Dress ""Early Evening Flowing into Fall""","911","3039","0","149"
"W12018-WDR2601NC0DB","Kate Dress ""Early Evening Flowing into Fall""","911","3040","0","149"
"W12018-WDR2601NC0DB","Kate Dress ""Early Evening Flowing into Fall""","911","3041","1","149"
"A17065-WDR1001NC0CB","Jeanne Dress ""Forest Temple""","912","3107","1","139"
"A17065-WDR1001NC0CB","Jeanne Dress ""Forest Temple""","912","3108","0","139"
"A17065-WDR1001NC0CB","Jeanne Dress ""Forest Temple""","912","3109","1","139"
"A17065-WDR1001NC0CB","Jeanne Dress ""Forest Temple""","912","3110","1","139"
"A17065-WDR1001NC0CB","Jeanne Dress ""Forest Temple""","912","3111","1","139"
"A16059-WBL0301NC0IA","Frida Cardigan ""Wisdom Keepers""","916","2927","1","129"
"A16059-WBL0301NC0IA","Frida Cardigan ""Wisdom Keepers""","916","2928","1","129"
"A16059-WBL0301NC0IA","Frida Cardigan ""Wisdom Keepers""","916","2929","0","129"
"A16059-WBL0301NC0IA","Frida Cardigan ""Wisdom Keepers""","916","2930","0","129"
"A16059-WBL0301NC0IA","Frida Cardigan ""Wisdom Keepers""","916","2931","0","129"
"A08011-WBL0301NC0HB","Frida Cardigan ""Whisper""","917","2942","0","129"
"A08011-WBL0301NC0HB","Frida Cardigan ""Whisper""","917","2943","2","129"
"A08011-WBL0301NC0HB","Frida Cardigan ""Whisper""","917","2944","1","129"
"A08011-WBL0301NC0HB","Frida Cardigan ""Whisper""","917","2945","0","129"
"A08011-WBL0301NC0HB","Frida Cardigan ""Whisper""","917","2946","1","129"
"A17065-WBL0301NC0CB","Frida Cardigan ""The Forest Temple""","918","2937","1","129"
"A17065-WBL0301NC0CB","Frida Cardigan ""The Forest Temple""","918","2938","0","129"
"A17065-WBL0301NC0CB","Frida Cardigan ""The Forest Temple""","918","2939","1","129"
"A17065-WBL0301NC0CB","Frida Cardigan ""The Forest Temple""","918","2940","1","129"
"A17065-WBL0301NC0CB","Frida Cardigan ""The Forest Temple""","918","2941","1","129"
"A16052-WBL0301NC0BA","Frida Cardigan ""Zenith""","919","2932","0","129"
"A16052-WBL0301NC0BA","Frida Cardigan ""Zenith""","919","2933","1","129"
"A16052-WBL0301NC0BA","Frida Cardigan ""Zenith""","919","2934","1","129"
"A16052-WBL0301NC0BA","Frida Cardigan ""Zenith""","919","2935","0","129"
"A16052-WBL0301NC0BA","Frida Cardigan ""Zenith""","919","2936","0","129"
"A07020-WBL0301NC0AA","Frida Cardigan ""Journey to the Spirit World""","920","2922","1","129"
"A07020-WBL0301NC0AA","Frida Cardigan ""Journey to the Spirit World""","920","2923","1","129"
"A07020-WBL0301NC0AA","Frida Cardigan ""Journey to the Spirit World""","920","2924","2","129"
"A07020-WBL0301NC0AA","Frida Cardigan ""Journey to the Spirit World""","920","2925","0","129"
"A07020-WBL0301NC0AA","Frida Cardigan ""Journey to the Spirit World""","920","2926","1","129"
"A13041-WDR3201NC0EB","Michelle Dress ""Lapinx""","921","3167","1","129"
"A13041-WDR3201NC0EB","Michelle Dress ""Lapinx""","921","3168","0","129"
"A13041-WDR3201NC0EB","Michelle Dress ""Lapinx""","921","3169","1","129"
"A13041-WDR3201NC0EB","Michelle Dress ""Lapinx""","921","3170","1","129"
"A13041-WDR3201NC0EB","Michelle Dress ""Lapinx""","921","3171","0","129"
"189","Leather Moccasins for Men","927","2127","0","0"
"189","Leather Moccasins for Men","927","2128","0","0"
"189","Leather Moccasins for Men","927","2129","0","0"
"189","Leather Moccasins for Men","927","2566","1","0"
"189","Leather Moccasins for Men","927","2567","1","0"
"189","Leather Moccasins for Men","927","7177","0","0"
"189","Leather Moccasins for Men","927","7178","0","0"
"189","Leather Moccasins for Men","927","7179","2","0"
"189","Leather Moccasins for Men","927","7180","2","0"
"189","Leather Moccasins for Men","927","7181","2","0"
"186","Leather Moccasins for Men","930","2153","1","0"
"186","Leather Moccasins for Men","930","2154","1","0"
"186","Leather Moccasins for Men","930","2155","0","0"
"186","Leather Moccasins for Men","930","2156","1","0"
"186","Leather Moccasins for Men","930","2159","1","0"
"186","Leather Moccasins for Men","930","2160","2","0"
"186","Leather Moccasins for Men","930","7182","1","0"
"186","Leather Moccasins for Men","930","7183","0","0"
"186","Leather Moccasins for Men","930","7184","0","0"
"186","Leather Moccasins for Men","930","7185","0","0"
"A17063-UAC1801NC02A","Pablo Pillow ""Depth""","933","","4","49"
"A08013-WDR1601NC0FB","Patti Tunic ""New Day""","936","3247","1","119"
"A08013-WDR1601NC0FB","Patti Tunic ""New Day""","936","3248","0","119"
"A08013-WDR1601NC0FB","Patti Tunic ""New Day""","936","3249","2","119"
"A08013-WDR1601NC0FB","Patti Tunic ""New Day""","936","3250","0","119"
"A08013-WDR1601NC0FB","Patti Tunic ""New Day""","936","3251","0","119"
"A17063-WLS0401NC02A","Dolly Top ""Depth""","939","3232","1","119"
"A17063-WLS0401NC02A","Dolly Top ""Depth""","939","3233","0","119"
"A17063-WLS0401NC02A","Dolly Top ""Depth""","939","3234","0","119"
"A17063-WLS0401NC02A","Dolly Top ""Depth""","939","3235","1","119"
"A17063-WLS0401NC02A","Dolly Top ""Depth""","939","3236","0","119"
"A08013-WNS0801NC0FC","Kaplan Tank ""New Day""","944","3277","2","129"
"A08013-WNS0801NC0FC","Kaplan Tank ""New Day""","944","3278","3","129"
"A08013-WNS0801NC0FC","Kaplan Tank ""New Day""","944","3279","1","129"
"A08013-WNS0801NC0FC","Kaplan Tank ""New Day""","944","3280","0","129"
"A08013-WNS0801NC0FC","Kaplan Tank ""New Day""","944","3281","0","129"
"A08013-UAC1801NC0FB","Pablo Pillow ""New Day""","950","","2","49"
"A10004-WBL0301NC01C","Frida Cardigan ""Merging Earth and Sky""","954","2947","1","129"
"A10004-WBL0301NC01C","Frida Cardigan ""Merging Earth and Sky""","954","2948","1","129"
"A10004-WBL0301NC01C","Frida Cardigan ""Merging Earth and Sky""","954","2949","0","129"
"A10004-WBL0301NC01C","Frida Cardigan ""Merging Earth and Sky""","954","2950","0","129"
"A10004-WBL0301NC01C","Frida Cardigan ""Merging Earth and Sky""","954","2951","0","129"
"A17064-WBL0301NC03A","Frida Cardigan ""M'Otter Love""","955","2952","0","129"
"A17064-WBL0301NC03A","Frida Cardigan ""M'Otter Love""","955","2953","0","129"
"A17064-WBL0301NC03A","Frida Cardigan ""M'Otter Love""","955","2954","2","129"
"A17064-WBL0301NC03A","Frida Cardigan ""M'Otter Love""","955","2955","1","129"
"A17064-WBL0301NC03A","Frida Cardigan ""M'Otter Love""","955","2956","1","129"
"A16058-WBL0301NC04A","Frida Cardigan ""Silent Seekers""","956","2957","2","129"
"A16058-WBL0301NC04A","Frida Cardigan ""Silent Seekers""","956","2958","1","129"
"A16058-WBL0301NC04A","Frida Cardigan ""Silent Seekers""","956","2959","1","129"
"A16058-WBL0301NC04A","Frida Cardigan ""Silent Seekers""","956","2960","2","129"
"A16058-WBL0301NC04A","Frida Cardigan ""Silent Seekers""","956","2961","1","129"
"W12018-WAC0201NC0DB","Vivienne Scarf ""Early Evening Flowing into Fall""","962","","3","49"
"A17063-WNS0701NC02A","Coco Tank ""Depth""","964","3297","1","69"
"A17063-WNS0701NC02A","Coco Tank ""Depth""","964","3298","0","69"
"A17063-WNS0701NC02A","Coco Tank ""Depth""","964","3299","3","69"
"A17063-WNS0701NC02A","Coco Tank ""Depth""","964","3300","0","69"
"A17063-WNS0701NC02A","Coco Tank ""Depth""","964","3301","1","69"
"A08013-WNS0701NC0FA","Coco Tank ""New Day""","965","3302","1","69"
"A08013-WNS0701NC0FA","Coco Tank ""New Day""","965","3303","2","69"
"A08013-WNS0701NC0FA","Coco Tank ""New Day""","965","3304","1","69"
"A08013-WNS0701NC0FA","Coco Tank ""New Day""","965","3305","2","69"
"A08013-WNS0701NC0FA","Coco Tank ""New Day""","965","3306","1","69"
"A17064-WNS0701NC03A","Coco Tank ""M'Otter Love""","966","3307","1","69"
"A17064-WNS0701NC03A","Coco Tank ""M'Otter Love""","966","3308","1","69"
"A17064-WNS0701NC03A","Coco Tank ""M'Otter Love""","966","3309","0","69"
"A17064-WNS0701NC03A","Coco Tank ""M'Otter Love""","966","3310","0","69"
"A17064-WNS0701NC03A","Coco Tank ""M'Otter Love""","966","3311","0","69"
"A17065-WSS0901NC0CB","K Smith T-Shirt ""The Forest Temple""","968","3322","0","79"
"A17065-WSS0901NC0CB","K Smith T-Shirt ""The Forest Temple""","968","3323","1","79"
"A17065-WSS0901NC0CB","K Smith T-Shirt ""The Forest Temple""","968","3324","0","79"
"A17065-WSS0901NC0CB","K Smith T-Shirt ""The Forest Temple""","968","3325","1","79"
"A17065-WSS0901NC0CB","K Smith T-Shirt ""The Forest Temple""","968","3326","0","79"
"A17065-WDR2601NC0CC","Kate Dress ""Forest Temple""","969","3052","0","149"
"A17065-WDR2601NC0CC","Kate Dress ""Forest Temple""","969","3053","1","149"
"A17065-WDR2601NC0CC","Kate Dress ""Forest Temple""","969","3054","0","149"
"A17065-WDR2601NC0CC","Kate Dress ""Forest Temple""","969","3055","2","149"
"A17065-WDR2601NC0CC","Kate Dress ""Forest Temple""","969","3056","0","149"
"A08013-WDR2901NC0FA","Joni Dress ""New Day""","976","3102","0","139"
"A08013-WDR2901NC0FA","Joni Dress ""New Day""","976","3103","0","139"
"A08013-WDR2901NC0FA","Joni Dress ""New Day""","976","3104","1","139"
"A08013-WDR2901NC0FA","Joni Dress ""New Day""","976","3105","0","139"
"A08013-WDR2901NC0FA","Joni Dress ""New Day""","976","3106","1","139"
"A17064-WBL0601NCO3A","Kimono ""M'Otter Love""","977","2368","5","109"
"A17065-WBL0601NCOCA","Kimono ""Forest Temple""","979","2370","6","109"
"A08011-WDR3201NC0HA","Michelle Dress ""Whisper""","981","3157","0","129"
"A08011-WDR3201NC0HA","Michelle Dress ""Whisper""","981","3158","-1","129"
"A08011-WDR3201NC0HA","Michelle Dress ""Whisper""","981","3159","0","129"
"A08011-WDR3201NC0HA","Michelle Dress ""Whisper""","981","3160","1","129"
"A08011-WDR3201NC0HA","Michelle Dress ""Whisper""","981","3161","2","129"
"A16058-WSK040NCO4A","Skirt Alex ""Silent Seekers""","984","2992","0","129"
"A16058-WSK040NCO4A","Skirt Alex ""Silent Seekers""","984","2993","1","129"
"A16058-WSK040NCO4A","Skirt Alex ""Silent Seekers""","984","2994","0","129"
"A16058-WSK040NCO4A","Skirt Alex ""Silent Seekers""","984","2995","1","129"
"A16058-WSK040NCO4A","Skirt Alex ""Silent Seekers""","984","2996","0","129"
"A08013-WBL0301NC0FB","Frida Cardigan ""New Day""","986","2962","1","129"
"A08013-WBL0301NC0FB","Frida Cardigan ""New Day""","986","2963","0","129"
"A08013-WBL0301NC0FB","Frida Cardigan ""New Day""","986","2964","0","129"
"A08013-WBL0301NC0FB","Frida Cardigan ""New Day""","986","2965","0","129"
"A08013-WBL0301NC0FB","Frida Cardigan ""New Day""","986","2966","1","129"
"W12018-WBL0301NC0DA","Frida Cardigan ""Early Evening Flowing into Fall""","988","2972","0","129"
"W12018-WBL0301NC0DA","Frida Cardigan ""Early Evening Flowing into Fall""","988","2973","0","129"
"W12018-WBL0301NC0DA","Frida Cardigan ""Early Evening Flowing into Fall""","988","2974","2","129"
"W12018-WBL0301NC0DA","Frida Cardigan ""Early Evening Flowing into Fall""","988","2975","1","129"
"W12018-WBL0301NC0DA","Frida Cardigan ""Early Evening Flowing into Fall""","988","2976","1","129"
"A08011-WPA0401NC0HE","Jackie Legging ""Whisper""","989","3012","0","109"
"A08011-WPA0401NC0HE","Jackie Legging ""Whisper""","989","3013","1","109"
"A08011-WPA0401NC0HE","Jackie Legging ""Whisper""","989","3014","0","109"
"A08011-WPA0401NC0HE","Jackie Legging ""Whisper""","989","3015","0","109"
"A08011-WPA0401NC0HE","Jackie Legging ""Whisper""","989","3016","1","109"
"A08013-WPA0401NC0FB","Jackie Legging ""New Day""","990","3017","1","109"
"A08013-WPA0401NC0FB","Jackie Legging ""New Day""","990","3018","1","109"
"A08013-WPA0401NC0FB","Jackie Legging ""New Day""","990","3019","0","109"
"A08013-WPA0401NC0FB","Jackie Legging ""New Day""","990","3020","1","109"
"A08013-WPA0401NC0FB","Jackie Legging ""New Day""","990","3021","1","109"
"A17063-WPA0301NC02A","Carla Palazzo ""Depth""","992","3032","0","169"
"A17063-WPA0301NC02A","Carla Palazzo ""Depth""","992","3033","1","169"
"A17063-WPA0301NC02A","Carla Palazzo ""Depth""","992","3034","1","169"
"A17063-WPA0301NC02A","Carla Palazzo ""Depth""","992","3035","1","169"
"A17063-WPA0301NC02A","Carla Palazzo ""Depth""","992","3036","0","169"
"A13041-WAC0201NC0EA","Vivienne Scarf ""Lapinx""","994","","3","49"
"W17062-WAC0201NC0GC","Vivienne Scarf ""Horizon""","996","","4","49"
"A08013-WAC0201NC0FC","Vivienne Scarf ""New Day""","997","","6","49"
"A08011-WAC0201NC0HB","Vivienne Scarf ""Whisper""","998","","3","49"
"A16059-WAC0201NC0IA","Vivienne Scarf ""Wisdom Keepers""","999","","4","49"
"A16059-WDR2601NC01B","Kate Dress ""Wisdom Keepers""","1006","3067","2","149"
"A16059-WDR2601NC01B","Kate Dress ""Wisdom Keepers""","1006","3068","2","149"
"A16059-WDR2601NC01B","Kate Dress ""Wisdom Keepers""","1006","3069","1","149"
"A16059-WDR2601NC01B","Kate Dress ""Wisdom Keepers""","1006","3070","2","149"
"A16059-WDR2601NC01B","Kate Dress ""Wisdom Keepers""","1006","3071","1","149"
"A01028-WBL0301NC08A","Frida Cardigan ""Giving Thanks""","1010","2977","0","129"
"A01028-WBL0301NC08A","Frida Cardigan ""Giving Thanks""","1010","2978","1","129"
"A01028-WBL0301NC08A","Frida Cardigan ""Giving Thanks""","1010","2979","1","129"
"A01028-WBL0301NC08A","Frida Cardigan ""Giving Thanks""","1010","2980","0","129"
"A01028-WBL0301NC08A","Frida Cardigan ""Giving Thanks""","1010","2981","0","129"
"A16051-WBL0301NC05A","Frida Cardigan ""Northern Keepers""","1012","2982","1","129"
"A16051-WBL0301NC05A","Frida Cardigan ""Northern Keepers""","1012","2983","1","129"
"A16051-WBL0301NC05A","Frida Cardigan ""Northern Keepers""","1012","2984","0","129"
"A16051-WBL0301NC05A","Frida Cardigan ""Northern Keepers""","1012","2985","0","129"
"A16051-WBL0301NC05A","Frida Cardigan ""Northern Keepers""","1012","2986","1","129"
"A17063-WSK040NCO2A","Skirt Alex ""Depth""","1016","3002","0","129"
"A17063-WSK040NCO2A","Skirt Alex ""Depth""","1016","3003","1","129"
"A17063-WSK040NCO2A","Skirt Alex ""Depth""","1016","3004","1","129"
"A17063-WSK040NCO2A","Skirt Alex ""Depth""","1016","3005","1","129"
"A17063-WSK040NCO2A","Skirt Alex ""Depth""","1016","3006","1","129"
"W17062-WDR1001NC0GB","Jeanne Dress ""Horizon""","1018","3122","1","139"
"W17062-WDR1001NC0GB","Jeanne Dress ""Horizon""","1018","3123","1","139"
"W17062-WDR1001NC0GB","Jeanne Dress ""Horizon""","1018","3124","2","139"
"W17062-WDR1001NC0GB","Jeanne Dress ""Horizon""","1018","3125","0","139"
"W17062-WDR1001NC0GB","Jeanne Dress ""Horizon""","1018","3126","0","139"
"142","Suede Moccasins for Men","1020","2508","3","0"
"142","Suede Moccasins for Men","1020","2512","2","0"
"142","Suede Moccasins for Men","1020","7186","0","0"
"142","Suede Moccasins for Men","1020","7187","0","0"
"142","Suede Moccasins for Men","1020","7188","2","0"
"142","Suede Moccasins for Men","1020","7189","0","0"
"142","Suede Moccasins for Men","1020","7190","0","0"
"142","Suede Moccasins for Men","1020","7191","2","0"
"142","Suede Moccasins for Men","1020","7192","3","0"
"142","Suede Moccasins for Men","1020","7193","3","0"
"142","Suede Moccasins for Women","1021","2520","2","64"
"142","Suede Moccasins for Women","1021","2521","1","64"
"142","Suede Moccasins for Women","1021","2522","2","64"
"142","Suede Moccasins for Women","1021","2523","1","64"
"142","Suede Moccasins for Women","1021","2524","2","64"
"142","Suede Moccasins for Women","1021","2538","0","64"
"142","Suede Moccasins for Women","1021","2539","0","64"
"258","Mousecassins for Babies","1029","2618","1","40"
"258","Mousecassins for Babies","1029","2619","1","40"
"258","Mousecassins for Babies","1029","2620","1","40"
"258","Mousecassins for Babies","1029","2621","2","40"
"258","Mousecassins for Babies","1029","2622","3","40"
"404","Suede Moccasins for Women","1031","2633","2","0"
"404","Suede Moccasins for Women","1031","2635","0","0"
"404","Suede Moccasins for Women","1031","2637","2","0"
"404","Suede Moccasins for Women","1031","2638","3","0"
"404","Suede Moccasins for Women","1031","7196","0","0"
"404","Suede Moccasins for Women","1031","7197","2","0"
"404","Suede Moccasins for Women","1031","7198","2","0"
"404","Suede Moccasins for Women","1031","7829","1","0"
"240","Suede Moccasins for Women","1032","2639","0","114"
"240","Suede Moccasins for Women","1032","2640","1","114"
"240","Suede Moccasins for Women","1032","2641","0","114"
"240","Suede Moccasins for Women","1032","2642","0","114"
"240","Suede Moccasins for Women","1032","2643","0","114"
"240","Suede Moccasins for Women","1032","2644","0","114"
"240","Suede Moccasins for Women","1032","2645","1","114"
"402","Suede Moccasins for Women","1034","7041","1","61"
"402","Suede Moccasins for Women","1034","7042","1","61"
"402","Suede Moccasins for Women","1034","7043","2","61"
"402","Suede Moccasins for Women","1034","7044","2","61"
"402","Suede Moccasins for Women","1034","7045","2","61"
"402","Suede Moccasins for Women","1034","7199","0","61"
"402","Suede Moccasins for Women","1034","7200","0","61"
"402","Suede Moccasins for Junior","1035","2667","1","48"
"402","Suede Moccasins for Junior","1035","2668","2","48"
"402","Suede Moccasins for Junior","1035","2669","1","48"
"402","Suede Moccasins for Junior","1035","2670","2","48"
"402","Suede Moccasins for Junior","1035","2671","1","48"
"402","Suede Moccasins for Junior","1035","2672","2","48"
"402","Suede Moccasins for Children","1036","2679","2","44"
"402","Suede Moccasins for Children","1036","2680","1","44"
"402","Suede Moccasins for Children","1036","2681","2","44"
"402","Suede Moccasins for Children","1036","2682","2","44"
"402","Suede Moccasins for Babies","1037","2689","1","40"
"402","Suede Moccasins for Babies","1037","2690","2","40"
"402","Suede Moccasins for Babies","1037","2691","2","40"
"402","Suede Moccasins for Babies","1037","2692","2","40"
"402","Suede Moccasins for Babies","1037","2693","1","40"
"542","Suede Moccasins for Women","1039","2705","1","114"
"542","Suede Moccasins for Women","1039","2706","1","114"
"542","Suede Moccasins for Women","1039","7201","0","114"
