"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Product Combinations ID","Product ID"
"Ladies Suede Moccasins","5000-0400-00-748IND","","Mocassins en Suède pour Dames : Pointure - 8","0","32.40","75.00","7346","1417"
"Ladies Suede Moccasins","5000-0400-00-748IND","","Mocassins en Suède pour Dames : Pointure - 10","0","32.40","75.00","7347","1417"
"Ladies Suede Moccasins","5000-0400-00-748IND","","Mocassins en Suède pour Dames : Pointure - 11","0","32.40","75.00","7348","1417"
"Ladies Suede Moccasins","5000-0000-27-78DKTCK","","Mocassins en Suède pour Dames : Pointure - 7","0","39.70","92.00","6614","2284"
"Ladies Suede Moccasins","5000-0000-27-78DKTCK","","Mocassins en Suède pour Dames : Pointure - 8","0","39.70","92.00","6615","2284"
"Ladies Suede Moccasins","5000-0000-27-78DKTCK","","Mocassins en Suède pour Dames : Pointure - 9","0","39.70","92.00","6616","2284"
"Ladies Suede Moccasins","5000-0000-27-78DKTCK","","Mocassins en Suède pour Dames : Pointure - 10","1","39.70","92.00","6617","2284"
"Ladies Suede Moccasins","5000-0000-27-78DKTCK","","Mocassins en Suède pour Dames : Pointure - 11","0","39.70","92.00","6618","2284"
"Ladies Suede Moccasins","5000-0000-27-78DKTCK","","Mocassins en Suède pour Dames : Pointure - 4","0","39.70","92.00","7385","2284"
"Ladies Suede Moccasins","5000-0000-27-78DKTCK","","Mocassins en Suède pour Dames : Pointure - 5","1","39.70","92.00","7386","2284"
"Ladies Suede Moccasins","5000-0000-27-78DKTCK","","Mocassins en Suède pour Dames : Pointure - 6","0","39.70","92.00","7387","2284"
"Ladies Suede Moccasins","5000-0000-27-78DKTCK","","Mocassins en Suède pour Dames : Pointure - 12","0","39.70","92.00","7388","2284"
"Ladies Suede Moccasins","6019-0308-41MODKT-9113MO","","Mocassins en Suède pour Dames : Pointure - 9","1","68.30","157.00","6692","2686"
"Ladies Suede Moccasins","6019-0308-41MODKT-9113MO","","Mocassins en Suède pour Dames : Pointure - 11","0","68.30","157.00","6694","2686"
"Ladies Suede Moccasins","6019-0308-41MODKT-9113MO","","Mocassins en Suède pour Dames : Pointure - 6","0","68.30","157.00","6697","2686"
"Ladies Suede Moccasins","6019-0308-41MODKT-9113MO","","Mocassins en Suède pour Dames : Pointure - 4","1","68.30","157.00","7427","2686"
"Ladies Suede Moccasins","6019-0308-41MODKT-9113MO","","Mocassins en Suède pour Dames : Pointure - 5","1","68.30","157.00","7428","2686"
"Ladies Suede Moccasins","6019-0308-41MODKT-9113MO","","Mocassins en Suède pour Dames : Pointure - 7","1","68.30","157.00","7429","2686"
"Ladies Suede Moccasins","6019-0308-41MODKT-9113MO","","Mocassins en Suède pour Dames : Pointure - 8","1","68.30","157.00","7430","2686"
"Ladies Suede Moccasins","6019-0308-41MODKT-9113MO","","Mocassins en Suède pour Dames : Pointure - 10","2","68.30","157.00","7431","2686"
"Ladies Suede Moccasins","6019-0308-41MODKT-9113MO","","Mocassins en Suède pour Dames : Pointure - 12","0","68.30","157.00","7432","2686"
"Ladies Suede Slippers","6006-1008-26-KB26118MU","","Pantoufles Suède Dames : Pointure - 9","0","69.00","166.00","6996","3437"
"Ladies Suede Slippers","6006-1008-26-KB26118MU","","Pantoufles Suède Dames : Pointure - 4","1","69.00","166.00","7478","3437"
"Ladies Suede Slippers","6006-1008-26-KB26118MU","","Pantoufles Suède Dames : Pointure - 5","0","69.00","166.00","7479","3437"
"Ladies Suede Slippers","6006-1008-26-KB26118MU","","Pantoufles Suède Dames : Pointure - 6","0","69.00","166.00","7480","3437"
"Ladies Suede Slippers","6006-1008-26-KB26118MU","","Pantoufles Suède Dames : Pointure - 7","0","69.00","166.00","7481","3437"
"Ladies Suede Slippers","6006-1008-26-KB26118MU","","Pantoufles Suède Dames : Pointure - 8","0","69.00","166.00","7482","3437"
"Ladies Suede Slippers","6006-1008-26-KB26118MU","","Pantoufles Suède Dames : Pointure - 10","0","69.00","166.00","7483","3437"
"Ladies Suede Slippers","6006-1008-26-KB26118MU","","Pantoufles Suède Dames : Pointure - 11","0","69.00","166.00","7484","3437"
"Ladies Suede Slippers","6006-1008-26-KB26118MU","","Pantoufles Suède Dames : Pointure - 12","0","69.00","166.00","7485","3437"
"Ballerina Slippers","150GRY","","Mocassins Ballerine : Pointure - 10","2","57.75","115.00","7501","3840"
"Ballerina Slippers","150GRY","","Mocassins Ballerine : Pointure - 6","0","57.75","115.00","7502","3840"
"Ballerina Slippers","150GRY","","Mocassins Ballerine : Pointure - 7","1","57.75","115.00","7503","3840"
"Ballerina Slippers","150GRY","","Mocassins Ballerine : Pointure - 8","1","57.75","115.00","7504","3840"
"Ballerina Slippers","150GRY","","Mocassins Ballerine : Pointure - 9","2","57.75","115.00","7505","3840"
"Ballerina Slippers","150GRY","","Mocassins Ballerine : Pointure - 5","2","57.75","115.00","7506","3840"
"Ballerina Slippers","150GRY","","Mocassins Ballerine : Pointure - 11","0","57.75","115.00","9592","3840"
"Ballerina Slippers","150GRY","","Mocassins Ballerine : Pointure - 12","0","57.75","115.00","9593","3840"
"Leather Moccasins for Women","1135","","Mocassins en Cuir pour Dames : Pointure - 6","1","49.00","113.00","7995","4919"
"Leather Moccasins for Women","1135","","Mocassins en Cuir pour Dames : Pointure - 7","1","49.00","113.00","7996","4919"
"Leather Moccasins for Women","1135","","Mocassins en Cuir pour Dames : Pointure - 8","0","49.00","113.00","7997","4919"
"Leather Moccasins for Women","1135","","Mocassins en Cuir pour Dames : Pointure - 9","0","49.00","113.00","7998","4919"
"Leather Moccasins for Women","1135","","Mocassins en Cuir pour Dames : Pointure - 4","0","49.00","113.00","7999","4919"
"Leather Moccasins for Women","1135","","Mocassins en Cuir pour Dames : Pointure - 5","0","49.00","113.00","8000","4919"
"Leather Moccasins for Women","1135","","Mocassins en Cuir pour Dames : Pointure - 10","0","49.00","113.00","8001","4919"
"Ballerina Slippers","150OG","","Mocassins Ballerine : Pointure - 9","1","57.75","115.00","8057","5563"
"Ballerina Slippers","150OG","","Mocassins Ballerine : Pointure - 10","1","57.75","115.00","8058","5563"
"Ballerina Slippers","150OG","","Mocassins Ballerine : Pointure - 6","0","57.75","115.00","8059","5563"
"Ballerina Slippers","150OG","","Mocassins Ballerine : Pointure - 7","0","57.75","115.00","8060","5563"
"Ballerina Slippers","150OG","","Mocassins Ballerine : Pointure - 8","0","57.75","115.00","8061","5563"
"Ballerina Slippers","150OG","","Mocassins Ballerine : Pointure - 5","0","57.75","115.00","8062","5563"
"Ballerina Slippers","150OG","","Mocassins Ballerine : Pointure - 11","0","57.75","115.00","9594","5563"
"Ballerina Slippers","150OG","","Mocassins Ballerine : Pointure - 12","0","57.75","115.00","9595","5563"
"Leather Moccasins for Women","B442","","Mocassins en Cuir pour Dames : Pointure - 4","0","42.50","98.00","8207","8206"
"Leather Moccasins for Women","B442","","Mocassins en Cuir pour Dames : Pointure - 5","0","42.50","98.00","8208","8206"
"Leather Moccasins for Women","B442","","Mocassins en Cuir pour Dames : Pointure - 6","0","42.50","98.00","8209","8206"
"Leather Moccasins for Women","B442","","Mocassins en Cuir pour Dames : Pointure - 7","0","42.50","98.00","8210","8206"
"Leather Moccasins for Women","B442","","Mocassins en Cuir pour Dames : Pointure - 8","1","42.50","98.00","8211","8206"
"Leather Moccasins for Women","B442","","Mocassins en Cuir pour Dames : Pointure - 9","0","42.50","98.00","8212","8206"
"Leather Moccasins for Women","B442","","Mocassins en Cuir pour Dames : Pointure - 10","0","42.50","98.00","8213","8206"
"Leather Moccasins for Women","B4890","B4890","Mocassins en Cuir pour Dames : Pointure - 6","0","55.00","135.00","9195","11186"
"Leather Moccasins for Women","B4890","B4890","Mocassins en Cuir pour Dames : Pointure - 7","0","55.00","135.00","9196","11186"
"Leather Moccasins for Women","B4890","B4890","Mocassins en Cuir pour Dames : Pointure - 8","0","55.00","135.00","9197","11186"
"Leather Moccasins for Women","B4890","B4890","Mocassins en Cuir pour Dames : Pointure - 9","1","55.00","135.00","9198","11186"
"Leather Moccasins for Women","B4890","B4890","Mocassins en Cuir pour Dames : Pointure - 4","1","55.00","135.00","9199","11186"
"Leather Moccasins for Women","B4890","B4890","Mocassins en Cuir pour Dames : Pointure - 5","2","55.00","135.00","9200","11186"
"Leather Moccasins for Women","B4890","B4890","Mocassins en Cuir pour Dames : Pointure - 10","0","55.00","135.00","9201","11186"
"Ballerina Slippers","150BLSSAB","","Mocassins Ballerine : Pointure - 10","3","92.00","179.00","9290","12007"
"Ballerina Slippers","150BLSSAB","","Mocassins Ballerine : Pointure - 6","1","92.00","179.00","9291","12007"
"Ballerina Slippers","150BLSSAB","","Mocassins Ballerine : Pointure - 7","1","92.00","179.00","9292","12007"
"Ballerina Slippers","150BLSSAB","","Mocassins Ballerine : Pointure - 8","1","92.00","179.00","9293","12007"
"Ballerina Slippers","150BLSSAB","","Mocassins Ballerine : Pointure - 9","1","92.00","179.00","9294","12007"
"Ballerina Slippers","150BLSSAB","","Mocassins Ballerine : Pointure - 5","2","92.00","179.00","9295","12007"
"Ballerina Slippers","150BLSSAB","","Mocassins Ballerine : Pointure - 11","0","92.00","179.00","9598","12007"
"Ballerina Slippers","150BLSSAB","","Mocassins Ballerine : Pointure - 12","0","92.00","179.00","9599","12007"
"Ballerina Slippers","150GRYSSAB","","Mocassins Ballerine : Pointure - 10","0","92.00","179.00","9296","12008"
"Ballerina Slippers","150GRYSSAB","","Mocassins Ballerine : Pointure - 6","0","92.00","179.00","9297","12008"
"Ballerina Slippers","150GRYSSAB","","Mocassins Ballerine : Pointure - 7","1","92.00","179.00","9298","12008"
"Ballerina Slippers","150GRYSSAB","","Mocassins Ballerine : Pointure - 8","0","92.00","179.00","9299","12008"
"Ballerina Slippers","150GRYSSAB","","Mocassins Ballerine : Pointure - 9","1","92.00","179.00","9300","12008"
"Ballerina Slippers","150GRYSSAB","","Mocassins Ballerine : Pointure - 5","0","92.00","179.00","9301","12008"
"Ballerina Slippers","150GRYSSAB","","Mocassins Ballerine : Pointure - 11","0","92.00","179.00","9600","12008"
"Ballerina Slippers","150GRYSSAB","","Mocassins Ballerine : Pointure - 12","0","92.00","179.00","9601","12008"
"Ballerina Slippers","150GRYSAB","","Mocassins Ballerine : Pointure - 10","2","80.00","159.00","9302","12009"
"Ballerina Slippers","150GRYSAB","","Mocassins Ballerine : Pointure - 6","0","80.00","159.00","9303","12009"
"Ballerina Slippers","150GRYSAB","","Mocassins Ballerine : Pointure - 7","0","80.00","159.00","9304","12009"
"Ballerina Slippers","150GRYSAB","","Mocassins Ballerine : Pointure - 8","0","80.00","159.00","9305","12009"
"Ballerina Slippers","150GRYSAB","","Mocassins Ballerine : Pointure - 9","0","80.00","159.00","9306","12009"
"Ballerina Slippers","150GRYSAB","","Mocassins Ballerine : Pointure - 5","0","80.00","159.00","9307","12009"
"Ballerina Slippers","150GRYSAB","","Mocassins Ballerine : Pointure - 11","0","80.00","159.00","9602","12009"
"Ballerina Slippers","150GRYSAB","","Mocassins Ballerine : Pointure - 12","0","80.00","159.00","9603","12009"
"Ballerina Slippers","150RDEP1F","","Mocassins Ballerine : Pointure - 10","2","80.00","159.00","9308","12012"
"Ballerina Slippers","150RDEP1F","","Mocassins Ballerine : Pointure - 6","1","80.00","159.00","9309","12012"
"Ballerina Slippers","150RDEP1F","","Mocassins Ballerine : Pointure - 7","3","80.00","159.00","9310","12012"
"Ballerina Slippers","150RDEP1F","","Mocassins Ballerine : Pointure - 8","1","80.00","159.00","9311","12012"
"Ballerina Slippers","150RDEP1F","","Mocassins Ballerine : Pointure - 9","3","80.00","159.00","9312","12012"
"Ballerina Slippers","150RDEP1F","","Mocassins Ballerine : Pointure - 5","2","80.00","159.00","9313","12012"
"Ballerina Slippers","150RDEP1F","","Mocassins Ballerine : Pointure - 11","0","80.00","159.00","9604","12012"
"Ballerina Slippers","150RDEP1F","","Mocassins Ballerine : Pointure - 12","0","80.00","159.00","9605","12012"
"Ballerina Slippers","150STEP1F","","Mocassins Ballerine : Pointure - 10","2","80.00","159.00","9322","12016"
"Ballerina Slippers","150STEP1F","","Mocassins Ballerine : Pointure - 6","0","80.00","159.00","9323","12016"
"Ballerina Slippers","150STEP1F","","Mocassins Ballerine : Pointure - 7","0","80.00","159.00","9324","12016"
"Ballerina Slippers","150STEP1F","","Mocassins Ballerine : Pointure - 8","0","80.00","159.00","9325","12016"
"Ballerina Slippers","150STEP1F","","Mocassins Ballerine : Pointure - 9","2","80.00","159.00","9326","12016"
"Ballerina Slippers","150STEP1F","","Mocassins Ballerine : Pointure - 5","0","80.00","159.00","9327","12016"
"Ballerina Slippers","150STEP1F","","Mocassins Ballerine : Pointure - 11","0","80.00","159.00","9606","12016"
"Ballerina Slippers","150STEP1F","","Mocassins Ballerine : Pointure - 12","0","80.00","159.00","9607","12016"
"Ballerina Slippers","150CRMEP1F","","Mocassins Ballerine : Pointure - 10","1","80.00","159.00","9328","12017"
"Ballerina Slippers","150CRMEP1F","","Mocassins Ballerine : Pointure - 6","1","80.00","159.00","9329","12017"
"Ballerina Slippers","150CRMEP1F","","Mocassins Ballerine : Pointure - 7","1","80.00","159.00","9330","12017"
"Ballerina Slippers","150CRMEP1F","","Mocassins Ballerine : Pointure - 8","0","80.00","159.00","9331","12017"
"Ballerina Slippers","150CRMEP1F","","Mocassins Ballerine : Pointure - 9","0","80.00","159.00","9332","12017"
"Ballerina Slippers","150CRMEP1F","","Mocassins Ballerine : Pointure - 5","0","80.00","159.00","9333","12017"
"Ballerina Slippers","150CRMEP1F","","Mocassins Ballerine : Pointure - 11","0","80.00","159.00","9608","12017"
"Ballerina Slippers","150CRMEP1F","","Mocassins Ballerine : Pointure - 12","0","80.00","159.00","9609","12017"
"Ladies Leather Slippers","1700-0008-43CK-259CK","","Pantoufles Cuir Dames : Pointure - 4","0","68.20","157.00","9993","13166"
"Ladies Leather Slippers","1700-0008-43CK-259CK","","Pantoufles Cuir Dames : Pointure - 5","0","68.20","157.00","9994","13166"
"Ladies Leather Slippers","1700-0008-43CK-259CK","","Pantoufles Cuir Dames : Pointure - 6","0","68.20","157.00","9995","13166"
"Ladies Leather Slippers","1700-0008-43CK-259CK","","Pantoufles Cuir Dames : Pointure - 7","1","68.20","157.00","9996","13166"
"Ladies Leather Slippers","1700-0008-43CK-259CK","","Pantoufles Cuir Dames : Pointure - 8","0","68.20","157.00","9997","13166"
"Ladies Leather Slippers","1700-0008-43CK-259CK","","Pantoufles Cuir Dames : Pointure - 9","0","68.20","157.00","9998","13166"
"Ladies Leather Slippers","1700-0008-43CK-259CK","","Pantoufles Cuir Dames : Pointure - 10","0","68.20","157.00","9999","13166"
"Ladies Leather Slippers","1700-0008-43CK-259CK","","Pantoufles Cuir Dames : Pointure - 11","0","68.20","157.00","10000","13166"
"Ladies Leather Slippers","1700-0008-43CK-259CK","","Pantoufles Cuir Dames : Pointure - 12","0","68.20","157.00","10001","13166"
"Ladies Suede Moccasins","5000-0008-13-1493IND","","Mocassins en Suède pour Dames : Pointure - 6","0","41.50","96.00","11864","15914"
"Ladies Suede Moccasins","5000-0008-13-1493IND","","Mocassins en Suède pour Dames : Pointure - 7","2","41.50","96.00","11865","15914"
"Ladies Suede Moccasins","5000-0008-13-1493IND","","Mocassins en Suède pour Dames : Pointure - 11","0","41.50","96.00","11866","15914"
"Ladies Suede Moccasins","5000-0008-13-1493IND","","Mocassins en Suède pour Dames : Pointure - 4","0","41.50","96.00","11867","15914"
"Ladies Suede Moccasins","5000-0008-13-1493IND","","Mocassins en Suède pour Dames : Pointure - 5","0","41.50","96.00","11868","15914"
"Ladies Suede Moccasins","5000-0008-13-1493IND","","Mocassins en Suède pour Dames : Pointure - 8","0","41.50","96.00","11869","15914"
"Ladies Suede Moccasins","5000-0008-13-1493IND","","Mocassins en Suède pour Dames : Pointure - 9","1","41.50","96.00","11870","15914"
"Ladies Suede Moccasins","5000-0008-13-1493IND","","Mocassins en Suède pour Dames : Pointure - 10","0","41.50","96.00","11871","15914"
"Ladies Suede Moccasins","5000-0008-13-1493IND","","Mocassins en Suède pour Dames : Pointure - 12","0","41.50","96.00","11872","15914"
"Ladies Suede Moccasins","5000-0008-13-1493FG","","Mocassins en Suède pour Dames : Pointure - 6","0","41.50","96.00","11873","15915"
"Ladies Suede Moccasins","5000-0008-13-1493FG","","Mocassins en Suède pour Dames : Pointure - 7","0","41.50","96.00","11874","15915"
"Ladies Suede Moccasins","5000-0008-13-1493FG","","Mocassins en Suède pour Dames : Pointure - 11","0","41.50","96.00","11875","15915"
"Ladies Suede Moccasins","5000-0008-13-1493FG","","Mocassins en Suède pour Dames : Pointure - 4","0","41.50","96.00","11876","15915"
"Ladies Suede Moccasins","5000-0008-13-1493FG","","Mocassins en Suède pour Dames : Pointure - 5","0","41.50","96.00","11877","15915"
"Ladies Suede Moccasins","5000-0008-13-1493FG","","Mocassins en Suède pour Dames : Pointure - 8","0","41.50","96.00","11878","15915"
"Ladies Suede Moccasins","5000-0008-13-1493FG","","Mocassins en Suède pour Dames : Pointure - 9","0","41.50","96.00","11879","15915"
"Ladies Suede Moccasins","5000-0008-13-1493FG","","Mocassins en Suède pour Dames : Pointure - 10","1","41.50","96.00","11880","15915"
"Ladies Suede Moccasins","5000-0008-13-1493FG","","Mocassins en Suède pour Dames : Pointure - 12","0","41.50","96.00","11881","15915"
