"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Product Combinations ID","Product ID"
"Leather Moccasins for Men","6019-0300-41BR-9133BR","","Mocassins en Cuir pour Hommes : Pointure - 7","2","0.00","0.00","174.00","3664","1101"
"Leather Moccasins for Men","6019-0300-41BR-9133BR","","Mocassins en Cuir pour Hommes : Pointure - 8","0","0.00","0.00","174.00","3665","1101"
"Leather Moccasins for Men","6019-0300-41BR-9133BR","","Mocassins en Cuir pour Hommes : Pointure - 11","1","0.00","0.00","174.00","3668","1101"
"Leather Moccasins for Men","6019-0300-41BR-9133BR","","Mocassins en Cuir pour Hommes : Pointure - 13","0","0.00","0.00","174.00","3670","1101"
"Leather Moccasins for Men","6019-0300-41BR-9133BR","","Mocassins en Cuir pour Hommes : Pointure - 14","0","0.00","0.00","174.00","6905","1101"
"Leather Moccasins for Men","6019-0300-41BR-9133BR","","Mocassins en Cuir pour Hommes : Pointure - 9","0","0.00","0.00","174.00","7286","1101"
"Leather Moccasins for Men","6019-0300-41BR-9133BR","","Mocassins en Cuir pour Hommes : Pointure - 10","1","0.00","0.00","174.00","7287","1101"
"Leather Moccasins for Men","6019-0300-41BR-9133BR","","Mocassins en Cuir pour Hommes : Pointure - 12","1","0.00","0.00","174.00","7288","1101"
"Leather Moccasins for Men","6019-0300-41BR-9133BR","","Mocassins en Cuir pour Hommes : Pointure - 15","0","0.00","0.00","174.00","7289","1101"
"Suede Moccasins for Men","6019-0300-41BR-9113MODKT-9113MO","","Mocassins en Suède pour Hommes : Pointure - 6","0","73.70","170.00","0.00","3683","1102"
"Suede Moccasins for Men","6019-0300-41BR-9113MODKT-9113MO","","Mocassins en Suède pour Hommes : Pointure - 8","2","73.70","170.00","0.00","3685","1102"
"Suede Moccasins for Men","6019-0300-41BR-9113MODKT-9113MO","","Mocassins en Suède pour Hommes : Pointure - 9","2","73.70","170.00","0.00","3686","1102"
"Suede Moccasins for Men","6019-0300-41BR-9113MODKT-9113MO","","Mocassins en Suède pour Hommes : Pointure - 12","1","73.70","170.00","0.00","3689","1102"
"Suede Moccasins for Men","6019-0300-41BR-9113MODKT-9113MO","","Mocassins en Suède pour Hommes : Pointure - 13","0","73.70","170.00","0.00","3690","1102"
"Suede Moccasins for Men","6019-0300-41BR-9113MODKT-9113MO","","Mocassins en Suède pour Hommes : Pointure - 7","0","73.70","170.00","0.00","7290","1102"
"Suede Moccasins for Men","6019-0300-41BR-9113MODKT-9113MO","","Mocassins en Suède pour Hommes : Pointure - 10","1","73.70","170.00","0.00","7291","1102"
"Suede Moccasins for Men","6019-0300-41BR-9113MODKT-9113MO","","Mocassins en Suède pour Hommes : Pointure - 11","0","73.70","170.00","0.00","7292","1102"
"Suede Moccasins for Men","6019-0300-41BR-9113MODKT-9113MO","","Mocassins en Suède pour Hommes : Pointure - 14","0","73.70","170.00","0.00","7293","1102"
"Suede Moccasins for Men","6019-0300-41BR-9113MODKT-9113MO","","Mocassins en Suède pour Hommes : Pointure - 15","0","73.70","170.00","0.00","7294","1102"
"Suede Slippers for Men","6080-0408-41BL-653","","Pantoufles Suède pour Hommes : Pointure - 6","0","0.00","125.00","0.00","3718","1105"
"Suede Slippers for Men","6080-0408-41BL-653","","Pantoufles Suède pour Hommes : Pointure - 7","1","0.00","125.00","0.00","3719","1105"
"Suede Slippers for Men","6080-0408-41BL-653","","Pantoufles Suède pour Hommes : Pointure - 8","0","0.00","125.00","0.00","3720","1105"
"Suede Slippers for Men","6080-0408-41BL-653","","Pantoufles Suède pour Hommes : Pointure - 9","0","0.00","125.00","0.00","3721","1105"
"Suede Slippers for Men","6080-0408-41BL-653","","Pantoufles Suède pour Hommes : Pointure - 10","1","0.00","125.00","0.00","3722","1105"
"Suede Slippers for Men","6080-0408-41BL-653","","Pantoufles Suède pour Hommes : Pointure - 11","1","0.00","125.00","0.00","3723","1105"
"Suede Slippers for Men","6080-0408-41BL-653","","Pantoufles Suède pour Hommes : Pointure - 12","1","0.00","125.00","0.00","3724","1105"
"Suede Slippers for Men","6080-0408-41BL-653","","Pantoufles Suède pour Hommes : Pointure - 15","0","0.00","125.00","0.00","6907","1105"
"Suede Slippers for Men","6080-0408-41BL-653","","Pantoufles Suède pour Hommes : Pointure - 13","0","0.00","125.00","0.00","7302","1105"
"Suede Slippers for Men","6080-0408-41BL-653","","Pantoufles Suède pour Hommes : Pointure - 14","1","0.00","125.00","0.00","7303","1105"
"Suede Moccasins for Men","5000-0000-27-78CHORK","","Mocassins en Suède pour Hommes : Pointure - 6","0","42.60","98.00","0.00","3735","1106"
"Suede Moccasins for Men","5000-0000-27-78CHORK","","Mocassins en Suède pour Hommes : Pointure - 7","1","42.60","98.00","0.00","3736","1106"
"Suede Moccasins for Men","5000-0000-27-78CHORK","","Mocassins en Suède pour Hommes : Pointure - 8","0","42.60","98.00","0.00","3737","1106"
"Suede Moccasins for Men","5000-0000-27-78CHORK","","Mocassins en Suède pour Hommes : Pointure - 9","0","42.60","98.00","0.00","3738","1106"
"Suede Moccasins for Men","5000-0000-27-78CHORK","","Mocassins en Suède pour Hommes : Pointure - 10","0","42.60","98.00","0.00","3739","1106"
"Suede Moccasins for Men","5000-0000-27-78CHORK","","Mocassins en Suède pour Hommes : Pointure - 11","0","42.60","98.00","0.00","3740","1106"
"Suede Moccasins for Men","5000-0000-27-78CHORK","","Mocassins en Suède pour Hommes : Pointure - 12","0","42.60","98.00","0.00","3741","1106"
"Suede Moccasins for Men","5000-0000-27-78CHORK","","Mocassins en Suède pour Hommes : Pointure - 13","0","42.60","98.00","0.00","3742","1106"
"Suede Moccasins for Men","5000-0000-27-78CHORK","","Mocassins en Suède pour Hommes : Pointure - 14","0","42.60","98.00","0.00","7304","1106"
"Suede Moccasins for Men","5000-0000-27-78CHORK","","Mocassins en Suède pour Hommes : Pointure - 15","0","42.60","98.00","0.00","7305","1106"
"Leather Moccasins for Men","5000-0000-27-11563BL","","Mocassins en Cuir pour Hommes : Pointure - 6","0","54.90","140.00","0.00","6143","1406"
"Leather Moccasins for Men","5000-0000-27-11563BL","","Mocassins en Cuir pour Hommes : Pointure - 7","0","54.90","140.00","0.00","6144","1406"
"Leather Moccasins for Men","5000-0000-27-11563BL","","Mocassins en Cuir pour Hommes : Pointure - 8","0","54.90","140.00","0.00","6145","1406"
"Leather Moccasins for Men","5000-0000-27-11563BL","","Mocassins en Cuir pour Hommes : Pointure - 9","0","54.90","140.00","0.00","6146","1406"
"Leather Moccasins for Men","5000-0000-27-11563BL","","Mocassins en Cuir pour Hommes : Pointure - 10","1","54.90","140.00","0.00","6147","1406"
"Leather Moccasins for Men","5000-0000-27-11563BL","","Mocassins en Cuir pour Hommes : Pointure - 11","0","54.90","140.00","0.00","6148","1406"
"Leather Moccasins for Men","5000-0000-27-11563BL","","Mocassins en Cuir pour Hommes : Pointure - 12","0","54.90","140.00","0.00","6149","1406"
"Leather Moccasins for Men","5000-0000-27-11563BL","","Mocassins en Cuir pour Hommes : Pointure - 13","0","54.90","140.00","0.00","6150","1406"
"Leather Moccasins for Men","5000-0000-27-11563BL","","Mocassins en Cuir pour Hommes : Pointure - 14","0","54.90","140.00","0.00","6151","1406"
"Leather Moccasins for Men","5000-0000-27-11563BL","","Mocassins en Cuir pour Hommes : Pointure - 15","0","54.90","140.00","0.00","6152","1406"
"Leather Moccasins for Men","5000-0800-17-7055RK","","Mocassins en Cuir pour Hommes : Pointure - 9","1","0.00","143.00","0.00","6166","1408"
"Leather Moccasins for Men","5000-0800-17-7055RK","","Mocassins en Cuir pour Hommes : Pointure - 10","1","0.00","143.00","0.00","6167","1408"
"Leather Moccasins for Men","5000-0800-17-7055RK","","Mocassins en Cuir pour Hommes : Pointure - 12","1","0.00","143.00","0.00","6169","1408"
"Leather Moccasins for Men","5000-0800-17-7055RK","","Mocassins en Cuir pour Hommes : Pointure - 6","0","0.00","143.00","0.00","7315","1408"
"Leather Moccasins for Men","5000-0800-17-7055RK","","Mocassins en Cuir pour Hommes : Pointure - 7","0","0.00","143.00","0.00","7316","1408"
"Leather Moccasins for Men","5000-0800-17-7055RK","","Mocassins en Cuir pour Hommes : Pointure - 8","0","0.00","143.00","0.00","7317","1408"
"Leather Moccasins for Men","5000-0800-17-7055RK","","Mocassins en Cuir pour Hommes : Pointure - 11","1","0.00","143.00","0.00","7318","1408"
"Leather Moccasins for Men","5000-0800-17-7055RK","","Mocassins en Cuir pour Hommes : Pointure - 13","0","0.00","143.00","0.00","7319","1408"
"Leather Moccasins for Men","5000-0800-17-7055RK","","Mocassins en Cuir pour Hommes : Pointure - 14","0","0.00","143.00","0.00","7320","1408"
"Leather Moccasins for Men","5000-0800-17-7055RK","","Mocassins en Cuir pour Hommes : Pointure - 15","0","0.00","143.00","0.00","7321","1408"
"Leather Moccasins for Men","5000-0800-17-7055BL","","Mocassins en Cuir pour Hommes : Pointure - 6","0","62.00","143.00","0.00","6181","1410"
"Leather Moccasins for Men","5000-0800-17-7055BL","","Mocassins en Cuir pour Hommes : Pointure - 7","0","62.00","143.00","0.00","6182","1410"
"Leather Moccasins for Men","5000-0800-17-7055BL","","Mocassins en Cuir pour Hommes : Pointure - 8","0","62.00","143.00","0.00","6183","1410"
"Leather Moccasins for Men","5000-0800-17-7055BL","","Mocassins en Cuir pour Hommes : Pointure - 9","0","62.00","143.00","0.00","6184","1410"
"Leather Moccasins for Men","5000-0800-17-7055BL","","Mocassins en Cuir pour Hommes : Pointure - 10","1","62.00","143.00","0.00","6185","1410"
"Leather Moccasins for Men","5000-0800-17-7055BL","","Mocassins en Cuir pour Hommes : Pointure - 11","1","62.00","143.00","0.00","6186","1410"
"Leather Moccasins for Men","5000-0800-17-7055BL","","Mocassins en Cuir pour Hommes : Pointure - 12","1","62.00","143.00","0.00","6187","1410"
"Leather Moccasins for Men","5000-0800-17-7055BL","","Mocassins en Cuir pour Hommes : Pointure - 13","0","62.00","143.00","0.00","6188","1410"
"Leather Moccasins for Men","5000-0800-17-7055BL","","Mocassins en Cuir pour Hommes : Pointure - 14","0","62.00","143.00","0.00","7322","1410"
"Leather Moccasins for Men","5000-0800-17-7055BL","","Mocassins en Cuir pour Hommes : Pointure - 15","0","62.00","143.00","0.00","7323","1410"
"Suede Slippers for Men","6080-0400-41IND-648","","Pantoufles Suède pour Hommes : Pointure - 7","0","54.30","125.00","0.00","6190","1414"
"Suede Slippers for Men","6080-0400-41IND-648","","Pantoufles Suède pour Hommes : Pointure - 8","2","54.30","125.00","0.00","6191","1414"
"Suede Slippers for Men","6080-0400-41IND-648","","Pantoufles Suède pour Hommes : Pointure - 10","0","54.30","125.00","0.00","6193","1414"
"Suede Slippers for Men","6080-0400-41IND-648","","Pantoufles Suède pour Hommes : Pointure - 13","2","54.30","125.00","0.00","6196","1414"
"Suede Slippers for Men","6080-0400-41IND-648","","Pantoufles Suède pour Hommes : Pointure - 6","0","54.30","125.00","0.00","7339","1414"
"Suede Slippers for Men","6080-0400-41IND-648","","Pantoufles Suède pour Hommes : Pointure - 9","2","54.30","125.00","0.00","7340","1414"
"Suede Slippers for Men","6080-0400-41IND-648","","Pantoufles Suède pour Hommes : Pointure - 11","2","54.30","125.00","0.00","7341","1414"
"Suede Slippers for Men","6080-0400-41IND-648","","Pantoufles Suède pour Hommes : Pointure - 12","2","54.30","125.00","0.00","7342","1414"
"Suede Slippers for Men","6080-0400-41IND-648","","Pantoufles Suède pour Hommes : Pointure - 14","0","54.30","125.00","0.00","7343","1414"
"Suede Slippers for Men","6080-0400-41IND-648","","Pantoufles Suède pour Hommes : Pointure - 15","0","54.30","125.00","0.00","7344","1414"
"Suede Moccasins for Men","989","","Mocassins en Suède pour Hommes : Pointure - 8","3","62.50","0.00","144.00","6379","1426"
"Suede Moccasins for Men","989","","Mocassins en Suède pour Hommes : Pointure - 9","0","62.50","0.00","144.00","6380","1426"
"Suede Moccasins for Men","989","","Mocassins en Suède pour Hommes : Pointure - 4","0","62.50","0.00","144.00","7371","1426"
"Suede Moccasins for Men","989","","Mocassins en Suède pour Hommes : Pointure - 5","0","62.50","0.00","144.00","7372","1426"
"Suede Moccasins for Men","989","","Mocassins en Suède pour Hommes : Pointure - 6","0","62.50","0.00","144.00","7373","1426"
"Suede Moccasins for Men","989","","Mocassins en Suède pour Hommes : Pointure - 7","0","62.50","0.00","144.00","7374","1426"
"Suede Moccasins for Men","989","","Mocassins en Suède pour Hommes : Pointure - 10","0","62.50","0.00","144.00","7375","1426"
"Suede Moccasins for Men","989","","Mocassins en Suède pour Hommes : Pointure - 11","0","62.50","0.00","144.00","7532","1426"
"Suede Moccasins for Men","989","","Mocassins en Suède pour Hommes : Pointure - 12","0","62.50","0.00","144.00","7533","1426"
"Suede Moccasins for Men","989","","Mocassins en Suède pour Hommes : Pointure - 13","0","62.50","0.00","144.00","7534","1426"
"Leather Moccasins for Men","186/8","","Mocassins en Cuir pour Hommes : Pointure - 12","0","55.00","0.00","127.00","6870","3162"
"Leather Moccasins for Men","186/8","","Mocassins en Cuir pour Hommes : Pointure - 10","0","55.00","0.00","127.00","6872","3162"
"Leather Moccasins for Men","186/8","","Mocassins en Cuir pour Hommes : Pointure - 6","0","55.00","0.00","127.00","7445","3162"
"Leather Moccasins for Men","186/8","","Mocassins en Cuir pour Hommes : Pointure - 7","0","55.00","0.00","127.00","7446","3162"
"Leather Moccasins for Men","186/8","","Mocassins en Cuir pour Hommes : Pointure - 8","1","55.00","0.00","127.00","7447","3162"
"Leather Moccasins for Men","186/8","","Mocassins en Cuir pour Hommes : Pointure - 9","0","55.00","0.00","127.00","7448","3162"
"Leather Moccasins for Men","186/8","","Mocassins en Cuir pour Hommes : Pointure - 11","2","55.00","0.00","127.00","7449","3162"
"Leather Moccasins for Men","186/8","","Mocassins en Cuir pour Hommes : Pointure - 13","1","55.00","0.00","127.00","7450","3162"
"Leather Moccasins for Men","186/8","","Mocassins en Cuir pour Hommes : Pointure - 14","1","55.00","0.00","127.00","7451","3162"
"Leather Moccasins for Men","186/8","","Mocassins en Cuir pour Hommes : Pointure - 15","0","55.00","0.00","127.00","7452","3162"
"Leather Moccasins for Men","B442","","Mocassins en Cuir pour Hommes : Pointure - 10","2","40.00","0.00","118.00","7008","3554"
"Leather Moccasins for Men","B442","","Mocassins en Cuir pour Hommes : Pointure - 11","0","40.00","0.00","118.00","7009","3554"
"Leather Moccasins for Men","B442","","Mocassins en Cuir pour Hommes : Pointure - 12","0","40.00","0.00","118.00","7010","3554"
"Leather Moccasins for Men","B442","","Mocassins en Cuir pour Hommes : Pointure - 13","1","40.00","0.00","118.00","7011","3554"
"Leather Moccasins for Men","B442","","Mocassins en Cuir pour Hommes : Pointure - 9","0","40.00","0.00","118.00","7014","3554"
"Leather Moccasins for Men","B442","","Mocassins en Cuir pour Hommes : Pointure - 6","0","40.00","0.00","118.00","7486","3554"
"Leather Moccasins for Men","B442","","Mocassins en Cuir pour Hommes : Pointure - 7","0","40.00","0.00","118.00","7487","3554"
"Leather Moccasins for Men","B442","","Mocassins en Cuir pour Hommes : Pointure - 8","0","40.00","0.00","118.00","7488","3554"
"Leather Moccasins for Men","B442","","Mocassins en Cuir pour Hommes : Pointure - 14","0","40.00","0.00","118.00","7489","3554"
"Leather Moccasins for Men","B442","","Mocassins en Cuir pour Hommes : Pointure - 15","0","40.00","0.00","118.00","7490","3554"
"Suede Moccasins for Men","403","","Mocassins en suède pour Hommes : Pointure - 6","0","38.50","0.00","92.00","10537","14595"
"Suede Moccasins for Men","403","403H","Mocassins en suède pour Hommes : Pointure - 7","1","38.50","0.00","92.00","10538","14595"
"Suede Moccasins for Men","403","","Mocassins en suède pour Hommes : Pointure - 8","1","38.50","0.00","92.00","10539","14595"
"Suede Moccasins for Men","403","","Mocassins en suède pour Hommes : Pointure - 9","0","38.50","0.00","92.00","10540","14595"
"Suede Moccasins for Men","403","","Mocassins en suède pour Hommes : Pointure - 10","0","38.50","0.00","92.00","10541","14595"
"Suede Moccasins for Men","403","","Mocassins en suède pour Hommes : Pointure - 11","1","38.50","0.00","92.00","10542","14595"
"Suede Moccasins for Men","403","","Mocassins en suède pour Hommes : Pointure - 12","1","38.50","0.00","92.00","10543","14595"
"Suede Moccasins for Men","403","","Mocassins en suède pour Hommes : Pointure - 13","0","38.50","0.00","92.00","10544","14595"
"Suede Moccasins for Men","403","","Mocassins en suède pour Hommes : Pointure - 14","0","38.50","0.00","97.00","10545","14595"
"Suede Moccasins for Men","403","","Mocassins en suède pour Hommes : Pointure - 15","0","38.50","0.00","97.00","10546","14595"
"Leather Bootie for Men","21188","","Botillon en Cuir pour Homme : Pointure - 6","0","70.00","0.00","155.00","10547","14597"
"Leather Bootie for Men","21188","","Botillon en Cuir pour Homme : Pointure - 7","0","70.00","0.00","155.00","10548","14597"
"Leather Bootie for Men","21188","","Botillon en Cuir pour Homme : Pointure - 8","1","70.00","0.00","155.00","10549","14597"
"Leather Bootie for Men","21188","","Botillon en Cuir pour Homme : Pointure - 9","1","70.00","0.00","155.00","10550","14597"
"Leather Bootie for Men","21188","","Botillon en Cuir pour Homme : Pointure - 10","0","70.00","0.00","155.00","10551","14597"
"Leather Bootie for Men","21188","","Botillon en Cuir pour Homme : Pointure - 11","0","70.00","0.00","155.00","10552","14597"
"Leather Bootie for Men","21188","","Botillon en Cuir pour Homme : Pointure - 12","0","70.00","0.00","155.00","10553","14597"
"Leather Bootie for Men","21188","","Botillon en Cuir pour Homme : Pointure - 13","0","70.00","0.00","155.00","10554","14597"
"Leather Moccasins for Men","5100-0000-27-3112WS","","Mocassins en Cuir pour Hommes : Pointure - 6","0","50.80","117.00","0.00","11364","15373"
"Leather Moccasins for Men","5100-0000-27-3112WS","","Mocassins en Cuir pour Hommes : Pointure - 7","0","50.80","117.00","0.00","11365","15373"
"Leather Moccasins for Men","5100-0000-27-3112WS","","Mocassins en Cuir pour Hommes : Pointure - 8","1","50.80","117.00","0.00","11366","15373"
"Leather Moccasins for Men","5100-0000-27-3112WS","","Mocassins en Cuir pour Hommes : Pointure - 9","1","50.80","117.00","0.00","11367","15373"
"Leather Moccasins for Men","5100-0000-27-3112WS","","Mocassins en Cuir pour Hommes : Pointure - 10","0","50.80","117.00","0.00","11368","15373"
"Leather Moccasins for Men","5100-0000-27-3112WS","","Mocassins en Cuir pour Hommes : Pointure - 11","1","50.80","117.00","0.00","11369","15373"
"Leather Moccasins for Men","5100-0000-27-3112WS","","Mocassins en Cuir pour Hommes : Pointure - 12","0","50.80","117.00","0.00","11370","15373"
"Leather Moccasins for Men","5100-0000-27-3112WS","","Mocassins en Cuir pour Hommes : Pointure - 13","0","50.80","117.00","0.00","11371","15373"
"Leather Moccasins for Men","5100-0000-27-3112WS","","Mocassins en Cuir pour Hommes : Pointure - 14","1","50.80","117.00","0.00","11372","15373"
"Leather Moccasins for Men","5100-0000-27-3112WS","","Mocassins en Cuir pour Hommes : Pointure - 15","0","50.80","117.00","0.00","11373","15373"
"Leather Moccasins for Men","5100-0000-41MADKT-3113MA","","Mocassins en Cuir pour Hommes : Pointure - 7","0","45.80","106.00","0.00","11374","15374"
"Leather Moccasins for Men","5100-0000-41MADKT-3113MA","","Mocassins en Cuir pour Hommes : Pointure - 8","0","45.80","106.00","0.00","11375","15374"
"Leather Moccasins for Men","5100-0000-41MADKT-3113MA","","Mocassins en Cuir pour Hommes : Pointure - 9","0","45.80","106.00","0.00","11376","15374"
"Leather Moccasins for Men","5100-0000-41MADKT-3113MA","","Mocassins en Cuir pour Hommes : Pointure - 10","0","45.80","106.00","0.00","11377","15374"
"Leather Moccasins for Men","5100-0000-41MADKT-3113MA","","Mocassins en Cuir pour Hommes : Pointure - 11","0","45.80","106.00","0.00","11378","15374"
"Leather Moccasins for Men","5100-0000-41MADKT-3113MA","","Mocassins en Cuir pour Hommes : Pointure - 12","0","45.80","106.00","0.00","11379","15374"
"Leather Moccasins for Men","5100-0000-41MADKT-3113MA","","Mocassins en Cuir pour Hommes : Pointure - 13","0","45.80","106.00","0.00","11380","15374"
"Leather Moccasins for Men","5100-0000-41MADKT-3113MA","","Mocassins en Cuir pour Hommes : Pointure - 14","0","45.80","106.00","0.00","11381","15374"
"Leather Moccasins for Men","5100-0000-41MADKT-3113MA","","Mocassins en Cuir pour Hommes : Pointure - 15","0","45.80","106.00","0.00","11382","15374"
"Leather Moccasins for Men","5100-0000-41MADKT-3113MA","","Mocassins en Cuir pour Hommes : Pointure - 6","0","45.80","106.00","0.00","11383","15374"
"Leather Moccasins for Men","4172-0500-40-41474EMA","","Mocassins en Cuir pour Hommes : Pointure - 7","0","87.40","202.00","0.00","11396","15389"
"Leather Moccasins for Men","4172-0500-40-41474EMA","","Mocassins en Cuir pour Hommes : Pointure - 8","0","87.40","202.00","0.00","11397","15389"
"Leather Moccasins for Men","4172-0500-40-41474EMA","","Mocassins en Cuir pour Hommes : Pointure - 9","0","87.40","202.00","0.00","11398","15389"
"Leather Moccasins for Men","4172-0500-40-41474EMA","","Mocassins en Cuir pour Hommes : Pointure - 10","1","87.40","202.00","0.00","11399","15389"
"Leather Moccasins for Men","4172-0500-40-41474EMA","","Mocassins en Cuir pour Hommes : Pointure - 11","0","87.40","202.00","0.00","11400","15389"
"Leather Moccasins for Men","4172-0500-40-41474EMA","","Mocassins en Cuir pour Hommes : Pointure - 12","1","87.40","202.00","0.00","11401","15389"
"Leather Moccasins for Men","4172-0500-40-41474EMA","","Mocassins en Cuir pour Hommes : Pointure - 13","0","87.40","202.00","0.00","11402","15389"
"Leather Moccasins for Men","4172-0500-40-41474EMA","","Mocassins en Cuir pour Hommes : Pointure - 14","0","87.40","202.00","0.00","11403","15389"
"Leather Moccasins for Men","4172-0500-40-41474EMA","","Mocassins en Cuir pour Hommes : Pointure - 15","0","87.40","202.00","0.00","11404","15389"
"Leather Moccasins for Men","5076-1100-26-KB757FD","","Mocassins en Cuir pour Hommes : Pointure - 6","0","75.80","175.00","0.00","11595","15438"
"Leather Moccasins for Men","5076-1100-26-KB757FD","","Mocassins en Cuir pour Hommes : Pointure - 7","0","75.80","175.00","0.00","11596","15438"
"Leather Moccasins for Men","5076-1100-26-KB757FD","","Mocassins en Cuir pour Hommes : Pointure - 8","0","75.80","175.00","0.00","11597","15438"
"Leather Moccasins for Men","5076-1100-26-KB757FD","","Mocassins en Cuir pour Hommes : Pointure - 9","0","75.80","175.00","0.00","11598","15438"
