"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Product Combinations ID","Product ID"
"Leather Moccasins for Men","5076-1100-26-KB757FD","","Mocassins en Cuir pour Hommes : Pointure - 10","0","75.80","175.00","0.00","11599","15438"
"Leather Moccasins for Men","5076-1100-26-KB757FD","","Mocassins en Cuir pour Hommes : Pointure - 11","0","75.80","175.00","0.00","11600","15438"
"Leather Moccasins for Men","5076-1100-26-KB757FD","","Mocassins en Cuir pour Hommes : Pointure - 12","0","75.80","175.00","0.00","11601","15438"
"Leather Moccasins for Men","5076-1100-26-KB757FD","","Mocassins en Cuir pour Hommes : Pointure - 13","2","75.80","175.00","0.00","11602","15438"
"Leather Moccasins for Men","5076-1100-26-KB757FD","","Mocassins en Cuir pour Hommes : Pointure - 14","0","75.80","175.00","0.00","11603","15438"
"Leather Moccasins for Men","5076-1100-26-KB757FD","","Mocassins en Cuir pour Hommes : Pointure - 15","1","75.80","175.00","0.00","11604","15438"
"Leather Moccasins for Men","5000-0870-12-511813CHOBR","","Mocassins en Cuir pour Hommes : Pointure - 9","0","65.40","152.00","0.00","11900","15918"
"Leather Moccasins for Men","5000-0870-12-511813CHOBR","","Mocassins en Cuir pour Hommes : Pointure - 10","1","65.40","152.00","0.00","11901","15918"
"Leather Moccasins for Men","5000-0870-12-511813CHOBR","","Mocassins en Cuir pour Hommes : Pointure - 12","1","65.40","152.00","0.00","11902","15918"
"Leather Moccasins for Men","5000-0870-12-511813CHOBR","","Mocassins en Cuir pour Hommes : Pointure - 6","0","65.40","152.00","0.00","11903","15918"
"Leather Moccasins for Men","5000-0870-12-511813CHOBR","","Mocassins en Cuir pour Hommes : Pointure - 7","0","65.40","152.00","0.00","11904","15918"
"Leather Moccasins for Men","5000-0870-12-511813CHOBR","","Mocassins en Cuir pour Hommes : Pointure - 8","1","65.40","152.00","0.00","11905","15918"
"Leather Moccasins for Men","5000-0870-12-511813CHOBR","","Mocassins en Cuir pour Hommes : Pointure - 11","0","65.40","152.00","0.00","11906","15918"
"Leather Moccasins for Men","5000-0870-12-511813CHOBR","","Mocassins en Cuir pour Hommes : Pointure - 13","0","65.40","152.00","0.00","11907","15918"
"Leather Moccasins for Men","5000-0870-12-511813CHOBR","","Mocassins en Cuir pour Hommes : Pointure - 14","0","65.40","152.00","0.00","11908","15918"
"Leather Moccasins for Men","5000-0870-12-511813CHOBR","","Mocassins en Cuir pour Hommes : Pointure - 15","0","65.40","152.00","0.00","11909","15918"
"Suede Moccasins for Men","502115BDBK","","Mocassins en Suède pour Hommes : Pointure - 6","0","67.30","155.00","0.00","12263","16127"
"Suede Moccasins for Men","502115BDBK","","Mocassins en Suède pour Hommes : Pointure - 7","0","67.30","155.00","0.00","12264","16127"
"Suede Moccasins for Men","502115BDBK","","Mocassins en Suède pour Hommes : Pointure - 8","1","67.30","155.00","0.00","12265","16127"
"Suede Moccasins for Men","502115BDBK","","Mocassins en Suède pour Hommes : Pointure - 9","2","67.30","155.00","0.00","12266","16127"
"Suede Moccasins for Men","502115BDBK","","Mocassins en Suède pour Hommes : Pointure - 10","0","67.30","155.00","0.00","12267","16127"
"Suede Moccasins for Men","502115BDBK","","Mocassins en Suède pour Hommes : Pointure - 11","0","67.30","155.00","0.00","12268","16127"
"Suede Moccasins for Men","502115BDBK","","Mocassins en Suède pour Hommes : Pointure - 12","0","67.30","155.00","0.00","12269","16127"
"Suede Moccasins for Men","502115BDBK","","Mocassins en Suède pour Hommes : Pointure - 13","0","67.30","155.00","0.00","12270","16127"
"Suede Moccasins for Men","502115BDBK","","Mocassins en Suède pour Hommes : Pointure - 14","0","67.30","155.00","0.00","12271","16127"
"Suede Moccasins for Men","502115BDBK","","Mocassins en Suède pour Hommes : Pointure - 15","0","67.30","155.00","0.00","12272","16127"
"Suede Moccasins for Men","502113DNMA","","Mocassins en Suède pour Hommes : Pointure - 6","0","67.30","155.00","0.00","12273","16128"
"Suede Moccasins for Men","502113DNMA","","Mocassins en Suède pour Hommes : Pointure - 7","0","67.30","155.00","0.00","12274","16128"
"Suede Moccasins for Men","502113DNMA","","Mocassins en Suède pour Hommes : Pointure - 8","1","67.30","155.00","0.00","12275","16128"
"Suede Moccasins for Men","502113DNMA","","Mocassins en Suède pour Hommes : Pointure - 9","1","67.30","155.00","0.00","12276","16128"
"Suede Moccasins for Men","502113DNMA","","Mocassins en Suède pour Hommes : Pointure - 10","0","67.30","155.00","0.00","12277","16128"
"Suede Moccasins for Men","502113DNMA","","Mocassins en Suède pour Hommes : Pointure - 11","1","67.30","155.00","0.00","12278","16128"
"Suede Moccasins for Men","502113DNMA","","Mocassins en Suède pour Hommes : Pointure - 12","0","67.30","155.00","0.00","12279","16128"
"Suede Moccasins for Men","502113DNMA","","Mocassins en Suède pour Hommes : Pointure - 13","0","67.30","155.00","0.00","12280","16128"
"Suede Moccasins for Men","502113DNMA","","Mocassins en Suède pour Hommes : Pointure - 14","0","67.30","155.00","0.00","12281","16128"
"Suede Moccasins for Men","502113DNMA","","Mocassins en Suède pour Hommes : Pointure - 15","0","67.30","155.00","0.00","12282","16128"
"Suede Slippers for Men","6080-0400-41IND-649","","Pantoufles Suède pour Hommes : Pointure - 6","0","54.30","125.00","0.00","13099","16885"
"Suede Slippers for Men","6080-0400-41IND-649","","Pantoufles Suède pour Hommes : Pointure - 7","0","54.30","125.00","0.00","13100","16885"
"Suede Slippers for Men","6080-0400-41IND-649","","Pantoufles Suède pour Hommes : Pointure - 8","0","54.30","125.00","0.00","13101","16885"
"Suede Slippers for Men","6080-0400-41IND-649","","Pantoufles Suède pour Hommes : Pointure - 9","0","54.30","125.00","0.00","13102","16885"
"Suede Slippers for Men","6080-0400-41IND-649","","Pantoufles Suède pour Hommes : Pointure - 10","2","54.30","125.00","0.00","13103","16885"
"Suede Slippers for Men","6080-0400-41IND-649","","Pantoufles Suède pour Hommes : Pointure - 11","0","54.30","125.00","0.00","13104","16885"
"Suede Slippers for Men","6080-0400-41IND-649","","Pantoufles Suède pour Hommes : Pointure - 12","0","54.30","125.00","0.00","13105","16885"
"Suede Slippers for Men","6080-0400-41IND-649","","Pantoufles Suède pour Hommes : Pointure - 13","0","54.30","125.00","0.00","13106","16885"
"Leather Moccasins for Men","5000-0870-12-511813BLBL2","","Mocassins en Cuir pour Hommes : Pointure - 6","0","65.40","152.00","0.00","13149","17014"
"Leather Moccasins for Men","5000-0870-12-511813BLBL2","","Mocassins en Cuir pour Hommes : Pointure - 7","0","65.40","152.00","0.00","13150","17014"
"Leather Moccasins for Men","5000-0870-12-511813BLBL2","","Mocassins en Cuir pour Hommes : Pointure - 8","0","65.40","152.00","0.00","13151","17014"
"Leather Moccasins for Men","5000-0870-12-511813BLBL2","","Mocassins en Cuir pour Hommes : Pointure - 9","2","65.40","152.00","0.00","13152","17014"
"Leather Moccasins for Men","5000-0870-12-511813BLBL2","","Mocassins en Cuir pour Hommes : Pointure - 10","2","65.40","152.00","0.00","13153","17014"
"Leather Moccasins for Men","5000-0870-12-511813BLBL2","","Mocassins en Cuir pour Hommes : Pointure - 11","0","65.40","152.00","0.00","13154","17014"
"Leather Moccasins for Men","5000-0870-12-511813BLBL2","","Mocassins en Cuir pour Hommes : Pointure - 12","0","65.40","152.00","0.00","13155","17014"
"Leather Moccasins for Men","5000-0870-12-511813BLBL2","","Mocassins en Cuir pour Hommes : Pointure - 13","0","65.40","152.00","0.00","13156","17014"
"Leather Moccasins for Men","5000-0870-12-511813BLBL2","","Mocassins en Cuir pour Hommes : Pointure - 14","0","65.40","152.00","0.00","13157","17014"
"Leather Moccasins for Men","5000-0870-12-511813BLBL2","","Mocassins en Cuir pour Hommes : Pointure - 15","0","65.40","152.00","0.00","13158","17014"
