"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Combinations wholesale price","Combinations Impact on unit price","Product Combinations ID","Product ID"
"Dancing Seal - Alariaq","DANCINGSEAL","","Dancing Seal - Alariaq","1","200.00","400.00","0.00","0.00","0.00","","16412"
"Flipper","FLIPPER","","Flipper","0","220.00","440.00","0.00","0.00","0.00","","16413"
"Seal - Simanik Kelly","SEALKELLY","","Loup Marin - Simanik Kelly","1","130.00","260.00","0.00","0.00","0.00","","16414"
"Hunter with Spear","HUNTER","","Chasseur avec Lance - Llisisituk","1","300.00","600.00","0.00","0.00","0.00","","16415"
"Inukshuk Alariaq","INUKSHUK ALARIAQ","","Inukshuk Alariaq","1","200.00","400.00","0.00","0.00","0.00","","16416"
"Upright Dancing Seal Alariaq","UPRIGHTSEAL ALARIAQ","","Loup Marin Danceur Alariaq","1","300.00","600.00","0.00","0.00","0.00","","16417"
"Walrus Simigak","WALRUS SIMIGAK","","Morse Simigak","1","230.00","465.00","0.00","0.00","0.00","","16418"
"Seal Adla","SEAL ADLA","","Loup Marin Adla","1","55.00","115.00","0.00","0.00","0.00","","16419"
"Bear Samayualie","BEAR SAMAYUALIE","","Ours Samayualie","1","400.00","795.00","0.00","0.00","0.00","","16420"
"Mask Henry","MARK HENRY","","Masque Henry","1","60.00","125.00","0.00","0.00","0.00","","16421"
"Inukshuk Shaa","INUKSHUK SHAA","","Inukshuk Shaa","0","175.00","350.00","0.00","0.00","0.00","","16422"
"Eagle Iowhan","EAGLE IOWHAN","","Eagle Iowhan","1","650.00","1300.00","0.00","0.00","0.00","","16423"
"Seal Kopalie","SEAL-62391","","Seal Kopalie","1","70.00","140.00","0.00","0.00","0.00","","16424"
"Bear Etidloie","BEAR ETIDLOIE","","Ours Etidloie","1","595.00","1190.00","0.00","0.00","0.00","","16425"
"Whale Vertebrae Akpaliapik","WHALE VERTEBRAE","","Vertèbre de Baleine Akpaliapik","1","175.00","350.00","0.00","0.00","0.00","","16426"
"Man Kelly","1513","","Homme Kelly","1","155.00","315.00","0.00","0.00","0.00","","16427"
"Musk Pootoogoo","1246651","","Boeuf Musqué Pootoogoo","1","260.00","525.00","0.00","0.00","0.00","","16429"
"Seal on Walrus","1246651","","Loup Marin sur Morse","1","200.00","400.00","0.00","0.00","0.00","","16430"
"Inukshuk Shaa","607612","","Inukshuk Shaa","1","185.00","375.00","0.00","0.00","0.00","","16431"
"Eagle Maracle","EAGLE MARACLE","","Aigle Maracle","1","2500.00","2500.00","0.00","0.00","0.00","","16432"
"Brooch Arnaktauyok","BROOCH","","Broche Arnaktauyok","7","40.00","80.00","0.00","0.00","0.00","","16449"
"Bear","47483","","Ours","0","196.00","310.00","0.00","0.00","0.00","","16743"
"Dancing Bear","2914","","Ours Dansant","1","238.00","375.00","0.00","0.00","0.00","","16744"
"Walking Bear","6707","","Ours Noir","1","686.00","1080.00","0.00","0.00","0.00","","16745"
"Walking Bear","47380","","Ours Noir","1","602.00","950.00","0.00","0.00","0.00","","16746"
"Antler Snow Googles","35728","","Lunette de Neige en Cervidé","1","483.00","760.00","0.00","0.00","0.00","","16747"
"Antler Snow Googles","5150","","Lunette de Neige en Cervidé","1","483.00","760.00","0.00","0.00","0.00","","16748"
"Ivory Birds","22227","","Oiseaux en Ivoire","1","238.00","375.00","0.00","0.00","0.00","","16756"
"Bird","16464","","Oiseau","1","518.00","815.00","0.00","0.00","0.00","","16757"
"Loon","6752","","Huard","1","672.00","1060.00","0.00","0.00","0.00","","16758"
"Owl","10747","","Hibou","1","574.00","905.00","0.00","0.00","0.00","","16759"
"Man","2143","","Homme","1","224.00","355.00","0.00","0.00","0.00","","16760"
"Man","29302","","Homme","1","364.00","575.00","0.00","0.00","0.00","","16761"
"Man","5475","","Homme","1","322.00","510.00","0.00","0.00","0.00","","16762"
"Woman","1230","","Femme","0","238.00","375.00","0.00","0.00","0.00","","16800"
"Walrus","25914","","Morse","1","168.00","265.00","0.00","0.00","0.00","","16801"
"Walrus","1876","","Morse","1","322.00","505.00","0.00","0.00","0.00","","16802"
"Walrus","28495","","Morse","1","308.00","485.00","0.00","0.00","0.00","","16803"
"Walrus","6490","","Morse","1","273.00","430.00","0.00","0.00","0.00","","16808"
"Walrus","21816","","Morse","1","574.00","900.00","0.00","0.00","0.00","","16809"
"Inukshuk","1292","","Inukshuk","1","112.00","180.00","0.00","0.00","0.00","","16810"
"Inukshuk","0605","","Inukshuk","1","168.00","290.00","0.00","0.00","0.00","","16813"
"Inukshuk","4011","","Inukshuk","1","182.00","290.00","0.00","0.00","0.00","","16814"
"Inukshuk","1949","","Inukshuk","1","343.00","440.00","0.00","0.00","0.00","","16815"
"Inukshuk","1010","","Inukshuk","1","224.00","355.00","0.00","0.00","0.00","","16816"
"Dancing Walrus","1467","","Morse Danceur","1","273.00","595.00","0.00","0.00","0.00","","16817"
"Etching","18809","","Gravure","1","504.00","795.00","0.00","0.00","0.00","","16818"
"Etching","16793","","copy of Gravure","1","532.00","840.00","0.00","0.00","0.00","","16819"
"Kudlik","1949","","Kudlik","1","280.00","440.00","0.00","0.00","0.00","","16820"
