"Reference code","Product ID","Product name","Product Combinations ID","Quantity","Final price (pre-tax)","Pre-tax wholesale price"
"A16051-UAC0701NC05","2794","""Northern Keepers"" Mask","6763","0","18.00","0.00"
"A16051-UAC0701NC05","2794","""Northern Keepers"" Mask","6764","1","18.00","0.00"
"A16051-UAC0701NC05","2794","""Northern Keepers"" Mask","6765","3","18.00","0.00"
"A16051-UAC0701NC05","2794","""Northern Keepers"" Mask","6766","4","18.00","0.00"
"A16051-UAC0701NC05","2794","""Northern Keepers"" Mask","6767","6","18.00","0.00"
"A10044-UAC0701NC07","2795","""Going Home"" Mask","6768","2","18.00","0.00"
"A10044-UAC0701NC07","2795","""Going Home"" Mask","6769","4","18.00","0.00"
"A10044-UAC0701NC07","2795","""Going Home"" Mask","6770","0","18.00","0.00"
"A10044-UAC0701NC07","2795","""Going Home"" Mask","6771","16","18.00","0.00"
"A10044-UAC0701NC07","2795","""Going Home"" Mask","6772","16","18.00","0.00"
"A01028-UAC0701NC08","2796","""Giving Thanks"" Mask","6773","0","18.00","0.00"
"A01028-UAC0701NC08","2796","""Giving Thanks"" Mask","6774","0","18.00","0.00"
"A01028-UAC0701NC08","2796","""Giving Thanks"" Mask","6775","0","18.00","0.00"
"A01028-UAC0701NC08","2796","""Giving Thanks"" Mask","6776","26","18.00","0.00"
"A01028-UAC0701NC08","2796","""Giving Thanks"" Mask","6777","9","18.00","0.00"
"W13023-UAC0701NC09","2798","""Water and Spirit Buffalo"" Mask","6778","2","18.00","0.00"
"W13023-UAC0701NC09","2798","""Water and Spirit Buffalo"" Mask","6779","0","18.00","0.00"
"W13023-UAC0701NC09","2798","""Water and Spirit Buffalo"" Mask","6780","5","18.00","0.00"
"W13023-UAC0701NC09","2798","""Water and Spirit Buffalo"" Mask","6781","22","18.00","0.00"
"W13023-UAC0701NC09","2798","""Water and Spirit Buffalo"" Mask","6782","24","18.00","0.00"
"A17065-UAC0701NC0C","2799","""Forest Temple"" Mask","6783","0","18.00","0.00"
"A17065-UAC0701NC0C","2799","""Forest Temple"" Mask","6784","4","18.00","0.00"
"A17065-UAC0701NC0C","2799","""Forest Temple"" Mask","6785","9","18.00","0.00"
"A17065-UAC0701NC0C","2799","""Forest Temple"" Mask","6786","5","18.00","0.00"
"A17065-UAC0701NC0C","2799","""Forest Temple"" Mask","6787","11","18.00","0.00"
"W12018-UAC0701NC0D","2800","""Early Evening Flowing into Fall"" Mask","6788","0","18.00","0.00"
"W12018-UAC0701NC0D","2800","""Early Evening Flowing into Fall"" Mask","6789","4","18.00","0.00"
"W12018-UAC0701NC0D","2800","""Early Evening Flowing into Fall"" Mask","6790","0","18.00","0.00"
"W12018-UAC0701NC0D","2800","""Early Evening Flowing into Fall"" Mask","6791","8","18.00","0.00"
"W12018-UAC0701NC0D","2800","""Early Evening Flowing into Fall"" Mask","6792","6","18.00","0.00"
"A08013-UAC0701NC0F","2801","""New Day"" Mask","6793","4","18.00","0.00"
"A08013-UAC0701NC0F","2801","""New Day"" Mask","6794","3","18.00","0.00"
"A08013-UAC0701NC0F","2801","""New Day"" Mask","6795","8","18.00","0.00"
"A08013-UAC0701NC0F","2801","""New Day"" Mask","6796","11","18.00","0.00"
"A08013-UAC0701NC0F","2801","""New Day"" Mask","6797","4","18.00","0.00"
"A16059-UAC0701NC0I","2802","""Wisdom Keepers"" Mask","6798","0","18.00","0.00"
"A16059-UAC0701NC0I","2802","""Wisdom Keepers"" Mask","6799","3","18.00","0.00"
"A16059-UAC0701NC0I","2802","""Wisdom Keepers"" Mask","6800","8","18.00","0.00"
"A16059-UAC0701NC0I","2802","""Wisdom Keepers"" Mask","6801","13","18.00","0.00"
"A16059-UAC0701NC0I","2802","""Wisdom Keepers"" Mask","6802","12","18.00","0.00"
"A13041-UAC0701NC0EA","2904","""Lapinx"" Mask","6830","0","18.00","0.00"
"A13041-UAC0701NC0EA","2904","""Lapinx"" Mask","6831","2","18.00","0.00"
"A13041-UAC0701NC0EA","2904","""Lapinx"" Mask","6832","11","18.00","0.00"
"A13041-UAC0701NC0EA","2904","""Lapinx"" Mask","6833","6","18.00","0.00"
"A13041-UAC0701NC0EA","2904","""Lapinx"" Mask","6834","10","18.00","0.00"
"A07020-UAC0701NC0AA","2905","""Journey to the Spirit World"" Mask","6835","0","18.00","0.00"
"A07020-UAC0701NC0AA","2905","""Journey to the Spirit World"" Mask","6836","0","18.00","0.00"
"A07020-UAC0701NC0AA","2905","""Journey to the Spirit World"" Mask","6837","5","18.00","0.00"
"A07020-UAC0701NC0AA","2905","""Journey to the Spirit World"" Mask","6838","5","18.00","0.00"
"A07020-UAC0701NC0AA","2905","""Journey to the Spirit World"" Mask","6839","1","18.00","0.00"
"W17062-UAC0701NC0GA","2907","""Horizon"" Mask","6840","0","18.00","0.00"
"W17062-UAC0701NC0GA","2907","""Horizon"" Mask","6841","0","18.00","0.00"
"W17062-UAC0701NC0GA","2907","""Horizon"" Mask","6842","0","18.00","0.00"
"W17062-UAC0701NC0GA","2907","""Horizon"" Mask","6843","6","18.00","0.00"
"W17062-UAC0701NC0GA","2907","""Horizon"" Mask","6844","7","18.00","0.00"
"A08011-UAC0701NC0HA","2908","""Whisper"" Mask","6845","0","18.00","0.00"
"A08011-UAC0701NC0HA","2908","""Whisper"" Mask","6846","4","18.00","0.00"
"A08011-UAC0701NC0HA","2908","""Whisper"" Mask","6847","2","18.00","0.00"
"A08011-UAC0701NC0HA","2908","""Whisper"" Mask","6848","26","18.00","0.00"
"A08011-UAC0701NC0HA","2908","""Whisper"" Mask","6849","2","18.00","0.00"
"A18066-UAC0301NCOUA","4549","Reuben Tote Bag ""Under the Same Sky""","","7","49.00","0.00"
"A18066-UAC0701NC0UA","4850","""Under the Same Sky"" Mask","7973","0","18.00","0.00"
"A18066-UAC0701NC0UA","4850","""Under the Same Sky"" Mask","7974","0","18.00","0.00"
"A18066-UAC0701NC0UA","4850","""Under the Same Sky"" Mask","7975","2","18.00","0.00"
"A18066-UAC0701NC0UA","4850","""Under the Same Sky"" Mask","7976","3","18.00","0.00"
"A18066-UAC0701NC0UA","4850","""Under the Same Sky"" Mask","7977","0","18.00","0.00"
"A14051-UAC0701NC0TA","4851","""Gezaluwegit"" Mask","7978","0","18.00","0.00"
"A14051-UAC0701NC0TA","4851","""Gezaluwegit"" Mask","7979","0","18.00","0.00"
"A14051-UAC0701NC0TA","4851","""Gezaluwegit"" Mask","7980","1","18.00","0.00"
"A14051-UAC0701NC0TA","4851","""Gezaluwegit"" Mask","7981","3","18.00","0.00"
"A14051-UAC0701NC0TA","4851","""Gezaluwegit"" Mask","7982","10","18.00","0.00"
"A18066-WBL0601NCOUA","4867","Kimono ""Under the Same Sky""","7984","2","129.00","0.00"
"A17063-UAC0301NC02A","7505","Reuben Tote Bag ""Depth""","","4","49.00","0.00"
"EO","7898","Essential Oils","10170","1","14.95","0.00"
"EO","7898","Essential Oils","10171","15","14.95","0.00"
"EO","7898","Essential Oils","10172","7","14.95","0.00"
"EO","7898","Essential Oils","10173","5","14.95","0.00"
"EO","7898","Essential Oils","10174","7","14.95","0.00"
"EO","7898","Essential Oils","10175","3","14.95","0.00"
"EO","7898","Essential Oils","10176","2","14.95","0.00"
"EO","7898","Essential Oils","10177","2","14.95","0.00"
"EO","7898","Essential Oils","10178","4","14.95","0.00"
"EO","7898","Essential Oils","10179","11","14.95","0.00"
"W12005-UAC0701NC0WA","9029","""Earth Keeper"" Mask","8466","0","18.00","0.00"
"W12005-UAC0701NC0WA","9029","""Earth Keeper"" Mask","8467","0","18.00","0.00"
"W12005-UAC0701NC0WA","9029","""Earth Keeper"" Mask","8468","2","18.00","0.00"
"W12005-UAC0701NC0WA","9029","""Earth Keeper"" Mask","8469","0","18.00","0.00"
"W12005-UAC0701NC0WA","9029","""Earth Keeper"" Mask","8470","0","18.00","0.00"
"A20055-UAC0701NC0YA","9031","""Refuge"" Mask","8471","0","18.00","0.00"
"A20055-UAC0701NC0YA","9031","""Refuge"" Mask","8472","0","18.00","0.00"
"A20055-UAC0701NC0YA","9031","""Refuge"" Mask","8473","5","18.00","0.00"
"A20055-UAC0701NC0YA","9031","""Refuge"" Mask","8474","0","18.00","0.00"
"A20055-UAC0701NC0YA","9031","""Refuge"" Mask","8475","0","18.00","0.00"
"A01036-UAC0701NC0ZA","9033","""Teachings"" Mask","8476","0","18.00","0.00"
"A01036-UAC0701NC0ZA","9033","""Teachings"" Mask","8477","0","18.00","0.00"
"A01036-UAC0701NC0ZA","9033","""Teachings"" Mask","8478","6","18.00","0.00"
"A01036-UAC0701NC0ZA","9033","""Teachings"" Mask","8479","0","18.00","0.00"
"A01036-UAC0701NC0ZA","9033","""Teachings"" Mask","8480","0","18.00","0.00"
"A16051-WBL0601NCO5A","9062","Kimono ""Northern Keepers""","8587","4","129.00","0.00"
"A16058-UAC0301NC04B","9116","Reuben Tote Bag ""Silent Seekers""","","2","49.00","0.00"
"A04015-WBL1401NC14A","9903","Elani Kimono ""Rebirth""","8700","2","149.00","0.00"
"ER","9996","Essential Oils Roll On","10180","2","29.95","0.00"
"ER","9996","Essential Oils Roll On","10181","1","29.95","0.00"
"ER","9996","Essential Oils Roll On","10182","1","29.95","0.00"
"ER","9996","Essential Oils Roll On","10183","3","29.95","0.00"
"ER","9996","Essential Oils Roll On","10184","0","29.95","0.00"
"ER","9996","Essential Oils Roll On","10185","0","29.95","0.00"
"ER","9996","Essential Oils Roll On","10263","2","29.95","0.00"
"ER","9996","Essential Oils Roll On","10264","2","29.95","0.00"
"ER","9996","Essential Oils Roll On","10265","3","29.95","0.00"
"ER","9996","Essential Oils Roll On","10266","1","29.95","0.00"
"ES","9997","Essential Oils Spray","10186","0","29.95","0.00"
"ES","9997","Essential Oils Spray","10187","1","29.95","0.00"
"ES","9997","Essential Oils Spray","10188","0","29.95","0.00"
"ES","9997","Essential Oils Spray","10189","0","29.95","0.00"
"ES","9997","Essential Oils Spray","10190","0","29.95","0.00"
"ES","9997","Essential Oils Spray","10191","0","29.95","0.00"
"ES","9997","Essential Oils Spray","10192","4","29.95","0.00"
"ES","9997","Essential Oils Spray","10193","0","29.95","0.00"
"ES","9997","Essential Oils Spray","10194","0","29.95","0.00"
"ES","9997","Essential Oils Spray","10195","0","29.95","0.00"
"DC171","10217","Dream Catcher ""Generations""","8876","3","59.95","0.00"
"DC171","10217","Dream Catcher ""Generations""","8877","2","59.95","0.00"
"DC171","10217","Dream Catcher ""Generations""","8878","3","59.95","0.00"
"DC191","10219","Dream Catcher ""Generations""","8879","2","123.95","0.00"
"DC191","10219","Dream Catcher ""Generations""","8880","1","123.95","0.00"
"DC191","10219","Dream Catcher ""Generations""","8881","1","123.95","0.00"
"DC30","10220","Dream Catcher","8884","4","8.95","0.00"
"DC30","10220","Dream Catcher","8885","7","8.95","0.00"
"DC30","10220","Dream Catcher","8886","11","8.95","0.00"
"DC30","10220","Dream Catcher","8887","8","8.95","0.00"
"DC30","10220","Dream Catcher","9224","0","8.95","0.00"
"DC3004","10224","Aromatic Dream Catcher","","5","16.95","0.00"
"DC3053","10227","Aromatic Dream Catcher","","3","13.95","0.00"
"DC3054","10228","Aromatic Dream Catcher","","3","13.95","0.00"
"DC341","10230","Dream Catcher","8894","4","10.95","0.00"
"DC341","10230","Dream Catcher","8895","3","10.95","0.00"
"DC341","10230","Dream Catcher","8896","3","10.95","0.00"
"DC341","10230","Dream Catcher","8897","1","10.95","0.00"
"DC341","10230","Dream Catcher","9003","0","10.95","0.00"
"DC341","10230","Dream Catcher","9004","0","10.95","0.00"
"DC341","10230","Dream Catcher","9345","17","10.95","0.00"
"DC342","10231","Dream Catcher","8902","9","11.95","0.00"
"DC342","10231","Dream Catcher","8903","8","11.95","0.00"
"DC342","10231","Dream Catcher","8904","6","11.95","0.00"
"DC342","10231","Dream Catcher","8905","9","11.95","0.00"
"DC342","10231","Dream Catcher","9010","3","11.95","0.00"
"DC342","10231","Dream Catcher","9011","0","11.95","0.00"
"DC342","10231","Dream Catcher","10262","4","11.95","0.00"
"DC410","10236","Dream Catcher","8910","1","8.95","0.00"
"DC410","10236","Dream Catcher","8911","0","8.95","0.00"
"DC410","10236","Dream Catcher","8912","4","8.95","0.00"
"DC410","10236","Dream Catcher","8913","0","8.95","0.00"
"DC410","10236","Dream Catcher","10289","3","8.95","0.00"
"DC472","10237","Dream Catcher","8916","3","14.95","6.50"
"DC472","10237","Dream Catcher","8917","1","14.95","6.50"
"DC472","10237","Dream Catcher","10607","0","14.95","6.50"
"DC473","10238","Dream Catcher","8920","1","20.95","0.00"
"DC473","10238","Dream Catcher","8921","11","20.95","0.00"
"DC476","10239","Dream Catcher","8924","6","37.95","0.00"
"DC476","10239","Dream Catcher","8925","1","37.95","0.00"
"DC479","10240","Dream Catcher","8928","8","54.95","0.00"
"DC479","10240","Dream Catcher","8929","6","54.95","0.00"
"DC483","10241","Dream Catcher","8933","5","20.95","0.00"
"DC483","10241","Dream Catcher","8934","9","20.95","0.00"
"DC483","10241","Dream Catcher","8936","10","20.95","0.00"
"DC486","10242","Dream Catcher","8941","1","37.95","0.00"
"DC486","10242","Dream Catcher","8942","8","37.95","0.00"
"DC618","10243","""Magical"" Dream Catcher","8947","0","12.95","0.00"
"DC618","10243","""Magical"" Dream Catcher","8948","12","12.95","0.00"
"DC618","10243","""Magical"" Dream Catcher","8949","15","12.95","0.00"
"DC618","10243","""Magical"" Dream Catcher","8950","7","12.95","0.00"
"DC618","10243","""Magical"" Dream Catcher","8951","15","12.95","0.00"
"DC618","10243","""Magical"" Dream Catcher","9063","0","12.95","0.00"
"DC620","10246","""Magical"" Dream Catcher","8957","6","17.95","0.00"
"DC620","10246","""Magical"" Dream Catcher","8958","4","17.95","0.00"
"DC620","10246","""Magical"" Dream Catcher","8959","3","17.95","0.00"
"DC620","10246","""Magical"" Dream Catcher","8960","2","17.95","0.00"
"DC620","10246","""Magical"" Dream Catcher","8961","1","17.95","0.00"
"DC630","10247","""Magical"" Dream Catcher","","7","17.95","0.00"
"DC656","10249","""Magical"" Dream Catcher","8984","3","64.95","0.00"
"DC656","10249","""Magical"" Dream Catcher","8985","2","64.95","0.00"
"DC656","10249","""Magical"" Dream Catcher","8986","0","64.95","0.00"
"DC656","10249","""Magical"" Dream Catcher","8987","1","64.95","0.00"
"DC656","10249","""Magical"" Dream Catcher","9336","8","64.95","0.00"
"DC732","10250","Dream Catcher","8990","4","103.95","0.00"
"DC732","10250","Dream Catcher","8991","3","103.95","0.00"
"DC95","10252","Dream Catcher","","3","112.95","0.00"
"DC80","10253","""Spirit Feather"" Dream Catcher","","2","126.95","0.00"
"DC82","10255","""Spirit Feather"" Dream Catcher","","2","126.95","0.00"
"DC842","10256","Dream Catcher ""Energy""","","2","41.95","0.00"
"DC845","10257","Dream Catcher ""Energy""","","4","41.95","0.00"
"DC847","10258","Dream Catcher ""Energy""","","3","41.95","0.00"
"DC871","10259","Dream Catcher","","5","23.95","0.00"
"DC872","10260","Dream Catcher","","4","23.95","0.00"
"DCF1","10261","""Seasons"" Dream Catcher","9000","1","16.95","0.00"
"DCF1","10261","""Seasons"" Dream Catcher","9001","0","16.95","0.00"
"DCF1","10261","""Seasons"" Dream Catcher","9002","1","16.95","0.00"
"DCK19","10263","Dream Catchers Kit ""Nurture""","","7","10.95","0.00"
"DCV20","10265","Dream Catcher ""Dragonfly""","","5","13.95","0.00"
"DCW1","10266","""Seasons"" Dream Catcher","","22","16.95","0.00"
"DCW4","10267","""Seasons"" Dream Catcher","","2","10.95","0.00"
"MW150","10268","""Medicine Wheel"" Dream Catcher","","24","12.95","0.00"
"MW400","10269","""Medicine Wheel"" Dream Catcher","","21","26.95","0.00"
"VS10","10270","""Vision Seeker"" Dream Catcher","9025","1","11.95","0.00"
"VS10","10270","""Vision Seeker"" Dream Catcher","9026","2","11.95","0.00"
"VS11","10271","""Vision Seeker"" Dream Catcher","9029","0","17.95","0.00"
"VS11","10271","""Vision Seeker"" Dream Catcher","9030","7","17.95","0.00"
"VS11","10271","""Vision Seeker"" Dream Catcher","9031","6","17.95","0.00"
"VS11","10271","""Vision Seeker"" Dream Catcher","9032","9","17.95","0.00"
"VS11","10271","""Vision Seeker"" Dream Catcher","9033","6","17.95","0.00"
"VS11","10271","""Vision Seeker"" Dream Catcher","9034","2","17.95","0.00"
"VS12","10273","""Vision Seeker"" Dream Catcher","9047","5","20.95","0.00"
"VS12","10273","""Vision Seeker"" Dream Catcher","9048","0","20.95","0.00"
"VS12","10273","""Vision Seeker"" Dream Catcher","9049","5","20.95","0.00"
"VS12","10273","""Vision Seeker"" Dream Catcher","9050","5","20.95","0.00"
"VS13","10274","""Vision Seeker"" Dream Catcher","9057","6","24.95","0.00"
"VS13","10274","""Vision Seeker"" Dream Catcher","9058","6","24.95","0.00"
"VS13","10274","""Vision Seeker"" Dream Catcher","9059","9","24.95","0.00"
"VS13","10274","""Vision Seeker"" Dream Catcher","9060","9","24.95","0.00"
"VS50","10275","""Vision Seeker"" Dream Catcher","","2","103.95","0.00"
"VS51","10277","""Vision Seeker"" Dream Catcher","","2","103.95","0.00"
"VS70","10280","""Vision Seeker"" Dream Catcher","","2","133.95","0.00"
"DC841","10293","Dream Catcher ""Energy""","","3","41.95","0.00"
"DC628","11463","""Magical"" Dream Catcher","","11","12.95","0.00"
"DCW2","11724","""Seasons"" Dream Catcher","","11","50.95","0.00"
"DC844","11725","Dream Catcher ""Energy""","","2","41.95","0.00"
"DC633","11727","""Magical"" Dream Catcher","9334","5","24.95","0.00"
"DC633","11727","""Magical"" Dream Catcher","9335","17","24.95","0.00"
"DCK21","11738","Dream Catchers Kit ""Spirit Seeker""","","3","10.95","0.00"
"DCV1","11746","Dream Catcher","","6","15.95","0.00"
"DC700","11755","Birthstone Dream Catcher","9235","0","6.95","0.00"
"DC700","11755","Birthstone Dream Catcher","9236","0","6.95","0.00"
"DC700","11755","Birthstone Dream Catcher","9237","0","6.95","0.00"
"DC700","11755","Birthstone Dream Catcher","9238","2","6.95","0.00"
"DC700","11755","Birthstone Dream Catcher","9239","2","6.95","0.00"
"DC700","11755","Birthstone Dream Catcher","9240","7","6.95","0.00"
"DC700","11755","Birthstone Dream Catcher","9241","4","6.95","0.00"
"DC700","11755","Birthstone Dream Catcher","9242","4","6.95","0.00"
"DC700","11755","Birthstone Dream Catcher","9243","2","6.95","0.00"
"DC700","11755","Birthstone Dream Catcher","9244","3","6.95","0.00"
"DC700","11755","Birthstone Dream Catcher","9245","2","6.95","0.00"
"DC700","11755","Birthstone Dream Catcher","9246","5","6.95","0.00"
"PDC","11759","Pocket Dream Catcher","9259","3","5.95","0.00"
"PDC","11759","Pocket Dream Catcher","9260","4","5.95","0.00"
"PDC","11759","Pocket Dream Catcher","9261","5","5.95","0.00"
"PDC","11759","Pocket Dream Catcher","9262","6","5.95","0.00"
"PDC","11759","Pocket Dream Catcher","9263","4","5.95","0.00"
"PDC","11759","Pocket Dream Catcher","9264","0","5.95","0.00"
"PDC","11759","Pocket Dream Catcher","9265","5","5.95","0.00"
"PDC","11759","Pocket Dream Catcher","9266","3","5.95","0.00"
"PDC","11759","Pocket Dream Catcher","9267","4","5.95","0.00"
"PDC","11759","Pocket Dream Catcher","9268","6","5.95","0.00"
"PDC","11759","Pocket Dream Catcher","9269","1","5.95","0.00"
"PDC","11759","Pocket Dream Catcher","9270","4","5.95","0.00"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9354","2","169.00","0.00"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9355","0","169.00","0.00"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9356","2","169.00","0.00"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9357","2","169.00","0.00"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9358","2","169.00","0.00"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9359","1","169.00","0.00"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9360","0","169.00","0.00"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9361","0","169.00","0.00"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9362","2","169.00","0.00"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9363","2","169.00","0.00"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9369","1","169.00","0.00"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9370","1","169.00","0.00"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9371","0","169.00","0.00"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9372","1","169.00","0.00"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9373","1","169.00","0.00"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","9374","2","169.00","0.00"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","9375","1","169.00","0.00"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","9376","1","169.00","0.00"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","9377","1","169.00","0.00"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","9378","0","169.00","0.00"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","9379","0","169.00","0.00"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","9380","1","169.00","0.00"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","9381","1","169.00","0.00"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","9382","0","169.00","0.00"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","9383","1","169.00","0.00"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","9394","1","79.00","0.00"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","9395","0","79.00","0.00"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","9396","0","79.00","0.00"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","9397","2","79.00","0.00"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","9398","0","79.00","0.00"
"A16052-WNS1001NC0BA","12076","Venus Active Support Top ""Zenith""","9399","0","109.00","0.00"
"A16052-WNS1001NC0BA","12076","Venus Active Support Top ""Zenith""","9400","1","109.00","0.00"
"A16052-WNS1001NC0BA","12076","Venus Active Support Top ""Zenith""","9401","0","109.00","0.00"
"A16052-WNS1001NC0BA","12076","Venus Active Support Top ""Zenith""","9402","1","109.00","0.00"
"A16052-WNS1001NC0BA","12076","Venus Active Support Top ""Zenith""","9403","0","109.00","0.00"
"A16058-WNS1001NC04A","12077","Venus Active Support Top ""Silent Seekers""","9404","1","109.00","0.00"
"A16058-WNS1001NC04A","12077","Venus Active Support Top ""Silent Seekers""","9405","0","109.00","0.00"
"A16058-WNS1001NC04A","12077","Venus Active Support Top ""Silent Seekers""","9406","1","109.00","0.00"
"A16058-WNS1001NC04A","12077","Venus Active Support Top ""Silent Seekers""","9407","1","109.00","0.00"
"A16058-WNS1001NC04A","12077","Venus Active Support Top ""Silent Seekers""","9408","1","109.00","0.00"
"W13023-UAC0301NC16A","12105","Reuben Tote Bag ""Water and Spirit Buffalo""","","2","49.00","0.00"
"A16058-UAC0301NC04A","12163","Reuben Tote Bag ""Silent Seekers""","","7","49.00","0.00"
"BA","13042","Moisturizing Lip Balm","9796","7","19.75","0.00"
"BA","13042","Moisturizing Lip Balm","9797","5","19.75","0.00"
"CB","13045","Body Balm","9800","4","35.00","0.00"
"CB","13045","Body Balm","9801","0","35.00","0.00"
"CB","13045","Body Balm","9802","3","35.00","0.00"
"HV","13046","Hydrolatherapy Mist","","4","30.00","0.00"
"EV","13047","Anti-Aging Elixir","","2","57.99","0.00"
"HQ","13052","Spiritual Mist","9803","15","15.99","0.00"
"HQ","13052","Spiritual Mist","9804","11","25.00","0.00"
"CS","13053","Ancestral Seed Boxes","9805","4","19.99","0.00"
"CS","13053","Ancestral Seed Boxes","9806","5","19.99","0.00"
"CS","13053","Ancestral Seed Boxes","9807","5","19.99","0.00"
"CS","13053","Ancestral Seed Boxes","9808","4","19.99","0.00"
"CV","13054","Face Cream","10212","4","65.00","0.00"
"CV","13054","Face Cream","10214","4","65.00","0.00"
"CV","13054","Face Cream","10216","4","65.00","0.00"
"CV","13054","Face Cream","10218","1","29.99","0.00"
"CV","13054","Face Cream","10220","3","29.99","0.00"
"CV","13054","Face Cream","10222","5","29.99","0.00"
"CC","13056","Body Cream","10230","3","45.00","0.00"
"CC","13056","Body Cream","10234","7","24.99","0.00"
"CC","13056","Body Cream","10238","2","45.00","0.00"
"CC","13056","Body Cream","10242","6","24.99","0.00"
