"Reference code","Product ID","Product name","Product Combinations ID","Combinations (Attribute - value pair)","Quantity","Final price (pre-tax)","Pre-tax wholesale price","Combinations wholesale price"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9354","Size - XS","2","169.00","64.00","0.00"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9355","Size - S","0","169.00","64.00","0.00"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9356","Size - M","2","169.00","64.00","0.00"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9357","Size - L","2","169.00","64.00","0.00"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9358","Size - XL","2","169.00","64.00","0.00"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9359","Size - XS","1","169.00","64.00","0.00"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9360","Size - S","0","169.00","64.00","0.00"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9361","Size - M","0","169.00","64.00","0.00"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9362","Size - L","1","169.00","64.00","0.00"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9363","Size - XL","2","169.00","64.00","0.00"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9369","Size - S","0","169.00","64.00","0.00"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9370","Size - M","1","169.00","64.00","0.00"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9371","Size - L","0","169.00","64.00","0.00"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9372","Size - XL","1","169.00","64.00","0.00"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9373","Size - XS","1","169.00","64.00","0.00"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","9374","Size - S","3","169.00","64.00","0.00"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","9375","Size - M","1","169.00","64.00","0.00"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","9376","Size - L","2","169.00","64.00","0.00"
