"Reference code","Product ID","Product name","Product Combinations ID","Combinations (Attribute - value pair)","Quantity","Final price (pre-tax)","Pre-tax wholesale price"
"SKU: 52-52-412","357","Connie Dickens Raven Town Bag","","Connie Dickens Sacoche Bandoulière Corbeau","2","56.00","21.00"
"SKU: 52-52-411","358","Connie Dickens Raven Passport Bag","","Connie Dickens Sacoche à Passeport Corbeau","3","40.00","16.75"
"SKU: 52-52-410","359","Connie Dickens Raven Zip Pouch","","Connie Dickens Pochette Zip Corbeau","2","20.00","8.25"
"SKU: 52-52-415","360","Connie Dickens Raven Coin Purse","","Connie Dickens Porte Monnaie Corbeau","2","14.00","5.50"
"SKU: 52-52-861","367","Kelly Robinson Eagle Passport Purse","","Kelly Robinson Sacoche à Passeport Aigle","3","40.00","16.75"
"SKU: 52-52-851","368","Kelly Robinson Eagle Passport Purse","","Kelly Robinson Sacoche à Passeport Aigle","3","40.00","16.75"
"SKU: 52-52-853","370","Kelly Robinson Eagle Town Bag","","Kelly Robinson Sacoche Bandoulière Aigle","3","56.00","21.00"
"SKU: 52-52-860","371","Kelly Robinson Eagle Zip Pouch","","Kelly Robinson Pochette Zip Aigle","3","20.00","8.25"
"SKU: 52-52-850","372","Kelly Robinson Eagle Zip Pouch","","Kelly Robinson Pochette Zip Aigle","2","20.00","8.25"
"SKU: 00-07-730x3","373","Corrine Hunt Silk Inspiration Bangle","1038","Corrine Hunt Inspiration de Soie - Bracelet : Taille - P","0","54.00","23.50"
"SKU: 00-07-730x3","373","Corrine Hunt Silk Inspiration Bangle","1039","Corrine Hunt Inspiration de Soie - Bracelet : Taille - M","1","54.00","23.50"
"SKU: 00-07-730x3","373","Corrine Hunt Silk Inspiration Bangle","1040","Corrine Hunt Inspiration de Soie - Bracelet : Taille - L","1","54.00","23.50"
"SKU: 00-07-733x3","374","Corrine Hunt Silk Inspiration Bangle","1035","Corrine Hunt Inspiration de Soie - Bracelet : Taille - P","0","54.00","23.50"
"SKU: 00-07-733x3","374","Corrine Hunt Silk Inspiration Bangle","1036","Corrine Hunt Inspiration de Soie - Bracelet : Taille - M","0","54.00","23.50"
"SKU: 00-07-733x3","374","Corrine Hunt Silk Inspiration Bangle","1037","Corrine Hunt Inspiration de Soie - Bracelet : Taille - L","2","54.00","23.50"
"SKU: 00-07-750x2","375","Corrine Hunt Silk Inspiration Cuff Bracelet","1033","Corrine Hunt Inspiration de Soie Bracelet : Taille - P","2","60.00","26.00"
"SKU: 00-07-750x2","375","Corrine Hunt Silk Inspiration Cuff Bracelet","1034","Corrine Hunt Inspiration de Soie Bracelet : Taille - M","0","60.00","26.00"
"SKU: 00-07-752x2","376","Corrine Hunt Silk Inspiration Cuff Bracelet","1031","Corrine Hunt Inspiration de Soie Bracelet : Taille - P","1","60.00","26.00"
"SKU: 00-07-752x2","376","Corrine Hunt Silk Inspiration Cuff Bracelet","1032","Corrine Hunt Inspiration de Soie Bracelet : Taille - M","1","60.00","26.00"
"SKU: 00-07-666","377","Corrine Hunt Silk Inspiration Drop Earrings","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","2","50.00","21.50"
"SKU: 00-07-662","378","Corrine Hunt Silk Inspiration Drop Earrings","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","2","50.00","21.50"
"SKU: 00-07-664","379","Corrine Hunt Silk Inspiration Oval Earrings","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","2","50.00","21.50"
"SKU: 00-07-674","380","Corrine Hunt Silk Inspiration Drop Earrings","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","4","50.00","21.50"
"SKU: 00-07-660","381","Corrine Hunt Silk Inspiration Oval Earrings","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","2","50.00","21.50"
"SKU: 00-07-667","383","Corrine Hunt Silk Inspiration Trapezoid Earrings","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","2","50.00","21.50"
"SKU: 00-07-663","384","Corrine Hunt Silk Inspiration Trapezoid Earrings","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","2","50.00","21.50"
"SKU: 00-07-675","385","Corrine Hunt Silk Inspiration Trapezoid Earrings","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","2","50.00","21.50"
"SKU: 00-07-665","386","Corrine Hunt Silk Inspiration Triangle Earrings","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","2","50.00","21.50"
"SKU: 00-07-661","387","Corrine Hunt Silk Inspiration Triangle Earrings","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","3","50.00","21.50"
"SKU: 00-07-673","388","Corrine Hunt Silk Inspiration Triangle Earrings","","Corrine Hunt Inspiration de Soie Boucles d'Oreilles","2","50.00","21.50"
"SKU: 00-07-653","389","Corrine Hunt Silk Inspiration Oval Pendant","","Corrine Hunt Inspiration de Soie Pendentif","2","46.00","20.00"
"SKU: 00-07-654","392","Corrine Hunt Silk Inspiration Round Pendant","","Corrine Hunt Inspiration de Soie Pendentif","2","46.00","20.00"
"SKU: 00-07-652","393","Corrine Hunt Silk Inspiration Round Pendant","","Corrine Hunt Inspiration de Soie Pendentif","2","46.00","20.00"
"SKU: 00-07-658","394","Corrine Hunt Silk Inspiration Round Pendant","","Corrine Hunt Inspiration de Soie Pendentif","2","46.00","20.00"
"SKU: 00-07-739x3","395","Kelly Robinson Silk Inspiration Bangle","1028","Kelly Robinson Inspiration de Soie Bracelet : Taille - P","2","54.00","23.50"
"SKU: 00-07-739x3","395","Kelly Robinson Silk Inspiration Bangle","1029","Kelly Robinson Inspiration de Soie Bracelet : Taille - M","0","54.00","23.50"
"SKU: 00-07-739x3","395","Kelly Robinson Silk Inspiration Bangle","1030","Kelly Robinson Inspiration de Soie Bracelet : Taille - L","2","54.00","23.50"
"SKU: 00-07-736x3","396","Kelly Robinson Silk Inspiration Bangle","1025","Kelly Robinson Inspiration de Soie Bracelet : Taille - P","1","54.00","23.50"
"SKU: 00-07-736x3","396","Kelly Robinson Silk Inspiration Bangle","1026","Kelly Robinson Inspiration de Soie Bracelet : Taille - M","1","54.00","23.50"
"SKU: 00-07-736x3","396","Kelly Robinson Silk Inspiration Bangle","1027","Kelly Robinson Inspiration de Soie Bracelet : Taille - L","1","54.00","23.50"
"SKU: 00-07-756x2","397","Kelly Robinson Silk Inspiration Cuff Bracelet","1023","Kelly Robinson Inspiration de Soie Bracelet : Taille - P","1","60.00","23.50"
"SKU: 00-07-756x2","397","Kelly Robinson Silk Inspiration Cuff Bracelet","1024","Kelly Robinson Inspiration de Soie Bracelet : Taille - M","1","60.00","23.50"
"SKU: 00-07-670","399","Kelly Robinson Silk Inspiration Drop Earrings","","Kelly Robinson Inspiration de Soie Boucles d'Oreilles","2","50.00","21.50"
"SKU: 00-07-678","400","Kelly Robinson Silk Inspiration Drop Earrings","","Kelly Robinson Inspiration de Soie Boucles d'Oreilles","2","50.00","21.50"
"SKU: 00-07-668","401","Kelly Robinson Silk Inspiration Oval Earrings","","Kelly Robinson Inspiration de Soie Boucles d'Oreilles","2","50.00","21.50"
"SKU: 00-07-676","402","Kelly Robinson Silk Inspiration Oval Earrings","","Kelly Robinson Inspiration de Soie Boucles d'Oreilles","2","50.00","21.50"
"SKU: 00-07-669","405","Kelly Robinson Silk Inspiration Triangle Earrings","","Kelly Robinson Inspiration de Soie Boucles d'Oreilles","2","50.00","21.50"
"SKU: 00-07-677","406","Kelly Robinson Silk Inspiration Triangle Earrings","","Kelly Robinson Inspiration de Soie Boucles d'Oreilles","2","50.00","21.50"
"SKU: 00-07-655","407","Kelly Robinson Silk Inspiration Oval Pendant","","Kelly Robinson Inspiration de Soie Pendentif","2","46.00","20.00"
"SKU: 00-07-632","409","Kelly Robinson Silk Inspiration Round Pendant","","Kelly Robinson Inspiration de Soie Pendentif","2","46.00","20.00"
"SKU: 00-07-656","410","Kelly Robinson Silk Inspiration Round Pendant","","Kelly Robinson Inspiration de Soie Pendentif","2","46.00","16.50"
"SKU: 00-07-562x2","418","Andrew Williams Octopus Bracelet","7525","Andrew Williams Bracelet Pieuvre : Taille - 6.5""","1","104.00","41.00"
"SKU: 00-07-562x2","418","Andrew Williams Octopus Bracelet","7526","Andrew Williams Bracelet Pieuvre : Taille - 8""","2","104.00","41.00"
"SKU: 00-07-504","428","Corrine Hunt Wolf Pendant","","Corrine Hunt Pendentif Loup","2","82.00","27.00"
"SKU: 00-07-529","429","Corrine Hunt Wolf Earrings","","Corrine Hunt Boucles d'Oreilles Loup","2","75.00","27.50"
"SKU: 00-07-500","436","Corrine Hunt Eagle Pendant","","Corrine Hunt Pendentif Aigle","2","82.00","25.00"
"SKU: 54-54-206x12","501","Bear Box Coin Purse","106","Porte-monnaie Bear Box : Couleurs - Noir","0","34.00","11.00"
