"Reference code","Product ID","Product name","Product Combinations ID","Quantity","Final price (pre-tax)","Pre-tax wholesale price"
"RABBITSKINS","14679","Rabbit Skins","","33","18.00","0.00"
"SHARK","14779","Shark Teeth","","27","3.95","0.00"
"RED1-E","14781","Inukshuk Earrings","","8","15.95","0.00"
"RED1-P","14782","RED1 Inukshuk Pendant","","2","9.95","0.00"
"THR72","14933","Stones - Worry Big","","50","7.50","0.00"
"ESLB","14934","Stones - Earth Labradorite","","14","7.50","0.00"
"CBDF","14935","Stones - Canadian Rocks","","32","8.95","0.00"
"WSM12","14953","Stones - Wishstone Magnets","","17","7.50","0.00"
"FIS40R","14954","Stones - Inspiration","","25","7.50","0.00"
"FWP60R","14955","Stones - Wishstones","","47","6.50","0.00"
"BBSS1-P","14990","Sterling Silver Necklace","","5","34.95","0.00"
"BBSS12-P","14994","Sterling Silver Necklace","","2","38.95","0.00"
"BBSS1","14995","Sterling Silver Earrings","","4","46.95","0.00"
"BBSS10","14997","Sterling Silver Earrings","","2","55.95","0.00"
"CS-Individual","15155","Ancestral Seeds (Sachet)","","37","3.99","0.00"
"Orange Shirt","15158","Pin - ""Orange Shirt""","","11","30.00","0.00"
"KC-Heart","15159","Key Chain ""Heart""","","10","25.00","0.00"
