"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Product Combinations ID","Product ID"
"Ladies Mukluks","9013-0020-13-1950980CHO","","Mukluks pour Dames : Pointure - 6","0","83.29","192.00","0.00","11668","4569"
"Ladies Mukluks","9013-0020-13-1950980CHO","","Mukluks pour Dames : Pointure - 10","0","83.29","192.00","0.00","11669","4569"
"Ladies Mukluks","9013-0020-13-1950980CHO","","Mukluks pour Dames : Pointure - 11","0","83.29","192.00","0.00","11670","4569"
"Ladies Mukluks","9013-0020-13-1950980CHO","","Mukluks pour Dames : Pointure - 12","0","83.29","192.00","0.00","11671","4569"
"Ladies Leather Mukluks","941427CK","","Mukluks en Cuir pour Dames : Pointure - 6","1","185.00","430.00","0.00","10473","14297"
"Ladies Leather Mukluks","941427CK","","Mukluks en Cuir pour Dames : Pointure - 7","1","185.00","430.00","0.00","10474","14297"
"Ladies Leather Mukluks","941427CK","","Mukluks en Cuir pour Dames : Pointure - 8","2","185.00","430.00","0.00","10475","14297"
"Ladies Leather Mukluks","941427CK","","Mukluks en Cuir pour Dames : Pointure - 9","2","185.00","430.00","0.00","10476","14297"
"Ladies Mukluks","9026-0308-85-1964185OBSM","","Mukluks pour Dame : Pointure - 6","0","139.70","321.00","0.00","10600","14686"
"Ladies Mukluks","9026-0308-85-1964185OBSM","","Mukluks pour Dame : Pointure - 7","0","139.70","321.00","0.00","10601","14686"
"Ladies Mukluks","9026-0308-85-1964185OBSM","","Mukluks pour Dame : Pointure - 8","1","139.70","321.00","0.00","10602","14686"
"Ladies Mukluks","9026-0308-85-1964185OBSM","","Mukluks pour Dame : Pointure - 9","2","139.70","321.00","0.00","10603","14686"
"Ladies Mukluks","9026-0308-85-1964185OBSM","","Mukluks pour Dame : Pointure - 10","0","139.70","321.00","0.00","10604","14686"
"Ladies Mukluks","9026-0308-85-1964185OBSM","","Mukluks pour Dame : Pointure - 11","0","139.70","321.00","0.00","10605","14686"
"Ladies Mukluks","9026-0308-85-1964185OBSM","","Mukluks pour Dame : Pointure - 12","0","139.70","321.00","0.00","10606","14686"
"Ladies Mukluks","9816-0408-47-980447BL","","Mukluks pour Dames : Pointure - 6","0","198.00","422.00","0.00","13313","17246"
"Ladies Mukluks","9816-0408-47-980447BL","","Mukluks pour Dames : Pointure - 7","1","198.00","422.00","0.00","13314","17246"
"Ladies Mukluks","9816-0408-47-980447BL","","Mukluks pour Dames : Pointure - 8","1","198.00","422.00","0.00","13315","17246"
"Ladies Mukluks","9816-0408-47-980447BL","","Mukluks pour Dames : Pointure - 9","0","198.00","422.00","0.00","13316","17246"
"Ladies Mukluks","9816-0408-47-980447BL","","Mukluks pour Dames : Pointure - 10","0","198.00","422.00","0.00","13317","17246"
"Ladies Mukluks","9816-0408-47-980447BL","","Mukluks pour Dames : Pointure - 11","0","198.00","422.00","0.00","13318","17246"
"Ladies Mukluks","9816-0408-47-980447BL","","Mukluks pour Dames : Pointure - 12","0","198.00","422.00","0.00","13319","17246"
