"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Combinations wholesale price","Combinations Impact on unit price","Product Combinations ID","Product ID"
"CAP Art Cards","CAP737","","Cartes D'art CAP","302","2.75","6.35","0.00","0.00","0.00","","7287"
"Art Magnet","CAP-MAG","","Aimant d'Art","39","2.75","6.95","0.00","0.00","0.00","","7291"
"CAP Box Cards Set","BOXCARDSET","","Boîte de Cartes CAP","9","9.40","21.95","0.00","0.00","0.00","","7725"
"CAP Colouring Box Cards Set","BOXCOLORINGCARDSET","","Boîte de Cartes à Colorier CAP","0","9.25","21.95","0.00","0.00","0.00","","7726"
"CAP Colouring Book","CLB-013X","","Livre à Colorier ""CAP""","2","3.75","9.25","0.00","0.00","0.00","","7732"
"CAP Calendars 2025","CAL","","Calendriers CAP 2025","0","9.50","22.00","0.00","0.00","0.00","","7976"
"CAP11x14","CAP11x14","","CAP11x14","0","7.50","20.00","0.00","0.00","0.00","","8694"
"Planner 2025","PLN113","","Agenda 2025","0","11.00","25.45","0.00","0.00","0.00","","14836"
"Planner 2025","PLN127","","Agenda 2025","0","20.00","46.00","0.00","0.00","0.00","","16453"
"Colouring Cards CAP","BOXCARD-X3","","Carte à Colorier CAP","12","0.77","1.80","0.00","0.00","0.00","","16657"
"Desk Calendar","DSK-4","","Calendrier de Bureau","0","6.75","15.95","0.00","0.00","0.00","","16680"
"''Protector'' Card","PROTECTOR-CARD","","Carte ''Protection''","14","0.33","2.50","0.00","0.00","0.00","","16908"
"''Coutou'' Card 4 x 6","COUTOU-CARD","","Carte ''COUTOU'' 4 x 6","0","0.90","2.50","0.00","0.00","0.00","","16972"
"CAP Calendars 2026","CAL26","","Calendriers CAP 2026","0","9.75","22.95","0.00","0.00","0.00","","16989"
