"Reference code","Product ID","Product name","Product Combinations ID","Combinations (Attribute - value pair)","Quantity","Final price (pre-tax)"
"B489","1044","Leather Moccasins for Men","7216","Shoes Size - 6","0","108.00"
"B489","1044","Leather Moccasins for Men","7217","Shoes Size - 14","7","118.00"
"B489","1044","Leather Moccasins for Men","7218","Shoes Size - 15","0","118.00"
"B489","1044","Leather Moccasins for Men","7219","Shoes Size - 11","0","108.00"
"B489","1045","Leather Moccasins for Women","2761","Shoes Size - 4","3","98.00"
"B489","1045","Leather Moccasins for Women","2763","Shoes Size - 6","0","98.00"
"B489","1045","Leather Moccasins for Women","2764","Shoes Size - 7","10","98.00"
"B489","1045","Leather Moccasins for Women","2765","Shoes Size - 8","7","98.00"
"B489","1045","Leather Moccasins for Women","2766","Shoes Size - 9","8","98.00"
"B489","1045","Leather Moccasins for Women","2767","Shoes Size - 10","5","98.00"
"B489","1045","Leather Moccasins for Women","7220","Shoes Size - 5","8","98.00"
"220","1046","Suede Moccasins for Juniors","2775","Shoes Size - 11","6","68.00"
"220","1046","Suede Moccasins for Juniors","2776","Shoes Size - 12","4","68.00"
"220","1046","Suede Moccasins for Juniors","2777","Shoes Size - 13","2","68.00"
"220","1046","Suede Moccasins for Juniors","2779","Shoes Size - 2","6","68.00"
"220","1046","Suede Moccasins for Juniors","2780","Shoes Size - 3","7","68.00"
"220","1046","Suede Moccasins for Juniors","7221","Shoes Size - 1","4","68.00"
"220","1047","Suede Moccasins for Children","2787","Shoes Size - 7","7","65.00"
"220","1047","Suede Moccasins for Children","2790","Shoes Size - 10","3","65.00"
"220","1047","Suede Moccasins for Children","7222","Shoes Size - 8","4","65.00"
"220","1047","Suede Moccasins for Children","7223","Shoes Size - 9","4","65.00"
"220","1048","Suede Moccasins for Babies","8148","Shoes Size - 2","2","58.00"
"220","1048","Suede Moccasins for Babies","8149","Shoes Size - 3","2","58.00"
"220","1048","Suede Moccasins for Babies","8150","Shoes Size - 4","5","58.00"
"220","1048","Suede Moccasins for Babies","8151","Shoes Size - 5","5","58.00"
"220","1048","Suede Moccasins for Babies","8152","Shoes Size - 6","1","58.00"
"204","1056","Suede Moccasins for Men","2837","Shoes Size - 15","0","139.00"
"204","1056","Suede Moccasins for Men","2838","Shoes Size - 14","0","139.00"
"204","1056","Suede Moccasins for Men","2839","Shoes Size - 13","3","129.00"
"204","1056","Suede Moccasins for Men","2840","Shoes Size - 12","2","129.00"
"204","1056","Suede Moccasins for Men","2841","Shoes Size - 11","2","129.00"
"204","1056","Suede Moccasins for Men","2842","Shoes Size - 10","1","129.00"
"204","1056","Suede Moccasins for Men","2843","Shoes Size - 9","2","129.00"
"204","1056","Suede Moccasins for Men","2844","Shoes Size - 8","2","129.00"
"204","1056","Suede Moccasins for Men","2845","Shoes Size - 7","2","129.00"
"204","1056","Suede Moccasins for Men","2846","Shoes Size - 6","0","129.00"
"150CR","1076","Ballerina Slippers","3378","Shoes Size - 5","3","99.00"
"150CR","1076","Ballerina Slippers","3382","Shoes Size - 9","3","99.00"
"150CR","1076","Ballerina Slippers","3383","Shoes Size - 10","3","99.00"
"150CR","1076","Ballerina Slippers","7224","Shoes Size - 6","1","99.00"
"150CR","1076","Ballerina Slippers","7225","Shoes Size - 7","0","99.00"
"150CR","1076","Ballerina Slippers","7226","Shoes Size - 8","0","99.00"
"150CR","1076","Ballerina Slippers","9579","Shoes Size - 11","0","99.00"
"150CR","1076","Ballerina Slippers","9580","Shoes Size - 12","0","99.00"
"150BL","1078","Ballerina Slippers","3396","Shoes Size - 5","4","99.00"
"150BL","1078","Ballerina Slippers","3401","Shoes Size - 10","3","99.00"
"150BL","1078","Ballerina Slippers","7227","Shoes Size - 6","1","99.00"
"150BL","1078","Ballerina Slippers","7228","Shoes Size - 7","2","99.00"
"150BL","1078","Ballerina Slippers","7229","Shoes Size - 8","2","99.00"
"150BL","1078","Ballerina Slippers","7230","Shoes Size - 9","4","99.00"
"150BL","1078","Ballerina Slippers","9271","Shoes Size - 11","2","99.00"
"150BL","1078","Ballerina Slippers","9272","Shoes Size - 12","1","99.00"
"150BR","1079","Ballerina Slippers","3408","Shoes Size - 5","2","99.00"
"150BR","1079","Ballerina Slippers","3413","Shoes Size - 10","2","99.00"
"150BR","1079","Ballerina Slippers","7231","Shoes Size - 6","1","99.00"
"150BR","1079","Ballerina Slippers","7232","Shoes Size - 7","2","99.00"
"150BR","1079","Ballerina Slippers","7233","Shoes Size - 8","0","99.00"
"150BR","1079","Ballerina Slippers","7234","Shoes Size - 9","1","99.00"
"150BR","1079","Ballerina Slippers","9581","Shoes Size - 11","0","99.00"
"150BR","1079","Ballerina Slippers","9582","Shoes Size - 12","0","99.00"
"150PR","1081","Ballerina Slippers","3432","Shoes Size - 5","1","99.00"
"150PR","1081","Ballerina Slippers","3433","Shoes Size - 6","0","99.00"
"150PR","1081","Ballerina Slippers","3436","Shoes Size - 9","0","99.00"
"150PR","1081","Ballerina Slippers","3437","Shoes Size - 10","2","99.00"
"150PR","1081","Ballerina Slippers","7240","Shoes Size - 7","0","99.00"
"150PR","1081","Ballerina Slippers","7241","Shoes Size - 8","0","99.00"
"150PR","1081","Ballerina Slippers","9585","Shoes Size - 11","0","99.00"
"150PR","1081","Ballerina Slippers","9586","Shoes Size - 12","0","99.00"
"150RD","1082","Ballerina Slippers","3444","Shoes Size - 5","3","99.00"
"150RD","1082","Ballerina Slippers","3445","Shoes Size - 6","0","99.00"
"150RD","1082","Ballerina Slippers","3448","Shoes Size - 9","1","99.00"
"150RD","1082","Ballerina Slippers","3449","Shoes Size - 10","2","99.00"
"150RD","1082","Ballerina Slippers","7242","Shoes Size - 7","1","99.00"
"150RD","1082","Ballerina Slippers","7243","Shoes Size - 8","1","99.00"
"150RD","1082","Ballerina Slippers","9587","Shoes Size - 11","0","99.00"
"150RD","1082","Ballerina Slippers","9588","Shoes Size - 12","0","99.00"
"150ST","1083","Ballerina Slippers","3456","Shoes Size - 5","2","99.00"
"150ST","1083","Ballerina Slippers","3461","Shoes Size - 10","2","99.00"
"150ST","1083","Ballerina Slippers","7244","Shoes Size - 6","0","99.00"
"150ST","1083","Ballerina Slippers","7245","Shoes Size - 7","1","99.00"
"150ST","1083","Ballerina Slippers","7246","Shoes Size - 8","1","99.00"
"150ST","1083","Ballerina Slippers","7247","Shoes Size - 9","1","99.00"
"150ST","1083","Ballerina Slippers","9314","Shoes Size - 11","2","99.00"
"150ST","1083","Ballerina Slippers","9589","Shoes Size - 12","1","99.00"
"150TQ","1084","Ballerina Slippers","3468","Shoes Size - 5","1","99.00"
"150TQ","1084","Ballerina Slippers","3469","Shoes Size - 6","1","99.00"
"150TQ","1084","Ballerina Slippers","3470","Shoes Size - 7","2","99.00"
"150TQ","1084","Ballerina Slippers","3471","Shoes Size - 8","1","99.00"
"150TQ","1084","Ballerina Slippers","3473","Shoes Size - 10","1","99.00"
"150TQ","1084","Ballerina Slippers","7248","Shoes Size - 9","1","99.00"
"150TQ","1084","Ballerina Slippers","9590","Shoes Size - 11","0","99.00"
"150TQ","1084","Ballerina Slippers","9591","Shoes Size - 12","0","99.00"
"5109-0048-13-13136DKDKP","1098","Ladies Moccasins","3624","Shoes Size - 10","2","95.00"
"5109-0048-13-13136DKDKP","1098","Ladies Moccasins","7272","Shoes Size - 12","0","95.00"
"5109-0048-13-13136DKDKP","1098","Ladies Moccasins","7273","Shoes Size - 4","0","95.00"
"5109-0048-13-13136DKDKP","1098","Ladies Moccasins","7274","Shoes Size - 5","0","95.00"
"5109-0048-13-13136DKDKP","1098","Ladies Moccasins","7275","Shoes Size - 6","0","95.00"
"5109-0048-13-13136DKDKP","1098","Ladies Moccasins","7276","Shoes Size - 7","0","95.00"
"5109-0048-13-13136DKDKP","1098","Ladies Moccasins","7277","Shoes Size - 8","0","95.00"
"5109-0048-13-13136DKDKP","1098","Ladies Moccasins","7278","Shoes Size - 9","0","95.00"
"5109-0048-13-13136DKDKP","1098","Ladies Moccasins","7279","Shoes Size - 11","0","95.00"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","3663","Shoes Size - 6","0","169.00"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","3664","Shoes Size - 7","2","169.00"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","3665","Shoes Size - 8","0","169.00"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","3668","Shoes Size - 11","0","169.00"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","3670","Shoes Size - 13","0","169.00"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","6905","Shoes Size - 14","0","179.00"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","7286","Shoes Size - 9","1","169.00"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","7287","Shoes Size - 10","0","169.00"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","7288","Shoes Size - 12","0","169.00"
"6019-0300-41BR-9133BR","1101","Leather Moccasins for Men","7289","Shoes Size - 15","0","179.00"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","3735","Shoes Size - 6","0","95.00"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","3736","Shoes Size - 7","2","95.00"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","3737","Shoes Size - 8","0","95.00"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","3738","Shoes Size - 9","0","95.00"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","3739","Shoes Size - 10","0","95.00"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","3740","Shoes Size - 11","0","95.00"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","3741","Shoes Size - 12","0","95.00"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","3742","Shoes Size - 13","0","95.00"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","7304","Shoes Size - 14","0","105.00"
"5000-0000-27-78CHORK","1106","Suede Moccasins for Men","7305","Shoes Size - 15","0","105.00"
"9816-0408-47-980447MO","1111","Ladies Mukluks","3975","Shoes Size - 8","1","422.00"
"9816-0408-47-980447MO","1111","Ladies Mukluks","7577","Shoes Size - 4","0","422.00"
"9816-0408-47-980447MO","1111","Ladies Mukluks","7578","Shoes Size - 5","0","422.00"
"9816-0408-47-980447MO","1111","Ladies Mukluks","7579","Shoes Size - 6","0","422.00"
"9816-0408-47-980447MO","1111","Ladies Mukluks","7580","Shoes Size - 7","0","422.00"
"9816-0408-47-980447MO","1111","Ladies Mukluks","7581","Shoes Size - 9","1","422.00"
"9816-0408-47-980447MO","1111","Ladies Mukluks","7582","Shoes Size - 10","0","422.00"
"9816-0408-47-980447MO","1111","Ladies Mukluks","7583","Shoes Size - 11","0","422.00"
"9816-0408-47-980447MO","1111","Ladies Mukluks","7584","Shoes Size - 12","0","422.00"
"9026-0468-85-1964585RMADKT","1114","Ladies Mukluks","3998","Shoes Size - 4","0","227.00"
"9026-0468-85-1964585RMADKT","1114","Ladies Mukluks","3999","Shoes Size - 5","0","227.00"
"9026-0468-85-1964585RMADKT","1114","Ladies Mukluks","4000","Shoes Size - 6","0","227.00"
"9026-0468-85-1964585RMADKT","1114","Ladies Mukluks","4001","Shoes Size - 7","0","227.00"
"9026-0468-85-1964585RMADKT","1114","Ladies Mukluks","4002","Shoes Size - 8","1","227.00"
"9026-0468-85-1964585RMADKT","1114","Ladies Mukluks","4003","Shoes Size - 9","1","227.00"
"9026-0468-85-1964585RMADKT","1114","Ladies Mukluks","4004","Shoes Size - 10","0","227.00"
"9026-0468-85-1964585RMADKT","1114","Ladies Mukluks","4005","Shoes Size - 11","0","227.00"
"9026-0468-85-1964585RMADKT","1114","Ladies Mukluks","4006","Shoes Size - 12","0","227.00"
"9013-0300-47RK-19245RK","1118","Mukluks for Men","3862","Shoes Size - 10","0","318.00"
"9013-0300-47RK-19245RK","1118","Mukluks for Men","3863","Shoes Size - 9","1","318.00"
"9013-0300-47RK-19245RK","1118","Mukluks for Men","7554","Shoes Size - 7","2","318.00"
"9013-0300-47RK-19245RK","1118","Mukluks for Men","7555","Shoes Size - 8","0","318.00"
"9013-0300-47RK-19245RK","1118","Mukluks for Men","7556","Shoes Size - 11","0","318.00"
"9013-0300-47RK-19245RK","1118","Mukluks for Men","7557","Shoes Size - 12","0","318.00"
"9013-0300-47RK-19245RK","1118","Mukluks for Men","7558","Shoes Size - 13","0","318.00"
"9013-0300-47RK-19245RK","1118","Mukluks for Men","7559","Shoes Size - 14","0","318.00"
"9013-0300-47RK-19245RK","1118","Mukluks for Men","7560","Shoes Size - 15","0","318.00"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","6181","Shoes Size - 6","0","138.00"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","6182","Shoes Size - 7","0","138.00"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","6183","Shoes Size - 8","0","138.00"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","6184","Shoes Size - 9","0","138.00"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","6185","Shoes Size - 10","0","138.00"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","6186","Shoes Size - 11","1","138.00"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","6187","Shoes Size - 12","1","138.00"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","6188","Shoes Size - 13","0","138.00"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","7322","Shoes Size - 14","0","148.00"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","7323","Shoes Size - 15","0","148.00"
"5100-0000-41-3107CK","1411","Leather Moccasins for Men","6087","Shoes Size - 12","0","92.00"
"5100-0000-41-3107CK","1411","Leather Moccasins for Men","6088","Shoes Size - 13","1","92.00"
"5100-0000-41-3107CK","1411","Leather Moccasins for Men","6089","Shoes Size - 14","1","102.00"
"5100-0000-41-3107CK","1411","Leather Moccasins for Men","7324","Shoes Size - 6","0","92.00"
"5100-0000-41-3107CK","1411","Leather Moccasins for Men","7325","Shoes Size - 7","0","92.00"
"5100-0000-41-3107CK","1411","Leather Moccasins for Men","7326","Shoes Size - 8","0","92.00"
"5100-0000-41-3107CK","1411","Leather Moccasins for Men","7327","Shoes Size - 9","0","92.00"
"5100-0000-41-3107CK","1411","Leather Moccasins for Men","7328","Shoes Size - 10","0","92.00"
"5100-0000-41-3107CK","1411","Leather Moccasins for Men","7329","Shoes Size - 15","0","102.00"
"6080-0400-41IND-648","1414","Suede Slippers for Men","6190","Shoes Size - 7","0","116.00"
"6080-0400-41IND-648","1414","Suede Slippers for Men","6191","Shoes Size - 8","0","116.00"
"6080-0400-41IND-648","1414","Suede Slippers for Men","6193","Shoes Size - 10","1","116.00"
"6080-0400-41IND-648","1414","Suede Slippers for Men","6196","Shoes Size - 13","1","116.00"
"6080-0400-41IND-648","1414","Suede Slippers for Men","7339","Shoes Size - 6","0","116.00"
"6080-0400-41IND-648","1414","Suede Slippers for Men","7340","Shoes Size - 9","0","116.00"
"6080-0400-41IND-648","1414","Suede Slippers for Men","7341","Shoes Size - 11","0","116.00"
"6080-0400-41IND-648","1414","Suede Slippers for Men","7342","Shoes Size - 12","0","116.00"
"6080-0400-41IND-648","1414","Suede Slippers for Men","7343","Shoes Size - 14","0","116.00"
"6080-0400-41IND-648","1414","Suede Slippers for Men","7344","Shoes Size - 15","0","116.00"
"989","1426","Suede Moccasins for Men","6379","Shoes Size - 8","4","109.00"
"989","1426","Suede Moccasins for Men","6380","Shoes Size - 9","0","109.00"
"989","1426","Suede Moccasins for Men","7371","Shoes Size - 4","0","109.00"
"989","1426","Suede Moccasins for Men","7372","Shoes Size - 5","0","109.00"
"989","1426","Suede Moccasins for Men","7373","Shoes Size - 6","0","109.00"
"989","1426","Suede Moccasins for Men","7374","Shoes Size - 7","1","109.00"
"989","1426","Suede Moccasins for Men","7375","Shoes Size - 10","0","109.00"
"989","1426","Suede Moccasins for Men","7532","Shoes Size - 11","1","109.00"
"989","1426","Suede Moccasins for Men","7533","Shoes Size - 12","0","109.00"
"989","1426","Suede Moccasins for Men","7534","Shoes Size - 13","0","109.00"
"9816-0408-86-981486BL","1663","Ladies Mukluks","6579","Shoes Size - 7","0","467.00"
"9816-0408-86-981486BL","1663","Ladies Mukluks","6581","Shoes Size - 9","0","467.00"
"9816-0408-86-981486BL","1663","Ladies Mukluks","6582","Shoes Size - 10","1","467.00"
"9816-0408-86-981486BL","1663","Ladies Mukluks","7637","Shoes Size - 4","0","467.00"
"9816-0408-86-981486BL","1663","Ladies Mukluks","7638","Shoes Size - 5","0","467.00"
"9816-0408-86-981486BL","1663","Ladies Mukluks","7639","Shoes Size - 6","2","467.00"
"9816-0408-86-981486BL","1663","Ladies Mukluks","7640","Shoes Size - 8","0","467.00"
"9816-0408-86-981486BL","1663","Ladies Mukluks","7641","Shoes Size - 11","0","467.00"
"9816-0408-86-981486BL","1663","Ladies Mukluks","7642","Shoes Size - 12","0","467.00"
"6019-0308-41MODKT-9113MO","2686","Ladies Suede Moccasins","6692","Shoes Size - 9","0","152.00"
"6019-0308-41MODKT-9113MO","2686","Ladies Suede Moccasins","6694","Shoes Size - 11","0","152.00"
