"Reference code","Product ID","Product name","Product Combinations ID","Combinations (Attribute - value pair)","Quantity","Final price (pre-tax)"
"6019-0308-41MODKT-9113MO","2686","Ladies Suede Moccasins","6697","Shoes Size - 6","0","152.00"
"6019-0308-41MODKT-9113MO","2686","Ladies Suede Moccasins","7427","Shoes Size - 4","1","152.00"
"6019-0308-41MODKT-9113MO","2686","Ladies Suede Moccasins","7428","Shoes Size - 5","1","152.00"
"6019-0308-41MODKT-9113MO","2686","Ladies Suede Moccasins","7429","Shoes Size - 7","0","152.00"
"6019-0308-41MODKT-9113MO","2686","Ladies Suede Moccasins","7430","Shoes Size - 8","0","152.00"
"6019-0308-41MODKT-9113MO","2686","Ladies Suede Moccasins","7431","Shoes Size - 10","0","152.00"
"6019-0308-41MODKT-9113MO","2686","Ladies Suede Moccasins","7432","Shoes Size - 12","0","152.00"
"186/8","3162","Leather Moccasins for Men","6870","Shoes Size - 12","0","103.00"
"186/8","3162","Leather Moccasins for Men","6872","Shoes Size - 10","0","103.00"
"186/8","3162","Leather Moccasins for Men","7445","Shoes Size - 6","0","103.00"
"186/8","3162","Leather Moccasins for Men","7446","Shoes Size - 7","0","103.00"
"186/8","3162","Leather Moccasins for Men","7447","Shoes Size - 8","2","103.00"
"186/8","3162","Leather Moccasins for Men","7448","Shoes Size - 9","2","103.00"
"186/8","3162","Leather Moccasins for Men","7449","Shoes Size - 11","1","103.00"
"186/8","3162","Leather Moccasins for Men","7450","Shoes Size - 13","1","103.00"
"186/8","3162","Leather Moccasins for Men","7451","Shoes Size - 14","0","113.00"
"186/8","3162","Leather Moccasins for Men","7452","Shoes Size - 15","0","113.00"
"6080-0408-41CAP-600CAP","3332","Ladies Suede Slippers","6985","Shoes Size - 7","0","104.95"
"6080-0408-41CAP-600CAP","3332","Ladies Suede Slippers","7470","Shoes Size - 4","0","104.95"
"6080-0408-41CAP-600CAP","3332","Ladies Suede Slippers","7471","Shoes Size - 5","1","104.95"
"6080-0408-41CAP-600CAP","3332","Ladies Suede Slippers","7472","Shoes Size - 6","0","104.95"
"6080-0408-41CAP-600CAP","3332","Ladies Suede Slippers","7473","Shoes Size - 8","2","104.95"
"6080-0408-41CAP-600CAP","3332","Ladies Suede Slippers","7474","Shoes Size - 9","0","104.95"
"6080-0408-41CAP-600CAP","3332","Ladies Suede Slippers","7475","Shoes Size - 10","0","104.95"
"6080-0408-41CAP-600CAP","3332","Ladies Suede Slippers","7476","Shoes Size - 11","0","104.95"
"6080-0408-41CAP-600CAP","3332","Ladies Suede Slippers","7477","Shoes Size - 12","0","104.95"
"6006-1008-26-KB26118MU","3437","Ladies Suede Slippers","6996","Shoes Size - 9","0","154.00"
"6006-1008-26-KB26118MU","3437","Ladies Suede Slippers","7478","Shoes Size - 4","1","154.00"
"6006-1008-26-KB26118MU","3437","Ladies Suede Slippers","7479","Shoes Size - 5","1","154.00"
"6006-1008-26-KB26118MU","3437","Ladies Suede Slippers","7480","Shoes Size - 6","0","154.00"
"6006-1008-26-KB26118MU","3437","Ladies Suede Slippers","7481","Shoes Size - 7","0","154.00"
"6006-1008-26-KB26118MU","3437","Ladies Suede Slippers","7482","Shoes Size - 8","1","154.00"
"6006-1008-26-KB26118MU","3437","Ladies Suede Slippers","7483","Shoes Size - 10","0","154.00"
"6006-1008-26-KB26118MU","3437","Ladies Suede Slippers","7484","Shoes Size - 11","0","154.00"
"6006-1008-26-KB26118MU","3437","Ladies Suede Slippers","7485","Shoes Size - 12","0","154.00"
"B442","3554","Leather Moccasins for Men","7008","Shoes Size - 10","0","96.00"
"B442","3554","Leather Moccasins for Men","7009","Shoes Size - 11","0","96.00"
"B442","3554","Leather Moccasins for Men","7010","Shoes Size - 12","2","96.00"
"B442","3554","Leather Moccasins for Men","7011","Shoes Size - 13","1","96.00"
"B442","3554","Leather Moccasins for Men","7014","Shoes Size - 9","0","96.00"
"B442","3554","Leather Moccasins for Men","7486","Shoes Size - 6","0","96.00"
"B442","3554","Leather Moccasins for Men","7487","Shoes Size - 7","0","96.00"
"B442","3554","Leather Moccasins for Men","7488","Shoes Size - 8","1","96.00"
"B442","3554","Leather Moccasins for Men","7489","Shoes Size - 14","0","99.00"
"B442","3554","Leather Moccasins for Men","7490","Shoes Size - 15","0","99.00"
"698","3756","Suede Moccasins for Children","7493","Shoes Size - 10","0","63.00"
"698","3756","Suede Moccasins for Children","7494","Shoes Size - 8","0","63.00"
"698","3756","Suede Moccasins for Children","7495","Shoes Size - 9","0","63.00"
"698","3756","Suede Moccasins for Children","7496","Shoes Size - 7","0","63.00"
"698","3756","Suede Moccasins for Children","7497","Shoes Size - 3","0","63.00"
"698","3756","Suede Moccasins for Children","7498","Shoes Size - 4","2","63.00"
"698","3756","Suede Moccasins for Children","7499","Shoes Size - 5","0","63.00"
"698","3756","Suede Moccasins for Children","7500","Shoes Size - 6","0","63.00"
"150GRY","3840","Ballerina Slippers","7501","Shoes Size - 10","3","99.00"
"150GRY","3840","Ballerina Slippers","7502","Shoes Size - 6","0","99.00"
"150GRY","3840","Ballerina Slippers","7503","Shoes Size - 7","2","99.00"
"150GRY","3840","Ballerina Slippers","7504","Shoes Size - 8","0","99.00"
"150GRY","3840","Ballerina Slippers","7505","Shoes Size - 9","3","99.00"
"150GRY","3840","Ballerina Slippers","7506","Shoes Size - 5","2","99.00"
"150GRY","3840","Ballerina Slippers","9592","Shoes Size - 11","0","99.00"
"150GRY","3840","Ballerina Slippers","9593","Shoes Size - 12","0","99.00"
"90","4061","Sheepskin Insoles","9704","Shoes Size - XS","5","18.95"
"90","4061","Sheepskin Insoles","9705","Shoes Size - S","0","18.95"
"90","4061","Sheepskin Insoles","9706","Shoes Size - M","0","18.95"
"90","4061","Sheepskin Insoles","9707","Shoes Size - L","11","18.95"
"90","4061","Sheepskin Insoles","9708","Shoes Size - XL","2","18.95"
"90","4061","Sheepskin Insoles","9709","Shoes Size - XXL","4","18.95"
"8193TAN","4139","Leather Mukluks for Men","7737","Shoes Size - 12","1","340.00"
"8193TAN","4139","Leather Mukluks for Men","7738","Shoes Size - 11","1","340.00"
"8193TAN","4139","Leather Mukluks for Men","7739","Shoes Size - 15","0","350.00"
"8193TAN","4139","Leather Mukluks for Men","7740","Shoes Size - 14","0","350.00"
"8193TAN","4139","Leather Mukluks for Men","7741","Shoes Size - 6","0","340.00"
"8193TAN","4139","Leather Mukluks for Men","7742","Shoes Size - 7","0","340.00"
"8193TAN","4139","Leather Mukluks for Men","7743","Shoes Size - 8","0","340.00"
"8193TAN","4139","Leather Mukluks for Men","7744","Shoes Size - 9","1","340.00"
"8193TAN","4139","Leather Mukluks for Men","7745","Shoes Size - 10","0","340.00"
"8193TAN","4139","Leather Mukluks for Men","7746","Shoes Size - 13","0","340.00"
"9013-0020-13-1950980CHO","4569","Ladies Mukluks","7915","Shoes Size - 7","1","186.00"
"9013-0020-13-1950980CHO","4569","Ladies Mukluks","7916","Shoes Size - 8","2","186.00"
"9013-0020-13-1950980CHO","4569","Ladies Mukluks","7917","Shoes Size - 9","2","186.00"
"150OG","5563","Ballerina Slippers","8057","Shoes Size - 9","3","99.00"
"150OG","5563","Ballerina Slippers","8058","Shoes Size - 10","0","99.00"
"150OG","5563","Ballerina Slippers","8059","Shoes Size - 6","1","99.00"
"150OG","5563","Ballerina Slippers","8060","Shoes Size - 7","4","99.00"
"150OG","5563","Ballerina Slippers","8061","Shoes Size - 8","3","99.00"
"150OG","5563","Ballerina Slippers","8062","Shoes Size - 5","1","99.00"
"150OG","5563","Ballerina Slippers","9594","Shoes Size - 11","0","99.00"
"150OG","5563","Ballerina Slippers","9595","Shoes Size - 12","0","99.00"
"B442","8206","Leather Moccasins for Women","8207","Shoes Size - 4","1","75.00"
"B442","8206","Leather Moccasins for Women","8208","Shoes Size - 5","2","75.00"
"B442","8206","Leather Moccasins for Women","8209","Shoes Size - 6","0","75.00"
"B442","8206","Leather Moccasins for Women","8210","Shoes Size - 7","0","75.00"
"B442","8206","Leather Moccasins for Women","8211","Shoes Size - 8","0","75.00"
"B442","8206","Leather Moccasins for Women","8212","Shoes Size - 9","0","75.00"
"B442","8206","Leather Moccasins for Women","8213","Shoes Size - 10","1","75.00"
"180SB","9068","Ladies Concho","8508","Shoes Size - 4","0","175.00"
"180SB","9068","Ladies Concho","8509","Shoes Size - 5","0","175.00"
"180SB","9068","Ladies Concho","8510","Shoes Size - 6","1","175.00"
"180SB","9068","Ladies Concho","8511","Shoes Size - 7","0","175.00"
"180SB","9068","Ladies Concho","8512","Shoes Size - 8","1","175.00"
"180SB","9068","Ladies Concho","8513","Shoes Size - 9","1","175.00"
"180SB","9068","Ladies Concho","8514","Shoes Size - 10","1","175.00"
"180SB","9068","Ladies Concho","8515","Shoes Size - 11","0","175.00"
"SKU: 54-54-119","11172","Moccasins Bear Box","9186","Shoes Size - 24 months","0","80.00"
"SKU: 54-54-119","11172","Moccasins Bear Box","9187","Shoes Size - 36 months","2","80.00"
"SKU: 54-54-119","11172","Moccasins Bear Box","9188","Shoes Size - 18 months","0","80.00"
"B4890","11186","Leather Moccasins for Women","9195","Shoes Size - 6","0","120.00"
"B4890","11186","Leather Moccasins for Women","9196","Shoes Size - 7","0","120.00"
"B4890","11186","Leather Moccasins for Women","9197","Shoes Size - 8","1","120.00"
"B4890","11186","Leather Moccasins for Women","9198","Shoes Size - 9","1","120.00"
"B4890","11186","Leather Moccasins for Women","9199","Shoes Size - 4","3","120.00"
"B4890","11186","Leather Moccasins for Women","9200","Shoes Size - 5","3","120.00"
"B4890","11186","Leather Moccasins for Women","9201","Shoes Size - 10","2","120.00"
"150BLSSAB","12007","Ballerina Slippers","9290","Shoes Size - 10","2","165.00"
"150BLSSAB","12007","Ballerina Slippers","9291","Shoes Size - 6","0","165.00"
"150BLSSAB","12007","Ballerina Slippers","9292","Shoes Size - 7","2","165.00"
"150BLSSAB","12007","Ballerina Slippers","9293","Shoes Size - 8","1","165.00"
"150BLSSAB","12007","Ballerina Slippers","9294","Shoes Size - 9","2","165.00"
"150BLSSAB","12007","Ballerina Slippers","9295","Shoes Size - 5","2","165.00"
"150BLSSAB","12007","Ballerina Slippers","9598","Shoes Size - 11","0","165.00"
"150BLSSAB","12007","Ballerina Slippers","9599","Shoes Size - 12","0","165.00"
"150GRYSAB","12009","Ballerina Slippers","9302","Shoes Size - 10","1","143.00"
"150GRYSAB","12009","Ballerina Slippers","9303","Shoes Size - 6","1","143.00"
"150GRYSAB","12009","Ballerina Slippers","9304","Shoes Size - 7","0","143.00"
"150GRYSAB","12009","Ballerina Slippers","9305","Shoes Size - 8","0","143.00"
"150GRYSAB","12009","Ballerina Slippers","9306","Shoes Size - 9","1","143.00"
"150GRYSAB","12009","Ballerina Slippers","9307","Shoes Size - 5","0","143.00"
"150GRYSAB","12009","Ballerina Slippers","9602","Shoes Size - 11","0","143.00"
"150GRYSAB","12009","Ballerina Slippers","9603","Shoes Size - 12","0","143.00"
"150RDEP1F","12012","Ballerina Slippers","9308","Shoes Size - 10","3","143.00"
"150RDEP1F","12012","Ballerina Slippers","9309","Shoes Size - 6","1","143.00"
"150RDEP1F","12012","Ballerina Slippers","9310","Shoes Size - 7","1","143.00"
"150RDEP1F","12012","Ballerina Slippers","9311","Shoes Size - 8","1","143.00"
"150RDEP1F","12012","Ballerina Slippers","9312","Shoes Size - 9","3","143.00"
"150RDEP1F","12012","Ballerina Slippers","9313","Shoes Size - 5","2","143.00"
"150RDEP1F","12012","Ballerina Slippers","9604","Shoes Size - 11","0","143.00"
"150RDEP1F","12012","Ballerina Slippers","9605","Shoes Size - 12","0","143.00"
"134LEP1E","12013","Ladies Leather Moccasins","9315","Shoes Size - 10","0","165.00"
"134LEP1E","12013","Ladies Leather Moccasins","9316","Shoes Size - 6","0","165.00"
"134LEP1E","12013","Ladies Leather Moccasins","9317","Shoes Size - 7","1","165.00"
"134LEP1E","12013","Ladies Leather Moccasins","9318","Shoes Size - 8","2","165.00"
"134LEP1E","12013","Ladies Leather Moccasins","9319","Shoes Size - 9","1","165.00"
"134LEP1E","12013","Ladies Leather Moccasins","9320","Shoes Size - 5","0","165.00"
"134LEP1E","12013","Ladies Leather Moccasins","9321","Shoes Size - 11","0","165.00"
"150STEP1F","12016","Ballerina Slippers","9322","Shoes Size - 10","3","143.00"
"150STEP1F","12016","Ballerina Slippers","9323","Shoes Size - 6","0","143.00"
"150STEP1F","12016","Ballerina Slippers","9324","Shoes Size - 7","1","143.00"
"150STEP1F","12016","Ballerina Slippers","9325","Shoes Size - 8","2","143.00"
"150STEP1F","12016","Ballerina Slippers","9326","Shoes Size - 9","3","143.00"
"150STEP1F","12016","Ballerina Slippers","9327","Shoes Size - 5","2","143.00"
"150STEP1F","12016","Ballerina Slippers","9606","Shoes Size - 11","0","143.00"
"150STEP1F","12016","Ballerina Slippers","9607","Shoes Size - 12","0","143.00"
