"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Combinations wholesale price","Combinations Impact on unit price","Product Combinations ID","Product ID"
"Coco Tank ""Silent Seekers""","A16058-WNS0701NC04A","","Débardeur Coco ""En Quête de Silence"" : Taille - XP","1","34.35","79.00","0.00","0.00","0.00","1435","807"
"Coco Tank ""Silent Seekers""","A16058-WNS0701NC04A","","Débardeur Coco ""En Quête de Silence"" : Taille - P","1","34.35","79.00","0.00","0.00","0.00","1436","807"
"Coco Tank ""Silent Seekers""","A16058-WNS0701NC04A","","Débardeur Coco ""En Quête de Silence"" : Taille - M","2","34.35","79.00","0.00","0.00","0.00","1437","807"
"Coco Tank ""Silent Seekers""","A16058-WNS0701NC04A","","Débardeur Coco ""En Quête de Silence"" : Taille - L","0","34.35","79.00","0.00","0.00","0.00","1438","807"
"Coco Tank ""Silent Seekers""","A16058-WNS0701NC04A","","Débardeur Coco ""En Quête de Silence"" : Taille - XL","1","34.35","79.00","0.00","0.00","0.00","1439","807"
"Coco Tank ""Northern Keepers""","A16051-WNS0701NC05A","","Débardeur Coco ""Gardiens du Nord"" : Taille - XP","1","34.35","79.00","0.00","0.00","0.00","1430","808"
"Coco Tank ""Northern Keepers""","A16051-WNS0701NC05A","","Débardeur Coco ""Gardiens du Nord"" : Taille - P","0","34.35","79.00","0.00","0.00","0.00","1431","808"
"Coco Tank ""Northern Keepers""","A16051-WNS0701NC05A","","Débardeur Coco ""Gardiens du Nord"" : Taille - M","0","34.35","79.00","0.00","0.00","0.00","1432","808"
"Coco Tank ""Northern Keepers""","A16051-WNS0701NC05A","","Débardeur Coco ""Gardiens du Nord"" : Taille - L","0","34.35","79.00","0.00","0.00","0.00","1433","808"
"Coco Tank ""Northern Keepers""","A16051-WNS0701NC05A","","Débardeur Coco ""Gardiens du Nord"" : Taille - XL","0","34.35","79.00","0.00","0.00","0.00","1434","808"
"Coco Tank ""Giving Thanks""","A01028-WNS0701NC08A","","Débardeur Coco ""Rendre Grâce"" : Taille - XP","1","34.35","79.00","0.00","0.00","0.00","1425","809"
"Coco Tank ""Giving Thanks""","A01028-WNS0701NC08A","","Débardeur Coco ""Rendre Grâce"" : Taille - P","0","34.35","79.00","0.00","0.00","0.00","1426","809"
"Coco Tank ""Giving Thanks""","A01028-WNS0701NC08A","","Débardeur Coco ""Rendre Grâce"" : Taille - M","0","34.35","79.00","0.00","0.00","0.00","1427","809"
"Coco Tank ""Giving Thanks""","A01028-WNS0701NC08A","","Débardeur Coco ""Rendre Grâce"" : Taille - L","0","34.35","79.00","0.00","0.00","0.00","1428","809"
"Coco Tank ""Giving Thanks""","A01028-WNS0701NC08A","","Débardeur Coco ""Rendre Grâce"" : Taille - XL","0","34.35","79.00","0.00","0.00","0.00","1429","809"
"K Smith T-Shirt ""Silent Seekers""","A16058-WSS0901NC04A","","K Smith T-Shirt ""En Quête de Silence"" : Taille - XP","1","35.00","89.00","0.00","0.00","0.00","1405","820"
"K Smith T-Shirt ""Silent Seekers""","A16058-WSS0901NC04A","","K Smith T-Shirt ""En Quête de Silence"" : Taille - P","2","35.00","89.00","0.00","0.00","0.00","1406","820"
"K Smith T-Shirt ""Silent Seekers""","A16058-WSS0901NC04A","","K Smith T-Shirt ""En Quête de Silence"" : Taille - M","1","35.00","89.00","0.00","0.00","0.00","1407","820"
"K Smith T-Shirt ""Silent Seekers""","A16058-WSS0901NC04A","","K Smith T-Shirt ""En Quête de Silence"" : Taille - L","0","35.00","89.00","0.00","0.00","0.00","1408","820"
"K Smith T-Shirt ""Silent Seekers""","A16058-WSS0901NC04A","","K Smith T-Shirt ""En Quête de Silence"" : Taille - XL","2","35.00","89.00","0.00","0.00","0.00","1409","820"
"K Smith T-Shirt ""Depth""","A17063-WSS0901NC02A","","K Smith T-Shirt ""Profondeur"" : Taille - XP","0","35.00","89.00","0.00","0.00","0.00","2313","821"
"K Smith T-Shirt ""Depth""","A17063-WSS0901NC02A","","K Smith T-Shirt ""Profondeur"" : Taille - P","0","35.00","89.00","0.00","0.00","0.00","2314","821"
"K Smith T-Shirt ""Depth""","A17063-WSS0901NC02A","","K Smith T-Shirt ""Profondeur"" : Taille - M","0","35.00","89.00","0.00","0.00","0.00","2315","821"
"K Smith T-Shirt ""Depth""","A17063-WSS0901NC02A","","K Smith T-Shirt ""Profondeur"" : Taille - L","0","35.00","89.00","0.00","0.00","0.00","2316","821"
"K Smith T-Shirt ""Depth""","A17063-WSS0901NC02A","","K Smith T-Shirt ""Profondeur"" : Taille - XL","0","35.00","89.00","0.00","0.00","0.00","2317","821"
"Kaplan Tank ""M'Otter Love""","A17064-WNS0801NC03A","","Débardeur Kaplan ""L'Outre Mère"" : Taille - XP","2","60.00","129.00","0.00","0.00","0.00","1420","822"
"Kaplan Tank ""M'Otter Love""","A17064-WNS0801NC03A","","Débardeur Kaplan ""L'Outre Mère"" : Taille - P","1","60.00","129.00","0.00","0.00","0.00","1421","822"
"Kaplan Tank ""M'Otter Love""","A17064-WNS0801NC03A","","Débardeur Kaplan ""L'Outre Mère"" : Taille - M","1","60.00","129.00","0.00","0.00","0.00","1422","822"
"Kaplan Tank ""M'Otter Love""","A17064-WNS0801NC03A","","Débardeur Kaplan ""L'Outre Mère"" : Taille - L","1","60.00","129.00","0.00","0.00","0.00","1423","822"
"Kaplan Tank ""M'Otter Love""","A17064-WNS0801NC03A","","Débardeur Kaplan ""L'Outre Mère"" : Taille - XL","2","60.00","129.00","0.00","0.00","0.00","1424","822"
"Kaplan Tank ""Silent Seekers""","A16058-WNS0801NC04B","","Débardeur Kaplan ""En Quête de Silence"" : Taille - XP","1","60.00","129.00","0.00","0.00","0.00","1415","823"
"Kaplan Tank ""Silent Seekers""","A16058-WNS0801NC04B","","Débardeur Kaplan ""En Quête de Silence"" : Taille - P","0","60.00","129.00","0.00","0.00","0.00","1416","823"
"Kaplan Tank ""Silent Seekers""","A16058-WNS0801NC04B","","Débardeur Kaplan ""En Quête de Silence"" : Taille - M","0","60.00","129.00","0.00","0.00","0.00","1417","823"
"Kaplan Tank ""Silent Seekers""","A16058-WNS0801NC04B","","Débardeur Kaplan ""En Quête de Silence"" : Taille - L","0","60.00","129.00","0.00","0.00","0.00","1418","823"
"Kaplan Tank ""Silent Seekers""","A16058-WNS0801NC04B","","Débardeur Kaplan ""En Quête de Silence"" : Taille - XL","1","60.00","129.00","0.00","0.00","0.00","1419","823"
"Kaplan Tank ""Water and Spirit Buffalo""","W13023-WNS0801NC09A","","Débardeur Kaplan ""Eau et Esprit du Bison"" : Taille - XP","0","60.00","129.00","0.00","0.00","0.00","1410","824"
"Kaplan Tank ""Water and Spirit Buffalo""","W13023-WNS0801NC09A","","Débardeur Kaplan ""Eau et Esprit du Bison"" : Taille - P","0","60.00","129.00","0.00","0.00","0.00","1411","824"
"Kaplan Tank ""Water and Spirit Buffalo""","W13023-WNS0801NC09A","","Débardeur Kaplan ""Eau et Esprit du Bison"" : Taille - M","1","60.00","129.00","0.00","0.00","0.00","1412","824"
"Kaplan Tank ""Water and Spirit Buffalo""","W13023-WNS0801NC09A","","Débardeur Kaplan ""Eau et Esprit du Bison"" : Taille - L","0","60.00","129.00","0.00","0.00","0.00","1413","824"
"Kaplan Tank ""Water and Spirit Buffalo""","W13023-WNS0801NC09A","","Débardeur Kaplan ""Eau et Esprit du Bison"" : Taille - XL","0","60.00","129.00","0.00","0.00","0.00","1414","824"
"K Smith T-Shirt ""M'Otter Love""","A17064-WSS0901NC03B","","K Smith T-Shirt ""L'Outre Mère"" : Taille - XP","1","35.00","89.00","0.00","0.00","0.00","3312","865"
"K Smith T-Shirt ""M'Otter Love""","A17064-WSS0901NC03B","","K Smith T-Shirt ""L'Outre Mère"" : Taille - P","1","35.00","89.00","0.00","0.00","0.00","3313","865"
"K Smith T-Shirt ""M'Otter Love""","A17064-WSS0901NC03B","","K Smith T-Shirt ""L'Outre Mère"" : Taille - M","1","35.00","89.00","0.00","0.00","0.00","3314","865"
"K Smith T-Shirt ""M'Otter Love""","A17064-WSS0901NC03B","","K Smith T-Shirt ""L'Outre Mère"" : Taille - L","0","35.00","89.00","0.00","0.00","0.00","3315","865"
"K Smith T-Shirt ""M'Otter Love""","A17064-WSS0901NC03B","","K Smith T-Shirt ""L'Outre Mère"" : Taille - XL","0","35.00","89.00","0.00","0.00","0.00","3316","865"
"Kaplan Tank ""Early Evening Flowing Into Fall""","W12018-WNS0801NC0DB","","Débardeur Kaplan ""Soirée Glissant Vers l'Automne"" : Taille - XP","0","60.00","129.00","0.00","0.00","0.00","3267","942"
"Kaplan Tank ""Early Evening Flowing Into Fall""","W12018-WNS0801NC0DB","","Débardeur Kaplan ""Soirée Glissant Vers l'Automne"" : Taille - P","0","60.00","129.00","0.00","0.00","0.00","3268","942"
"Kaplan Tank ""Early Evening Flowing Into Fall""","W12018-WNS0801NC0DB","","Débardeur Kaplan ""Soirée Glissant Vers l'Automne"" : Taille - M","0","60.00","129.00","0.00","0.00","0.00","3269","942"
"Kaplan Tank ""Early Evening Flowing Into Fall""","W12018-WNS0801NC0DB","","Débardeur Kaplan ""Soirée Glissant Vers l'Automne"" : Taille - L","0","60.00","129.00","0.00","0.00","0.00","3270","942"
"Kaplan Tank ""Early Evening Flowing Into Fall""","W12018-WNS0801NC0DB","","Débardeur Kaplan ""Soirée Glissant Vers l'Automne"" : Taille - XL","1","60.00","129.00","0.00","0.00","0.00","3271","942"
"Kaplan Tank ""New Day""","A08013-WNS0801NC0FC","","Débardeur Kaplan ""Nouveau Jour"" : Taille - XP","1","60.00","129.00","0.00","0.00","0.00","3277","944"
"Kaplan Tank ""New Day""","A08013-WNS0801NC0FC","","Débardeur Kaplan ""Nouveau Jour"" : Taille - P","1","60.00","129.00","0.00","0.00","0.00","3278","944"
"Kaplan Tank ""New Day""","A08013-WNS0801NC0FC","","Débardeur Kaplan ""Nouveau Jour"" : Taille - M","0","60.00","129.00","0.00","0.00","0.00","3279","944"
"Kaplan Tank ""New Day""","A08013-WNS0801NC0FC","","Débardeur Kaplan ""Nouveau Jour"" : Taille - L","0","60.00","129.00","0.00","0.00","0.00","3280","944"
"Kaplan Tank ""New Day""","A08013-WNS0801NC0FC","","Débardeur Kaplan ""Nouveau Jour"" : Taille - XL","0","60.00","129.00","0.00","0.00","0.00","3281","944"
"Kaplan Tank ""Northern Masters""","W18053-WNS0801NC0JB","","Débardeur Kaplan ""Maîtres du Nord"" : Taille - XP","0","60.00","129.00","0.00","0.00","0.00","3282","945"
"Kaplan Tank ""Northern Masters""","W18053-WNS0801NC0JB","","Débardeur Kaplan ""Maîtres du Nord"" : Taille - P","1","60.00","129.00","0.00","0.00","0.00","3283","945"
"Kaplan Tank ""Northern Masters""","W18053-WNS0801NC0JB","","Débardeur Kaplan ""Maîtres du Nord"" : Taille - M","0","60.00","129.00","0.00","0.00","0.00","3284","945"
"Kaplan Tank ""Northern Masters""","W18053-WNS0801NC0JB","","Débardeur Kaplan ""Maîtres du Nord"" : Taille - L","0","60.00","129.00","0.00","0.00","0.00","3285","945"
"Kaplan Tank ""Northern Masters""","W18053-WNS0801NC0JB","","Débardeur Kaplan ""Maîtres du Nord"" : Taille - XL","0","60.00","129.00","0.00","0.00","0.00","3286","945"
"Kaplan Tank ""Winter Wolves""","W12008-WNS0801NC07B","","Débardeur Kaplan ""Loups d'Hiver"" : Taille - XP","0","60.00","129.00","0.00","0.00","0.00","3292","947"
"Kaplan Tank ""Winter Wolves""","W12008-WNS0801NC07B","","Débardeur Kaplan ""Loups d'Hiver"" : Taille - P","0","60.00","129.00","0.00","0.00","0.00","3293","947"
"Kaplan Tank ""Winter Wolves""","W12008-WNS0801NC07B","","Débardeur Kaplan ""Loups d'Hiver"" : Taille - M","0","60.00","129.00","0.00","0.00","0.00","3294","947"
"Kaplan Tank ""Winter Wolves""","W12008-WNS0801NC07B","","Débardeur Kaplan ""Loups d'Hiver"" : Taille - L","0","60.00","129.00","0.00","0.00","0.00","3295","947"
"Kaplan Tank ""Winter Wolves""","W12008-WNS0801NC07B","","Débardeur Kaplan ""Loups d'Hiver"" : Taille - XL","0","60.00","129.00","0.00","0.00","0.00","3296","947"
"Coco Tank ""Depth""","A17063-WNS0701NC02A","","Débardeur Coco ""Profondeur"" : Taille - XP","1","34.35","79.00","0.00","0.00","0.00","3297","964"
"Coco Tank ""Depth""","A17063-WNS0701NC02A","","Débardeur Coco ""Profondeur"" : Taille - P","0","34.35","79.00","0.00","0.00","0.00","3298","964"
"Coco Tank ""Depth""","A17063-WNS0701NC02A","","Débardeur Coco ""Profondeur"" : Taille - M","1","34.35","79.00","0.00","0.00","0.00","3299","964"
"Coco Tank ""Depth""","A17063-WNS0701NC02A","","Débardeur Coco ""Profondeur"" : Taille - L","0","34.35","79.00","0.00","0.00","0.00","3300","964"
"Coco Tank ""Depth""","A17063-WNS0701NC02A","","Débardeur Coco ""Profondeur"" : Taille - XL","0","34.35","79.00","0.00","0.00","0.00","3301","964"
"Coco Tank ""New Day""","A08013-WNS0701NC0FA","","Débardeur Coco ""Nouveau Jour"" : Taille - XP","0","34.35","79.00","0.00","0.00","0.00","3302","965"
"Coco Tank ""New Day""","A08013-WNS0701NC0FA","","Débardeur Coco ""Nouveau Jour"" : Taille - P","1","34.35","79.00","0.00","0.00","0.00","3303","965"
"Coco Tank ""New Day""","A08013-WNS0701NC0FA","","Débardeur Coco ""Nouveau Jour"" : Taille - M","1","34.35","79.00","0.00","0.00","0.00","3304","965"
"Coco Tank ""New Day""","A08013-WNS0701NC0FA","","Débardeur Coco ""Nouveau Jour"" : Taille - L","0","34.35","79.00","0.00","0.00","0.00","3305","965"
"Coco Tank ""New Day""","A08013-WNS0701NC0FA","","Débardeur Coco ""Nouveau Jour"" : Taille - XL","1","34.35","79.00","0.00","0.00","0.00","3306","965"
"Coco Tank ""M'Otter Love""","A17064-WNS0701NC03A","","Débardeur Coco ""L'Outre Mère"" : Taille - XP","1","34.35","79.00","0.00","0.00","0.00","3307","966"
"Coco Tank ""M'Otter Love""","A17064-WNS0701NC03A","","Débardeur Coco ""L'Outre Mère"" : Taille - P","1","34.35","79.00","0.00","0.00","0.00","3308","966"
"Coco Tank ""M'Otter Love""","A17064-WNS0701NC03A","","Débardeur Coco ""L'Outre Mère"" : Taille - M","1","34.35","79.00","0.00","0.00","0.00","3309","966"
"Coco Tank ""M'Otter Love""","A17064-WNS0701NC03A","","Débardeur Coco ""L'Outre Mère"" : Taille - L","1","34.35","79.00","0.00","0.00","0.00","3310","966"
"Coco Tank ""M'Otter Love""","A17064-WNS0701NC03A","","Débardeur Coco ""L'Outre Mère"" : Taille - XL","1","34.35","79.00","0.00","0.00","0.00","3311","966"
"K Smith T-Shirt ""The Forest Temple""","A17065-WSS0901NC0CB","","K Smith T-Shirt ""Temple de la Forêt"" : Taille - XP","0","35.00","89.00","0.00","0.00","0.00","3322","968"
"K Smith T-Shirt ""The Forest Temple""","A17065-WSS0901NC0CB","","K Smith T-Shirt ""Temple de la Forêt"" : Taille - P","1","35.00","89.00","0.00","0.00","0.00","3323","968"
"K Smith T-Shirt ""The Forest Temple""","A17065-WSS0901NC0CB","","K Smith T-Shirt ""Temple de la Forêt"" : Taille - M","0","35.00","89.00","0.00","0.00","0.00","3324","968"
"K Smith T-Shirt ""The Forest Temple""","A17065-WSS0901NC0CB","","K Smith T-Shirt ""Temple de la Forêt"" : Taille - L","0","35.00","89.00","0.00","0.00","0.00","3325","968"
"K Smith T-Shirt ""The Forest Temple""","A17065-WSS0901NC0CB","","K Smith T-Shirt ""Temple de la Forêt"" : Taille - XL","0","35.00","89.00","0.00","0.00","0.00","3326","968"
