"Reference code","Product name","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Product Combinations ID","Product ID"
"A16058-TWL0101NC04A","Joy Beach Towel - ""Silent Seekers""","","0","26.30","79.00","","13607"
"A08019-TWL0101NC13A","Joy Beach Towel - ""Unity""","","0","26.30","79.00","","13608"
"A16059-TWL0101NC01A","Joy Beach Towel - ""Wisdom Keepers""","","0","26.30","79.00","","13609"
"DRUMS","Drums","Tambours : Tambours - 8"" - Chevreuil;Tambours : Tambours - 8"" - Orignal;Tambours : Tambours - 9"" - Chevreuil;Tambours : Tambours - 9"" - Orignal;Tambours : Tambours - 10"" - Chevreuil;Tambours : Tambours - 10"" - Orignal;Tambours : Tambours - 11"" - Chevreuil;Tambours : Tambours - 11"" - Orignal;Tambours : Tambours - 12"" - Chevreuil;Tambours : Tambours - 12"" - Orignal;Tambours : Tambours - 13"" - Chevreuil;Tambours : Tambours - 13"" - Orignal;Tambours : Tambours - 14"" - Chevreuil;Tambours : Tambours - 14"" - Orignal;Tambours : Tambours - 15"" - Chevreuil;Tambours : Tambours - 15"" - Orignal;Tambours : Tambours - 16"" - Chevreuil;Tambours : Tambours - 16"" - Orignal;Tambours : Tambours - 17"" - Chevreuil;Tambours : Tambours - 17"" - Orignal;Tambours : Tambours - 18"" - Chevreuil;Tambours : Tambours - 18"" - Orignal;Tambours : Tambours - 19"" - Chevreuil;Tambours : Tambours - 19"" - Orignal;Tambours : Tambours - 20"" - Chevreuil;Tambours : Tambours - 20"" - Orignal;Tambours : Tambours - 22"" - Chevreuil;Tambours : Tambours - 22"" - Orignal;Tambours : Tambours - 12"" - Ours","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","0.00","0.00","10856;10857;10858;10859;10860;10861;10862;10863;10864;10865;10866;10867;10868;10869;10870;10871;10872;10873;10874;10875;10876;10877;10878;10879;10880;10881;10882;10883;10884","15076"
"TSFOX","","","0","0.00","0.00","","16975"
