"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Combinations wholesale price","Combinations Impact on unit price","Product Combinations ID","Product ID"
"Alex Skirt ""New Day""","A08013-WSK040NCOFB","","Jupe Alex ""Nouveau Jour"" : Taille - XP","0","64.00","139.00","0.00","0.00","0.00","2377","982"
"Alex Skirt ""New Day""","A08013-WSK040NCOFB","","Jupe Alex ""Nouveau Jour"" : Taille - P","0","64.00","139.00","0.00","0.00","0.00","2378","982"
"Alex Skirt ""New Day""","A08013-WSK040NCOFB","","Jupe Alex ""Nouveau Jour"" : Taille - M","0","64.00","139.00","0.00","0.00","0.00","2379","982"
"Alex Skirt ""New Day""","A08013-WSK040NCOFB","","Jupe Alex ""Nouveau Jour"" : Taille - L","0","64.00","139.00","0.00","0.00","0.00","2380","982"
"Alex Skirt ""New Day""","A08013-WSK040NCOFB","","Jupe Alex ""Nouveau Jour"" : Taille - XL","0","64.00","139.00","0.00","0.00","0.00","2381","982"
"Alex Skirt ""Depth""","A17063-WSK040NCO2A","","Jupe Alex ""Profondeur"" : Taille - XP","0","64.00","139.00","0.00","0.00","0.00","3002","1016"
"Alex Skirt ""Depth""","A17063-WSK040NCO2A","","Jupe Alex ""Profondeur"" : Taille - P","0","64.00","139.00","0.00","0.00","0.00","3003","1016"
"Alex Skirt ""Depth""","A17063-WSK040NCO2A","","Jupe Alex ""Profondeur"" : Taille - M","0","64.00","139.00","0.00","0.00","0.00","3004","1016"
"Alex Skirt ""Depth""","A17063-WSK040NCO2A","","Jupe Alex ""Profondeur"" : Taille - L","0","64.00","139.00","0.00","0.00","0.00","3005","1016"
"Alex Skirt ""Depth""","A17063-WSK040NCO2A","","Jupe Alex ""Profondeur"" : Taille - XL","0","64.00","139.00","0.00","0.00","0.00","3006","1016"
"Alex Skirt ""Merging Earth and Sky""","A10004-WSK0401NC01B","","Jupe Alex ""Fusion Entre Terre et Ciel"" : Taille - P","0","64.00","149.00","0.00","0.00","0.00","6863","3055"
"Alex Skirt ""Merging Earth and Sky""","A10004-WSK0401NC01B","","Jupe Alex ""Fusion Entre Terre et Ciel"" : Taille - M","0","64.00","149.00","0.00","0.00","0.00","6864","3055"
"Alex Skirt ""Merging Earth and Sky""","A10004-WSK0401NC01B","","Jupe Alex ""Fusion Entre Terre et Ciel"" : Taille - L","0","64.00","149.00","0.00","0.00","0.00","6865","3055"
"Alex Skirt ""Merging Earth and Sky""","A10004-WSK0401NC01B","","Jupe Alex ""Fusion Entre Terre et Ciel"" : Taille - XL","0","64.00","149.00","0.00","0.00","0.00","6866","3055"
"Alex Skirt ""Merging Earth and Sky""","A10004-WSK0401NC01B","","Jupe Alex ""Fusion Entre Terre et Ciel"" : Taille - XP","0","64.00","149.00","0.00","0.00","0.00","6867","3055"
"Elaine Skirt ""Depth""","A17063-WSK0501NC02A","","Jupe Elaine ""Profondeur"" : Taille - XP","0","63.50","149.00","0.00","0.00","0.00","8392","8981"
"Elaine Skirt ""Depth""","A17063-WSK0501NC02A","","Jupe Elaine ""Profondeur"" : Taille - P","0","63.50","149.00","0.00","0.00","0.00","8393","8981"
