"Reference code","Product name","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Product ID","Product Combinations ID"
"A16059-WDR1001NC0IA","Jeanne Dress ""Wisdom Keepers""","Robe Jeanne ""Gardiens de la Sagesse"" : Taille - XP","0","58.00","149.00","819","3117"
"A16059-WDR1001NC0IA","Jeanne Dress ""Wisdom Keepers""","Robe Jeanne ""Gardiens de la Sagesse"" : Taille - P","0","58.00","149.00","819","3118"
"A16059-WDR1001NC0IA","Jeanne Dress ""Wisdom Keepers""","Robe Jeanne ""Gardiens de la Sagesse"" : Taille - M","0","58.00","149.00","819","3119"
"A16059-WDR1001NC0IA","Jeanne Dress ""Wisdom Keepers""","Robe Jeanne ""Gardiens de la Sagesse"" : Taille - L","0","58.00","149.00","819","3120"
"A16059-WDR1001NC0IA","Jeanne Dress ""Wisdom Keepers""","Robe Jeanne ""Gardiens de la Sagesse"" : Taille - XL","1","58.00","149.00","819","3121"
"A17063-WDR2601NC02A","Kate Dress ""Depth""","Robe Kate ""Profondeur"" : Taille - XP","0","64.50","169.00","825","1395"
"A17063-WDR2601NC02A","Kate Dress ""Depth""","Robe Kate ""Profondeur"" : Taille - P","0","64.50","169.00","825","1396"
"A17063-WDR2601NC02A","Kate Dress ""Depth""","Robe Kate ""Profondeur"" : Taille - M","0","64.50","169.00","825","1397"
"A17063-WDR2601NC02A","Kate Dress ""Depth""","Robe Kate ""Profondeur"" : Taille - L","0","64.50","169.00","825","1398"
"A17063-WDR2601NC02A","Kate Dress ""Depth""","Robe Kate ""Profondeur"" : Taille - XL","0","64.50","169.00","825","1399"
"A17064-WDR2601NC03D","Kate Dress ""M'Otter Love""","Robe Kate ""L'Outre Mère"" : Taille - XP","1","64.50","169.00","826","1390"
"A17064-WDR2601NC03D","Kate Dress ""M'Otter Love""","Robe Kate ""L'Outre Mère"" : Taille - P","3","64.50","169.00","826","1391"
"A17064-WDR2601NC03D","Kate Dress ""M'Otter Love""","Robe Kate ""L'Outre Mère"" : Taille - M","0","64.50","169.00","826","1392"
"A17064-WDR2601NC03D","Kate Dress ""M'Otter Love""","Robe Kate ""L'Outre Mère"" : Taille - L","0","64.50","169.00","826","1393"
"A17064-WDR2601NC03D","Kate Dress ""M'Otter Love""","Robe Kate ""L'Outre Mère"" : Taille - XL","1","64.50","169.00","826","1394"
"A16058-WDR2601NC04A","Kate Dress ""Silent Seekers""","Robe Kate ""En Quête de Silence"" : Taille - XP","3","64.50","169.00","827","1385"
"A16058-WDR2601NC04A","Kate Dress ""Silent Seekers""","Robe Kate ""En Quête de Silence"" : Taille - P","3","64.50","169.00","827","1386"
"A16058-WDR2601NC04A","Kate Dress ""Silent Seekers""","Robe Kate ""En Quête de Silence"" : Taille - M","7","64.50","169.00","827","1387"
"A16058-WDR2601NC04A","Kate Dress ""Silent Seekers""","Robe Kate ""En Quête de Silence"" : Taille - L","0","64.50","169.00","827","1388"
"A16058-WDR2601NC04A","Kate Dress ""Silent Seekers""","Robe Kate ""En Quête de Silence"" : Taille - XL","0","64.50","169.00","827","1389"
"A16051-WDR2601NC05A","Kate Dress ""Northern Keepers""","Robe Kate ""Gardiens du Nord"" : Taille - XP","0","64.50","169.00","828","1380"
"A16051-WDR2601NC05A","Kate Dress ""Northern Keepers""","Robe Kate ""Gardiens du Nord"" : Taille - P","0","64.50","169.00","828","1381"
"A16051-WDR2601NC05A","Kate Dress ""Northern Keepers""","Robe Kate ""Gardiens du Nord"" : Taille - M","0","64.50","169.00","828","1382"
"A16051-WDR2601NC05A","Kate Dress ""Northern Keepers""","Robe Kate ""Gardiens du Nord"" : Taille - L","0","64.50","169.00","828","1383"
"A16051-WDR2601NC05A","Kate Dress ""Northern Keepers""","Robe Kate ""Gardiens du Nord"" : Taille - XL","1","64.50","169.00","828","1384"
"A09006-WDR2601NC06A","Kate Dress ""The River Keeper""","Robe Kate ""La Gardienne de l'Eau"" : Taille - XP","0","64.50","169.00","829","1375"
"A09006-WDR2601NC06A","Kate Dress ""The River Keeper""","Robe Kate ""La Gardienne de l'Eau"" : Taille - P","0","64.50","169.00","829","1376"
"A09006-WDR2601NC06A","Kate Dress ""The River Keeper""","Robe Kate ""La Gardienne de l'Eau"" : Taille - M","0","64.50","169.00","829","1377"
"A09006-WDR2601NC06A","Kate Dress ""The River Keeper""","Robe Kate ""La Gardienne de l'Eau"" : Taille - L","0","64.50","169.00","829","1378"
"A09006-WDR2601NC06A","Kate Dress ""The River Keeper""","Robe Kate ""La Gardienne de l'Eau"" : Taille - XL","0","64.50","169.00","829","1379"
"A01028-WDR2601NC08A","Kate Dress ""Giving Thanks""","Robe Kate ""Rendre Grâce"" : Taille - XP","0","64.50","169.00","830","3042"
"A01028-WDR2601NC08A","Kate Dress ""Giving Thanks""","Robe Kate ""Rendre Grâce"" : Taille - P","0","64.50","169.00","830","3043"
"A01028-WDR2601NC08A","Kate Dress ""Giving Thanks""","Robe Kate ""Rendre Grâce"" : Taille - M","0","64.50","169.00","830","3044"
"A01028-WDR2601NC08A","Kate Dress ""Giving Thanks""","Robe Kate ""Rendre Grâce"" : Taille - L","0","64.50","169.00","830","3045"
"A01028-WDR2601NC08A","Kate Dress ""Giving Thanks""","Robe Kate ""Rendre Grâce"" : Taille - XL","0","64.50","169.00","830","3046"
"W13023-WDR2601NC09A","Kate Dress ""Water and Spirit Buffalo""","Robe Kate ""Eau et Esprit du Bison"" : Taille - XP","0","64.50","169.00","831","1365"
"W13023-WDR2601NC09A","Kate Dress ""Water and Spirit Buffalo""","Robe Kate ""Eau et Esprit du Bison"" : Taille - P","0","64.50","169.00","831","1366"
"W13023-WDR2601NC09A","Kate Dress ""Water and Spirit Buffalo""","Robe Kate ""Eau et Esprit du Bison"" : Taille - M","0","64.50","169.00","831","1367"
"W13023-WDR2601NC09A","Kate Dress ""Water and Spirit Buffalo""","Robe Kate ""Eau et Esprit du Bison"" : Taille - L","0","64.50","169.00","831","1368"
"W13023-WDR2601NC09A","Kate Dress ""Water and Spirit Buffalo""","Robe Kate ""Eau et Esprit du Bison"" : Taille - XL","1","64.50","169.00","831","1369"
"A07020-WDR2601NC0AB","Kate Dress ""Journey to the Spirit World""","Robe Kate ""Voyage vers le Monde du Songe"" : Taille - XP","0","64.50","169.00","832","1360"
"A07020-WDR2601NC0AB","Kate Dress ""Journey to the Spirit World""","Robe Kate ""Voyage vers le Monde du Songe"" : Taille - P","0","64.50","169.00","832","1361"
"A07020-WDR2601NC0AB","Kate Dress ""Journey to the Spirit World""","Robe Kate ""Voyage vers le Monde du Songe"" : Taille - M","0","64.50","169.00","832","1362"
"A07020-WDR2601NC0AB","Kate Dress ""Journey to the Spirit World""","Robe Kate ""Voyage vers le Monde du Songe"" : Taille - L","0","64.50","169.00","832","1363"
"A07020-WDR2601NC0AB","Kate Dress ""Journey to the Spirit World""","Robe Kate ""Voyage vers le Monde du Songe"" : Taille - XL","0","64.50","169.00","832","1364"
"A17063-WAC0201NC02A","Vivienne Scarf ""Depth""","Foulard Vivienne ""Profondeur""","65","23.00","59.00","845",""
"A17064-WAC0201NC03A","Vivienne Scarf ""M'Otter Love""","Foulard Vivienne ""L'Outre Mère""","128","23.00","59.00","846",""
"A16058-WAC0201NC04A","Vivienne Scarf ""Silent Seekers""","Foulard Vivienne ""En Quête du Silence""","70","23.00","59.00","847",""
"A16051-WAC0201NC05A","Vivienne Scarf ""Northern Keepers""","Foulard Vivienne ""Gardiens du Nord""","0","23.00","59.00","848",""
"A09006-WAC0201NC06A","Vivienne Scarf ""The River Keeper""","Foulard Vivienne ""La Gardienne de l'Eau""","0","23.00","59.00","849",""
"W12001-WAC0201NC07B","Vivienne Scarf ""Dialogue""","Foulard Vivienne ""Dialogue""","0","23.00","59.00","850",""
"A01028-WAC0201NC08A","Vivienne Scarf ""Giving Thanks""","Foulard Vivienne ""Rendre Grâce""","0","23.00","59.00","851",""
