"Reference code","Product ID","Product name","Product Combinations ID","Quantity","Pre-tax retail price","Combinations (Attribute - value pair)"
"A18019-WBL0301NC13A","9896","Frida Cardigan ""Unity""","8677","0","129.00","Size - XS"
"A08019-WDR4501NC13A","9898","Olivia Dress ""Unity""","8678","2","159.00","Size - S"
"A08019-WDR4501NC13A","9898","Olivia Dress ""Unity""","8679","2","159.00","Size - M"
"A08019-WDR4501NC13A","9898","Olivia Dress ""Unity""","8680","0","159.00","Size - L"
"A08019-WDR4501NC13A","9898","Olivia Dress ""Unity""","8681","0","159.00","Size - XL"
"A08019-WDR4501NC13A","9898","Olivia Dress ""Unity""","8682","1","159.00","Size - XS"
"W13023-WNS1201NC11A","9899","Tamara Top ""Spirit and Water Buffalo at Sunset""","8683","1","129.00","Size - S"
"W13023-WNS1201NC11A","9899","Tamara Top ""Spirit and Water Buffalo at Sunset""","8684","1","129.00","Size - M"
"W13023-WNS1201NC11A","9899","Tamara Top ""Spirit and Water Buffalo at Sunset""","8685","0","129.00","Size - L"
"W13023-WNS1201NC11A","9899","Tamara Top ""Spirit and Water Buffalo at Sunset""","8686","0","129.00","Size - XL"
"W13023-WNS1201NC11A","9899","Tamara Top ""Spirit and Water Buffalo at Sunset""","8687","1","129.00","Size - XS"
"W13023-WNS1201NC12A","9900","Tamara Top ""Spirit and Water Buffalo at Moonrise""","8688","1","129.00","Size - S"
"W13023-WNS1201NC12A","9900","Tamara Top ""Spirit and Water Buffalo at Moonrise""","8689","2","129.00","Size - M"
"W13023-WNS1201NC12A","9900","Tamara Top ""Spirit and Water Buffalo at Moonrise""","8690","0","129.00","Size - L"
"W13023-WNS1201NC12A","9900","Tamara Top ""Spirit and Water Buffalo at Moonrise""","8691","0","129.00","Size - XL"
"W13023-WNS1201NC12A","9900","Tamara Top ""Spirit and Water Buffalo at Moonrise""","8692","1","129.00","Size - XS"
"A08019-WNS1201NC13A","9901","Tamara Top ""Unity""","8693","0","129.00","Size - S"
"A08019-WNS1201NC13A","9901","Tamara Top ""Unity""","8694","1","129.00","Size - M"
"A08019-WNS1201NC13A","9901","Tamara Top ""Unity""","8695","1","129.00","Size - L"
"A08019-WNS1201NC13A","9901","Tamara Top ""Unity""","8696","0","129.00","Size - XL"
"A08019-WNS1201NC13A","9901","Tamara Top ""Unity""","8697","0","129.00","Size - XS"
"A04015-WBL1401NC14A","9903","Elani Kimono ""Rebirth""","8700","2","149.00","Size - TU/OS"
"W13023-WSS1801NC12A","9906","Julie Drape ""Spirit and Water Buffalo at Moonrise""","8708","1","79.00","Size - S"
"W13023-WSS1801NC12A","9906","Julie Drape ""Spirit and Water Buffalo at Moonrise""","8709","1","79.00","Size - M"
"W13023-WSS1801NC12A","9906","Julie Drape ""Spirit and Water Buffalo at Moonrise""","8710","0","79.00","Size - L"
"W13023-WSS1801NC12A","9906","Julie Drape ""Spirit and Water Buffalo at Moonrise""","8711","0","79.00","Size - XL"
"W13023-WSS1801NC12A","9906","Julie Drape ""Spirit and Water Buffalo at Moonrise""","8712","1","79.00","Size - XS"
"A04015-WDR4701NC14A","9908","Lea Dress ""Rebirth""","8718","1","149.00","Size - S"
"A04015-WDR4701NC14A","9908","Lea Dress ""Rebirth""","8719","1","149.00","Size - M"
"A04015-WDR4701NC14A","9908","Lea Dress ""Rebirth""","8720","0","149.00","Size - L"
"A04015-WDR4701NC14A","9908","Lea Dress ""Rebirth""","8721","0","149.00","Size - XL"
"A04015-WDR4701NC14A","9908","Lea Dress ""Rebirth""","8722","0","149.00","Size - XS"
"A04015-WDR4901NC14A","9909","Carrie Dress ""Rebirth""","8723","0","149.00","Size - S"
"A04015-WDR4901NC14A","9909","Carrie Dress ""Rebirth""","8724","1","149.00","Size - M"
"A04015-WDR4901NC14A","9909","Carrie Dress ""Rebirth""","8725","1","149.00","Size - L"
"A04015-WDR4901NC14A","9909","Carrie Dress ""Rebirth""","8726","0","149.00","Size - XL"
"A04015-WDR4901NC14A","9909","Carrie Dress ""Rebirth""","8727","0","149.00","Size - XS"
"A04015-WLS2801NC14A","9911","Eden Tunic ""Rebirth""","8733","0","139.00","Size - S"
"A04015-WLS2801NC14A","9911","Eden Tunic ""Rebirth""","8734","1","139.00","Size - M"
"A04015-WLS2801NC14A","9911","Eden Tunic ""Rebirth""","8735","1","139.00","Size - L"
"A04015-WLS2801NC14A","9911","Eden Tunic ""Rebirth""","8736","0","139.00","Size - XL"
"A04015-WLS2801NC14A","9911","Eden Tunic ""Rebirth""","8737","0","139.00","Size - XS"
"A10004-WSK0501NC01A","9922","Elaine Skirt ""Merging Earth and Sky""","8743","2","149.00","Size - S"
"A10004-WSK0501NC01A","9922","Elaine Skirt ""Merging Earth and Sky""","8744","2","149.00","Size - M"
"A10004-WSK0501NC01A","9922","Elaine Skirt ""Merging Earth and Sky""","8745","1","149.00","Size - L"
"A10004-WSK0501NC01A","9922","Elaine Skirt ""Merging Earth and Sky""","8746","1","149.00","Size - XL"
"A10004-WSK0501NC01A","9922","Elaine Skirt ""Merging Earth and Sky""","8747","1","149.00","Size - XS"
"A16058-WDR3801NC04A","10394","Felicia ""Silent Seekers""","9095","1","149.00","Size - S"
"A16058-WDR3801NC04A","10394","Felicia ""Silent Seekers""","9096","0","149.00","Size - M"
"A16058-WDR3801NC04A","10394","Felicia ""Silent Seekers""","9097","0","149.00","Size - L"
"A16058-WDR3801NC04A","10394","Felicia ""Silent Seekers""","9098","1","149.00","Size - XL"
"A16058-WDR3801NC04A","10394","Felicia ""Silent Seekers""","9099","1","149.00","Size - XS"
"W12005-WAC0601NC0IA","10409","Claudia Shawl ""Wisdom Keepers""","","2","109.00","Claudia Shawl ""Wisdom Keepers"""
"A16058-WLS2001NC04A","11079","Mia Turtleneck ""Silent Seekers"" Plus Size","9140","1","149.00","Size - 1X"
"A16058-WLS2001NC04A","11079","Mia Turtleneck ""Silent Seekers"" Plus Size","9141","2","149.00","Size - 2X"
"A16058-WLS2001NC04A","11079","Mia Turtleneck ""Silent Seekers"" Plus Size","9142","0","149.00","Size - 3X"
"W13023-WLS1701NC12A","11085","Mia Turtleneck ""Water and Spirit Buffalo at Moonrise""","9143","1","149.00","Size - S"
"W13023-WLS1701NC12A","11085","Mia Turtleneck ""Water and Spirit Buffalo at Moonrise""","9144","0","149.00","Size - M"
"W13023-WLS1701NC12A","11085","Mia Turtleneck ""Water and Spirit Buffalo at Moonrise""","9145","0","149.00","Size - L"
"W13023-WLS1701NC12A","11085","Mia Turtleneck ""Water and Spirit Buffalo at Moonrise""","9146","0","149.00","Size - XL"
"W13023-WLS1701NC12A","11085","Mia Turtleneck ""Water and Spirit Buffalo at Moonrise""","9147","1","149.00","Size - XS"
"A17065-WSK0501NC15A","11089","Elaine Skirt ""Forest Temple""","9163","2","149.00","Size - S"
"A17065-WSK0501NC15A","11089","Elaine Skirt ""Forest Temple""","9164","1","149.00","Size - M"
"A17065-WSK0501NC15A","11089","Elaine Skirt ""Forest Temple""","9165","1","149.00","Size - L"
"A17065-WSK0501NC15A","11089","Elaine Skirt ""Forest Temple""","9166","1","149.00","Size - XL"
"A17065-WSK0501NC15A","11089","Elaine Skirt ""Forest Temple""","9167","1","149.00","Size - XS"
"A01036-WSK0501NC0ZA","11090","Elaine Skirt ""Teachings""","9168","2","149.00","Size - S"
"A01036-WSK0501NC0ZA","11090","Elaine Skirt ""Teachings""","9169","1","149.00","Size - M"
"A01036-WSK0501NC0ZA","11090","Elaine Skirt ""Teachings""","9170","1","149.00","Size - L"
"A01036-WSK0501NC0ZA","11090","Elaine Skirt ""Teachings""","9171","0","149.00","Size - XL"
"A01036-WSK0501NC0ZA","11090","Elaine Skirt ""Teachings""","9172","2","149.00","Size - XS"
"A17065-MSS0701NC15A","11091","Salvadore Tee for Men ""Forest Temple""","9173","1","89.00","Size - S"
"A17065-MSS0701NC15A","11091","Salvadore Tee for Men ""Forest Temple""","9174","0","89.00","Size - M"
"A17065-MSS0701NC15A","11091","Salvadore Tee for Men ""Forest Temple""","9175","0","89.00","Size - L"
"A17065-MSS0701NC15A","11091","Salvadore Tee for Men ""Forest Temple""","9176","0","89.00","Size - XL"
"A17065-MSS0701NC15A","11091","Salvadore Tee for Men ""Forest Temple""","9177","1","89.00","Size - XS"
"A01036-MSS0701NC0ZA","11092","Salvadore Tee for Men ""Teachings""","9178","1","89.00","Size - S"
"A01036-MSS0701NC0ZA","11092","Salvadore Tee for Men ""Teachings""","9179","1","89.00","Size - M"
"A01036-MSS0701NC0ZA","11092","Salvadore Tee for Men ""Teachings""","9180","0","89.00","Size - L"
"A01036-MSS0701NC0ZA","11092","Salvadore Tee for Men ""Teachings""","9181","1","89.00","Size - XL"
"A01036-MSS0701NC0ZA","11092","Salvadore Tee for Men ""Teachings""","9182","1","89.00","Size - XS"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9354","2","169.00","Size - XS"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9355","0","169.00","Size - S"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9356","2","169.00","Size - M"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9357","2","169.00","Size - L"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9358","2","169.00","Size - XL"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9359","1","169.00","Size - XS"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9360","0","169.00","Size - S"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9361","1","169.00","Size - M"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9362","1","169.00","Size - L"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9363","3","169.00","Size - XL"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9369","0","169.00","Size - S"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9370","1","169.00","Size - M"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9371","1","169.00","Size - L"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9372","1","169.00","Size - XL"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9373","1","169.00","Size - XS"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","9374","2","169.00","Size - S"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","9375","0","169.00","Size - M"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","9376","2","169.00","Size - L"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","9377","1","169.00","Size - XL"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","9378","0","169.00","Size - XS"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","9379","0","169.00","Size - S"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","9380","1","169.00","Size - M"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","9381","1","169.00","Size - L"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","9382","0","169.00","Size - XL"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","9383","1","169.00","Size - XS"
"W160523-WPA1201NC0BB","12073","Serena Legging ""Zenith""","9384","1","169.00","Size - S"
"W160523-WPA1201NC0BB","12073","Serena Legging ""Zenith""","9385","1","169.00","Size - M"
"W160523-WPA1201NC0BB","12073","Serena Legging ""Zenith""","9386","1","169.00","Size - L"
"W160523-WPA1201NC0BB","12073","Serena Legging ""Zenith""","9387","0","169.00","Size - XL"
"W160523-WPA1201NC0BB","12073","Serena Legging ""Zenith""","9388","0","169.00","Size - XS"
"A17065-WNS1101NC0CB","12074","Florence Tank ""The Forest Temple""","9389","0","79.00","Size - XS"
"A17065-WNS1101NC0CB","12074","Florence Tank ""The Forest Temple""","9390","0","79.00","Size - S"
"A17065-WNS1101NC0CB","12074","Florence Tank ""The Forest Temple""","9391","2","79.00","Size - M"
"A17065-WNS1101NC0CB","12074","Florence Tank ""The Forest Temple""","9392","0","79.00","Size - L"
"A17065-WNS1101NC0CB","12074","Florence Tank ""The Forest Temple""","9393","0","79.00","Size - XL"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","9394","1","79.00","Size - XS"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","9395","1","79.00","Size - S"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","9396","0","79.00","Size - M"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","9397","2","79.00","Size - L"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","9398","0","79.00","Size - XL"
"A16052-WNS1001NC0BA","12076","Venus Active Support Top ""Zenith""","9399","0","109.00","Size - XS"
"A16052-WNS1001NC0BA","12076","Venus Active Support Top ""Zenith""","9400","1","109.00","Size - S"
"A16052-WNS1001NC0BA","12076","Venus Active Support Top ""Zenith""","9401","0","109.00","Size - M"
"A16052-WNS1001NC0BA","12076","Venus Active Support Top ""Zenith""","9402","1","109.00","Size - L"
"A16052-WNS1001NC0BA","12076","Venus Active Support Top ""Zenith""","9403","0","109.00","Size - XL"
"A16058-WNS1001NC04A","12077","Venus Active Support Top ""Silent Seekers""","9404","1","109.00","Size - S"
"A16058-WNS1001NC04A","12077","Venus Active Support Top ""Silent Seekers""","9405","0","109.00","Size - M"
"A16058-WNS1001NC04A","12077","Venus Active Support Top ""Silent Seekers""","9406","1","109.00","Size - L"
"A16058-WNS1001NC04A","12077","Venus Active Support Top ""Silent Seekers""","9407","1","109.00","Size - XL"
"A16058-WNS1001NC04A","12077","Venus Active Support Top ""Silent Seekers""","9408","1","109.00","Size - XS"
"W13047-WPA0901NC17A","12081","Sandrine ""Inner Memories""","9409","1","149.00","Size - XS"
"W13047-WPA0901NC17A","12081","Sandrine ""Inner Memories""","9410","1","149.00","Size - S"
"W13047-WPA0901NC17A","12081","Sandrine ""Inner Memories""","9411","1","149.00","Size - M"
"W13047-WPA0901NC17A","12081","Sandrine ""Inner Memories""","9412","0","149.00","Size - L"
"W13047-WPA0901NC17A","12081","Sandrine ""Inner Memories""","9413","0","149.00","Size - XL"
"W13047-WDR4301NC17A","12085","Sophia ""Inner Memories""","9424","1","179.00","Size - XS"
"W13047-WDR4301NC17A","12085","Sophia ""Inner Memories""","9425","1","179.00","Size - S"
"W13047-WDR4301NC17A","12085","Sophia ""Inner Memories""","9426","1","179.00","Size - M"
"W13047-WDR4301NC17A","12085","Sophia ""Inner Memories""","9427","0","179.00","Size - L"
"W13047-WDR4301NC17A","12085","Sophia ""Inner Memories""","9428","0","179.00","Size - XL"
"W12018-WDR4301NC0DA","12087","Sophia ""Early Evening Flowing into Fall""","9429","0","179.00","Size - XS"
"W12018-WDR4301NC0DA","12087","Sophia ""Early Evening Flowing into Fall""","9430","0","179.00","Size - S"
"W12018-WDR4301NC0DA","12087","Sophia ""Early Evening Flowing into Fall""","9431","0","179.00","Size - M"
"W12018-WDR4301NC0DA","12087","Sophia ""Early Evening Flowing into Fall""","9432","1","179.00","Size - L"
"W12018-WDR4301NC0DA","12087","Sophia ""Early Evening Flowing into Fall""","9433","1","179.00","Size - XL"
"W11065-WDR4301NC0CA","12088","Sophia ""The Forest Temple""","9434","1","179.00","Size - S"
"W11065-WDR4301NC0CA","12088","Sophia ""The Forest Temple""","9435","1","179.00","Size - M"
"W11065-WDR4301NC0CA","12088","Sophia ""The Forest Temple""","9436","1","179.00","Size - L"
"W11065-WDR4301NC0CA","12088","Sophia ""The Forest Temple""","9437","0","179.00","Size - XL"
"W11065-WDR4301NC0CA","12088","Sophia ""The Forest Temple""","9438","0","179.00","Size - XS"
"W16052-WDR4301NC0BA","12089","Sophia ""Zenith""","9439","1","179.00","Size - S"
"W16052-WDR4301NC0BA","12089","Sophia ""Zenith""","9440","0","179.00","Size - M"
"W16052-WDR4301NC0BA","12089","Sophia ""Zenith""","9441","1","179.00","Size - L"
"W16052-WDR4301NC0BA","12089","Sophia ""Zenith""","9442","0","179.00","Size - XL"
"W16052-WDR4301NC0BA","12089","Sophia ""Zenith""","9443","0","179.00","Size - XS"
"W12005-WDR4301NC0WA","12090","Sophia ""Earth Keeper""","9444","1","179.00","Size - S"
"W12005-WDR4301NC0WA","12090","Sophia ""Earth Keeper""","9445","0","179.00","Size - M"
"W12005-WDR4301NC0WA","12090","Sophia ""Earth Keeper""","9446","0","179.00","Size - L"
"W12005-WDR4301NC0WA","12090","Sophia ""Earth Keeper""","9447","0","179.00","Size - XL"
"W12005-WDR4301NC0WA","12090","Sophia ""Earth Keeper""","9448","1","179.00","Size - XS"
"W13047-WDR5301NC17B","12098","Victoire ""Inner Memories""","9449","1","159.00","Size - XS"
"W13047-WDR5301NC17B","12098","Victoire ""Inner Memories""","9450","1","159.00","Size - S"
"W13047-WDR5301NC17B","12098","Victoire ""Inner Memories""","9451","1","159.00","Size - M"
"W13047-WDR5301NC17B","12098","Victoire ""Inner Memories""","9452","0","159.00","Size - L"
"W13047-WDR5301NC17B","12098","Victoire ""Inner Memories""","9453","0","159.00","Size - XL"
"W13041-WDR5301NC0EB","12101","Victoire ""Lapinx""","9454","0","159.00","Size - S"
"W13041-WDR5301NC0EB","12101","Victoire ""Lapinx""","9455","1","159.00","Size - M"
"W13041-WDR5301NC0EB","12101","Victoire ""Lapinx""","9456","0","159.00","Size - L"
"W13041-WDR5301NC0EB","12101","Victoire ""Lapinx""","9457","1","159.00","Size - XL"
"W13041-WDR5301NC0EB","12101","Victoire ""Lapinx""","9458","0","159.00","Size - XS"
"W17063-WDR5301NC02A","12102","Victoire ""Depth""","9459","0","159.00","Size - S"
"W17063-WDR5301NC02A","12102","Victoire ""Depth""","9460","1","159.00","Size - M"
"W17063-WDR5301NC02A","12102","Victoire ""Depth""","9461","1","159.00","Size - L"
"W17063-WDR5301NC02A","12102","Victoire ""Depth""","9462","0","159.00","Size - XL"
"W17063-WDR5301NC02A","12102","Victoire ""Depth""","9463","1","159.00","Size - XS"
"W16052-WDR5301NC0BA","12103","Victoire ""Zenith""","9464","0","159.00","Size - S"
"W16052-WDR5301NC0BA","12103","Victoire ""Zenith""","9465","1","159.00","Size - M"
"W16052-WDR5301NC0BA","12103","Victoire ""Zenith""","9466","0","159.00","Size - L"
"W16052-WDR5301NC0BA","12103","Victoire ""Zenith""","9467","1","159.00","Size - XL"
"W16052-WDR5301NC0BA","12103","Victoire ""Zenith""","9468","0","159.00","Size - XS"
"W10004-WDR5301NC01A","12104","Victoire ""Merging Earth and Sky""","9469","1","159.00","Size - S"
"W10004-WDR5301NC01A","12104","Victoire ""Merging Earth and Sky""","9470","1","159.00","Size - M"
"W10004-WDR5301NC01A","12104","Victoire ""Merging Earth and Sky""","9471","0","159.00","Size - L"
"W10004-WDR5301NC01A","12104","Victoire ""Merging Earth and Sky""","9472","0","159.00","Size - XL"
"W10004-WDR5301NC01A","12104","Victoire ""Merging Earth and Sky""","9473","0","159.00","Size - XS"
"A17063-WBL1101NC02A","12106","Nikki Cardigan ""Depth""","9474","0","159.00","Size - S"
"A17063-WBL1101NC02A","12106","Nikki Cardigan ""Depth""","9475","0","159.00","Size - M"
"A17063-WBL1101NC02A","12106","Nikki Cardigan ""Depth""","9476","1","159.00","Size - L"
"A17063-WBL1101NC02A","12106","Nikki Cardigan ""Depth""","9477","0","159.00","Size - XL"
"A17063-WBL1101NC02A","12106","Nikki Cardigan ""Depth""","9478","1","159.00","Size - XS"
"A16058-WBL1101NC04A","12107","Nikki Cardigan ""Silent Seekers""","9479","1","159.00","Size - S"
"A16058-WBL1101NC04A","12107","Nikki Cardigan ""Silent Seekers""","9480","1","159.00","Size - M"
"A16058-WBL1101NC04A","12107","Nikki Cardigan ""Silent Seekers""","9481","0","159.00","Size - L"
"A16058-WBL1101NC04A","12107","Nikki Cardigan ""Silent Seekers""","9482","0","159.00","Size - XL"
"A16058-WBL1101NC04A","12107","Nikki Cardigan ""Silent Seekers""","9483","1","159.00","Size - XS"
"A16058-WSK0501NC04A","12139","Elaine Skirt ""Silent Seekers""","9492","1","149.00","Size - S"
"A16058-WSK0501NC04A","12139","Elaine Skirt ""Silent Seekers""","9493","1","149.00","Size - M"
"A16058-WSK0501NC04A","12139","Elaine Skirt ""Silent Seekers""","9494","1","149.00","Size - L"
"A16058-WSK0501NC04A","12139","Elaine Skirt ""Silent Seekers""","9495","1","149.00","Size - XL"
"A16058-WSK0501NC04A","12139","Elaine Skirt ""Silent Seekers""","9496","1","149.00","Size - XS"
"W12005-WDR4401NC0WA","12188","Sophia ""Earth Keeper"" Plus Size","9517","1","179.00","Size - 1X"
"W12005-WDR4401NC0WA","12188","Sophia ""Earth Keeper"" Plus Size","9518","1","179.00","Size - 2X"
"W12005-WDR4401NC0WA","12188","Sophia ""Earth Keeper"" Plus Size","9519","1","179.00","Size - 3X"
"A16058-WLS1801NC04A","12194","Patti Tunic II ""Silent Seekers"" Plus Size","9525","2","119.00","Size - 1X"
"A16058-WLS1801NC04A","12194","Patti Tunic II ""Silent Seekers"" Plus Size","9526","1","119.00","Size - 2X"
"A16058-WLS1801NC04A","12194","Patti Tunic II ""Silent Seekers"" Plus Size","9527","1","119.00","Size - 3X"
"PONHAR","13085","Poncho ""Harfang""","9843","3","65.00","Size - 18mth - 3yrs"
"PONHAR","13085","Poncho ""Harfang""","9844","0","65.00","Size - 4yrs - 8yrs"
"CURS","13092","Shawl ""Currant""","","2","134.00","Shawl ""Currant"""
"A16058-UAC1101NC04A","13112","Alice Neck Warmer ""Silent Seekers""","","2","59.00","Alice Neck Warmer ""Silent Seekers"""
"A07020-WSS0901NC0AA","14175","K Smith T-Shirt ""Journey to the Spirit World""","10379","1","89.00","Size - S"
"A07020-WSS0901NC0AA","14175","K Smith T-Shirt ""Journey to the Spirit World""","10380","1","89.00","Size - M"
"A07020-WSS0901NC0AA","14175","K Smith T-Shirt ""Journey to the Spirit World""","10381","1","89.00","Size - L"
"A07020-WSS0901NC0AA","14175","K Smith T-Shirt ""Journey to the Spirit World""","10382","1","89.00","Size - XL"
"A07020-WSS0901NC0AA","14175","K Smith T-Shirt ""Journey to the Spirit World""","10383","1","89.00","Size - XS"
