"Reference code","Product ID","Product name","Product Combinations ID","Combinations (Attribute - value pair)","Quantity","Final price (pre-tax)","Pre-tax wholesale price"
"SKU: 54-54-116","485","Moccasins Bear Box","1087","Shoe Size - 18 months","0","92.00","40.00"
"SKU: 54-54-116","485","Moccasins Bear Box","1088","Shoe Size - 24 months","0","92.00","40.00"
"SKU: 54-54-116","485","Moccasins Bear Box","1089","Shoe Size - 36 months","4","92.00","40.00"
"6080-0408-41BU-600BU","537","Ladies Suede Slippers","534","Shoe Size - 5","1","108.00","46.90"
"6080-0408-41BU-600BU","537","Ladies Suede Slippers","535","Shoe Size - 6","1","108.00","46.90"
"6080-0408-41BU-600BU","537","Ladies Suede Slippers","536","Shoe Size - 7","1","108.00","46.90"
"6080-0408-41BU-600BU","537","Ladies Suede Slippers","537","Shoe Size - 8","1","108.00","46.90"
"6080-0408-41BU-600BU","537","Ladies Suede Slippers","538","Shoe Size - 9","1","108.00","46.90"
"6080-0408-41BU-600BU","537","Ladies Suede Slippers","539","Shoe Size - 10","0","108.00","46.90"
"6080-0408-41BU-600BU","537","Ladies Suede Slippers","540","Shoe Size - 11","0","108.00","46.90"
"6080-0408-41BU-600BU","537","Ladies Suede Slippers","541","Shoe Size - 12","0","108.00","46.90"
"6080-0408-41BU-600BU","537","Ladies Suede Slippers","542","Shoe Size - 4","0","108.00","46.90"
"6080-0408-41PU-600PU","542","Ladies Suede Slippers","584","Shoe Size - 10","0","108.00","37.20"
"6080-0408-41PU-600PU","542","Ladies Suede Slippers","7082","Shoe Size - 4","0","108.00","37.20"
"6080-0408-41PU-600PU","542","Ladies Suede Slippers","7083","Shoe Size - 5","1","108.00","37.20"
"6080-0408-41PU-600PU","542","Ladies Suede Slippers","7084","Shoe Size - 6","0","108.00","37.20"
"6080-0408-41PU-600PU","542","Ladies Suede Slippers","7085","Shoe Size - 7","0","108.00","37.20"
"6080-0408-41PU-600PU","542","Ladies Suede Slippers","7086","Shoe Size - 8","0","108.00","37.20"
"6080-0408-41PU-600PU","542","Ladies Suede Slippers","7087","Shoe Size - 9","0","108.00","37.20"
"6080-0408-41PU-600PU","542","Ladies Suede Slippers","7088","Shoe Size - 11","1","108.00","37.20"
"6080-0408-41PU-600PU","542","Ladies Suede Slippers","7089","Shoe Size - 12","0","108.00","37.20"
"6080-0408-41RB-600RB","544","Ladies Suede Slippers","597","Shoe Size - 5","0","108.00","37.20"
"6080-0408-41RB-600RB","544","Ladies Suede Slippers","598","Shoe Size - 6","0","108.00","37.20"
"6080-0408-41RB-600RB","544","Ladies Suede Slippers","599","Shoe Size - 7","1","108.00","37.20"
"6080-0408-41RB-600RB","544","Ladies Suede Slippers","600","Shoe Size - 8","0","108.00","37.20"
"6080-0408-41RB-600RB","544","Ladies Suede Slippers","601","Shoe Size - 9","1","108.00","37.20"
"6080-0408-41RB-600RB","544","Ladies Suede Slippers","602","Shoe Size - 10","0","108.00","37.20"
"6080-0408-41RB-600RB","544","Ladies Suede Slippers","603","Shoe Size - 11","0","108.00","37.20"
"6080-0408-41RB-600RB","544","Ladies Suede Slippers","604","Shoe Size - 12","0","108.00","37.20"
"6080-0408-41RB-600RB","544","Ladies Suede Slippers","605","Shoe Size - 4","0","108.00","37.20"
"6080-0408-41IC-652","553","Ladies Suede Slippers","682","Shoe Size - 9","1","108.00","46.90"
"6080-0408-41IC-652","553","Ladies Suede Slippers","7090","Shoe Size - 4","0","108.00","46.90"
"6080-0408-41IC-652","553","Ladies Suede Slippers","7091","Shoe Size - 5","0","108.00","46.90"
"6080-0408-41IC-652","553","Ladies Suede Slippers","7092","Shoe Size - 6","0","108.00","46.90"
"6080-0408-41IC-652","553","Ladies Suede Slippers","7093","Shoe Size - 7","1","108.00","46.90"
"6080-0408-41IC-652","553","Ladies Suede Slippers","7094","Shoe Size - 8","0","108.00","46.90"
"6080-0408-41IC-652","553","Ladies Suede Slippers","7095","Shoe Size - 10","0","108.00","46.90"
"6080-0408-41IC-652","553","Ladies Suede Slippers","7096","Shoe Size - 11","0","108.00","46.90"
"6080-0408-41IC-652","553","Ladies Suede Slippers","7097","Shoe Size - 12","0","108.00","46.90"
"6080-0408-41BL-653","554","Ladies Suede Slippers","692","Shoe Size - 10","1","108.00","46.90"
"6080-0408-41BL-653","554","Ladies Suede Slippers","7098","Shoe Size - 4","1","108.00","46.90"
"6080-0408-41BL-653","554","Ladies Suede Slippers","7099","Shoe Size - 5","0","108.00","46.90"
"6080-0408-41BL-653","554","Ladies Suede Slippers","7100","Shoe Size - 6","0","108.00","46.90"
"6080-0408-41BL-653","554","Ladies Suede Slippers","7101","Shoe Size - 7","1","108.00","46.90"
"6080-0408-41BL-653","554","Ladies Suede Slippers","7102","Shoe Size - 8","1","108.00","46.90"
"6080-0408-41BL-653","554","Ladies Suede Slippers","7103","Shoe Size - 9","0","108.00","46.90"
"6080-0408-41BL-653","554","Ladies Suede Slippers","7104","Shoe Size - 11","1","108.00","46.90"
"6080-0408-41BL-653","554","Ladies Suede Slippers","7105","Shoe Size - 12","1","108.00","46.90"
"6080-0408-41SBL-661","558","Ladies Suede Slippers","723","Shoe Size - 5","0","108.00","46.90"
"6080-0408-41SBL-661","558","Ladies Suede Slippers","724","Shoe Size - 6","1","108.00","46.90"
"6080-0408-41SBL-661","558","Ladies Suede Slippers","725","Shoe Size - 7","0","108.00","46.90"
