"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Combinations wholesale price","Combinations Impact on unit price","Product Combinations ID","Product ID"
"John Robson CMH Clamshell Box Watch","SKU: 90-90-252","90-90-253","John Robson Coffret Coquille de Mollusque : Taille - M","0","450.00","0.00","345.00","150.00","0.00","11706","454"
"John Robson CMH Clamshell Box Watch","SKU: 90-90-252","90-90-252","John Robson Coffret Coquille de Mollusque : Taille - L","1","450.00","0.00","1050.00","450.00","0.00","11707","454"
"Pablo Pillow ""Silent Seekers""","A16058-UAC1801NC04A","","Coussin Pablo ""En Quête de Silence""","4","21.00","59.00","0.00","0.00","0.00","","835"
"Pablo Pillow ""Water and Spirit Buffalo""","W13023-UAC1801NC09A","","Coussin Pablo ""Eau et Esprit du Bison""","4","21.00","59.00","0.00","0.00","0.00","","837"
"Pablo Pillow ""Journey to the Spirit World""","A07020-UAC1801NC0AB","","Coussin Pablo ""Voyage Vers le Monde du Songe""","2","21.00","59.00","0.00","0.00","0.00","","838"
"Pablo Pillow ""Lapinx""","A13041-UAC1801NC0EB","","Coussin Pablo ""Lapinx""","2","21.00","59.00","0.00","0.00","0.00","","869"
"Pablo Pillow ""Forest Temple""","A17065-UAC0301NC0CC","","Coussin Pablo ""Temple de la Forêt""","2","21.00","59.00","0.00","0.00","0.00","","870"
"Pablo Pillow ""Depth""","A17063-UAC1801NC02A","","Coussin Pablo ""Profondeur""","7","23.00","59.00","0.00","0.00","0.00","","933"
"Arthur Pillow ""Gezaluwejit""","A14051-UAC1201NC0TA","","Coussin Arthur ""Gezaluwejit""","2","21.00","59.00","0.00","0.00","0.00","","5183"
"Art Magnet","CAP-MAG","","Aimant d'Art","45","2.75","6.95","0.00","0.00","0.00","","7291"
"Otter","SKU: 00-03-642","00-03-642","Loutre : Taille - L","2","0.00","0.00","32.00","32.00","0.00","8552","9339"
"Otter","SKU: 00-03-642","SKU: 00-03-614","Loutre : Taille - M","0","0.00","0.00","19.95","8.00","0.00","8553","9339"
"Loon","SKU: 00-03-628","SKU: 00-03-626","Huard : Taille - P","2","0.00","0.00","23.00","10.00","0.00","8566","9347"
"Loon","SKU: 00-03-628","SKU: 00-03-627","Huard : Taille - M","2","0.00","0.00","36.00","15.00","0.00","8567","9347"
"Loon","SKU: 00-03-628","","Huard : Taille - L","1","0.00","0.00","72.00","31.00","0.00","8568","9347"
"Inuksuk","SKU: 00-04-287","SKU: 00-04-286","Taille - M","5","0.00","0.00","53.00","23.00","0.00","8569","9348"
"Inuksuk","SKU: 00-04-287","","Taille - L","2","0.00","0.00","57.00","24.00","0.00","8570","9348"
"Inuksuk","SKU: 00-04-287","SKU: 00-04-285","Taille - P","0","0.00","0.00","47.00","20.00","0.00","8571","9348"
"Pablo Pillow ""Wisdom Keepers""","A16059-UAC1801NC0IC","","Coussin Pablo ""Gardiens de la Sagesse""","5","21.00","59.00","0.00","0.00","0.00","","11096"
"Gustave Pillow ""A Moose and a Goose""","A08007-UAC6101NC1AA","","Coussin Gustave ""Un Orignal et une Outarde""","3","23.00","59.00","0.00","0.00","0.00","","12440"
"""Nibi"" Blanket","NIBI600OS-01","","Couverture ""Nibi""","2","105.00","198.00","0.00","0.00","0.00","","14224"
"""Star"" Blanket","STAR600OS-01","","Couverture ""Star""","2","105.00","198.00","0.00","0.00","0.00","","14226"
"Sherpa Baby Blanket ""Thunderbird"" Blanket","THUN600OS-07","","Couverture Sherpa pour Bébé ""Thunderbird""","2","51.00","85.00","0.00","0.00","0.00","","14438"
"Inukshuk","Inukshuk","INUK100","Taille - 2.5""","0","0.00","0.00","27.00","13.00","0.00","10499","14458"
