"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Combinations wholesale price","Combinations Impact on unit price","Product Combinations ID","Product ID"
"Plush made with Fox Fur","P-RENARD","","Peluche en Renard","0","20.50","45.00","0.00","0.00","0.00","","4057"
"Plush made with Rabbit Fur","P-LAPIN","","Peluche en Lapin","0","17.50","37.00","0.00","0.00","0.00","","4058"
"Plush made with Beaver Fur","P-CASTOR","","Peluche en Castor","0","17.50","38.00","0.00","0.00","0.00","","4059"
"Plush with Skunk","P-MOUFETTE","","Peluche en Moufette","1","17.50","38.00","0.00","0.00","0.00","","4060"
"Bear Fat","GRO_1","","Graisse d'Ours","0","15.00","32.95","0.00","0.00","0.00","","4062"
"Long Mittens in Natural Seal Fur","ML05","","Longues Mitaines en Fourrure de Loup Marin Naturel : Taille - XP","0","163.00","350.00","0.00","0.00","0.00","7654","4063"
"Long Mittens in Natural Seal Fur","ML05","","Longues Mitaines en Fourrure de Loup Marin Naturel : Taille - P","0","163.00","350.00","0.00","0.00","0.00","7655","4063"
"Long Mittens in Natural Seal Fur","ML05","","Longues Mitaines en Fourrure de Loup Marin Naturel : Taille - M","0","163.00","350.00","0.00","0.00","0.00","7656","4063"
"Long Mittens in Natural Seal Fur","ML05","","Longues Mitaines en Fourrure de Loup Marin Naturel : Taille - L","1","163.00","350.00","0.00","0.00","0.00","7657","4063"
"Long Mittens in Natural Seal Fur","ML05","","Longues Mitaines en Fourrure de Loup Marin Naturel : Taille - XL","0","163.00","350.00","0.00","0.00","0.00","7658","4063"
"Long Mittens in Natural Seal Fur","ML05","","Longues Mitaines en Fourrure de Loup Marin Naturel : Taille - XXL","0","163.00","350.00","0.00","0.00","0.00","7659","4063"
"Natural Seal Skin Beanie","TUL-05","","Tuque en Loup Marin Naturel : Taille - XP","0","172.00","360.00","0.00","0.00","0.00","7690","4068"
"Natural Seal Skin Beanie","TUL-05","","Tuque en Loup Marin Naturel : Taille - P","0","172.00","360.00","0.00","0.00","0.00","7691","4068"
"Natural Seal Skin Beanie","TUL-05","","Tuque en Loup Marin Naturel : Taille - M","0","172.00","360.00","0.00","0.00","0.00","7692","4068"
"Natural Seal Skin Beanie","TUL-05","","Tuque en Loup Marin Naturel : Taille - L","1","172.00","360.00","0.00","0.00","0.00","7693","4068"
"Natural Seal Skin Beanie","TUL-05","","Tuque en Loup Marin Naturel : Taille - XL","0","172.00","360.00","0.00","0.00","0.00","7694","4068"
"Mittens in Natural Seal Skin","ML05C","","Mitaines en Fourrure de Loup Marin Naturel : Taille - P","0","112.00","239.00","0.00","0.00","0.00","7672","4073"
"Mittens in Natural Seal Skin","ML05C","","Mitaines en Fourrure de Loup Marin Naturel : Taille - M","1","112.00","239.00","0.00","0.00","0.00","7673","4073"
"Mittens in Natural Seal Skin","ML05C","","Mitaines en Fourrure de Loup Marin Naturel : Taille - L","1","112.00","239.00","0.00","0.00","0.00","7674","4073"
"Mittens in Natural Seal Skin","ML05C","","Mitaines en Fourrure de Loup Marin Naturel : Taille - XL","1","112.00","239.00","0.00","0.00","0.00","7675","4073"
"Mittens in Natural Seal Skin","ML05C","","Mitaines en Fourrure de Loup Marin Naturel : Taille - XXL","0","112.00","239.00","0.00","0.00","0.00","7676","4073"
"Mittens in Natural Seal Skin","ML05C","","Mitaines en Fourrure de Loup Marin Naturel : Taille - XP","0","112.00","239.00","0.00","0.00","0.00","7677","4073"
"Long Mittens in Black Seal Fur","ML01","","Longue Mitaines en Fourrure de Loup Marin Noir : Taille - P","0","157.00","325.00","0.00","0.00","0.00","7678","4074"
"Long Mittens in Black Seal Fur","ML01","","Longue Mitaines en Fourrure de Loup Marin Noir : Taille - M","0","157.00","325.00","0.00","0.00","0.00","7679","4074"
"Long Mittens in Black Seal Fur","ML01","","Longue Mitaines en Fourrure de Loup Marin Noir : Taille - L","0","157.00","325.00","0.00","0.00","0.00","7680","4074"
"Long Mittens in Black Seal Fur","ML01","","Longue Mitaines en Fourrure de Loup Marin Noir : Taille - XL","0","157.00","325.00","0.00","0.00","0.00","7681","4074"
"Long Mittens in Black Seal Fur","ML01","","Longue Mitaines en Fourrure de Loup Marin Noir : Taille - XXL","0","157.00","325.00","0.00","0.00","0.00","7682","4074"
