"Product name","Reference code","Combinations Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations Impact on price (pre-tax)","Combinations wholesale price","Combinations Impact on unit price","Product Combinations ID","Product ID"
"1 Lucky Stones","Fab-1","","1 Roches de Chance","224","1.00","5.50","0.00","0.00","0.00","","7903"
"17B Painted Pebble  ""DC""","FAB-17B","","17B Galet Peint ""Capteur Rêves""","28","2.50","6.50","0.00","0.00","0.00","","7906"
"17A Shaman Painted River Pebble","FAB-17A","","17A Galet de Rivière Peint Chamanes","4","1.50","5.50","0.00","0.00","0.00","","9809"
"2D Candle Holder Month","Fab - 2D","","2D Porte Chandelle Mois","3","7.50","28.00","0.00","0.00","0.00","","11140"
"18 Wooden Earth Game","Fab-18","","18 Jeux des Terres Boisées","1","7.50","17.95","0.00","0.00","0.00","","11141"
"6 Ornaments","Fab-6","","6 Ornements","6","3.00","15.00","0.00","0.00","0.00","","11819"
"7 Round Incense Burner","Fab-7","","7 Bruleur à Encens Rond","0","3.00","15.00","0.00","0.00","0.00","","11820"
"8A Smudging Kit","Fab-8A","","8A Ensemble de Purification","0","12.50","32.00","0.00","0.00","0.00","","11821"
"13C Candle Holder Bone","Fab-13C","","13C Porte Chandelle Os","5","11.00","36.00","0.00","0.00","0.00","","11822"
"Buttons","Fab-Buttons","","Boutons","13","1.00","5.00","0.00","0.00","0.00","","11823"
"3 Necklace on Cardboard","Fab-3","","3 Collier sur Carton","11","3.00","9.95","0.00","0.00","0.00","","12747"
"12D Bowl Medium with Bird","Fab-12D","","12D Bol Moyen avec Oiseau","2","12.00","36.00","0.00","0.00","0.00","","12748"
"13D Candle Holder Arrow","Fab-13D","","13D Porte Chandelle Flèche","4","12.50","40.00","0.00","0.00","0.00","","13558"
"5A Bracelet 1 Strand","Fab-5a","","5A Bracelet 1 Brin : Taille - XP","0","2.50","0.00","6.00","0.00","0.00","11675","15544"
"5A Bracelet 1 Strand","Fab-5a","","5A Bracelet 1 Brin : Taille - P","0","2.50","0.00","6.00","0.00","0.00","11676","15544"
"5A Bracelet 1 Strand","Fab-5a","","5A Bracelet 1 Brin : Taille - M","0","2.50","0.00","8.00","0.00","0.00","11677","15544"
"5A Bracelet 1 Strand","Fab-5a","","5A Bracelet 1 Brin : Taille - L","0","2.50","0.00","10.00","0.00","0.00","11678","15544"
"5A Bracelet 1 Strand","Fab-5a","","5A Bracelet 1 Brin : Taille - XL","0","2.50","0.00","10.00","0.00","0.00","11679","15544"
"5B Bracelet 3 Strands","Fab-5b","","5B Bracelet 3 Brins","0","7.50","18.00","0.00","0.00","0.00","","15545"
