"Reference code","Product ID","Product name","Product Combinations ID","Combinations (Attribute - value pair)","Quantity","Final price (pre-tax)","Pre-tax wholesale price","Combinations wholesale price"
"CS","13053","Ancestral Seed Boxes","11928","Wellness - Pride of you vegetable garden","7","19.99","12.00","0.00"
"CS","13053","Ancestral Seed Boxes","11929","Wellness - Surprise Collection","7","19.99","12.00","0.00"
"CS","13053","Ancestral Seed Boxes","11930","Wellness - Save the bees","2","19.99","12.00","0.00"
"CS","13053","Ancestral Seed Boxes","11931","Wellness - Flowers and medicinal plants","5","19.99","12.00","0.00"
"TIS","13061","Herbal Teas","9829","Wellness - Wild chamomile","2","19.95","11.97","0.00"
"TIS","13061","Herbal Teas","9830","Wellness - Balsam fir","3","19.95","11.97","0.00"
"TIS","13061","Herbal Teas","9831","Wellness - Red clover","4","19.95","11.97","0.00"
"TIS","13061","Herbal Teas","9832","Wellness - Stinging nettle","2","19.95","11.97","0.00"
"MI","13062","Honey","9837","Wellness - Wild chamomile","2","19.95","11.97","0.00"
"MI","13062","Honey","9838","Wellness - Balsam fir","3","19.95","11.97","0.00"
"MI","13062","Honey","9839","Wellness - Rosehips","3","19.95","11.97","0.00"
"MI","13062","Honey","9840","Wellness - Wild mint","4","19.95","11.97","0.00"
"CS-Individual","15155","Ancestral Seeds (Sachet)","","Ancestral Seeds (Sachet)","27","3.99","2.40","0.00"
"DANCINGSEAL","16412","Dancing Seal - Alariaq","","Dancing Seal - Alariaq","1","400.00","200.00","0.00"
"FLIPPER","16413","Flipper","","Flipper","1","440.00","220.00","0.00"
"SEALKELLY","16414","Seal - Simanik Kelly","","Seal - Simanik Kelly","1","260.00","130.00","0.00"
"HUNTER","16415","Hunter with Spear","","Hunter with Spear","1","600.00","300.00","0.00"
"INUKSHUK ALARIAQ","16416","Inukshuk Alariaq","","Inukshuk Alariaq","0","400.00","200.00","0.00"
"UPRIGHTSEAL ALARIAQ","16417","Upright Dancing Seal Alariaq","","Upright Dancing Seal Alariaq","1","600.00","300.00","0.00"
"WALRUS SIMIGAK","16418","Walrus Simigak","","Walrus Simigak","0","465.00","230.00","0.00"
"SEAL ADLA","16419","Seal Adla","","Seal Adla","0","115.00","55.00","0.00"
"BEAR SAMAYUALIE","16420","Bear Samayualie","","Bear Samayualie","1","795.00","400.00","0.00"
"MARK HENRY","16421","Mask Henry","","Mask Henry","1","125.00","60.00","0.00"
"INUKSHUK ALARIAQ","16422","Inukshuk Shaa","","Inukshuk Shaa","1","350.00","175.00","0.00"
"EAGLE IOWHAN","16423","Eagle Iowhan","","Eagle Iowhan","1","1300.00","650.00","0.00"
"SEAL-62391","16424","Seal Kopalie","","Seal Kopalie","1","140.00","70.00","0.00"
"BEAR ETIDLOIE","16425","Bear Etidloie","","Bear Etidloie","1","1190.00","595.00","0.00"
"WHALE VERTEBRAE","16426","Whale Vertebrae Akpaliapik","","Whale Vertebrae Akpaliapik","1","350.00","175.00","0.00"
"1513","16427","Man Kelly","","Man Kelly","0","315.00","155.00","0.00"
"1246651","16429","Musk Pootoogoo","","Musk Pootoogoo","1","525.00","260.00","0.00"
"1246651","16430","Seal on Walrus","","Seal on Walrus","1","400.00","200.00","0.00"
"607612","16431","Inukshuk Shaa","","Inukshuk Shaa","1","375.00","185.00","0.00"
"EAGLE MARACLE","16432","Eagle Maracle","","Eagle Maracle","1","2500.00","2500.00","0.00"
"VASE1","16439","Vase with Horse Hair","","Vase with Horse Hair","0","55.00","25.00","0.00"
"VASE2","16440","Vase with Horse Hair","","Vase with Horse Hair","0","65.00","30.00","0.00"
"HORSE","16441","Marble Horse","","Marble Horse","0","160.00","80.00","0.00"
"TORTUE1","16442","Alabaster Turtle","","Alabaster Turtle","0","110.00","55.00","0.00"
"TORTUE2","16445","Alabaster Turtle","","Alabaster Turtle","0","95.00","45.00","0.00"
"OWL","16447","Owl","","Owl","0","115.00","55.00","0.00"
"RABBIT","16448","Rabbit","","Rabbit","1","115.00","55.00","0.00"
"BROOCH","16449","Brooch Arnaktauyok","","Brooch Arnaktauyok","8","80.00","40.00","0.00"
