"Reference code","Product ID","Product name","Product Combinations ID","Combinations (Attribute - value pair)","Quantity","Final price (pre-tax)","Pre-tax wholesale price","Combinations wholesale price"
"SKU: 00-07-730x3","373","Corrine Hunt Silk Inspiration Bangle","1038","Size - S","0","54.00","23.50","0.00"
"SKU: 00-07-730x3","373","Corrine Hunt Silk Inspiration Bangle","1039","Size - M","1","54.00","23.50","0.00"
"SKU: 00-07-730x3","373","Corrine Hunt Silk Inspiration Bangle","1040","Size - L","0","54.00","23.50","0.00"
"SKU: 00-07-733x3","374","Corrine Hunt Silk Inspiration Bangle","1035","Size - S","0","54.00","23.50","0.00"
"SKU: 00-07-733x3","374","Corrine Hunt Silk Inspiration Bangle","1036","Size - M","1","54.00","23.50","0.00"
"SKU: 00-07-733x3","374","Corrine Hunt Silk Inspiration Bangle","1037","Size - L","1","54.00","23.50","0.00"
"SKU: 00-07-750x2","375","Corrine Hunt Silk Inspiration Cuff Bracelet","1033","Size - S","1","60.00","26.00","0.00"
"SKU: 00-07-750x2","375","Corrine Hunt Silk Inspiration Cuff Bracelet","1034","Size - M","1","60.00","26.00","0.00"
"SKU: 00-07-752x2","376","Corrine Hunt Silk Inspiration Cuff Bracelet","1031","Size - S","0","60.00","26.00","0.00"
"SKU: 00-07-752x2","376","Corrine Hunt Silk Inspiration Cuff Bracelet","1032","Size - M","0","60.00","26.00","0.00"
"SKU: 00-07-739x3","395","Kelly Robinson Silk Inspiration Bangle","1028","Size - S","2","54.00","23.50","0.00"
"SKU: 00-07-739x3","395","Kelly Robinson Silk Inspiration Bangle","1029","Size - M","0","54.00","23.50","0.00"
"SKU: 00-07-739x3","395","Kelly Robinson Silk Inspiration Bangle","1030","Size - L","2","54.00","23.50","0.00"
"SKU: 00-07-736x3","396","Kelly Robinson Silk Inspiration Bangle","1025","Size - S","0","54.00","23.50","0.00"
"SKU: 00-07-736x3","396","Kelly Robinson Silk Inspiration Bangle","1026","Size - M","0","54.00","23.50","0.00"
"SKU: 00-07-736x3","396","Kelly Robinson Silk Inspiration Bangle","1027","Size - L","0","54.00","23.50","0.00"
"SKU: 00-07-756x2","397","Kelly Robinson Silk Inspiration Cuff Bracelet","1023","Size - S","1","60.00","26.00","0.00"
"SKU: 00-07-756x2","397","Kelly Robinson Silk Inspiration Cuff Bracelet","1024","Size - M","1","60.00","26.00","0.00"
"SKU: 00-07-754x2","398","Kelly Robinson Silk Inspiration Cuff Bracelet","1021","Size - S","1","60.00","26.00","0.00"
"SKU: 00-07-754x2","398","Kelly Robinson Silk Inspiration Cuff Bracelet","1022","Size - M","1","60.00","26.00","0.00"
"SKU: 00-07-562x2","418","Andrew Williams Octopus Bracelet","7525","Size - 6.5""","0","110.95","45.00","0.00"
